key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
minutes,ALL,T1,cfnai,1,0.6247,0.9404,99,0.9515
minutes,ALL,T1,cfnai,2,0.8692,0.7559,99,0.9657
minutes,ALL,T1,cfnai,3,0.8045,0.4319,99,0.9985
minutes,ALL,T1,vix,1,0.8405,0.2067,99,0.9515
minutes,ALL,T1,vix,2,0.9806,0.1448,99,0.9806
minutes,ALL,T1,vix,3,0.0787,0.2428,99,0.4365
minutes,ALL,T2,cfnai,1,0.4782,0.1177,91,0.8828
minutes,ALL,T2,cfnai,2,0.3684,0.061,91,0.8159
minutes,ALL,T2,cfnai,3,0.7433,0.1357,91,0.9377
minutes,ALL,T2,vix,1,0.4388,0.8969,91,0.8828
minutes,ALL,T2,vix,2,0.2432,0.5519,91,0.8159
minutes,ALL,T2,vix,3,0.4243,0.6995,91,0.9377
minutes,can,T1,cfnai,1,0.0101,0.1984,99,0.2522
minutes,can,T1,cfnai,2,0.0454,0.0127,99,0.4541
minutes,can,T1,cfnai,3,0.0233,0.0355,99,0.2864
minutes,can,T1,vix,1,0.2583,0.0,99,0.9273
minutes,can,T1,vix,2,0.0076,0.0,99,0.3499
minutes,can,T1,vix,3,0.0383,0.0,99,0.2864
minutes,could,T1,cfnai,1,0.9721,0.85,99,0.9995
minutes,could,T1,cfnai,2,0.1136,0.4095,99,0.6861
minutes,could,T1,cfnai,3,0.0833,0.4278,99,0.4365
minutes,could,T1,vix,1,0.3948,0.4265,99,0.9515
minutes,could,T1,vix,2,0.3373,0.435,99,0.8877
minutes,could,T1,vix,3,0.0005,0.6674,99,0.0268
minutes,could,T2,cfnai,1,0.9703,0.8398,91,0.9869
minutes,could,T2,cfnai,2,0.2423,0.9971,91,0.8159
minutes,could,T2,cfnai,3,0.2722,0.9794,91,0.9377
minutes,could,T2,vix,1,0.5022,0.6353,91,0.8928
minutes,could,T2,vix,2,0.1996,0.3944,91,0.8159
minutes,could,T2,vix,3,0.159,0.691,91,0.9377
minutes,may,T1,cfnai,1,0.9995,0.8653,99,0.9995
minutes,may,T1,cfnai,2,0.1825,0.8795,99,0.8296
minutes,may,T1,cfnai,3,0.218,0.9214,99,0.7266
minutes,may,T1,vix,1,0.3314,0.407,99,0.9515
minutes,may,T1,vix,2,0.5303,0.3018,99,0.9395
minutes,may,T1,vix,3,0.5703,0.2309,99,0.9985
minutes,may,T2,cfnai,1,0.4662,0.5509,91,0.8828
