layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
statement,will,modal,607,41906,6891,1767732,14484.8,3898.2,678.86,0.0,1.895,271.6,+,0.0
statement,would,modal,49,41906,8033,1767732,1169.3,4544.2,147.38,0.0,-1.944,-74.3,-,0.0
statement,could,modal,50,41906,3226,1767732,1193.1,1824.9,10.24,0.0014,-0.599,-34.6,-,0.0021
statement,can,modal,4,41906,2590,1767732,95.5,1465.2,91.7,0.0,-3.77,-93.5,-,0.0
statement,should,modal,33,41906,1300,1767732,787.5,735.4,0.15,0.701,0.12,7.1,+,0.701
statement,may,modal,27,41906,1466,1767732,644.3,829.3,1.83,0.1756,-0.338,-22.3,-,0.2107
statement_vote,will,modal,5,5441,7493,1804197,918.9,4153.1,20.07,0.0,-2.039,-77.9,-,0.0
statement_vote,would,modal,0,5441,8082,1804197,0.0,4479.6,48.67,0.0,-5.607,-100.0,-,0.0
statement_vote,could,modal,0,5441,3276,1804197,0.0,1815.8,19.73,0.0,-4.305,-100.0,-,0.0
statement_vote,can,modal,0,5441,2594,1804197,0.0,1437.8,15.62,0.0001,-3.968,-100.0,-,0.0001
statement_vote,should,modal,5,5441,1328,1804197,918.9,736.1,0.23,0.6328,0.457,24.8,+,0.6328
statement_vote,may,modal,0,5441,1493,1804197,0.0,827.5,8.99,0.0027,-3.171,-100.0,-,0.0033
min_staff_desk,will,modal,35,71942,7463,1737696,486.5,4294.8,385.72,0.0,-3.122,-88.7,-,0.0
min_staff_desk,would,modal,307,71942,7775,1737696,4267.3,4474.3,0.67,0.4122,-0.066,-4.6,-,0.4916
min_staff_desk,could,modal,138,71942,3138,1737696,1918.2,1805.8,0.47,0.4916,0.092,6.2,+,0.4916
min_staff_desk,can,modal,5,71942,2589,1737696,69.5,1489.9,169.8,0.0,-4.285,-95.3,-,0.0
min_staff_desk,should,modal,27,71942,1306,1737696,375.3,751.6,16.1,0.0001,-0.976,-50.1,-,0.0001
