key,unit,target,r2_base,r2_with,delta_r2,coef_text,p_text,n,q_text
minutes,ALL,cfnai_ma3_lead3,0.0553,0.1222,0.0669,0.0846,0.1529,99,0.7417
minutes,ALL,d_vix_28,0.0527,0.0561,0.0033,-0.0823,0.2095,99,0.7417
minutes,could,cfnai_ma3_lead3,0.0553,0.0652,0.0099,-0.0903,0.2201,99,0.7417
minutes,could,d_vix_28,0.0527,0.0529,0.0002,0.0513,0.8,99,0.8824
minutes,could/causative,cfnai_ma3_lead3,0.0553,0.0557,0.0003,-0.0162,0.8527,99,0.8824
minutes,could/causative,d_vix_28,0.0527,0.0571,0.0043,-0.263,0.4637,99,0.7498
minutes,should,cfnai_ma3_lead3,0.0553,0.0623,0.007,0.0563,0.3899,99,0.7417
minutes,should,d_vix_28,0.0527,0.0551,0.0024,-0.1439,0.3999,99,0.7417
minutes,would,cfnai_ma3_lead3,0.0553,0.1169,0.0615,0.0776,0.0239,99,0.7417
minutes,would,d_vix_28,0.0527,0.0529,0.0001,0.015,0.8548,99,0.8824
minutes,would/aspectual,cfnai_ma3_lead3,0.0553,0.0661,0.0107,0.0731,0.3828,99,0.7417
minutes,would/aspectual,d_vix_28,0.0527,0.0536,0.0009,0.092,0.6859,99,0.8129
minutes,would/copular_adj,cfnai_ma3_lead3,0.0553,0.0572,0.0019,0.0264,0.7147,99,0.8168
minutes,would/copular_adj,d_vix_28,0.0527,0.0531,0.0003,0.0478,0.9036,99,0.9036
statement,ALL,cfnai_ma3_lead3,0.0105,0.1086,0.0981,0.0797,0.1482,101,0.7417
statement,ALL,d_vix_28,0.0182,0.0512,0.0329,-0.2612,0.2231,101,0.7417
statement,could,cfnai_ma3_lead3,0.0105,0.0157,0.0052,0.0485,0.5624,101,0.7498
statement,could,d_vix_28,0.0182,0.0313,0.013,-0.4341,0.3322,101,0.7417
statement,could/causative,cfnai_ma3_lead3,0.0105,0.0157,0.0052,0.0485,0.5624,101,0.7498
statement,could/causative,d_vix_28,0.0182,0.0313,0.013,-0.4341,0.3322,101,0.7417
statement,will,cfnai_ma3_lead3,0.0105,0.1353,0.1248,0.1185,0.0661,101,0.7417
statement,will,d_vix_28,0.0182,0.025,0.0068,-0.156,0.4172,101,0.7417
statement,will/activity,cfnai_ma3_lead3,0.0105,0.0272,0.0166,-0.0858,0.1786,101,0.7417
statement,will/activity,d_vix_28,0.0182,0.1207,0.1024,1.2047,0.2327,101,0.7417
statement,will/aspectual,cfnai_ma3_lead3,0.0105,0.0124,0.0019,0.0158,0.5907,101,0.756
statement,will/aspectual,d_vix_28,0.0182,0.0271,0.0089,-0.1945,0.4988,101,0.7498
statement,will/mental,cfnai_ma3_lead3,0.0105,0.0164,0.0059,0.0513,0.5164,101,0.7498
statement,will/mental,d_vix_28,0.0182,0.0395,0.0213,-0.5516,0.2147,101,0.7417
statement,would,cfnai_ma3_lead3,0.0105,0.0166,0.006,0.0501,0.5237,101,0.7498
statement,would,d_vix_28,0.0182,0.0297,0.0115,-0.3903,0.3513,101,0.7417
statement,would/copular_adj,cfnai_ma3_lead3,0.0105,0.0142,0.0037,0.0404,0.6143,101,0.756
statement,would/copular_adj,d_vix_28,0.0182,0.0298,0.0116,-0.4037,0.3528,101,0.7417
