level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,T1_only,era_composition,confirmed,unit_level
layer,min_participants,would/policy_action,vix,-0.268,0.0073,-0.319,0.0021,-0.324,-0.323,-0.11,152,0.273,False,False,True,U3
layer,min_special,could/activity,cfnai,0.159,0.3282,0.23,0.1772,0.18,,,51,0.425,False,False,False,U3
layer,min_special,could/activity,vix,0.208,0.1975,0.226,0.1857,0.179,,,51,0.425,False,False,False,U3
layer,min_special,could/causative,cfnai,-0.106,0.5143,0.102,0.5531,-0.008,,,40,0.525,False,False,False,U3
layer,min_special,could/causative,vix,0.177,0.2749,0.081,0.6372,0.236,,,40,0.525,False,False,False,U3
layer,min_special,could/other,cfnai,0.14,0.3897,0.159,0.3558,0.076,,,68,0.375,False,False,False,U3
layer,min_special,could/other,vix,0.041,0.8014,0.164,0.3405,0.1,,,68,0.375,False,False,False,U3
layer,min_special,could/policy_action,cfnai,0.101,0.5363,-0.007,0.9678,0.126,,,39,0.525,False,False,False,U3
layer,min_special,could/policy_action,vix,0.15,0.3559,0.082,0.6359,0.121,,,39,0.525,False,False,False,U3
layer,min_special,would/activity,cfnai,-0.099,0.5433,-0.164,0.3382,-0.097,,,40,0.425,False,False,False,U3
layer,min_special,would/activity,vix,-0.032,0.8445,0.014,0.9341,-0.038,,,40,0.425,False,False,False,U3
layer,min_special,would/copular_adj,cfnai,0.203,0.2086,0.242,0.1552,0.126,,,90,0.2,False,False,False,U3
layer,min_special,would/copular_adj,vix,0.379,0.0159,0.337,0.0446,0.409,,,90,0.2,True,True,False,U3
layer,min_special,would/other,cfnai,-0.002,0.9923,-0.165,0.3349,0.027,,,62,0.3,False,False,False,U3
layer,min_special,would/other,vix,-0.202,0.2125,-0.203,0.2347,-0.115,,,62,0.3,False,False,False,U3
layer,min_staff,could/occurrence,cfnai,0.018,0.8635,0.012,0.9129,0.025,0.315,-0.333,43,0.657,False,False,False,U3
layer,min_staff,could/occurrence,vix,-0.351,0.0004,-0.312,0.0026,-0.354,-0.241,-0.28,43,0.657,False,False,False,U3
layer,min_staff,would/copular_adj,cfnai,0.096,0.3458,0.02,0.8507,0.093,0.172,-0.166,41,0.677,False,False,False,U3
layer,min_staff,would/copular_adj,vix,-0.151,0.136,-0.158,0.1345,-0.171,-0.231,-0.229,41,0.677,False,False,False,U3
layer,min_staff,would/occurrence,cfnai,0.11,0.2798,0.175,0.0969,0.102,0.231,0.151,103,0.283,False,False,False,U3
layer,min_staff,would/occurrence,vix,-0.22,0.0286,-0.179,0.0893,-0.213,-0.123,0.053,103,0.283,True,False,False,U3
layer,min_staff,would/other,cfnai,0.2,0.0471,0.228,0.0294,0.118,0.004,0.44,42,0.657,False,False,False,U3
layer,min_staff,would/other,vix,0.263,0.0086,0.274,0.0085,0.177,0.105,0.498,42,0.657,False,False,False,U3
layer,min_staff,would/policy_action,cfnai,0.078,0.4415,0.1,0.3438,0.06,0.132,0.147,58,0.535,False,False,False,U3
layer,min_staff,would/policy_action,vix,-0.351,0.0004,-0.394,0.0001,-0.352,-0.155,-0.095,58,0.535,False,False,True,U3
layer,min_staff_desk,would/activity,cfnai,-0.053,0.6015,0.024,0.8187,-0.035,0.118,-0.106,31,0.768,False,False,False,U3
layer,min_staff_desk,would/activity,vix,-0.035,0.7295,-0.06,0.5728,-0.009,-0.011,-0.018,31,0.768,False,False,False,U3
layer,min_staff_desk,would/aspectual,cfnai,0.077,0.4466,0.086,0.4199,0.062,-0.035,0.203,37,0.737,False,False,False,U3
layer,min_staff_desk,would/aspectual,vix,0.25,0.0124,0.226,0.0312,0.22,-0.023,0.171,37,0.737,False,False,False,U3
layer,min_staff_desk,would/copular_adj,cfnai,0.023,0.8239,-0.022,0.839,0.035,0.122,-0.283,39,0.798,False,False,False,U3
layer,min_staff_desk,would/copular_adj,vix,-0.001,0.9892,0.03,0.7742,0.04,0.249,0.008,39,0.798,False,False,False,U3
layer,min_staff_desk,would/other,cfnai,0.053,0.6058,0.073,0.4917,0.117,0.005,0.108,62,0.586,False,False,False,U3
layer,min_staff_desk,would/other,vix,-0.094,0.353,-0.14,0.1842,-0.009,-0.191,0.197,62,0.586,False,False,False,U3
layer,min_staff_desk,would/policy_action,cfnai,-0.015,0.8849,0.045,0.6724,0.047,-0.001,0.087,46,0.687,False,False,False,U3
layer,min_staff_desk,would/policy_action,vix,0.121,0.2314,0.111,0.296,0.14,-0.053,-0.022,46,0.687,False,False,False,U3
layer,statement,could/causative,cfnai,-0.062,0.535,-0.167,0.1127,-0.011,0.094,-0.438,50,0.505,False,False,False,U3
layer,statement,could/causative,vix,0.332,0.0007,0.451,0.0,0.185,-0.083,-0.012,50,0.505,True,True,False,U3
layer,statement,will/activity,cfnai,-0.342,0.0005,-0.286,0.006,-0.227,0.004,-0.474,132,0.01,True,True,False,U3
layer,statement,will/activity,vix,0.224,0.0245,0.241,0.0214,-0.004,0.191,-0.073,132,0.01,True,True,False,U3
layer,statement,will/aspectual,cfnai,-0.16,0.1092,-0.175,0.0964,-0.149,-0.174,-0.256,126,0.327,False,False,False,U3
layer,statement,will/aspectual,vix,0.406,0.0,0.393,0.0001,0.337,0.069,-0.325,126,0.327,True,True,False,U3
layer,statement,will/copular_adj,cfnai,0.393,0.0,0.338,0.0011,0.353,0.19,0.386,51,0.535,False,False,True,U3
layer,statement,will/copular_adj,vix,0.151,0.1317,0.219,0.037,-0.008,0.17,0.278,51,0.535,False,False,False,U3
layer,statement,will/mental,cfnai,-0.285,0.0039,-0.181,0.0858,-0.27,0.078,-0.453,105,0.257,True,False,False,U3
layer,statement,will/mental,vix,-0.368,0.0002,-0.419,0.0,-0.409,-0.353,-0.257,105,0.257,False,False,True,U3
layer,statement,will/occurrence,cfnai,0.177,0.0771,0.203,0.0537,0.095,0.238,0.17,47,0.644,False,False,False,U3
layer,statement,will/occurrence,vix,-0.229,0.021,-0.364,0.0004,-0.211,-0.4,0.048,47,0.644,False,False,False,U3
layer,statement,will/policy_action,cfnai,0.038,0.7031,0.027,0.7998,0.031,0.143,-0.241,57,0.614,False,False,False,U3
layer,statement,will/policy_action,vix,-0.412,0.0,-0.387,0.0002,-0.199,-0.204,0.003,57,0.614,False,False,False,U3
layer,statement,would/copular_adj,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U3
layer,statement,would/copular_adj,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U3
