doc_id,unit,count,density,share,date,period
statement_20140129,will/activity,1,1.2004801920768307,0.058823529411764705,2014-01-29,T1
statement_20140129,will/aspectual,1,1.2004801920768307,0.058823529411764705,2014-01-29,T1
statement_20140129,will/mental,2,2.4009603841536613,0.11764705882352941,2014-01-29,T1
statement_20140129,will/policy_action,3,3.601440576230492,0.17647058823529413,2014-01-29,T1
statement_20140129,will/copular_adj,2,2.4009603841536613,0.11764705882352941,2014-01-29,T1
statement_20140129,could/causative,1,1.2004801920768307,0.058823529411764705,2014-01-29,T1
statement_20140129,will/occurrence,3,3.601440576230492,0.17647058823529413,2014-01-29,T1
statement_20140129,would/copular_adj,0,0.0,0.0,2014-01-29,T1
statement_20140129,will/causative,0,0.0,0.0,2014-01-29,T1
statement_20140129,will/existence,0,0.0,0.0,2014-01-29,T1
statement_20140129,should/activity,0,0.0,0.0,2014-01-29,T1
statement_20140129,may/causative,0,0.0,0.0,2014-01-29,T1
statement_20140319,will/activity,2,2.3724792408066433,0.11764705882352941,2014-03-19,T1
statement_20140319,will/aspectual,2,2.3724792408066433,0.11764705882352941,2014-03-19,T1
statement_20140319,will/mental,2,2.3724792408066433,0.11764705882352941,2014-03-19,T1
statement_20140319,will/policy_action,3,3.558718861209964,0.17647058823529413,2014-03-19,T1
statement_20140319,will/copular_adj,1,1.1862396204033216,0.058823529411764705,2014-03-19,T1
statement_20140319,could/causative,1,1.1862396204033216,0.058823529411764705,2014-03-19,T1
statement_20140319,will/occurrence,1,1.1862396204033216,0.058823529411764705,2014-03-19,T1
statement_20140319,would/copular_adj,0,0.0,0.0,2014-03-19,T1
statement_20140319,will/causative,0,0.0,0.0,2014-03-19,T1
statement_20140319,will/existence,0,0.0,0.0,2014-03-19,T1
statement_20140319,should/activity,0,0.0,0.0,2014-03-19,T1
statement_20140319,may/causative,1,1.1862396204033216,0.058823529411764705,2014-03-19,T1
statement_20140430,will/activity,2,2.457002457002457,0.11764705882352941,2014-04-30,T1
statement_20140430,will/aspectual,2,2.457002457002457,0.11764705882352941,2014-04-30,T1
statement_20140430,will/mental,2,2.457002457002457,0.11764705882352941,2014-04-30,T1
statement_20140430,will/policy_action,3,3.6855036855036856,0.17647058823529413,2014-04-30,T1
statement_20140430,will/copular_adj,1,1.2285012285012284,0.058823529411764705,2014-04-30,T1
statement_20140430,could/causative,1,1.2285012285012284,0.058823529411764705,2014-04-30,T1
statement_20140430,will/occurrence,1,1.2285012285012284,0.058823529411764705,2014-04-30,T1
statement_20140430,would/copular_adj,0,0.0,0.0,2014-04-30,T1
statement_20140430,will/causative,0,0.0,0.0,2014-04-30,T1
statement_20140430,will/existence,0,0.0,0.0,2014-04-30,T1
statement_20140430,should/activity,0,0.0,0.0,2014-04-30,T1
statement_20140430,may/causative,1,1.2285012285012284,0.058823529411764705,2014-04-30,T1
statement_20140618,will/activity,2,2.5031289111389237,0.11764705882352941,2014-06-18,T1
statement_20140618,will/aspectual,2,2.5031289111389237,0.11764705882352941,2014-06-18,T1
statement_20140618,will/mental,2,2.5031289111389237,0.11764705882352941,2014-06-18,T1
statement_20140618,will/policy_action,3,3.7546933667083855,0.17647058823529413,2014-06-18,T1
statement_20140618,will/copular_adj,1,1.2515644555694618,0.058823529411764705,2014-06-18,T1
statement_20140618,could/causative,1,1.2515644555694618,0.058823529411764705,2014-06-18,T1
statement_20140618,will/occurrence,1,1.2515644555694618,0.058823529411764705,2014-06-18,T1
statement_20140618,would/copular_adj,0,0.0,0.0,2014-06-18,T1
statement_20140618,will/causative,0,0.0,0.0,2014-06-18,T1
statement_20140618,will/existence,0,0.0,0.0,2014-06-18,T1
statement_20140618,should/activity,0,0.0,0.0,2014-06-18,T1
statement_20140618,may/causative,1,1.2515644555694618,0.058823529411764705,2014-06-18,T1
statement_20140730,will/activity,2,2.5157232704402515,0.14285714285714285,2014-07-30,T1
statement_20140730,will/aspectual,1,1.2578616352201257,0.07142857142857142,2014-07-30,T1
statement_20140730,will/mental,2,2.5157232704402515,0.14285714285714285,2014-07-30,T1
statement_20140730,will/policy_action,2,2.5157232704402515,0.14285714285714285,2014-07-30,T1
statement_20140730,will/copular_adj,1,1.2578616352201257,0.07142857142857142,2014-07-30,T1
statement_20140730,could/causative,0,0.0,0.0,2014-07-30,T1
statement_20140730,will/occurrence,1,1.2578616352201257,0.07142857142857142,2014-07-30,T1
statement_20140730,would/copular_adj,0,0.0,0.0,2014-07-30,T1
statement_20140730,will/causative,0,0.0,0.0,2014-07-30,T1
statement_20140730,will/existence,0,0.0,0.0,2014-07-30,T1
statement_20140730,should/activity,0,0.0,0.0,2014-07-30,T1
statement_20140730,may/causative,1,1.2578616352201257,0.07142857142857142,2014-07-30,T1
statement_20140917,will/activity,2,2.5380710659898473,0.14285714285714285,2014-09-17,T1
statement_20140917,will/aspectual,2,2.5380710659898473,0.14285714285714285,2014-09-17,T1
statement_20140917,will/mental,2,2.5380710659898473,0.14285714285714285,2014-09-17,T1
statement_20140917,will/policy_action,1,1.2690355329949237,0.07142857142857142,2014-09-17,T1
statement_20140917,will/copular_adj,1,1.2690355329949237,0.07142857142857142,2014-09-17,T1
statement_20140917,could/causative,0,0.0,0.0,2014-09-17,T1
statement_20140917,will/occurrence,1,1.2690355329949237,0.07142857142857142,2014-09-17,T1
statement_20140917,would/copular_adj,0,0.0,0.0,2014-09-17,T1
statement_20140917,will/causative,0,0.0,0.0,2014-09-17,T1
statement_20140917,will/existence,0,0.0,0.0,2014-09-17,T1
statement_20140917,should/activity,0,0.0,0.0,2014-09-17,T1
statement_20140917,may/causative,1,1.2690355329949237,0.07142857142857142,2014-09-17,T1
statement_20141029,will/activity,2,3.1201248049921997,0.25,2014-10-29,T1
statement_20141029,will/aspectual,0,0.0,0.0,2014-10-29,T1
statement_20141029,will/mental,1,1.5600624024960998,0.125,2014-10-29,T1
statement_20141029,will/policy_action,2,3.1201248049921997,0.25,2014-10-29,T1
statement_20141029,will/copular_adj,1,1.5600624024960998,0.125,2014-10-29,T1
statement_20141029,could/causative,0,0.0,0.0,2014-10-29,T1
statement_20141029,will/occurrence,0,0.0,0.0,2014-10-29,T1
statement_20141029,would/copular_adj,0,0.0,0.0,2014-10-29,T1
statement_20141029,will/causative,0,0.0,0.0,2014-10-29,T1
statement_20141029,will/existence,0,0.0,0.0,2014-10-29,T1
statement_20141029,should/activity,1,1.5600624024960998,0.125,2014-10-29,T1
statement_20141029,may/causative,1,1.5600624024960998,0.125,2014-10-29,T1
statement_20141217,will/activity,2,3.4364261168384878,0.25,2014-12-17,T1
statement_20141217,will/aspectual,0,0.0,0.0,2014-12-17,T1
statement_20141217,will/mental,1,1.7182130584192439,0.125,2014-12-17,T1
statement_20141217,will/policy_action,1,1.7182130584192439,0.125,2014-12-17,T1
statement_20141217,will/copular_adj,1,1.7182130584192439,0.125,2014-12-17,T1
statement_20141217,could/causative,0,0.0,0.0,2014-12-17,T1
statement_20141217,will/occurrence,0,0.0,0.0,2014-12-17,T1
statement_20141217,would/copular_adj,0,0.0,0.0,2014-12-17,T1
statement_20141217,will/causative,0,0.0,0.0,2014-12-17,T1
statement_20141217,will/existence,0,0.0,0.0,2014-12-17,T1
statement_20141217,should/activity,1,1.7182130584192439,0.125,2014-12-17,T1
statement_20141217,may/causative,1,1.7182130584192439,0.125,2014-12-17,T1
statement_20150128,will/activity,2,3.676470588235294,0.2857142857142857,2015-01-28,T1
statement_20150128,will/aspectual,0,0.0,0.0,2015-01-28,T1
statement_20150128,will/mental,1,1.838235294117647,0.14285714285714285,2015-01-28,T1
statement_20150128,will/policy_action,1,1.838235294117647,0.14285714285714285,2015-01-28,T1
statement_20150128,will/copular_adj,0,0.0,0.0,2015-01-28,T1
statement_20150128,could/causative,0,0.0,0.0,2015-01-28,T1
statement_20150128,will/occurrence,0,0.0,0.0,2015-01-28,T1
