key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
minutes,ALL,T1,cfnai,0.2448,0.8072,99,0.7290947368421052,0.9225142857142857
minutes,ALL,T1,vix,0.2224,0.5284,99,0.7290947368421052,0.8923354838709676
minutes,ALL,T2,cfnai,0.6547,0.0632,91,0.8587199999999999,0.33210000000000006
minutes,ALL,T2,vix,0.2956,0.6522,91,0.7290947368421052,0.8923354838709676
minutes,could,T1,cfnai,0.0067,0.4843,99,0.2832,0.8923354838709676
minutes,could,T1,vix,0.1034,0.5603,99,0.5726769230769231,0.8923354838709676
minutes,could,T2,cfnai,0.4421,0.9646,91,0.7578857142857143,0.9661
minutes,could,T2,vix,0.2996,0.3919,91,0.7290947368421052,0.8923354838709676
minutes,could/causative,T1,cfnai,0.297,0.5452,99,0.7290947368421052,0.8923354838709676
minutes,could/causative,T1,vix,0.8338,0.8378,99,0.8743304347826086,0.9248727272727273
minutes,could/causative,T2,cfnai,0.2117,0.4889,91,0.7290947368421052,0.8923354838709676
minutes,could/causative,T2,vix,0.1816,0.2814,91,0.6881684210526317,0.8104319999999999
minutes,may,T1,cfnai,0.7803,0.7247,99,0.8643323076923076,0.8923354838709676
minutes,may,T1,vix,0.7156,0.0924,99,0.8587199999999999,0.3581052631578947
minutes,may,T2,cfnai,0.7965,0.5748,91,0.868909090909091,0.8923354838709676
minutes,may,T2,vix,0.7489,0.7684,91,0.8593875000000001,0.8923354838709676
minutes,should,T1,cfnai,0.8144,0.7519,99,0.8743304347826086,0.8923354838709676
minutes,should,T1,vix,0.7076,0.2944,99,0.8587199999999999,0.8152615384615385
minutes,should,T2,cfnai,0.7056,0.2375,91,0.8587199999999999,0.7735304347826087
minutes,should,T2,vix,0.4173,0.4871,91,0.732819512195122,0.8923354838709676
minutes,will,T1,cfnai,0.4156,0.8685,99,0.732819512195122,0.9333134328358209
minutes,will,T1,vix,0.6656,0.6998,99,0.8587199999999999,0.8923354838709676
minutes,will,T2,cfnai,0.7563,0.9661,91,0.8593875000000001,0.9661
minutes,will,T2,vix,0.2386,0.8478,91,0.7290947368421052,0.9248727272727273
minutes,would,T1,cfnai,0.1731,0.5506,99,0.6881684210526317,0.8923354838709676
minutes,would,T1,vix,0.4743,0.5392,99,0.7761272727272727,0.8923354838709676
minutes,would,T2,cfnai,0.6494,0.0159,91,0.8587199999999999,0.16354285714285716
minutes,would,T2,vix,0.6939,0.7642,91,0.8587199999999999,0.8923354838709676
minutes,would/activity,T1,cfnai,0.0461,0.0721,99,0.3593454545454545,0.33210000000000006
minutes,would/activity,T1,vix,0.0118,0.0017,99,0.2832,0.02448
minutes,would/activity,T2,cfnai,0.3744,0.6162,91,0.7290947368421052,0.8923354838709676
minutes,would/activity,T2,vix,0.2401,0.0017,91,0.7290947368421052,0.02448
minutes,would/copular_adj,T1,cfnai,0.467,0.0683,99,0.7761272727272727,0.33210000000000006
minutes,would/copular_adj,T1,vix,0.7061,0.0834,99,0.8587199999999999,0.3532235294117647
minutes,would/copular_adj,T2,cfnai,0.5656,0.0598,91,0.8587199999999999,0.33210000000000006
minutes,would/copular_adj,T2,vix,0.0547,0.0738,91,0.3593454545454545,0.33210000000000006
minutes,would/occurrence,T1,cfnai,0.8379,0.4247,99,0.8743304347826086,0.8923354838709676
minutes,would/occurrence,T1,vix,0.3348,0.2471,99,0.7290947368421052,0.7735304347826087
minutes,would/occurrence,T2,cfnai,0.9167,0.9567,91,0.9167,0.9661
minutes,would/occurrence,T2,vix,0.024,0.7518,91,0.3456,0.8923354838709676
minutes,would/other,T1,cfnai,0.5974,0.9378,99,0.8587199999999999,0.9661
minutes,would/other,T1,vix,0.9113,0.0945,99,0.9167,0.3581052631578947
minutes,would/other,T2,cfnai,0.3381,0.3784,91,0.7290947368421052,0.8923354838709676
minutes,would/other,T2,vix,0.0233,0.1968,91,0.3456,0.6747428571428571
minutes,would/policy_action,T1,cfnai,0.7355,0.4088,99,0.8593875000000001,0.8923354838709676
minutes,would/policy_action,T1,vix,0.7639,0.0642,99,0.8593875000000001,0.33210000000000006
minutes,would/policy_action,T2,cfnai,0.0296,0.6182,91,0.35177142857142857,0.8923354838709676
minutes,would/policy_action,T2,vix,0.3539,0.0447,91,0.7290947368421052,0.32183999999999996
statement,ALL,T1,cfnai,0.0549,0.1438,101,0.3593454545454545,0.51768
