layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
statement,will,modal,607,41906,5547,830792,14484.8,6676.8,267.76,0.0,1.118,116.9,+,0.0
statement,would,modal,49,41906,4419,830792,1169.3,5319.0,192.74,0.0,-2.171,-78.0,-,0.0
statement,could,modal,50,41906,1064,830792,1193.1,1280.7,0.24,0.6208,-0.088,-6.8,-,0.6208
statement,can,modal,4,41906,2127,830792,95.5,2560.2,175.41,0.0,-4.576,-96.3,-,0.0
statement,should,modal,33,41906,792,830792,787.5,953.3,1.23,0.2679,-0.255,-17.4,-,0.2902
statement,may,modal,27,41906,898,830792,644.3,1080.9,8.3,0.004,-0.721,-40.4,-,0.0057
statement,will/activity,unit,132,41906,1035,830792,3149.9,1245.8,79.58,0.0,1.343,152.8,+,0.0
statement,will/aspectual,unit,126,41906,454,830792,3006.7,546.5,202.66,0.0,2.464,450.2,+,0.0
statement,will/mental,unit,105,41906,659,830792,2505.6,793.2,90.83,0.0,1.665,215.9,+,0.0
statement,will/policy_action,unit,57,41906,380,830792,1360.2,457.4,45.1,0.0,1.583,197.4,+,0.0
statement,will/copular_adj,unit,51,41906,492,830792,1217.0,592.2,19.8,0.0,1.052,105.5,+,0.0
statement,could/causative,unit,50,41906,201,830792,1193.1,241.9,72.75,0.0,2.313,393.2,+,0.0
statement,will/occurrence,unit,47,41906,396,830792,1121.6,476.7,24.66,0.0,1.248,135.3,+,0.0
statement,would/copular_adj,unit,46,41906,488,830792,1097.7,587.4,13.88,0.0002,0.916,86.9,+,0.0003
statement,will/causative,unit,38,41906,157,830792,906.8,189.0,53.85,0.0,2.277,379.8,+,0.0
statement,will/existence,unit,29,41906,488,830792,692.0,587.4,0.7,0.4024,0.26,17.8,+,0.4185
statement,should/activity,unit,21,41906,175,830792,501.1,210.6,11.27,0.0008,1.28,137.9,+,0.0013
statement,may/causative,unit,16,41906,83,830792,381.8,99.9,17.74,0.0,1.97,282.2,+,0.0
