key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
minutes,ALL,T1,cfnai,1,0.2882,0.5849,99,0.7713
minutes,ALL,T1,cfnai,2,0.0096,0.6755,99,0.205
minutes,ALL,T1,cfnai,3,0.0223,0.7022,99,0.1604
minutes,ALL,T1,vix,1,0.0138,0.3057,99,0.2481
minutes,ALL,T1,vix,2,0.0473,0.1382,99,0.3403
minutes,ALL,T1,vix,3,0.0172,0.1973,99,0.1604
minutes,ALL,T2,cfnai,1,0.0994,0.8218,91,0.6461
minutes,ALL,T2,cfnai,2,0.1583,0.924,91,0.8747
minutes,ALL,T2,cfnai,3,0.1352,0.4274,91,0.9613
minutes,ALL,T2,vix,1,0.2686,0.2225,91,0.6921
minutes,ALL,T2,vix,2,0.2634,0.0991,91,0.8747
minutes,ALL,T2,vix,3,0.3051,0.1056,91,0.9613
minutes,could,T1,cfnai,1,0.3466,0.3508,99,0.7713
minutes,could,T1,cfnai,2,0.8271,0.3172,99,0.9091
minutes,could,T1,cfnai,3,0.0118,0.388,99,0.1604
minutes,could,T1,vix,1,0.5233,0.9835,99,0.7713
minutes,could,T1,vix,2,0.0385,0.3383,99,0.3403
minutes,could,T1,vix,3,0.0555,0.4295,99,0.3333
minutes,could,T2,cfnai,1,0.3792,0.0745,91,0.6921
minutes,could,T2,cfnai,2,0.1752,0.1432,91,0.8747
minutes,could,T2,cfnai,3,0.2013,0.0932,91,0.9613
minutes,could,T2,vix,1,0.1256,0.0437,91,0.6461
minutes,could,T2,vix,2,0.1863,0.0061,91,0.8747
minutes,could,T2,vix,3,0.5091,0.0123,91,0.9613
minutes,should,T1,cfnai,1,0.7704,0.6369,99,0.8668
minutes,should,T1,cfnai,2,0.8113,0.783,99,0.9091
minutes,should,T1,cfnai,3,0.9609,0.9138,99,0.9787
minutes,should,T1,vix,1,0.3635,0.4146,99,0.7713
minutes,should,T1,vix,2,0.6743,0.7406,99,0.899
minutes,should,T1,vix,3,0.8515,0.8062,99,0.9579
minutes,should,T2,cfnai,1,0.973,0.9031,91,0.9992
minutes,should,T2,cfnai,2,0.9803,0.775,91,0.9852
minutes,should,T2,cfnai,3,0.5608,0.3978,91,0.9613
minutes,should,T2,vix,1,0.6625,0.8448,91,0.9533
minutes,should,T2,vix,2,0.8338,0.7886,91,0.9852
minutes,should,T2,vix,3,0.6689,0.5416,91,0.9908
minutes,would,T1,cfnai,1,0.1934,0.1443,99,0.7713
minutes,would,T1,cfnai,2,0.0114,0.2508,99,0.205
minutes,would,T1,cfnai,3,0.0023,0.3173,99,0.0815
minutes,would,T1,vix,1,0.3179,0.3276,99,0.7713
minutes,would,T1,vix,2,0.4066,0.4852,99,0.7926
minutes,would,T1,vix,3,0.2413,0.6197,99,0.759
minutes,would,T2,cfnai,1,0.0833,0.2043,91,0.6461
minutes,would,T2,cfnai,2,0.3248,0.5785,91,0.9743
minutes,would,T2,cfnai,3,0.623,0.8078,91,0.9908
minutes,would,T2,vix,1,0.3506,0.6007,91,0.6921
minutes,would,T2,vix,2,0.6194,0.266,91,0.9852
minutes,would,T2,vix,3,0.8744,0.491,91,0.9985
minutes,would+take,T1,cfnai,1,0.8263,0.4179,99,0.8749
minutes,would+take,T1,cfnai,2,0.4033,0.5293,99,0.7926
minutes,would+take,T1,cfnai,3,0.7591,0.8162,99,0.9579
minutes,would+take,T1,vix,1,0.1202,0.5602,99,0.7713
minutes,would+take,T1,vix,2,0.2933,0.7337,99,0.7038
minutes,would+take,T1,vix,3,0.5284,0.8978,99,0.857
minutes,would+take,T2,cfnai,1,0.0973,0.6282,91,0.6461
minutes,would+take,T2,cfnai,2,0.1625,0.7676,91,0.8747
minutes,would+take,T2,cfnai,3,0.3208,0.9257,91,0.9613
minutes,would+take,T2,vix,1,0.1909,0.8003,91,0.6921
minutes,would+take,T2,vix,2,0.3603,0.9482,91,0.978
minutes,would+take,T2,vix,3,0.5557,0.9898,91,0.9613
press_conf,ALL,T1,cfnai,1,0.3894,0.293,80,0.7713
press_conf,ALL,T1,cfnai,2,0.2032,0.648,80,0.7038
press_conf,ALL,T1,cfnai,3,0.1976,0.7889,80,0.759
press_conf,ALL,T1,vix,1,0.5008,0.0178,80,0.7713
press_conf,ALL,T1,vix,2,0.7268,0.1357,80,0.9022
press_conf,ALL,T1,vix,3,0.9557,0.2442,80,0.9787
press_conf,ALL,T2,cfnai,1,0.182,0.0024,71,0.6921
press_conf,ALL,T2,cfnai,2,0.3803,0.0085,71,0.978
press_conf,ALL,T2,cfnai,3,0.6816,0.0135,71,0.9908
press_conf,ALL,T2,vix,1,0.7397,0.0369,71,0.9533
press_conf,ALL,T2,vix,2,0.5157,0.1269,71,0.9852
press_conf,ALL,T2,vix,3,0.461,0.1297,71,0.9613
press_conf,can,T1,cfnai,1,0.3877,0.2363,80,0.7713
press_conf,can,T1,cfnai,2,0.6459,0.163,80,0.8943
press_conf,can,T1,cfnai,3,0.7067,0.2645,80,0.9579
press_conf,can,T1,vix,1,0.8569,0.0047,80,0.8814
press_conf,can,T1,vix,2,0.5955,0.0064,80,0.8698
press_conf,can,T1,vix,3,0.7827,0.008,80,0.9579
press_conf,can,T2,cfnai,1,0.9512,0.4798,71,0.9992
press_conf,can,T2,cfnai,2,0.948,0.7477,71,0.9852
press_conf,can,T2,cfnai,3,0.4972,0.7242,71,0.9613
press_conf,can,T2,vix,1,0.2795,0.3059,71,0.6921
press_conf,can,T2,vix,2,0.6338,0.5739,71,0.9852
press_conf,can,T2,vix,3,0.0587,0.5502,71,0.9613
press_conf,can+do,T1,cfnai,1,0.4288,0.963,80,0.7713
press_conf,can+do,T1,cfnai,2,0.604,0.9699,80,0.8698
press_conf,can+do,T1,cfnai,3,0.5907,0.9202,80,0.857
press_conf,can+do,T1,vix,1,0.7988,0.0025,80,0.8714
press_conf,can+do,T1,vix,2,0.9026,0.022,80,0.9284
press_conf,can+do,T1,vix,3,0.8347,0.0185,80,0.9579
press_conf,can+do,T2,cfnai,1,0.9462,0.5151,71,0.9992
press_conf,can+do,T2,cfnai,2,0.9766,0.6813,71,0.9852
press_conf,can+do,T2,cfnai,3,0.9985,0.4185,71,0.9985
press_conf,can+do,T2,vix,1,0.7469,0.5047,71,0.9533
press_conf,can+do,T2,vix,2,0.6575,0.8183,71,0.9852
press_conf,can+do,T2,vix,3,0.763,0.7518,71,0.9985
press_conf,could,T1,cfnai,1,0.0125,0.1234,80,0.2481
press_conf,could,T1,cfnai,2,0.0582,0.0467,80,0.3493
press_conf,could,T1,cfnai,3,0.1353,0.0709,80,0.6959
press_conf,could,T1,vix,1,0.4695,0.3772,80,0.7713
press_conf,could,T1,vix,2,0.4875,0.4223,80,0.8357
press_conf,could,T1,vix,3,0.5951,0.5888,80,0.857
press_conf,could,T2,cfnai,1,0.7679,0.5653,71,0.9533
press_conf,could,T2,cfnai,2,0.8157,0.9222,71,0.9852
press_conf,could,T2,cfnai,3,0.555,0.9765,71,0.9613
press_conf,could,T2,vix,1,0.37,0.0415,71,0.6921
press_conf,could,T2,vix,2,0.7287,0.302,71,0.9852
