key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
minutes,ALL,T1,cfnai,0.2448,0.8072,99,0.9989,0.9949
minutes,ALL,T1,vix,0.2224,0.5284,99,0.9989,0.9949
minutes,ALL,T2,cfnai,0.6547,0.0632,91,0.9989,0.5616
minutes,ALL,T2,vix,0.2956,0.6522,91,0.9989,0.9949
minutes,could,T1,cfnai,0.987,0.991,198,0.9989,0.9949
minutes,could,T1,vix,0.0885,0.5318,198,0.9989,0.9949
minutes,could,T2,cfnai,0.9434,0.9303,182,0.9989,0.9949
minutes,could,T2,vix,0.7163,0.951,182,0.9989,0.9949
minutes,may,T1,cfnai,0.9527,0.8728,198,0.9989,0.9949
minutes,may,T1,vix,0.9537,0.9245,198,0.9989,0.9949
minutes,may,T2,cfnai,0.6506,0.7962,182,0.9989,0.9949
minutes,may,T2,vix,0.9463,0.7104,182,0.9989,0.9949
minutes,should,T1,cfnai,0.9974,0.9498,198,0.9989,0.9949
minutes,should,T1,vix,0.8859,0.5381,198,0.9989,0.9949
minutes,should,T2,cfnai,0.9508,0.2326,182,0.9989,0.893184
minutes,should,T2,vix,0.7083,0.6627,182,0.9989,0.9949
minutes,will,T1,cfnai,0.9461,0.9492,198,0.9989,0.9949
minutes,will,T1,vix,0.6314,0.6193,198,0.9989,0.9949
minutes,will,T2,cfnai,0.9858,0.9152,182,0.9989,0.9949
minutes,will,T2,vix,0.2176,0.8411,182,0.9989,0.9949
minutes,would,T1,cfnai,0.7597,0.8415,198,0.9989,0.9949
minutes,would,T1,vix,0.8669,0.4774,198,0.9989,0.9949
minutes,would,T2,cfnai,0.4854,0.3781,182,0.9989,0.9949
minutes,would,T2,vix,0.9958,0.7084,182,0.9989,0.9949
press_conf,ALL,T1,cfnai,0.2032,0.648,80,0.9989,0.9949
press_conf,ALL,T1,vix,0.7268,0.1357,80,0.9989,0.6856421052631578
press_conf,ALL,T2,cfnai,0.3803,0.0085,71,0.9989,0.20400000000000001
press_conf,ALL,T2,vix,0.5157,0.1269,71,0.9989,0.6856421052631578
press_conf,can,T1,cfnai,0.628,0.4309,160,0.9989,0.9949
press_conf,can,T1,vix,0.9448,0.0073,160,0.9989,0.20400000000000001
press_conf,can,T2,cfnai,0.9932,0.7364,142,0.9989,0.9949
press_conf,can,T2,vix,0.476,0.4541,142,0.9989,0.9949
press_conf,could,T1,cfnai,0.0195,0.2036,160,0.936,0.8498086956521739
press_conf,could,T1,vix,0.7294,0.4455,160,0.9989,0.9949
press_conf,could,T2,cfnai,0.9399,0.8022,142,0.9989,0.9949
press_conf,could,T2,vix,0.5672,0.0514,142,0.9989,0.5616
press_conf,may,T1,cfnai,0.7187,0.9781,160,0.9989,0.9949
press_conf,may,T1,vix,0.9471,0.8479,160,0.9989,0.9949
press_conf,may,T2,cfnai,0.9284,0.9837,142,0.9989,0.9949
press_conf,may,T2,vix,0.6308,0.8659,142,0.9989,0.9949
press_conf,should,T1,cfnai,0.3858,0.3941,160,0.9989,0.9949
press_conf,should,T1,vix,0.6515,0.4054,160,0.9989,0.9949
press_conf,should,T2,cfnai,0.188,0.5931,142,0.9989,0.9949
press_conf,should,T2,vix,0.5985,0.5108,142,0.9989,0.9949
press_conf,will,T1,cfnai,0.3123,0.1875,160,0.9989,0.8498086956521739
press_conf,will,T1,vix,0.1795,0.069,160,0.9989,0.5616
press_conf,will,T2,cfnai,0.9179,0.3328,142,0.9989,0.9949
press_conf,will,T2,vix,0.9785,0.0702,142,0.9989,0.5616
press_conf,would,T1,cfnai,0.1822,0.1307,160,0.9989,0.6856421052631578
press_conf,would,T1,vix,0.796,0.2029,160,0.9989,0.8498086956521739
press_conf,would,T2,cfnai,0.3433,0.0678,142,0.9989,0.5616
press_conf,would,T2,vix,0.5782,0.5419,142,0.9989,0.9949
speech,ALL,T1,cfnai,0.6389,0.3461,124,0.9989,0.9949
speech,ALL,T1,vix,0.8616,0.4409,124,0.9989,0.9949
speech,ALL,T2,cfnai,0.6896,0.8219,118,0.9989,0.9949
speech,ALL,T2,vix,0.9877,0.7173,118,0.9989,0.9949
speech,can,T1,cfnai,0.8062,0.0001,248,0.9989,0.009600000000000001
speech,can,T1,vix,0.775,0.1109,248,0.9989,0.6856421052631578
speech,can,T2,cfnai,0.9987,0.9949,236,0.9989,0.9949
speech,can,T2,vix,0.2219,0.9404,236,0.9989,0.9949
speech,could,T1,cfnai,0.3428,0.7562,248,0.9989,0.9949
speech,could,T1,vix,0.9147,0.5227,248,0.9989,0.9949
speech,could,T2,cfnai,0.3235,0.9558,236,0.9989,0.9949
speech,could,T2,vix,0.5256,0.2268,236,0.9989,0.893184
speech,may,T1,cfnai,0.9692,0.9644,248,0.9989,0.9949
speech,may,T1,vix,0.9046,0.3281,248,0.9989,0.9949
speech,may,T2,cfnai,0.711,0.5042,236,0.9989,0.9949
speech,may,T2,vix,0.992,0.4779,236,0.9989,0.9949
speech,should,T1,cfnai,0.9213,0.3486,248,0.9989,0.9949
speech,should,T1,vix,0.1136,0.129,248,0.9989,0.6856421052631578
speech,should,T2,cfnai,0.9426,0.9134,236,0.9989,0.9949
speech,should,T2,vix,0.1585,0.5328,236,0.9989,0.9949
speech,will,T1,cfnai,0.8004,0.6874,248,0.9989,0.9949
speech,will,T1,vix,0.2632,0.0584,248,0.9989,0.5616
speech,will,T2,cfnai,0.5439,0.3768,236,0.9989,0.9949
speech,will,T2,vix,0.0304,0.0817,236,0.9728,0.5808
speech,would,T1,cfnai,0.3183,0.3379,248,0.9989,0.9949
speech,would,T1,vix,0.9989,0.4496,248,0.9989,0.9949
speech,would,T2,cfnai,0.9788,0.9774,236,0.9989,0.9949
speech,would,T2,vix,0.937,0.6781,236,0.9989,0.9949
statement,ALL,T1,cfnai,0.0549,0.1438,101,0.9989,0.6902400000000001
statement,ALL,T1,vix,0.0507,0.0248,101,0.9989,0.47615999999999997
statement,ALL,T2,cfnai,0.4075,0.2811,91,0.9989,0.9949
statement,ALL,T2,vix,0.16,0.4617,91,0.9989,0.9949
statement,could,T1,cfnai,0.4804,0.0019,202,0.9989,0.0912
statement,could,T1,vix,0.9489,0.6543,202,0.9989,0.9949
statement,could,T2,cfnai,0.6004,0.6939,182,0.9989,0.9949
statement,could,T2,vix,0.412,0.8603,182,0.9989,0.9949
statement,will,T1,cfnai,0.0007,0.0847,202,0.06720000000000001,0.5808
statement,will,T1,vix,0.4073,0.3946,202,0.9989,0.9949
statement,will,T2,cfnai,0.6092,0.574,182,0.9989,0.9949
statement,will,T2,vix,0.2156,0.6799,182,0.9989,0.9949
statement,would,T1,cfnai,0.6623,0.0477,202,0.9989,0.5616
statement,would,T1,vix,0.9842,0.9429,202,0.9989,0.9949
statement,would,T2,cfnai,0.5676,0.8807,182,0.9989,0.9949
statement,would,T2,vix,0.379,0.9562,182,0.9989,0.9949
