key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
statement,ALL,T1,cfnai,0.0549,0.1438,101,0.26908571428571426,0.46116363636363633
statement,ALL,T1,vix,0.0507,0.0248,101,0.26908571428571426,0.14053333333333332
statement,ALL,T2,cfnai,0.4075,0.2811,91,0.7242,0.6826714285714286
statement,ALL,T2,vix,0.16,0.4617,91,0.4533333333333333,0.7808173913043478
statement,could,T1,cfnai,0.3848,0.0002,101,0.7242,0.0068000000000000005
statement,could,T1,vix,0.6591,0.4159,101,0.8299777777777778,0.7808173913043478
statement,could,T2,cfnai,0.3731,0.6842,91,0.7242,0.8376064516129033
statement,could,T2,vix,0.1523,0.7311,91,0.4533333333333333,0.8376064516129033
statement,will,T1,cfnai,0.0107,0.0078,101,0.1819,0.08839999999999999
statement,will,T1,vix,0.1528,0.3141,101,0.4533333333333333,0.71196
statement,will,T2,cfnai,0.4875,0.5271,91,0.7242,0.7808173913043478
statement,will,T2,vix,0.0342,0.744,91,0.26908571428571426,0.8376064516129033
statement,will/activity,T1,cfnai,0.003,0.4357,101,0.10200000000000001,0.7808173913043478
statement,will/activity,T1,vix,0.5725,0.1492,101,0.7786,0.46116363636363633
statement,will/activity,T2,cfnai,0.0208,0.7133,91,0.2357333333333333,0.8376064516129033
statement,will/activity,T2,vix,0.9715,0.1774,91,0.9715,0.4639692307692308
statement,will/aspectual,T1,cfnai,0.337,0.9898,101,0.7242,0.9898
statement,will/aspectual,T1,vix,0.497,0.013,101,0.7242,0.1105
statement,will/aspectual,T2,cfnai,0.381,0.7175,91,0.7242,0.8376064516129033
statement,will/aspectual,T2,vix,0.1323,0.1269,91,0.4533333333333333,0.46116363636363633
statement,will/copular_adj,T1,cfnai,0.4283,0.1713,101,0.7242,0.4639692307692308
statement,will/copular_adj,T1,vix,0.8928,0.9623,101,0.9715,0.9898
statement,will/copular_adj,T2,cfnai,0.5112,0.0783,91,0.7242,0.332775
statement,will/copular_adj,T2,vix,0.0554,0.6919,91,0.26908571428571426,0.8376064516129033
statement,will/mental,T1,cfnai,0.8555,0.0006,101,0.9715,0.010199999999999999
statement,will/mental,T1,vix,0.8911,0.4654,101,0.9715,0.7808173913043478
statement,will/mental,T2,cfnai,0.9186,0.5282,91,0.9715,0.7808173913043478
statement,will/mental,T2,vix,0.2653,0.3414,91,0.6938615384615384,0.725475
statement,will/policy_action,T2,cfnai,0.9633,0.8332,91,0.9715,0.885275
statement,will/policy_action,T2,vix,0.1193,0.0677,91,0.4533333333333333,0.3288285714285714
statement,would,T1,cfnai,0.6316,0.0221,101,0.8259384615384616,0.14053333333333332
statement,would,T1,vix,0.8819,0.661,101,0.9715,0.8376064516129033
statement,would,T2,cfnai,0.5038,0.4927,91,0.7242,0.7808173913043478
statement,would,T2,vix,0.3624,0.7637,91,0.7242,0.8376064516129033
