key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
minutes,ALL,T1,cfnai,0.8692,0.7559,99,0.9789797468354431,0.8682372413793104
minutes,ALL,T1,vix,0.9806,0.1448,99,0.9865430303030303,0.5367333333333333
minutes,ALL,T2,cfnai,0.3684,0.061,91,0.9400518518518519,0.41436153846153845
minutes,ALL,T2,vix,0.2432,0.5519,91,0.9400518518518519,0.8266212389380531
minutes,can,T1,cfnai,0.0454,0.0127,99,0.6280333333333334,0.17568333333333333
minutes,can,T1,vix,0.0076,0.0,99,0.5146,0.0
minutes,could,T1,cfnai,0.1136,0.4095,99,0.8571636363636363,0.7388804347826087
minutes,could,T1,vix,0.3373,0.435,99,0.9400518518518519,0.7500489795918368
minutes,could,T2,cfnai,0.2423,0.9971,91,0.9400518518518519,0.9971
minutes,could,T2,vix,0.1996,0.3944,91,0.9400518518518519,0.7245626373626373
minutes,may,T1,cfnai,0.1825,0.8795,99,0.9400518518518519,0.9419161290322581
minutes,may,T1,vix,0.5303,0.3018,99,0.9400518518518519,0.7121633802816901
minutes,may,T2,cfnai,0.4426,0.6075,91,0.9400518518518519,0.8294812499999998
minutes,may,T2,vix,0.8655,0.5625,91,0.9789797468354431,0.8266212389380531
minutes,should,T1,cfnai,0.8865,0.4966,99,0.9789797468354431,0.8019076923076922
minutes,should,T1,vix,0.6321,0.1945,99,0.9599585585585586,0.5979074074074074
minutes,should,T2,cfnai,0.8885,0.5024,91,0.9789797468354431,0.8019076923076922
minutes,should,T2,vix,0.6116,0.718,91,0.9400518518518519,0.8670492753623188
minutes,will,T1,cfnai,0.5821,0.6193,99,0.9400518518518519,0.8294812499999998
minutes,will,T1,vix,0.76,0.5175,99,0.9789797468354431,0.8133999999999999
minutes,will,T2,cfnai,0.9028,0.4496,91,0.9789797468354431,0.7538747474747475
minutes,will,T2,vix,0.5625,0.6189,91,0.9400518518518519,0.8294812499999998
minutes,will/activity,T1,cfnai,0.0153,0.6848,99,0.5146,0.8512725925925926
minutes,will/activity,T1,vix,0.565,0.8509,99,0.9400518518518519,0.9174194805194805
minutes,will/activity,T2,cfnai,0.5226,0.392,91,0.9400518518518519,0.7245626373626373
minutes,will/activity,T2,vix,0.8038,0.4428,91,0.9789797468354431,0.7500489795918368
minutes,will/mental,T1,cfnai,0.5488,0.0152,99,0.9400518518518519,0.1826
minutes,will/mental,T1,vix,0.2817,0.084,99,0.9400518518518519,0.4159764705882353
minutes,will/mental,T2,cfnai,0.9065,0.5627,91,0.9789797468354431,0.8266212389380531
minutes,will/mental,T2,vix,0.1878,0.1323,91,0.9400518518518519,0.5107395348837209
minutes,would,T1,cfnai,0.1235,0.5584,99,0.86652,0.8266212389380531
minutes,would,T1,vix,0.7302,0.2689,99,0.9789797468354431,0.657164705882353
minutes,would,T2,cfnai,0.5599,0.0176,91,0.9400518518518519,0.1826
minutes,would,T2,vix,0.4755,0.3764,91,0.9400518518518519,0.7212413793103449
minutes,would/communication,T1,cfnai,0.4124,0.6051,99,0.9400518518518519,0.8294812499999998
minutes,would/communication,T1,vix,0.2357,0.7437,99,0.9400518518518519,0.8682372413793104
minutes,would/communication,T2,cfnai,0.0732,0.0736,91,0.75945,0.4159764705882353
minutes,would/communication,T2,vix,0.3191,0.43,91,0.9400518518518519,0.7500489795918368
minutes,would/copular_adj,T1,cfnai,0.3849,0.1289,99,0.9400518518518519,0.5094619047619048
minutes,would/copular_adj,T1,vix,0.8321,0.0389,99,0.9789797468354431,0.3477263157894737
minutes,would/copular_adj,T2,cfnai,0.4176,0.0968,91,0.9400518518518519,0.44635555555555556
minutes,would/copular_adj,T2,vix,0.0361,0.017,91,0.6280333333333334,0.1826
minutes,would/other,T1,cfnai,0.4162,0.903,99,0.9400518518518519,0.9500628930817611
minutes,would/other,T1,vix,0.9743,0.0648,99,0.9865430303030303,0.41436153846153845
minutes,would/other,T2,cfnai,0.528,0.3372,91,0.9400518518518519,0.7161435294117647
minutes,would/other,T2,vix,0.0555,0.0914,91,0.6580714285714286,0.4334971428571428
press_conf,ALL,T1,cfnai,0.2357,0.2408,80,0.9400518518518519,0.6465967741935484
press_conf,ALL,T1,vix,0.5548,0.6772,80,0.9400518518518519,0.8512725925925926
press_conf,ALL,T2,cfnai,0.224,0.0175,71,0.9400518518518519,0.1826
press_conf,ALL,T2,vix,0.6056,0.361,71,0.9400518518518519,0.7161435294117647
press_conf,can,T1,cfnai,0.9318,0.2097,80,0.9789797468354431,0.6290526315789474
press_conf,can,T1,vix,0.5721,0.0105,80,0.9400518518518519,0.15845454545454546
press_conf,can,T2,cfnai,0.8097,0.9041,71,0.9789797468354431,0.9500628930817611
press_conf,can,T2,vix,0.4847,0.6649,71,0.9400518518518519,0.8512725925925926
press_conf,could,T1,cfnai,0.0341,0.5853,80,0.6280333333333334,0.8294812499999998
press_conf,could,T1,vix,0.3278,0.2544,80,0.9400518518518519,0.6496984615384616
press_conf,could,T2,cfnai,0.374,0.1823,71,0.9400518518518519,0.5933686274509804
press_conf,could,T2,vix,0.658,0.0192,71,0.9752500000000001,0.18748235294117646
press_conf,may,T1,cfnai,0.4502,0.7298,80,0.9400518518518519,0.8682372413793104
press_conf,may,T1,vix,0.7396,0.778,80,0.9789797468354431,0.8785578231292517
press_conf,may,T2,cfnai,0.9083,0.52,71,0.9789797468354431,0.8133999999999999
press_conf,may,T2,vix,0.2074,0.216,71,0.9400518518518519,0.6290526315789474
press_conf,should,T1,cfnai,0.547,0.108,80,0.9400518518518519,0.4596923076923077
press_conf,should,T1,vix,0.5359,0.2415,80,0.9400518518518519,0.6465967741935484
press_conf,should,T2,cfnai,0.354,0.8109,71,0.9400518518518519,0.897396
press_conf,should,T2,vix,0.7662,0.1212,71,0.9789797468354431,0.49071219512195124
press_conf,will,T1,cfnai,0.2922,0.0764,80,0.9400518518518519,0.4159764705882353
press_conf,will,T1,vix,0.2532,0.5243,80,0.9400518518518519,0.8133999999999999
press_conf,will,T2,cfnai,0.1797,0.1079,71,0.9400518518518519,0.4596923076923077
press_conf,will,T2,vix,0.8728,0.2457,71,0.9789797468354431,0.6474
press_conf,will/activity,T1,cfnai,0.1305,0.08,80,0.86652,0.4159764705882353
press_conf,will/activity,T1,vix,0.5643,0.7842,80,0.9400518518518519,0.8795756756756757
press_conf,will/activity,T2,cfnai,0.4685,0.0094,71,0.9400518518518519,0.15604
press_conf,will/activity,T2,vix,0.6108,0.3315,71,0.9400518518518519,0.7161435294117647
press_conf,will/mental,T1,cfnai,0.6419,0.9962,80,0.9599585585585586,0.9971
press_conf,will/mental,T1,vix,0.9624,0.5592,80,0.9865430303030303,0.8266212389380531
press_conf,will/mental,T2,cfnai,0.0944,0.9888,71,0.8458095238095239,0.9971
press_conf,will/mental,T2,vix,0.9308,0.1521,71,0.9789797468354431,0.5386530612244897
press_conf,will/other,T1,cfnai,0.3121,0.5852,80,0.9400518518518519,0.8294812499999998
press_conf,will/other,T1,vix,0.3403,0.0645,80,0.9400518518518519,0.41436153846153845
press_conf,will/other,T2,cfnai,0.677,0.06,71,0.9789797468354431,0.41436153846153845
press_conf,will/other,T2,vix,0.7806,0.0773,71,0.9789797468354431,0.4159764705882353
press_conf,would,T1,cfnai,0.1757,0.2674,80,0.9400518518518519,0.657164705882353
press_conf,would,T1,vix,0.8778,0.2692,80,0.9789797468354431,0.657164705882353
press_conf,would,T2,cfnai,0.0416,0.2369,71,0.6280333333333334,0.6465967741935484
press_conf,would,T2,vix,0.418,0.6909,71,0.9400518518518519,0.8512725925925926
press_conf,would/communication,T1,cfnai,0.5278,0.941,80,0.9400518518518519,0.970223602484472
press_conf,would/communication,T1,vix,0.3523,0.2227,80,0.9400518518518519,0.6350203389830509
press_conf,would/communication,T2,cfnai,0.6988,0.6217,71,0.9789797468354431,0.8294812499999998
press_conf,would/communication,T2,vix,0.5894,0.3647,71,0.9400518518518519,0.7161435294117647
press_conf,would/copular_adj,T1,cfnai,0.2877,0.7777,80,0.9400518518518519,0.8785578231292517
press_conf,would/copular_adj,T1,vix,0.8258,0.0852,80,0.9789797468354431,0.4159764705882353
press_conf,would/copular_adj,T2,cfnai,0.7112,0.3972,71,0.9789797468354431,0.7245626373626373
press_conf,would/copular_adj,T2,vix,0.5357,0.4604,71,0.9400518518518519,0.7566970297029703
press_conf,would/other,T1,cfnai,0.9009,0.1915,80,0.9789797468354431,0.5979074074074074
press_conf,would/other,T1,vix,0.5242,0.2524,80,0.9400518518518519,0.6496984615384616
press_conf,would/other,T2,cfnai,0.1254,0.4567,71,0.86652,0.7566970297029703
press_conf,would/other,T2,vix,0.8149,0.1906,71,0.9789797468354431,0.5979074074074074
speech,ALL,T1,cfnai,0.6389,0.3461,124,0.9599585585585586,0.7161435294117647
speech,ALL,T1,vix,0.8616,0.4409,124,0.9789797468354431,0.7500489795918368
speech,ALL,T2,cfnai,0.6896,0.8219,118,0.9789797468354431,0.8976013157894737
speech,ALL,T2,vix,0.9877,0.7173,118,0.9877,0.8670492753623188
speech,can,T1,cfnai,0.2606,0.001,124,0.9400518518518519,0.0332
speech,can,T1,vix,0.4983,0.0524,124,0.9400518518518519,0.41420952380952386
speech,can,T2,cfnai,0.3719,0.7208,118,0.9400518518518519,0.8670492753623188
speech,can,T2,vix,0.308,0.3901,118,0.9400518518518519,0.7245626373626373
speech,could,T1,cfnai,0.4724,0.7584,124,0.9400518518518519,0.8682372413793104
speech,could,T1,vix,0.7745,0.0997,124,0.9789797468354431,0.44730270270270267
speech,could,T2,cfnai,0.2941,0.9479,118,0.9400518518518519,0.9713049382716049
speech,could,T2,vix,0.4817,0.0743,118,0.9400518518518519,0.4159764705882353
speech,may,T1,cfnai,0.9661,0.5916,124,0.9865430303030303,0.8294812499999998
speech,may,T1,vix,0.8885,0.343,124,0.9789797468354431,0.7161435294117647
speech,may,T2,cfnai,0.7774,0.6343,118,0.9789797468354431,0.8294812499999998
speech,may,T2,vix,0.9773,0.5525,118,0.9865430303030303,0.8266212389380531
speech,should,T1,cfnai,0.9218,0.5008,124,0.9789797468354431,0.8019076923076922
speech,should,T1,vix,0.261,0.0649,124,0.9400518518518519,0.41436153846153845
speech,should,T2,cfnai,0.9178,0.7492,118,0.9789797468354431,0.8682372413793104
speech,should,T2,vix,0.2594,0.1547,118,0.9400518518518519,0.5386530612244897
speech,will,T1,cfnai,0.8374,0.3665,124,0.9789797468354431,0.7161435294117647
speech,will,T1,vix,0.4061,0.2257,124,0.9400518518518519,0.6350203389830509
speech,will,T2,cfnai,0.0508,0.7573,118,0.648676923076923,0.8682372413793104
speech,will,T2,vix,0.0839,0.3412,118,0.8192588235294118,0.7161435294117647
speech,will/activity,T1,cfnai,0.5127,0.0018,124,0.9400518518518519,0.042685714285714285
speech,will/activity,T1,vix,0.9798,0.0014,124,0.9865430303030303,0.038733333333333335
speech,will/activity,T2,cfnai,0.107,0.3569,118,0.8458095238095239,0.7161435294117647
speech,will/activity,T2,vix,0.4619,0.0398,118,0.9400518518518519,0.3477263157894737
speech,will/other,T1,cfnai,0.819,0.9097,124,0.9789797468354431,0.9500628930817611
speech,will/other,T1,vix,0.7642,0.817,124,0.9789797468354431,0.8976013157894737
speech,will/other,T2,cfnai,0.3361,0.8511,118,0.9400518518518519,0.9174194805194805
speech,will/other,T2,vix,0.3895,0.91,118,0.9400518518518519,0.9500628930817611
speech,would,T1,cfnai,0.5119,0.3012,124,0.9400518518518519,0.7121633802816901
speech,would,T1,vix,0.8623,0.3046,124,0.9789797468354431,0.7121633802816901
speech,would,T2,cfnai,0.6052,0.9728,118,0.9400518518518519,0.9907042944785276
speech,would,T2,vix,0.7556,0.1583,118,0.9789797468354431,0.5386530612244897
speech,would/other,T1,cfnai,0.884,0.6371,124,0.9789797468354431,0.8294812499999998
speech,would/other,T1,vix,0.7148,0.2124,124,0.9789797468354431,0.6290526315789474
speech,would/other,T2,cfnai,0.9248,0.9283,118,0.9789797468354431,0.96311125
speech,would/other,T2,vix,0.8785,0.1114,118,0.9789797468354431,0.46231
statement,ALL,T1,cfnai,0.0666,0.0819,101,0.73704,0.4159764705882353
statement,ALL,T1,vix,0.0155,0.0058,101,0.5146,0.10697777777777777
statement,ALL,T2,cfnai,0.2489,0.337,91,0.9400518518518519,0.7161435294117647
statement,ALL,T2,vix,0.0428,0.6876,91,0.6280333333333334,0.8512725925925926
statement,could,T1,cfnai,0.3237,0.0006,101,0.9400518518518519,0.024899999999999995
statement,could,T1,vix,0.6084,0.3585,101,0.9400518518518519,0.7161435294117647
statement,could,T2,cfnai,0.3318,0.441,91,0.9400518518518519,0.7500489795918368
statement,could,T2,vix,0.1743,0.6396,91,0.9400518518518519,0.8294812499999998
statement,will,T1,cfnai,0.021,0.0052,101,0.5810000000000001,0.10697777777777777
statement,will,T1,vix,0.1008,0.1455,101,0.8458095238095239,0.5367333333333333
statement,will,T2,cfnai,0.3233,0.6335,91,0.9400518518518519,0.8294812499999998
statement,will,T2,vix,0.0125,0.6923,91,0.5146,0.8512725925925926
statement,will/activity,T1,cfnai,0.0007,0.181,101,0.1162,0.5933686274509804
statement,will/activity,T1,vix,0.6806,0.378,101,0.9789797468354431,0.7212413793103449
statement,will/activity,T2,cfnai,0.0266,0.5756,91,0.6280333333333334,0.8294812499999998
statement,will/activity,T2,vix,0.9532,0.159,91,0.9865430303030303,0.5386530612244897
statement,will/mental,T1,cfnai,0.7514,0.0005,101,0.9789797468354431,0.024899999999999995
statement,will/mental,T1,vix,0.8536,0.438,101,0.9789797468354431,0.7500489795918368
statement,will/mental,T2,cfnai,0.8454,0.6063,91,0.9789797468354431,0.8294812499999998
statement,will/mental,T2,vix,0.1642,0.3149,91,0.9400518518518519,0.7161435294117647
statement,would,T1,cfnai,0.608,0.0511,101,0.9400518518518519,0.41420952380952386
statement,would,T1,vix,0.8767,0.6275,101,0.9789797468354431,0.8294812499999998
statement,would,T2,cfnai,0.5702,0.3495,91,0.9400518518518519,0.7161435294117647
statement,would,T2,vix,0.4044,0.6871,91,0.9400518518518519,0.8512725925925926
statement,would/copular_adj,T1,cfnai,0.2556,0.0001,101,0.9400518518518519,0.0083
statement,would/copular_adj,T1,vix,0.5934,0.3667,101,0.9400518518518519,0.7161435294117647
statement,would/copular_adj,T2,cfnai,0.3149,0.8031,91,0.9400518518518519,0.8947288590604028
statement,would/copular_adj,T2,vix,0.1047,0.7381,91,0.8458095238095239,0.8682372413793104
