layer,unit,n_tokens,zero_T1,rho_cfnai_T1,p_cfnai_T1,rho_vix_T1,p_vix_T1,hac_b_cfnai_T1,hac_p_cfnai_T1,hac_b_vix_T1,hac_p_vix_T1,zero_T2,rho_cfnai_T2,p_cfnai_T2,rho_vix_T2,p_vix_T2,hac_b_cfnai_T2,hac_p_cfnai_T2,hac_b_vix_T2,hac_p_vix_T2,zero_T3,rho_cfnai_T3,p_cfnai_T3,rho_vix_T3,p_vix_T3
min_directive_quote,could/causative,18,0.82,0.023,0.823,-0.205,0.0422,0.0179,0.6798,-0.063,0.0798,0.81,0.055,0.6021,-0.155,0.1414,0.3631,0.7247,-0.0679,0.2226,0.62,-0.003,0.9722,0.007,0.9327
min_directive_quote,will/causative,15,0.85,0.092,0.3628,-0.165,0.1031,0.0334,0.4666,-0.0534,0.1382,0.84,0.094,0.3752,-0.135,0.2033,0.5417,0.5927,-0.0623,0.2573,0.64,0.018,0.8346,0.041,0.6419
min_front_matter,ALL,78,0.89,0.042,0.6817,0.056,0.583,0.0739,0.7258,-0.0064,0.8245,0.9,0.045,0.6729,-0.008,0.9369,-0.4432,0.3523,-0.0355,0.1573,0.88,-0.09,0.3049,0.018,0.8383
min_participants,ALL,2756,0.0,-0.091,0.373,0.144,0.1562,-0.2705,0.0249,0.1185,0.0664,0.0,-0.005,0.9595,0.064,0.5486,0.2722,0.7989,0.0241,0.6601,0.0,-0.069,0.4331,0.025,0.7773
min_participants,would/copular_adj,321,0.07,-0.028,0.7808,0.22,0.0288,-0.1818,0.0,0.039,0.0109,0.08,0.078,0.4646,0.163,0.1218,0.146,0.7069,0.0244,0.3095,0.11,-0.065,0.459,0.129,0.1416
min_participants,could/causative,248,0.13,0.13,0.1993,0.093,0.3587,0.1602,0.0081,0.0178,0.3602,0.14,0.062,0.5606,0.057,0.5929,0.3302,0.2893,0.0119,0.6771,0.16,0.143,0.104,0.046,0.5994
min_participants,would/other,213,0.09,-0.066,0.5164,0.156,0.1231,-0.0906,0.0,0.0097,0.3708,0.1,0.009,0.9334,0.107,0.3145,-0.0791,0.773,0.0021,0.8948,0.1,-0.109,0.2167,0.16,0.0676
min_participants,would/occurrence,187,0.2,-0.074,0.4644,-0.01,0.9254,0.0524,0.0191,-0.0053,0.6674,0.21,-0.119,0.2593,0.072,0.4952,-0.3942,0.076,0.0093,0.6328,0.18,0.004,0.9641,0.054,0.5403
min_participants,would/activity,158,0.3,-0.083,0.4136,0.468,0.0,-0.0946,0.0009,0.0515,0.0024,0.32,-0.016,0.8818,0.489,0.0,-0.0786,0.7123,0.0753,0.0,0.36,-0.065,0.4595,0.278,0.0013
min_participants,would/causative,155,0.23,0.089,0.3812,0.1,0.324,-0.049,0.0137,0.0033,0.7253,0.23,0.177,0.0934,0.118,0.2662,0.2444,0.392,0.0046,0.7222,0.23,0.089,0.3108,0.068,0.4411
min_participants,would/policy_action,152,0.27,-0.082,0.4189,-0.268,0.0073,0.0059,0.8066,-0.0198,0.2122,0.29,-0.044,0.6766,-0.319,0.0021,0.1657,0.5423,-0.045,0.0005,0.36,-0.095,0.28,-0.324,0.0002
min_participants,could/other,148,0.25,-0.185,0.0675,0.011,0.911,-0.0477,0.0382,0.0003,0.9751,0.27,-0.122,0.2506,0.004,0.971,0.0804,0.8221,-0.0035,0.8215,0.29,-0.242,0.0054,-0.019,0.8292
min_special,ALL,783,0.0,0.196,0.2246,-0.161,0.3205,0.3132,0.3521,-0.085,0.7215,0.0,0.21,0.2182,-0.139,0.4188,3.9944,0.2752,-0.1737,0.6108,0.02,0.273,0.0576,-0.033,0.8237
min_special,would/copular_adj,90,0.2,0.203,0.2086,0.379,0.0159,0.0081,0.9448,0.1365,0.0059,0.22,0.242,0.1552,0.337,0.0446,0.732,0.0797,0.135,0.0397,0.27,0.126,0.3889,0.409,0.0036
min_special,could/other,68,0.38,0.14,0.3897,0.041,0.8014,0.2146,0.0409,0.0401,0.5967,0.39,0.159,0.3558,0.164,0.3405,0.2048,0.8263,0.0929,0.3605,0.39,0.076,0.6053,0.1,0.4951
min_special,would/other,62,0.3,-0.002,0.9923,-0.202,0.2125,0.085,0.2773,-0.0813,0.1276,0.31,-0.165,0.3349,-0.203,0.2347,-1.7823,0.2311,-0.0801,0.068,0.35,0.027,0.8553,-0.115,0.4319
min_special,could/activity,51,0.42,0.159,0.3282,0.208,0.1975,0.0603,0.4573,0.0632,0.1597,0.44,0.23,0.1772,0.226,0.1857,0.1677,0.7871,0.0788,0.2304,0.47,0.18,0.2147,0.179,0.2185
min_special,could/causative,40,0.53,-0.106,0.5143,0.177,0.2749,-0.4094,0.0,0.0165,0.5092,0.58,0.102,0.5531,0.081,0.6372,0.1422,0.748,0.0038,0.8855,0.57,-0.008,0.9586,0.236,0.1032
min_special,would/activity,40,0.42,-0.099,0.5433,-0.032,0.8445,0.0302,0.6262,-0.0449,0.309,0.44,-0.164,0.3382,0.014,0.9341,-1.692,0.049,-0.0154,0.7488,0.51,-0.097,0.5059,-0.038,0.7959
min_special,could/policy_action,39,0.53,0.101,0.5363,0.15,0.3559,0.0773,0.3194,0.0267,0.4442,0.53,-0.007,0.9678,0.082,0.6359,-0.2183,0.5687,-0.0019,0.9442,0.59,0.126,0.3899,0.121,0.4071
min_staff,ALL,539,0.0,0.075,0.4586,-0.333,0.0008,-0.0316,0.3398,-0.0443,0.0307,0.0,0.092,0.3861,-0.361,0.0004,0.5004,0.3091,-0.0723,0.0055,0.01,0.058,0.5082,-0.393,0.0
min_staff,would/occurrence,103,0.28,0.11,0.2798,-0.22,0.0286,0.0288,0.0999,-0.0068,0.3043,0.27,0.175,0.0969,-0.179,0.0893,0.3611,0.0256,-0.011,0.2977,0.29,0.102,0.2448,-0.213,0.0144
min_staff,would/policy_action,58,0.54,0.078,0.4415,-0.351,0.0004,0.0026,0.8026,-0.013,0.0771,0.54,0.1,0.3438,-0.394,0.0001,0.2265,0.033,-0.0259,0.0,0.56,0.06,0.4941,-0.352,0.0
min_staff,could/occurrence,43,0.66,0.018,0.8635,-0.351,0.0004,0.0022,0.753,-0.0145,0.0129,0.63,0.012,0.9129,-0.312,0.0026,0.0526,0.7443,-0.0179,0.0404,0.72,0.025,0.7793,-0.354,0.0
min_staff,would/other,42,0.66,0.2,0.0471,0.263,0.0086,0.0027,0.8405,0.0113,0.0628,0.66,0.228,0.0294,0.274,0.0085,0.2152,0.0046,0.0152,0.0007,0.57,0.118,0.1809,0.177,0.0437
min_staff,would/copular_adj,41,0.68,0.096,0.3458,-0.151,0.136,0.0313,0.0097,-0.0063,0.0476,0.67,0.02,0.8507,-0.158,0.1345,-0.0564,0.5968,-0.0087,0.0457,0.69,0.093,0.2903,-0.171,0.0511
min_staff_desk,ALL,553,0.15,0.139,0.17,0.139,0.1699,0.4193,0.026,0.081,0.3874,0.16,0.161,0.1262,0.119,0.2593,4.3483,0.1441,0.0293,0.858,0.24,0.135,0.1235,0.113,0.1999
min_staff_desk,would/other,62,0.59,0.053,0.6058,-0.094,0.353,0.0228,0.8207,-0.0155,0.4009,0.6,0.073,0.4917,-0.14,0.1842,0.314,0.4601,-0.0363,0.1284,0.6,0.117,0.1825,-0.009,0.9188
min_staff_desk,would/policy_action,46,0.69,-0.015,0.8849,0.121,0.2314,-0.0277,0.3376,0.0177,0.1521,0.7,0.045,0.6724,0.111,0.296,0.16,0.7061,0.013,0.4699,0.7,0.047,0.5913,0.14,0.1096
min_staff_desk,would/copular_adj,39,0.8,0.023,0.8239,-0.001,0.9892,0.0253,0.2593,-0.0112,0.3756,0.79,-0.022,0.839,0.03,0.7742,-0.0595,0.9036,-0.0036,0.8748,0.79,0.035,0.6904,0.04,0.652
min_staff_desk,would/aspectual,37,0.74,0.077,0.4466,0.25,0.0124,0.1155,0.0,0.0404,0.0,0.77,0.086,0.4199,0.226,0.0312,0.1371,0.6744,0.0386,0.0112,0.76,0.062,0.4851,0.22,0.0117
min_staff_desk,would/activity,31,0.77,-0.053,0.6015,-0.035,0.7295,-0.1163,0.0004,-0.0126,0.196,0.77,0.024,0.8187,-0.06,0.5728,0.4802,0.2468,-0.0207,0.1798,0.76,-0.035,0.6905,-0.009,0.9203
min_statement_quote,ALL,761,0.0,-0.163,0.1063,0.109,0.2834,-0.1857,0.1853,0.0782,0.2191,0.0,-0.205,0.0516,0.06,0.5719,-3.2984,0.1806,0.0989,0.2517,0.0,-0.122,0.164,-0.084,0.3389
min_statement_quote,will/activity,131,0.0,-0.366,0.0002,0.256,0.0106,-0.304,0.0047,0.0531,0.0442,0.0,-0.304,0.0034,0.244,0.0198,-2.4089,0.0008,0.0801,0.0142,0.1,-0.246,0.0046,0.011,0.9025
min_statement_quote,will/aspectual,123,0.32,-0.175,0.0825,0.415,0.0,-0.0521,0.5824,0.1823,0.0008,0.35,-0.191,0.0697,0.386,0.0002,-2.2469,0.2648,0.246,0.0002,0.28,-0.163,0.0635,0.341,0.0001
min_statement_quote,will/mental,104,0.25,-0.305,0.0022,-0.329,0.0009,-0.5782,0.0,-0.0937,0.0562,0.24,-0.191,0.0699,-0.398,0.0001,-2.0137,0.0248,-0.1407,0.002,0.24,-0.285,0.0009,-0.381,0.0
min_statement_quote,will/policy_action,57,0.61,0.03,0.7702,-0.401,0.0,0.0034,0.9396,-0.0772,0.0072,0.58,0.027,0.799,-0.389,0.0001,-0.068,0.9177,-0.1037,0.001,0.55,0.026,0.7714,-0.179,0.0403
min_statement_quote,will/copular_adj,51,0.53,0.384,0.0001,0.171,0.0907,0.3142,0.0001,0.0444,0.2616,0.52,0.33,0.0014,0.212,0.0433,1.669,0.012,0.0776,0.0892,0.57,0.347,0.0,0.005,0.9588
min_statement_quote,could/causative,50,0.49,-0.075,0.4634,0.36,0.0003,0.2343,0.0,0.0732,0.1207,0.48,-0.175,0.0978,0.444,0.0,-1.2694,0.1966,0.169,0.0,0.59,-0.018,0.8423,0.201,0.0212
min_statement_quote,will/occurrence,47,0.64,0.173,0.087,-0.216,0.0316,-0.0874,0.3747,-0.0398,0.2622,0.66,0.203,0.0536,-0.364,0.0004,1.3613,0.1222,-0.1089,0.0033,0.57,0.091,0.3021,-0.195,0.0259
min_statement_quote,would/copular_adj,46,0.54,-0.09,0.3779,0.385,0.0001,0.2322,0.0,0.0795,0.0996,0.53,-0.188,0.0739,0.467,0.0,-1.3603,0.1751,0.1786,0.0,0.65,-0.028,0.7538,0.261,0.0026
min_vote,ALL,166,0.05,0.224,0.0255,-0.187,0.0644,0.1752,0.216,-0.1287,0.141,0.05,0.228,0.0294,-0.213,0.0422,3.2389,0.1634,-0.1799,0.1852,0.04,0.12,0.1724,0.009,0.9152
min_vote,would/policy_action,97,0.07,0.182,0.0717,0.039,0.7039,-0.1035,0.3683,-0.0136,0.7563,0.08,0.232,0.0266,0.016,0.8789,2.4497,0.0347,-0.0377,0.5558,0.08,0.129,0.1405,0.004,0.9617
pc_chair,ALL,10686,0.0,0.216,0.0538,0.319,0.004,0.3414,0.0155,0.1816,0.0,0.0,0.258,0.0302,0.297,0.0118,2.4815,0.0432,0.1187,0.0043,0.0,0.142,0.1764,0.293,0.0047
pc_chair,would/communication,846,0.0,-0.083,0.4627,0.104,0.3596,0.0256,0.4996,0.016,0.1287,0.0,-0.107,0.3761,0.039,0.7495,-0.3365,0.2991,0.0197,0.2905,0.0,-0.055,0.6055,0.112,0.2859
pc_chair,will/activity,845,0.0,-0.021,0.8558,0.304,0.0062,0.064,0.0248,0.0477,0.0012,0.0,-0.065,0.5905,0.279,0.0183,-0.1758,0.6679,0.0405,0.0606,0.0,-0.049,0.6433,0.232,0.026
pc_chair,will/mental,589,0.0,-0.06,0.5964,0.147,0.1936,0.0085,0.7428,0.0044,0.6661,0.0,-0.037,0.7568,0.253,0.0336,-0.1429,0.5837,0.0212,0.134,0.0,-0.108,0.3059,0.053,0.614
pc_chair,would/mental,475,0.0,0.258,0.0209,0.025,0.8265,0.0505,0.0001,0.0043,0.6171,0.0,0.176,0.1416,-0.03,0.8057,0.136,0.591,0.0072,0.6072,0.01,0.218,0.0365,0.044,0.6796
pc_chair,will/other,431,0.01,0.234,0.0367,0.293,0.0082,0.0333,0.1054,0.0233,0.0013,0.01,0.277,0.0195,0.206,0.0854,0.5599,0.0007,0.0052,0.5076,0.01,0.198,0.0591,0.289,0.0052
pc_chair,will/existence,430,0.01,-0.027,0.813,0.235,0.0358,0.0481,0.0053,0.0177,0.0307,0.01,-0.034,0.7788,0.22,0.0651,-0.1062,0.6109,0.0154,0.1111,0.01,-0.014,0.896,0.198,0.0586
pc_chair,can/activity,428,0.06,0.246,0.0278,0.437,0.0001,-0.0595,0.0167,0.0357,0.0,0.07,0.337,0.004,0.333,0.0046,0.4831,0.0042,0.022,0.0847,0.05,0.222,0.0336,0.389,0.0001
pc_chair,will/copular_adj,400,0.04,0.141,0.2108,0.191,0.0893,0.0655,0.0087,0.0163,0.0586,0.04,0.129,0.2824,0.177,0.1387,0.1848,0.3178,0.0192,0.2057,0.03,0.121,0.2506,0.129,0.2215
pc_journalist,ALL,2452,0.0,0.127,0.2607,-0.014,0.9001,0.6243,0.0,-0.0039,0.9378,0.0,0.089,0.4617,-0.035,0.7749,3.1037,0.1037,-0.0761,0.3266,0.0,0.094,0.3721,0.063,0.5524
pc_journalist,could/other,175,0.17,0.042,0.7093,0.084,0.4601,0.1453,0.0002,0.0166,0.2719,0.17,-0.061,0.6141,0.106,0.3771,0.133,0.7611,0.0296,0.243,0.15,0.05,0.6386,0.116,0.2697
pc_journalist,would/other,172,0.15,-0.044,0.6979,-0.303,0.0062,0.0947,0.0042,-0.0387,0.0018,0.13,-0.098,0.4167,-0.303,0.0103,-0.3468,0.4476,-0.0423,0.0587,0.14,-0.026,0.8031,-0.261,0.0121
pc_journalist,could/communication,134,0.21,0.095,0.3998,0.045,0.6947,0.0159,0.668,0.0058,0.6126,0.23,0.119,0.3223,0.06,0.6203,0.5504,0.1915,0.0165,0.4102,0.18,0.064,0.5472,0.048,0.6496
pc_journalist,would/mental,111,0.26,0.127,0.2599,0.022,0.845,-0.0666,0.1496,0.0087,0.3829,0.27,0.167,0.1628,-0.051,0.6734,0.4236,0.1902,0.0017,0.9068,0.25,0.095,0.3652,0.018,0.8638
pc_journalist,can/other,105,0.3,-0.029,0.8019,0.125,0.2684,-0.037,0.3587,0.0098,0.303,0.3,-0.003,0.9777,0.108,0.3704,0.1221,0.6843,0.0117,0.36,0.3,-0.035,0.7376,0.141,0.1809
pc_journalist,can/activity,105,0.34,0.086,0.4479,0.184,0.1029,0.0009,0.9902,0.0369,0.0805,0.37,0.082,0.4954,-0.02,0.8666,0.4037,0.3902,-0.0071,0.7067,0.32,0.062,0.5564,0.176,0.0942
pc_journalist,can/communication,103,0.34,-0.053,0.6416,-0.152,0.1787,0.0586,0.0423,-0.0065,0.5443,0.32,-0.107,0.3736,-0.166,0.167,-0.1559,0.6643,-0.0164,0.2795,0.33,-0.006,0.9547,-0.12,0.254
pc_journalist,could/activity,103,0.29,-0.105,0.3522,-0.06,0.5978,-0.0015,0.9833,-0.0051,0.6903,0.3,-0.092,0.4462,-0.128,0.2889,0.0151,0.9608,-0.0246,0.0308,0.29,-0.097,0.3555,-0.036,0.734
pc_moderator,ALL,83,0.45,0.462,0.0008,0.386,0.0062,2.6838,0.1292,1.7175,0.0244,0.5,0.607,0.0,0.384,0.012,53.2191,0.0,1.557,0.236,0.45,0.462,0.0008,0.386,0.0062
pc_moderator,will/activity,79,0.45,0.464,0.0008,0.379,0.0073,2.6081,0.146,1.5705,0.0442,0.5,0.607,0.0,0.384,0.012,53.2546,0.0,1.455,0.2827,0.45,0.464,0.0008,0.379,0.0073
speech_chair,ALL,3203,0.0,-0.096,0.2906,-0.017,0.8507,-0.4404,0.0408,0.062,0.3755,0.0,-0.074,0.4246,-0.074,0.4242,-2.0399,0.2259,-0.046,0.6211,0.0,-0.131,0.084,-0.008,0.9209
speech_chair,will/other,253,0.26,-0.018,0.8463,0.067,0.4615,-0.046,0.3484,0.0238,0.2611,0.26,0.014,0.8803,0.016,0.8598,-0.0059,0.9918,-0.0105,0.6164,0.24,-0.007,0.9299,0.091,0.2332
speech_chair,will/activity,179,0.31,-0.218,0.0149,0.165,0.067,-0.2847,0.0,0.0403,0.0,0.31,-0.193,0.036,0.131,0.1566,-0.661,0.3064,0.0535,0.0076,0.3,-0.178,0.0185,0.142,0.0619
speech_chair,would/other,158,0.44,0.078,0.3896,-0.172,0.0561,0.1034,0.0,-0.0074,0.4943,0.44,0.05,0.5873,-0.197,0.0327,0.2971,0.2969,-0.0322,0.0165,0.39,0.006,0.9383,-0.087,0.2515
speech_chair,can/other,155,0.4,0.033,0.7132,-0.0,0.9981,-0.2748,0.0,0.0175,0.1049,0.41,0.092,0.321,-0.062,0.5056,0.3068,0.4304,-0.0084,0.6173,0.35,0.019,0.8048,0.047,0.534
speech_chair,will/occurrence,119,0.55,-0.138,0.1257,-0.235,0.0085,0.0159,0.5217,-0.0135,0.0064,0.54,-0.198,0.0315,-0.219,0.0174,-0.3878,0.2175,-0.0108,0.3893,0.54,-0.156,0.0398,-0.138,0.0704
speech_chair,will/communication,117,0.51,-0.037,0.6845,-0.131,0.1459,0.0233,0.2209,-0.0092,0.0619,0.51,-0.064,0.4902,-0.125,0.1777,-0.1761,0.4743,-0.0089,0.4233,0.47,-0.03,0.6918,-0.081,0.2884
speech_chair,will/aspectual,114,0.49,-0.115,0.2043,0.023,0.803,-0.1493,0.0,0.0029,0.7792,0.5,-0.074,0.4268,-0.006,0.9456,-0.3331,0.35,0.0031,0.8919,0.51,-0.126,0.0979,-0.0,0.9971
speech_chair,can/activity,109,0.48,-0.101,0.2664,0.014,0.8796,-0.152,0.0008,0.009,0.3956,0.51,-0.027,0.7684,-0.09,0.3345,0.3107,0.4803,-0.0161,0.347,0.44,-0.117,0.1238,0.012,0.8797
statement,ALL,770,0.0,-0.124,0.2158,0.061,0.5425,-0.2078,0.1953,0.0023,0.9743,0.0,-0.178,0.0909,0.045,0.6729,-2.5642,0.2616,0.0831,0.3078,0.0,-0.096,0.2697,-0.116,0.185
statement,will/activity,132,0.01,-0.342,0.0005,0.224,0.0245,-0.3212,0.0001,0.0161,0.5607,0.0,-0.286,0.006,0.241,0.0214,-2.2622,0.0012,0.076,0.0151,0.11,-0.227,0.0086,-0.004,0.9636
statement,will/aspectual,126,0.33,-0.16,0.1092,0.406,0.0,-0.0637,0.4654,0.1466,0.0053,0.35,-0.175,0.0964,0.393,0.0001,-2.0281,0.3006,0.2415,0.0001,0.29,-0.149,0.0861,0.337,0.0001
statement,will/mental,105,0.26,-0.285,0.0039,-0.368,0.0002,-0.5702,0.0,-0.081,0.0601,0.24,-0.181,0.0858,-0.419,0.0,-1.9251,0.0323,-0.1425,0.0015,0.25,-0.27,0.0017,-0.409,0.0
statement,will/policy_action,57,0.61,0.038,0.7031,-0.412,0.0,0.0078,0.8668,-0.0683,0.0065,0.58,0.027,0.7998,-0.387,0.0002,-0.0568,0.9306,-0.1036,0.0009,0.56,0.031,0.7217,-0.199,0.0217
statement,will/copular_adj,51,0.53,0.393,0.0,0.151,0.1317,0.3054,0.0009,0.0246,0.511,0.52,0.338,0.0011,0.219,0.037,1.688,0.0099,0.0772,0.086,0.58,0.353,0.0,-0.008,0.9312
statement,could/causative,50,0.5,-0.062,0.535,0.332,0.0007,0.2237,0.0,0.0449,0.3408,0.48,-0.167,0.1127,0.451,0.0,-1.1499,0.2265,0.1657,0.0,0.59,-0.011,0.9017,0.185,0.0326
statement,will/occurrence,47,0.64,0.177,0.0771,-0.229,0.021,-0.0867,0.3952,-0.0389,0.1613,0.66,0.203,0.0537,-0.364,0.0004,1.366,0.1217,-0.1089,0.0034,0.58,0.095,0.2747,-0.211,0.0148
statement,would/copular_adj,46,0.54,-0.077,0.4432,0.359,0.0002,0.2212,0.0,0.05,0.3016,0.53,-0.181,0.0861,0.474,0.0,-1.2392,0.2018,0.1751,0.0,0.65,-0.021,0.8119,0.247,0.0042
statement_vote,ALL,10,0.95,0.213,0.0336,-0.061,0.5465,0.3694,0.0262,-0.0317,0.5222,0.96,0.162,0.125,-0.121,0.2521,1.4643,0.3032,-0.0813,0.2272,0.84,0.009,0.9184,-0.044,0.6143
