level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,category,unit_level
layer,pc_chair,will/existence,vix,0.235,0.0358,0.22,0.0651,0.198,,-0.023,430,0.013,T1_only,U3
layer,pc_chair,will/occurrence,cfnai,0.224,0.0457,0.249,0.036,0.157,,0.41,275,0.075,era_composition,U3
layer,pc_chair,will/occurrence,vix,0.292,0.0085,0.369,0.0016,0.259,,0.529,275,0.075,era_composition,U3
layer,pc_chair,will/other,cfnai,0.234,0.0367,0.277,0.0195,0.198,,0.416,431,0.013,era_composition,U3
layer,pc_chair,will/other,vix,0.293,0.0082,0.206,0.0854,0.289,,0.122,431,0.013,T1_only,U3
layer,pc_chair,will/policy_action,vix,-0.335,0.0024,-0.363,0.0018,-0.332,,-0.171,297,0.062,era_composition,U3
layer,pc_chair,would/causative,vix,-0.233,0.0377,-0.095,0.4287,-0.191,,-0.28,89,0.425,T1_only,U3
layer,pc_chair,would/copular_adj,vix,-0.293,0.0083,-0.192,0.1081,-0.233,,-0.052,270,0.075,T1_only,U3
layer,pc_chair,would/mental,cfnai,0.258,0.0209,0.176,0.1416,0.218,,0.174,475,0.0,T1_only,U3
layer,pc_chair,would/other,cfnai,0.222,0.0481,0.148,0.2168,0.174,,0.379,388,0.062,T1_only,U3
layer,statement,could/causative,vix,0.332,0.0007,0.451,0.0,0.185,-0.083,-0.012,50,0.505,era_composition,U3
layer,statement,will/activity,cfnai,-0.342,0.0005,-0.286,0.006,-0.227,0.004,-0.474,132,0.01,era_composition,U3
layer,statement,will/activity,vix,0.224,0.0245,0.241,0.0214,-0.004,0.191,-0.073,132,0.01,era_composition,U3
layer,statement,will/aspectual,vix,0.406,0.0,0.393,0.0001,0.337,0.069,-0.325,126,0.327,era_composition,U3
layer,statement,will/copular_adj,cfnai,0.393,0.0,0.338,0.0011,0.353,0.19,0.386,51,0.535,confirmed,U3
layer,statement,will/mental,cfnai,-0.285,0.0039,-0.181,0.0858,-0.27,0.078,-0.453,105,0.257,T1_only,U3
layer,statement,will/mental,vix,-0.368,0.0002,-0.419,0.0,-0.409,-0.353,-0.257,105,0.257,confirmed,U3
layer,statement,would/copular_adj,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,era_composition,U3
