key,unit,target,r2_base,r2_with,delta_r2,coef_text,p_text,n,q_text
press_conf,ALL,cfnai_ma3_lead3,0.0707,0.0761,0.0054,0.0297,0.5004,80,0.6545
press_conf,ALL,d_vix_28,0.0173,0.0383,0.021,0.3327,0.34,80,0.6405
press_conf,can,cfnai_ma3_lead3,0.0707,0.0834,0.0126,0.1233,0.263,80,0.6
press_conf,can,d_vix_28,0.0173,0.0173,0.0,0.0059,0.9909,80,0.9913
press_conf,could,cfnai_ma3_lead3,0.0707,0.1236,0.0528,0.4315,0.0773,80,0.5765
press_conf,could,d_vix_28,0.0173,0.0783,0.0611,-2.6179,0.1188,80,0.5765
press_conf,may,cfnai_ma3_lead3,0.0707,0.0824,0.0116,0.2541,0.2333,80,0.5765
press_conf,may,d_vix_28,0.0173,0.0635,0.0462,-2.8574,0.1633,80,0.5765
press_conf,should,cfnai_ma3_lead3,0.0707,0.087,0.0162,0.2581,0.1478,80,0.5765
press_conf,should,d_vix_28,0.0173,0.023,0.0058,-0.8685,0.319,80,0.6405
press_conf,will,cfnai_ma3_lead3,0.0707,0.0913,0.0206,-0.0683,0.4092,80,0.649
press_conf,will,d_vix_28,0.0173,0.174,0.1567,1.0628,0.0708,80,0.5765
press_conf,will/activity,cfnai_ma3_lead3,0.0707,0.0805,0.0098,-0.1236,0.366,80,0.6405
press_conf,will/activity,d_vix_28,0.0173,0.156,0.1387,2.6286,0.1062,80,0.5765
press_conf,will/aspectual,cfnai_ma3_lead3,0.0707,0.0742,0.0035,0.1688,0.5922,80,0.6545
press_conf,will/aspectual,d_vix_28,0.0173,0.0623,0.0451,3.4331,0.227,80,0.5765
press_conf,will/copular_adj,cfnai_ma3_lead3,0.0707,0.0707,0.0,0.0033,0.987,80,0.9913
press_conf,will/copular_adj,d_vix_28,0.0173,0.0173,0.0,0.0149,0.9913,80,0.9913
press_conf,will/mental,cfnai_ma3_lead3,0.0707,0.0776,0.0068,-0.181,0.1017,80,0.5765
press_conf,will/mental,d_vix_28,0.0173,0.0187,0.0014,0.4679,0.6111,80,0.6581
press_conf,would,cfnai_ma3_lead3,0.0707,0.0809,0.0101,0.0684,0.1503,80,0.5765
press_conf,would,d_vix_28,0.0173,0.0388,0.0215,-0.5628,0.0521,80,0.5765
press_conf,would/communication,cfnai_ma3_lead3,0.0707,0.0728,0.0021,0.0727,0.2714,80,0.6
press_conf,would/communication,d_vix_28,0.0173,0.0202,0.003,0.4895,0.5803,80,0.6545
press_conf,would/mental,cfnai_ma3_lead3,0.0707,0.0745,0.0037,0.1381,0.498,80,0.6545
press_conf,would/mental,d_vix_28,0.0173,0.0199,0.0026,-0.6516,0.5004,80,0.6545
statement,ALL,cfnai_ma3_lead3,0.0105,0.1086,0.0981,0.0797,0.1482,101,0.5765
statement,ALL,d_vix_28,0.0182,0.0512,0.0329,-0.2612,0.2231,101,0.5765
statement,could,cfnai_ma3_lead3,0.0105,0.0157,0.0052,0.0485,0.5624,101,0.6545
statement,could,d_vix_28,0.0182,0.0313,0.013,-0.4341,0.3322,101,0.6405
statement,will,cfnai_ma3_lead3,0.0105,0.1353,0.1248,0.1185,0.0661,101,0.5765
statement,will,d_vix_28,0.0182,0.025,0.0068,-0.156,0.4172,101,0.649
statement,will/activity,cfnai_ma3_lead3,0.0105,0.0272,0.0166,-0.0858,0.1786,101,0.5765
statement,will/activity,d_vix_28,0.0182,0.1207,0.1024,1.2047,0.2327,101,0.5765
statement,will/aspectual,cfnai_ma3_lead3,0.0105,0.0124,0.0019,0.0158,0.5907,101,0.6545
statement,will/aspectual,d_vix_28,0.0182,0.0271,0.0089,-0.1945,0.4988,101,0.6545
statement,will/copular_adj,cfnai_ma3_lead3,0.0105,0.02,0.0095,0.0705,0.3846,101,0.6462
statement,will/copular_adj,d_vix_28,0.0182,0.0225,0.0043,-0.2676,0.5358,101,0.6545
statement,will/mental,cfnai_ma3_lead3,0.0105,0.0164,0.0059,0.0513,0.5164,101,0.6545
statement,will/mental,d_vix_28,0.0182,0.0395,0.0213,-0.5516,0.2147,101,0.5765
statement,would,cfnai_ma3_lead3,0.0105,0.0166,0.006,0.0501,0.5237,101,0.6545
statement,would,d_vix_28,0.0182,0.0297,0.0115,-0.3903,0.3513,101,0.6405
