layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
min_committee,will,modal,37,62833,1169,234853,588.9,4977.6,338.72,0.0,-3.061,-88.2,-,0.0
min_committee,would,modal,719,62833,573,234853,11443.0,2439.8,734.03,0.0,2.229,369.0,+,0.0
min_committee,could,modal,83,62833,355,234853,1321.0,1511.6,1.26,0.2623,-0.188,-12.6,-,0.2623
min_committee,can,modal,3,62833,514,234853,47.7,2188.6,216.17,0.0,-5.298,-97.8,-,0.0
min_committee,should,modal,85,62833,210,234853,1352.8,894.2,9.74,0.0018,0.602,51.3,+,0.0022
min_committee,may,modal,31,62833,382,234853,493.4,1626.5,57.41,0.0,-1.7,-69.7,-,0.0
speech_chair,will,modal,1169,234853,37,62833,4977.6,588.9,338.72,0.0,3.061,745.3,+,0.0
speech_chair,would,modal,573,234853,719,62833,2439.8,11443.0,734.03,0.0,-2.229,-78.7,-,0.0
speech_chair,could,modal,355,234853,83,62833,1511.6,1321.0,1.26,0.2623,0.188,14.4,+,0.2623
speech_chair,can,modal,514,234853,3,62833,2188.6,47.7,216.17,0.0,5.298,4483.9,+,0.0
speech_chair,should,modal,210,234853,85,62833,894.2,1352.8,9.74,0.0018,-0.602,-33.9,-,0.0022
speech_chair,may,modal,382,234853,31,62833,1626.5,493.4,57.41,0.0,1.7,229.7,+,0.0
