key,unit,target,r2_base,r2_with,delta_r2,coef_text,p_text,n,q_text
minutes,ALL,cfnai_ma3_lead3,0.0553,0.0575,0.0021,0.0359,0.5119,99,0.7132
minutes,ALL,d_vix_28,0.0527,0.0593,0.0065,-0.2742,0.1423,99,0.5234
minutes,can,cfnai_ma3_lead3,0.0553,0.0583,0.0029,0.4505,0.4291,99,0.7067
minutes,can,d_vix_28,0.0527,0.0559,0.0031,-2.0334,0.6837,99,0.7976
minutes,could,cfnai_ma3_lead3,0.0553,0.0884,0.0331,-0.2631,0.1632,99,0.5234
minutes,could,d_vix_28,0.0527,0.0744,0.0217,-0.93,0.0581,99,0.5234
minutes,may,cfnai_ma3_lead3,0.0553,0.0613,0.0059,-0.1668,0.456,99,0.7132
minutes,may,d_vix_28,0.0527,0.0528,0.0,-0.0305,0.9744,99,0.9744
minutes,should,cfnai_ma3_lead3,0.0553,0.0629,0.0076,0.2559,0.2535,99,0.6083
minutes,should,d_vix_28,0.0527,0.0778,0.025,-2.0328,0.0149,99,0.4475
minutes,will,cfnai_ma3_lead3,0.0553,0.0793,0.024,0.3147,0.077,99,0.5234
minutes,will,d_vix_28,0.0527,0.0536,0.0009,0.26,0.6461,99,0.7644
minutes,will/activity,cfnai_ma3_lead3,0.0553,0.0566,0.0013,0.2789,0.629,99,0.7548
minutes,will/activity,d_vix_28,0.0527,0.0562,0.0034,1.998,0.5598,99,0.7132
minutes,will/mental,cfnai_ma3_lead3,0.0553,0.0989,0.0435,2.5143,0.1619,99,0.5234
minutes,will/mental,d_vix_28,0.0527,0.0558,0.003,-2.8956,0.3538,99,0.6603
minutes,would,cfnai_ma3_lead3,0.0553,0.0699,0.0146,0.134,0.0705,99,0.5234
minutes,would,d_vix_28,0.0527,0.0553,0.0025,0.2441,0.5863,99,0.7351
minutes,would/communication,cfnai_ma3_lead3,0.0553,0.0644,0.0091,0.7068,0.0342,99,0.5234
minutes,would/communication,d_vix_28,0.0527,0.0555,0.0027,1.6878,0.3835,99,0.6711
minutes,would/copular_adj,cfnai_ma3_lead3,0.0553,0.0554,0.0,-0.0167,0.9271,99,0.9475
minutes,would/copular_adj,d_vix_28,0.0527,0.0608,0.0081,-1.1752,0.193,99,0.5234
minutes,would/other,cfnai_ma3_lead3,0.0553,0.0554,0.0,0.0181,0.9242,99,0.9475
minutes,would/other,d_vix_28,0.0527,0.071,0.0182,1.91,0.1402,99,0.5234
press_conf,ALL,cfnai_ma3_lead3,0.0707,0.0714,0.0006,0.0107,0.8438,80,0.9269
press_conf,ALL,d_vix_28,0.0173,0.073,0.0557,0.579,0.2255,80,0.5572
press_conf,can,cfnai_ma3_lead3,0.0707,0.0776,0.0068,0.1002,0.3113,80,0.6481
press_conf,can,d_vix_28,0.0173,0.0339,0.0166,0.8802,0.1168,80,0.5234
press_conf,could,cfnai_ma3_lead3,0.0707,0.1126,0.0418,0.3723,0.1085,80,0.5234
press_conf,could,d_vix_28,0.0173,0.0897,0.0725,-2.765,0.1296,80,0.5234
press_conf,may,cfnai_ma3_lead3,0.0707,0.0816,0.0108,0.2993,0.1944,80,0.5234
press_conf,may,d_vix_28,0.0173,0.0428,0.0256,-2.5975,0.1424,80,0.5234
press_conf,should,cfnai_ma3_lead3,0.0707,0.0899,0.0191,0.304,0.1047,80,0.5234
press_conf,should,d_vix_28,0.0173,0.0174,0.0002,-0.1542,0.8682,80,0.935
press_conf,will,cfnai_ma3_lead3,0.0707,0.092,0.0213,-0.0808,0.4192,80,0.7043
press_conf,will,d_vix_28,0.0173,0.1766,0.1593,1.2475,0.0723,80,0.5234
press_conf,will/activity,cfnai_ma3_lead3,0.0707,0.0774,0.0066,-0.1162,0.5051,80,0.7132
press_conf,will/activity,d_vix_28,0.0173,0.1756,0.1583,3.2104,0.1127,80,0.5234
press_conf,will/mental,cfnai_ma3_lead3,0.0707,0.0819,0.0112,-0.2687,0.0518,80,0.5234
press_conf,will/mental,d_vix_28,0.0173,0.0287,0.0114,1.5305,0.016,80,0.4475
press_conf,will/other,cfnai_ma3_lead3,0.0707,0.0724,0.0016,0.1332,0.711,80,0.8181
press_conf,will/other,d_vix_28,0.0173,0.0195,0.0022,0.8866,0.4765,80,0.7132
press_conf,would,cfnai_ma3_lead3,0.0707,0.0717,0.001,0.0241,0.3717,80,0.6643
press_conf,would,d_vix_28,0.0173,0.0207,0.0034,-0.2547,0.5211,80,0.7132
press_conf,would/communication,cfnai_ma3_lead3,0.0707,0.0719,0.0012,0.0661,0.5291,80,0.7132
press_conf,would/communication,d_vix_28,0.0173,0.0173,0.0,-0.0707,0.9362,80,0.9475
press_conf,would/copular_adj,cfnai_ma3_lead3,0.0707,0.0722,0.0015,-0.1362,0.5516,80,0.7132
press_conf,would/copular_adj,d_vix_28,0.0173,0.0187,0.0014,0.7609,0.7572,80,0.8595
press_conf,would/other,cfnai_ma3_lead3,0.0707,0.0708,0.0001,0.0248,0.8496,80,0.9269
press_conf,would/other,d_vix_28,0.0173,0.019,0.0017,-0.6015,0.5085,80,0.7132
speech,ALL,cfnai_ma3_lead3,0.451,0.4544,0.0034,0.008,0.2834,123,0.6433
speech,ALL,d_vix_28,0.3007,0.3094,0.0086,-0.0732,0.1747,124,0.5234
speech,can,cfnai_ma3_lead3,0.451,0.459,0.008,0.0339,0.174,123,0.5234
speech,can,d_vix_28,0.3007,0.3066,0.0059,-0.1665,0.295,124,0.6481
speech,could,cfnai_ma3_lead3,0.451,0.4562,0.0052,0.0373,0.1163,123,0.5234
speech,could,d_vix_28,0.3007,0.306,0.0053,-0.2174,0.2669,124,0.6227
speech,may,cfnai_ma3_lead3,0.451,0.4519,0.0008,-0.0132,0.5339,123,0.7132
speech,may,d_vix_28,0.3007,0.3184,0.0177,-0.346,0.0324,124,0.5234
speech,should,cfnai_ma3_lead3,0.451,0.4555,0.0045,0.0448,0.4036,123,0.6918
speech,should,d_vix_28,0.3007,0.3295,0.0288,-0.65,0.0094,124,0.4475
speech,will,cfnai_ma3_lead3,0.451,0.4513,0.0003,-0.0035,0.7707,123,0.8631
speech,will,d_vix_28,0.3007,0.3146,0.0139,0.1488,0.2038,124,0.5234
speech,will/activity,cfnai_ma3_lead3,0.451,0.4519,0.0009,-0.0206,0.6242,123,0.7548
speech,will/activity,d_vix_28,0.3007,0.3105,0.0098,0.3877,0.1592,124,0.5234
speech,will/other,cfnai_ma3_lead3,0.451,0.4511,0.0001,0.0036,0.8987,123,0.9436
speech,will/other,d_vix_28,0.3007,0.3027,0.002,0.1238,0.5603,124,0.7132
speech,would,cfnai_ma3_lead3,0.451,0.4524,0.0014,0.0152,0.4852,123,0.7132
speech,would,d_vix_28,0.3007,0.3185,0.0178,-0.3155,0.0812,124,0.5234
speech,would/other,cfnai_ma3_lead3,0.451,0.4571,0.0061,0.0741,0.1637,123,0.5234
speech,would/other,d_vix_28,0.3007,0.3008,0.0001,0.0535,0.8845,124,0.9405
statement,ALL,cfnai_ma3_lead3,0.0105,0.1349,0.1243,0.1027,0.105,101,0.5234
statement,ALL,d_vix_28,0.0182,0.0694,0.0512,-0.3726,0.1951,101,0.5234
statement,could,cfnai_ma3_lead3,0.0105,0.0165,0.0059,0.0617,0.5423,101,0.7132
statement,could,d_vix_28,0.0182,0.0322,0.014,-0.5362,0.3171,101,0.6481
statement,will,cfnai_ma3_lead3,0.0105,0.1436,0.1331,0.126,0.0464,101,0.5234
statement,will,d_vix_28,0.0182,0.0329,0.0146,-0.2364,0.3389,101,0.6481
statement,will/activity,cfnai_ma3_lead3,0.0105,0.0191,0.0086,-0.0767,0.3665,101,0.6643
statement,will/activity,d_vix_28,0.0182,0.0781,0.0598,1.1444,0.316,101,0.6481
statement,will/mental,cfnai_ma3_lead3,0.0105,0.0182,0.0077,0.0667,0.4673,101,0.7132
statement,will/mental,d_vix_28,0.0182,0.0405,0.0222,-0.6431,0.2056,101,0.5234
statement,would,cfnai_ma3_lead3,0.0105,0.0173,0.0067,0.0626,0.5042,101,0.7132
statement,would,d_vix_28,0.0182,0.0303,0.012,-0.4726,0.3394,101,0.6481
statement,would/copular_adj,cfnai_ma3_lead3,0.0105,0.0147,0.0041,0.0509,0.5989,101,0.7398
statement,would/copular_adj,d_vix_28,0.0182,0.0306,0.0123,-0.4964,0.3395,101,0.6481
