variable,outcome_vs_will,coef,rrr,p
const,would,0.642,1.901,0.0033868553968407237
const,could,-0.903,0.405,0.0005314923251067919
const,can,-5.635,0.004,2.659315764124843e-10
const,should,-1.212,0.298,0.0008543247146786383
const,may,-0.747,0.474,0.04808023738914879
period_late,would,-0.209,0.811,1.1999264225051156e-07
period_late,could,-0.163,0.849,0.0012800004275270028
period_late,can,0.127,1.135,0.019801467668657632
period_late,should,-0.512,0.599,3.8017570851100455e-15
period_late,may,-0.254,0.775,8.468337953974703e-05
subj_type_econ,would,0.029,1.029,0.8111683480389728
subj_type_econ,could,0.98,2.663,1.7838137674669899e-09
subj_type_econ,can,1.922,6.837,6.754756277855674e-05
subj_type_econ,should,0.105,1.11,0.5079707017721907
subj_type_econ,may,2.373,10.725,2.9015532373215234e-12
subj_type_fed,would,-0.236,0.79,0.3134371123777322
subj_type_fed,could,0.469,1.598,0.11097498403481167
subj_type_fed,can,2.9,18.174,1.801715069184216e-08
subj_type_fed,should,0.343,1.409,0.21907721347508646
subj_type_fed,may,1.243,3.466,0.017398784020237482
subj_type_it_there_rel,would,0.677,1.969,9.80794991695998e-09
subj_type_it_there_rel,could,1.741,5.704,1.661470540582458e-27
subj_type_it_there_rel,can,1.875,6.522,9.829403647822585e-05
subj_type_it_there_rel,should,-0.155,0.856,0.34797322042394274
subj_type_it_there_rel,may,2.652,14.182,5.731013282611303e-15
subj_type_none,would,1.008,2.74,3.668519529185644e-06
subj_type_none,could,1.784,5.953,5.960804355019499e-11
subj_type_none,can,4.657,105.277,2.4620967631462098e-20
subj_type_none,should,0.87,2.387,0.004181395141960794
subj_type_none,may,3.074,21.623,7.883826135531066e-14
subj_type_other,would,0.288,1.334,0.015451613515136743
subj_type_other,could,1.257,3.517,6.095700488082035e-15
subj_type_other,can,2.166,8.724,6.604513194374761e-06
subj_type_other,should,0.218,1.243,0.16921693229513746
subj_type_other,may,2.497,12.149,1.7948806606742083e-13
subj_type_person,would,0.671,1.956,1.8095026324361754e-07
subj_type_person,could,1.469,4.343,2.3443343856707687e-17
subj_type_person,can,3.549,34.768,1.6509484145819307e-13
subj_type_person,should,0.137,1.147,0.44790451592424463
subj_type_person,may,2.091,8.091,3.3541408785546036e-09
subj_type_risks,would,1.866,6.463,0.10099887434059086
subj_type_risks,could,3.26,26.052,0.004712039129515162
subj_type_risks,can,4.804,122.039,0.0001447278230206376
subj_type_risks,should,2.623,13.782,0.025183229490670672
subj_type_risks,may,4.963,143.002,3.927496609059626e-05
subj_type_we_I,would,0.791,2.206,2.8314197831297332e-11
subj_type_we_I,could,0.595,1.814,0.0005700070348652288
subj_type_we_I,can,2.344,10.42,1.0167777992149913e-06
subj_type_we_I,should,-0.235,0.79,0.1617156183637286
subj_type_we_I,may,0.781,2.184,0.027598046567933958
layer_min_committee,would,2.064,7.879,1.2571474942123963e-15
layer_min_committee,could,0.774,2.169,0.008533428565575686
layer_min_committee,can,0.871,2.388,0.36964277173906857
layer_min_committee,should,1.981,7.251,4.52497288934424e-07
layer_min_committee,may,-1.211,0.298,9.463589988520055e-05
layer_min_directive_quote,would,-8.184,0.0,0.12157112310577343
layer_min_directive_quote,could,-1.435,0.238,4.601769056137797e-05
layer_min_directive_quote,can,3.225,25.164,4.360068147233955e-05
layer_min_directive_quote,should,-5.734,0.003,0.24817495727018757
layer_min_directive_quote,may,-9.378,0.0,0.1665964509525346
layer_min_front_matter,would,-0.185,0.831,0.5969426063447569
layer_min_front_matter,could,-1.253,0.286,0.013389170562307056
layer_min_front_matter,can,1.9,6.688,0.04325527658316392
layer_min_front_matter,should,0.357,1.43,0.5136922336803671
layer_min_front_matter,may,-3.525,0.029,6.264126257849028e-06
