genre,feature,target,k_months,n,r,p
minutes,should_per1k,VIX_M,0,99,-0.2,0.047
minutes,should_per1k,VIX_M,1,99,-0.234,0.0196
minutes,should_per1k,VIX_M,2,99,-0.149,0.1404
minutes,should_per1k,VIX_M,3,99,-0.2,0.0468
minutes,should_per1k,VIX_M,4,98,-0.229,0.0232
minutes,should_per1k,VIX_M,5,97,-0.029,0.7767
minutes,should_per1k,VIX_M,6,97,0.034,0.7442
minutes,should_per1k,VIX_M,7,96,-0.007,0.9484
minutes,should_per1k,VIX_M,8,95,-0.041,0.6898
minutes,should_per1k,VIX_M,9,95,-0.085,0.4123
minutes,may_per1k,CFNAI_MA3,-9,99,-0.093,0.3595
minutes,may_per1k,CFNAI_MA3,-8,99,-0.026,0.796
minutes,may_per1k,CFNAI_MA3,-7,99,0.062,0.539
minutes,may_per1k,CFNAI_MA3,-6,99,0.167,0.0984
minutes,may_per1k,CFNAI_MA3,-5,99,0.093,0.3591
minutes,may_per1k,CFNAI_MA3,-4,99,0.013,0.9
minutes,may_per1k,CFNAI_MA3,-3,99,0.057,0.5772
minutes,may_per1k,CFNAI_MA3,-2,99,0.019,0.8509
minutes,may_per1k,CFNAI_MA3,-1,99,-0.015,0.8791
minutes,may_per1k,CFNAI_MA3,0,99,-0.118,0.2461
minutes,may_per1k,CFNAI_MA3,1,99,-0.077,0.4498
minutes,may_per1k,CFNAI_MA3,2,99,-0.056,0.5821
minutes,may_per1k,CFNAI_MA3,3,99,-0.114,0.2618
minutes,may_per1k,CFNAI_MA3,4,98,-0.137,0.1793
minutes,may_per1k,CFNAI_MA3,5,97,-0.149,0.1465
minutes,may_per1k,CFNAI_MA3,6,97,0.009,0.9321
minutes,may_per1k,CFNAI_MA3,7,96,0.069,0.5067
minutes,may_per1k,CFNAI_MA3,8,95,0.071,0.497
minutes,may_per1k,CFNAI_MA3,9,95,0.158,0.1267
minutes,may_per1k,VIX_M,-9,99,-0.114,0.261
minutes,may_per1k,VIX_M,-8,99,-0.137,0.1771
minutes,may_per1k,VIX_M,-7,99,-0.162,0.11
minutes,may_per1k,VIX_M,-6,99,-0.243,0.0154
minutes,may_per1k,VIX_M,-5,99,-0.229,0.0227
minutes,may_per1k,VIX_M,-4,99,-0.191,0.0582
minutes,may_per1k,VIX_M,-3,99,-0.141,0.164
minutes,may_per1k,VIX_M,-2,99,-0.221,0.028
minutes,may_per1k,VIX_M,-1,99,-0.168,0.0964
minutes,may_per1k,VIX_M,0,99,-0.149,0.1409
minutes,may_per1k,VIX_M,1,99,-0.144,0.1555
minutes,may_per1k,VIX_M,2,99,0.023,0.8222
minutes,may_per1k,VIX_M,3,99,-0.063,0.5331
minutes,may_per1k,VIX_M,4,98,-0.058,0.5698
minutes,may_per1k,VIX_M,5,97,-0.011,0.9137
minutes,may_per1k,VIX_M,6,97,-0.155,0.1288
minutes,may_per1k,VIX_M,7,96,-0.166,0.1061
minutes,may_per1k,VIX_M,8,95,-0.107,0.3022
minutes,may_per1k,VIX_M,9,95,-0.112,0.281
minutes,six_per1k,CFNAI_MA3,-9,99,0.217,0.0309
minutes,six_per1k,CFNAI_MA3,-8,99,0.175,0.0839
minutes,six_per1k,CFNAI_MA3,-7,99,0.082,0.4218
minutes,six_per1k,CFNAI_MA3,-6,99,-0.067,0.5082
minutes,six_per1k,CFNAI_MA3,-5,99,-0.154,0.127
minutes,six_per1k,CFNAI_MA3,-4,99,-0.058,0.566
minutes,six_per1k,CFNAI_MA3,-3,99,-0.002,0.9822
minutes,six_per1k,CFNAI_MA3,-2,99,-0.014,0.8909
minutes,six_per1k,CFNAI_MA3,-1,99,-0.063,0.5339
minutes,six_per1k,CFNAI_MA3,0,99,-0.166,0.1011
minutes,six_per1k,CFNAI_MA3,1,99,-0.053,0.6003
minutes,six_per1k,CFNAI_MA3,2,99,-0.029,0.7794
minutes,six_per1k,CFNAI_MA3,3,99,0.062,0.5431
minutes,six_per1k,CFNAI_MA3,4,98,0.106,0.2983
minutes,six_per1k,CFNAI_MA3,5,97,0.063,0.5385
minutes,six_per1k,CFNAI_MA3,6,97,-0.042,0.6797
minutes,six_per1k,CFNAI_MA3,7,96,-0.064,0.5326
minutes,six_per1k,CFNAI_MA3,8,95,0.016,0.8803
minutes,six_per1k,CFNAI_MA3,9,95,0.222,0.0307
minutes,six_per1k,VIX_M,-9,99,-0.184,0.0683
minutes,six_per1k,VIX_M,-8,99,-0.099,0.3276
minutes,six_per1k,VIX_M,-7,99,-0.118,0.2465
minutes,six_per1k,VIX_M,-6,99,0.015,0.8845
minutes,six_per1k,VIX_M,-5,99,-0.03,0.7687
minutes,six_per1k,VIX_M,-4,99,-0.081,0.4255
minutes,six_per1k,VIX_M,-3,99,-0.034,0.7378
minutes,six_per1k,VIX_M,-2,99,-0.021,0.8332
minutes,six_per1k,VIX_M,-1,99,0.053,0.6051
minutes,six_per1k,VIX_M,0,99,0.089,0.3824
minutes,six_per1k,VIX_M,1,99,-0.026,0.8015
minutes,six_per1k,VIX_M,2,99,0.06,0.5538
minutes,six_per1k,VIX_M,3,99,0.009,0.9266
minutes,six_per1k,VIX_M,4,98,0.035,0.7342
minutes,six_per1k,VIX_M,5,97,0.207,0.0421
minutes,six_per1k,VIX_M,6,97,0.144,0.1586
minutes,six_per1k,VIX_M,7,96,0.121,0.2413
minutes,six_per1k,VIX_M,8,95,0.072,0.4892
minutes,six_per1k,VIX_M,9,95,0.047,0.6494
minutes,neg_can_per1k,CFNAI_MA3,-9,99,-0.034,0.7371
minutes,neg_can_per1k,CFNAI_MA3,-8,99,-0.021,0.8355
minutes,neg_can_per1k,CFNAI_MA3,-7,99,-0.008,0.9343
minutes,neg_can_per1k,CFNAI_MA3,-6,99,-0.122,0.2276
minutes,neg_can_per1k,CFNAI_MA3,-5,99,-0.494,0.0
minutes,neg_can_per1k,CFNAI_MA3,-4,99,-0.446,0.0
minutes,neg_can_per1k,CFNAI_MA3,-3,99,-0.178,0.0784
minutes,neg_can_per1k,CFNAI_MA3,-2,99,0.259,0.0097
minutes,neg_can_per1k,CFNAI_MA3,-1,99,0.264,0.0083
minutes,neg_can_per1k,CFNAI_MA3,0,99,0.086,0.3986
minutes,neg_can_per1k,CFNAI_MA3,1,99,0.053,0.6038
minutes,neg_can_per1k,CFNAI_MA3,2,99,0.046,0.6506
minutes,neg_can_per1k,CFNAI_MA3,3,99,-0.066,0.5152
minutes,neg_can_per1k,CFNAI_MA3,4,98,-0.465,0.0
minutes,neg_can_per1k,CFNAI_MA3,5,97,-0.576,0.0
minutes,neg_can_per1k,CFNAI_MA3,6,97,-0.15,0.143
minutes,neg_can_per1k,CFNAI_MA3,7,96,0.333,0.0009
minutes,neg_can_per1k,CFNAI_MA3,8,95,0.422,0.0
minutes,neg_can_per1k,CFNAI_MA3,9,95,0.143,0.1663
minutes,neg_can_per1k,VIX_M,-9,99,-0.086,0.3948
minutes,neg_can_per1k,VIX_M,-8,99,-0.096,0.3457
minutes,neg_can_per1k,VIX_M,-7,99,0.013,0.9
minutes,neg_can_per1k,VIX_M,-6,99,0.371,0.0002
minutes,neg_can_per1k,VIX_M,-5,99,0.22,0.029
minutes,neg_can_per1k,VIX_M,-4,99,0.155,0.1246
minutes,neg_can_per1k,VIX_M,-3,99,0.098,0.3369
minutes,neg_can_per1k,VIX_M,-2,99,0.072,0.4758
minutes,neg_can_per1k,VIX_M,-1,99,-0.019,0.8488
minutes,neg_can_per1k,VIX_M,0,99,0.046,0.6482
minutes,neg_can_per1k,VIX_M,1,99,0.086,0.3984
minutes,neg_can_per1k,VIX_M,2,99,0.094,0.356
minutes,neg_can_per1k,VIX_M,3,99,0.481,0.0
minutes,neg_can_per1k,VIX_M,4,98,0.411,0.0
minutes,neg_can_per1k,VIX_M,5,97,0.204,0.0449
minutes,neg_can_per1k,VIX_M,6,97,0.185,0.0702
minutes,neg_can_per1k,VIX_M,7,96,0.123,0.2307
minutes,neg_can_per1k,VIX_M,8,95,0.076,0.4618
minutes,neg_can_per1k,VIX_M,9,95,0.084,0.4182
minutes,neg_would_per1k,CFNAI_MA3,-9,99,-0.081,0.4263
minutes,neg_would_per1k,CFNAI_MA3,-8,99,-0.228,0.0231
minutes,neg_would_per1k,CFNAI_MA3,-7,99,-0.175,0.0836
minutes,neg_would_per1k,CFNAI_MA3,-6,99,-0.036,0.7202
minutes,neg_would_per1k,CFNAI_MA3,-5,99,0.133,0.1878
minutes,neg_would_per1k,CFNAI_MA3,-4,99,0.133,0.1885
minutes,neg_would_per1k,CFNAI_MA3,-3,99,0.145,0.1518
minutes,neg_would_per1k,CFNAI_MA3,-2,99,0.137,0.1766
minutes,neg_would_per1k,CFNAI_MA3,-1,99,0.108,0.2863
minutes,neg_would_per1k,CFNAI_MA3,0,99,-0.029,0.7787
minutes,neg_would_per1k,CFNAI_MA3,1,99,-0.065,0.5197
minutes,neg_would_per1k,CFNAI_MA3,2,99,-0.077,0.4517
minutes,neg_would_per1k,CFNAI_MA3,3,99,-0.084,0.4094
minutes,neg_would_per1k,CFNAI_MA3,4,98,-0.181,0.0741
minutes,neg_would_per1k,CFNAI_MA3,5,97,-0.16,0.1165
minutes,neg_would_per1k,CFNAI_MA3,6,97,0.063,0.5418
minutes,neg_would_per1k,CFNAI_MA3,7,96,0.225,0.0272
minutes,neg_would_per1k,CFNAI_MA3,8,95,0.245,0.0166
minutes,neg_would_per1k,CFNAI_MA3,9,95,0.106,0.3062
minutes,neg_would_per1k,VIX_M,-9,99,0.071,0.4824
minutes,neg_would_per1k,VIX_M,-8,99,0.024,0.8158
minutes,neg_would_per1k,VIX_M,-7,99,0.069,0.4977
minutes,neg_would_per1k,VIX_M,-6,99,0.048,0.6364
minutes,neg_would_per1k,VIX_M,-5,99,0.145,0.1526
minutes,neg_would_per1k,VIX_M,-4,99,-0.018,0.8588
minutes,neg_would_per1k,VIX_M,-3,99,-0.083,0.4154
minutes,neg_would_per1k,VIX_M,-2,99,-0.062,0.5447
minutes,neg_would_per1k,VIX_M,-1,99,-0.069,0.4946
minutes,neg_would_per1k,VIX_M,0,99,-0.013,0.8968
minutes,neg_would_per1k,VIX_M,1,99,0.053,0.6035
minutes,neg_would_per1k,VIX_M,2,99,0.077,0.4468
minutes,neg_would_per1k,VIX_M,3,99,0.144,0.1552
minutes,neg_would_per1k,VIX_M,4,98,0.027,0.7944
minutes,neg_would_per1k,VIX_M,5,97,-0.034,0.7425
minutes,neg_would_per1k,VIX_M,6,97,-0.019,0.851
minutes,neg_would_per1k,VIX_M,7,96,-0.072,0.4845
minutes,neg_would_per1k,VIX_M,8,95,-0.07,0.4978
minutes,neg_would_per1k,VIX_M,9,95,-0.045,0.6639
minutes,neg_will_per1k,CFNAI_MA3,-9,99,0.005,0.9607
minutes,neg_will_per1k,CFNAI_MA3,-8,99,-0.015,0.8859
minutes,neg_will_per1k,CFNAI_MA3,-7,99,-0.001,0.9908
minutes,neg_will_per1k,CFNAI_MA3,-6,99,-0.014,0.8929
minutes,neg_will_per1k,CFNAI_MA3,-5,99,-0.028,0.7798
minutes,neg_will_per1k,CFNAI_MA3,-4,99,-0.032,0.7562
minutes,neg_will_per1k,CFNAI_MA3,-3,99,-0.022,0.83
minutes,neg_will_per1k,CFNAI_MA3,-2,99,0.001,0.9933
minutes,neg_will_per1k,CFNAI_MA3,-1,99,-0.006,0.9519
minutes,neg_will_per1k,CFNAI_MA3,0,99,-0.008,0.9376
minutes,neg_will_per1k,CFNAI_MA3,1,99,-0.007,0.9438
minutes,neg_will_per1k,CFNAI_MA3,2,99,-0.02,0.8477
minutes,neg_will_per1k,CFNAI_MA3,3,99,-0.019,0.8547
minutes,neg_will_per1k,CFNAI_MA3,4,98,-0.021,0.8348
minutes,neg_will_per1k,CFNAI_MA3,5,97,-0.028,0.7847
minutes,neg_will_per1k,CFNAI_MA3,6,97,-0.002,0.9874
minutes,neg_will_per1k,CFNAI_MA3,7,96,0.001,0.9912
minutes,neg_will_per1k,CFNAI_MA3,8,95,0.018,0.8597
minutes,neg_will_per1k,CFNAI_MA3,9,95,0.008,0.9364
minutes,neg_will_per1k,VIX_M,-9,99,-0.046,0.6508
minutes,neg_will_per1k,VIX_M,-8,99,0.014,0.8924
minutes,neg_will_per1k,VIX_M,-7,99,-0.067,0.5081
minutes,neg_will_per1k,VIX_M,-6,99,-0.079,0.4384
minutes,neg_will_per1k,VIX_M,-5,99,-0.078,0.4414
minutes,neg_will_per1k,VIX_M,-4,99,-0.06,0.5531
minutes,neg_will_per1k,VIX_M,-3,99,-0.065,0.525
minutes,neg_will_per1k,VIX_M,-2,99,-0.031,0.7626
minutes,neg_will_per1k,VIX_M,-1,99,-0.079,0.4347
minutes,neg_will_per1k,VIX_M,0,99,-0.079,0.4376
minutes,neg_will_per1k,VIX_M,1,99,-0.063,0.5354
minutes,neg_will_per1k,VIX_M,2,99,0.021,0.8351
minutes,neg_will_per1k,VIX_M,3,99,-0.012,0.9053
minutes,neg_will_per1k,VIX_M,4,98,0.037,0.7174
minutes,neg_will_per1k,VIX_M,5,97,-0.036,0.7292
minutes,neg_will_per1k,VIX_M,6,97,-0.034,0.7395
minutes,neg_will_per1k,VIX_M,7,96,-0.02,0.8429
minutes,neg_will_per1k,VIX_M,8,95,-0.02,0.8499
minutes,neg_will_per1k,VIX_M,9,95,0.046,0.6602
press_conf,will_per1k,CFNAI_MA3,-9,80,0.077,0.495
press_conf,will_per1k,CFNAI_MA3,-8,80,0.118,0.2966
press_conf,will_per1k,CFNAI_MA3,-7,80,0.111,0.3288
press_conf,will_per1k,CFNAI_MA3,-6,80,0.115,0.3085
press_conf,will_per1k,CFNAI_MA3,-5,80,-0.005,0.9621
press_conf,will_per1k,CFNAI_MA3,-4,80,-0.048,0.671
press_conf,will_per1k,CFNAI_MA3,-3,80,0.051,0.6554
press_conf,will_per1k,CFNAI_MA3,-2,80,0.145,0.1992
press_conf,will_per1k,CFNAI_MA3,-1,80,0.104,0.3595
press_conf,will_per1k,CFNAI_MA3,0,80,-0.268,0.0162
press_conf,will_per1k,CFNAI_MA3,1,80,-0.406,0.0002
press_conf,will_per1k,CFNAI_MA3,2,80,-0.395,0.0003
press_conf,will_per1k,CFNAI_MA3,3,80,-0.045,0.6932
press_conf,will_per1k,CFNAI_MA3,4,79,0.28,0.0126
press_conf,will_per1k,CFNAI_MA3,5,78,0.326,0.0035
press_conf,will_per1k,CFNAI_MA3,6,78,0.328,0.0034
press_conf,will_per1k,CFNAI_MA3,7,77,0.199,0.0825
press_conf,will_per1k,CFNAI_MA3,8,76,0.16,0.1668
press_conf,will_per1k,CFNAI_MA3,9,76,-0.026,0.8259
press_conf,will_per1k,VIX_M,-9,80,0.207,0.0653
press_conf,will_per1k,VIX_M,-8,80,0.184,0.1019
press_conf,will_per1k,VIX_M,-7,80,0.238,0.0333
press_conf,will_per1k,VIX_M,-6,80,0.253,0.0234
press_conf,will_per1k,VIX_M,-5,80,0.244,0.0292
press_conf,will_per1k,VIX_M,-4,80,0.146,0.1969
press_conf,will_per1k,VIX_M,-3,80,0.102,0.368
press_conf,will_per1k,VIX_M,-2,80,0.169,0.1343
press_conf,will_per1k,VIX_M,-1,80,0.345,0.0017
press_conf,will_per1k,VIX_M,0,80,0.539,0.0
press_conf,will_per1k,VIX_M,1,80,0.541,0.0
press_conf,will_per1k,VIX_M,2,80,0.382,0.0005
press_conf,will_per1k,VIX_M,3,80,0.226,0.0437
press_conf,will_per1k,VIX_M,4,79,0.243,0.0306
press_conf,will_per1k,VIX_M,5,78,0.173,0.1294
press_conf,will_per1k,VIX_M,6,78,0.236,0.0372
press_conf,will_per1k,VIX_M,7,77,0.331,0.0033
press_conf,will_per1k,VIX_M,8,76,0.326,0.004
press_conf,will_per1k,VIX_M,9,76,0.133,0.2513
press_conf,would_per1k,CFNAI_MA3,-9,80,0.212,0.0595
press_conf,would_per1k,CFNAI_MA3,-8,80,0.098,0.3854
press_conf,would_per1k,CFNAI_MA3,-7,80,0.091,0.4243
press_conf,would_per1k,CFNAI_MA3,-6,80,-0.029,0.7982
press_conf,would_per1k,CFNAI_MA3,-5,80,-0.015,0.8945
press_conf,would_per1k,CFNAI_MA3,-4,80,-0.012,0.916
press_conf,would_per1k,CFNAI_MA3,-3,80,0.132,0.2429
press_conf,would_per1k,CFNAI_MA3,-2,80,0.163,0.1497
press_conf,would_per1k,CFNAI_MA3,-1,80,0.183,0.1036
press_conf,would_per1k,CFNAI_MA3,0,80,0.095,0.4036
press_conf,would_per1k,CFNAI_MA3,1,80,0.073,0.5213
press_conf,would_per1k,CFNAI_MA3,2,80,0.064,0.5745
press_conf,would_per1k,CFNAI_MA3,3,80,-0.025,0.8248
press_conf,would_per1k,CFNAI_MA3,4,79,-0.042,0.7122
press_conf,would_per1k,CFNAI_MA3,5,78,-0.045,0.6973
press_conf,would_per1k,CFNAI_MA3,6,78,-0.077,0.5048
press_conf,would_per1k,CFNAI_MA3,7,77,0.064,0.5825
press_conf,would_per1k,CFNAI_MA3,8,76,0.13,0.2632
press_conf,would_per1k,CFNAI_MA3,9,76,0.206,0.0739
press_conf,would_per1k,VIX_M,-9,80,0.03,0.7884
press_conf,would_per1k,VIX_M,-8,80,-0.09,0.4251
press_conf,would_per1k,VIX_M,-7,80,0.003,0.9812
press_conf,would_per1k,VIX_M,-6,80,0.047,0.6766
press_conf,would_per1k,VIX_M,-5,80,0.019,0.8679
press_conf,would_per1k,VIX_M,-4,80,-0.12,0.2885
press_conf,would_per1k,VIX_M,-3,80,-0.093,0.412
press_conf,would_per1k,VIX_M,-2,80,-0.127,0.2628
press_conf,would_per1k,VIX_M,-1,80,-0.117,0.3008
press_conf,would_per1k,VIX_M,0,80,-0.131,0.2478
press_conf,would_per1k,VIX_M,1,80,-0.185,0.1009
press_conf,would_per1k,VIX_M,2,80,-0.129,0.2536
press_conf,would_per1k,VIX_M,3,80,-0.087,0.4455
press_conf,would_per1k,VIX_M,4,79,-0.087,0.4468
press_conf,would_per1k,VIX_M,5,78,0.018,0.8748
press_conf,would_per1k,VIX_M,6,78,-0.18,0.115
press_conf,would_per1k,VIX_M,7,77,-0.176,0.126
press_conf,would_per1k,VIX_M,8,76,-0.259,0.0241
press_conf,would_per1k,VIX_M,9,76,-0.065,0.5754
press_conf,could_per1k,CFNAI_MA3,-9,80,0.007,0.951
press_conf,could_per1k,CFNAI_MA3,-8,80,0.045,0.6913
press_conf,could_per1k,CFNAI_MA3,-7,80,0.014,0.9022
press_conf,could_per1k,CFNAI_MA3,-6,80,-0.1,0.3776
press_conf,could_per1k,CFNAI_MA3,-5,80,-0.108,0.3401
press_conf,could_per1k,CFNAI_MA3,-4,80,-0.055,0.6296
press_conf,could_per1k,CFNAI_MA3,-3,80,-0.022,0.8454
press_conf,could_per1k,CFNAI_MA3,-2,80,-0.085,0.4538
press_conf,could_per1k,CFNAI_MA3,-1,80,-0.133,0.2408
press_conf,could_per1k,CFNAI_MA3,0,80,0.035,0.7572
press_conf,could_per1k,CFNAI_MA3,1,80,0.297,0.0075
press_conf,could_per1k,CFNAI_MA3,2,80,0.333,0.0025
press_conf,could_per1k,CFNAI_MA3,3,80,0.142,0.2093
press_conf,could_per1k,CFNAI_MA3,4,79,-0.057,0.6179
press_conf,could_per1k,CFNAI_MA3,5,78,-0.081,0.4817
press_conf,could_per1k,CFNAI_MA3,6,78,-0.113,0.3262
press_conf,could_per1k,CFNAI_MA3,7,77,-0.084,0.4679
press_conf,could_per1k,CFNAI_MA3,8,76,-0.029,0.8055
press_conf,could_per1k,CFNAI_MA3,9,76,0.107,0.3556
press_conf,could_per1k,VIX_M,-9,80,-0.129,0.2544
press_conf,could_per1k,VIX_M,-8,80,-0.121,0.2831
press_conf,could_per1k,VIX_M,-7,80,-0.209,0.0627
press_conf,could_per1k,VIX_M,-6,80,-0.067,0.5539
press_conf,could_per1k,VIX_M,-5,80,-0.113,0.3176
press_conf,could_per1k,VIX_M,-4,80,-0.174,0.1236
press_conf,could_per1k,VIX_M,-3,80,-0.078,0.4913
press_conf,could_per1k,VIX_M,-2,80,-0.119,0.2927
press_conf,could_per1k,VIX_M,-1,80,-0.165,0.1442
press_conf,could_per1k,VIX_M,0,80,-0.339,0.0021
press_conf,could_per1k,VIX_M,1,80,-0.401,0.0002
press_conf,could_per1k,VIX_M,2,80,-0.267,0.0165
press_conf,could_per1k,VIX_M,3,80,-0.227,0.0433
press_conf,could_per1k,VIX_M,4,79,-0.225,0.0461
press_conf,could_per1k,VIX_M,5,78,-0.098,0.3913
press_conf,could_per1k,VIX_M,6,78,-0.208,0.0672
press_conf,could_per1k,VIX_M,7,77,-0.266,0.0193
press_conf,could_per1k,VIX_M,8,76,-0.232,0.0441
press_conf,could_per1k,VIX_M,9,76,-0.081,0.4859
press_conf,can_per1k,CFNAI_MA3,-9,80,-0.154,0.1715
press_conf,can_per1k,CFNAI_MA3,-8,80,-0.115,0.3115
press_conf,can_per1k,CFNAI_MA3,-7,80,-0.112,0.3211
press_conf,can_per1k,CFNAI_MA3,-6,80,-0.012,0.9124
press_conf,can_per1k,CFNAI_MA3,-5,80,-0.047,0.6796
press_conf,can_per1k,CFNAI_MA3,-4,80,-0.065,0.565
press_conf,can_per1k,CFNAI_MA3,-3,80,-0.236,0.0351
press_conf,can_per1k,CFNAI_MA3,-2,80,-0.199,0.0763
press_conf,can_per1k,CFNAI_MA3,-1,80,-0.204,0.07
press_conf,can_per1k,CFNAI_MA3,0,80,-0.168,0.1372
press_conf,can_per1k,CFNAI_MA3,1,80,-0.113,0.318
press_conf,can_per1k,CFNAI_MA3,2,80,-0.077,0.4961
press_conf,can_per1k,CFNAI_MA3,3,80,0.2,0.0755
press_conf,can_per1k,CFNAI_MA3,4,79,0.237,0.0355
press_conf,can_per1k,CFNAI_MA3,5,78,0.212,0.062
press_conf,can_per1k,CFNAI_MA3,6,78,0.109,0.3401
press_conf,can_per1k,CFNAI_MA3,7,77,-0.068,0.5571
press_conf,can_per1k,CFNAI_MA3,8,76,-0.057,0.6274
press_conf,can_per1k,CFNAI_MA3,9,76,0.048,0.6775
press_conf,can_per1k,VIX_M,-9,80,0.093,0.4111
press_conf,can_per1k,VIX_M,-8,80,0.143,0.2067
press_conf,can_per1k,VIX_M,-7,80,0.113,0.3182
press_conf,can_per1k,VIX_M,-6,80,0.102,0.3662
press_conf,can_per1k,VIX_M,-5,80,0.166,0.1422
press_conf,can_per1k,VIX_M,-4,80,0.316,0.0043
press_conf,can_per1k,VIX_M,-3,80,0.344,0.0018
press_conf,can_per1k,VIX_M,-2,80,0.376,0.0006
press_conf,can_per1k,VIX_M,-1,80,0.498,0.0
press_conf,can_per1k,VIX_M,0,80,0.435,0.0001
press_conf,can_per1k,VIX_M,1,80,0.443,0.0
press_conf,can_per1k,VIX_M,2,80,0.312,0.0048
press_conf,can_per1k,VIX_M,3,80,0.276,0.0131
press_conf,can_per1k,VIX_M,4,79,0.364,0.001
press_conf,can_per1k,VIX_M,5,78,0.31,0.0057
press_conf,can_per1k,VIX_M,6,78,0.422,0.0001
press_conf,can_per1k,VIX_M,7,77,0.491,0.0
press_conf,can_per1k,VIX_M,8,76,0.211,0.0677
press_conf,can_per1k,VIX_M,9,76,0.068,0.56
press_conf,should_per1k,CFNAI_MA3,-9,80,0.049,0.6654
press_conf,should_per1k,CFNAI_MA3,-8,80,-0.0,0.9968
press_conf,should_per1k,CFNAI_MA3,-7,80,-0.071,0.5294
press_conf,should_per1k,CFNAI_MA3,-6,80,-0.123,0.2785
press_conf,should_per1k,CFNAI_MA3,-5,80,-0.123,0.2785
press_conf,should_per1k,CFNAI_MA3,-4,80,-0.061,0.5888
press_conf,should_per1k,CFNAI_MA3,-3,80,-0.032,0.7801
press_conf,should_per1k,CFNAI_MA3,-2,80,0.145,0.1988
press_conf,should_per1k,CFNAI_MA3,-1,80,0.194,0.0845
press_conf,should_per1k,CFNAI_MA3,0,80,0.1,0.3797
press_conf,should_per1k,CFNAI_MA3,1,80,0.032,0.7756
press_conf,should_per1k,CFNAI_MA3,2,80,0.05,0.66
press_conf,should_per1k,CFNAI_MA3,3,80,0.122,0.2805
press_conf,should_per1k,CFNAI_MA3,4,79,0.054,0.6386
press_conf,should_per1k,CFNAI_MA3,5,78,0.053,0.6474
press_conf,should_per1k,CFNAI_MA3,6,78,-0.009,0.9395
press_conf,should_per1k,CFNAI_MA3,7,77,-0.022,0.846
press_conf,should_per1k,CFNAI_MA3,8,76,0.048,0.6817
press_conf,should_per1k,CFNAI_MA3,9,76,0.126,0.28
press_conf,should_per1k,VIX_M,-9,80,-0.161,0.1532
press_conf,should_per1k,VIX_M,-8,80,-0.037,0.7449
press_conf,should_per1k,VIX_M,-7,80,-0.13,0.2511
press_conf,should_per1k,VIX_M,-6,80,-0.002,0.9891
press_conf,should_per1k,VIX_M,-5,80,-0.045,0.6907
press_conf,should_per1k,VIX_M,-4,80,0.003,0.978
press_conf,should_per1k,VIX_M,-3,80,-0.12,0.2901
press_conf,should_per1k,VIX_M,-2,80,-0.125,0.2695
press_conf,should_per1k,VIX_M,-1,80,-0.002,0.9869
press_conf,should_per1k,VIX_M,0,80,0.008,0.9457
press_conf,should_per1k,VIX_M,1,80,-0.065,0.5686
press_conf,should_per1k,VIX_M,2,80,-0.067,0.5558
press_conf,should_per1k,VIX_M,3,80,-0.037,0.7443
press_conf,should_per1k,VIX_M,4,79,-0.053,0.6449
press_conf,should_per1k,VIX_M,5,78,0.013,0.9124
press_conf,should_per1k,VIX_M,6,78,0.055,0.6326
press_conf,should_per1k,VIX_M,7,77,0.021,0.8549
press_conf,should_per1k,VIX_M,8,76,-0.044,0.7055
press_conf,should_per1k,VIX_M,9,76,-0.072,0.5383
press_conf,may_per1k,CFNAI_MA3,-9,80,0.204,0.07
press_conf,may_per1k,CFNAI_MA3,-8,80,-0.013,0.9082
press_conf,may_per1k,CFNAI_MA3,-7,80,-0.088,0.4357
press_conf,may_per1k,CFNAI_MA3,-6,80,-0.152,0.1773
press_conf,may_per1k,CFNAI_MA3,-5,80,-0.053,0.6424
press_conf,may_per1k,CFNAI_MA3,-4,80,0.038,0.7398
press_conf,may_per1k,CFNAI_MA3,-3,80,0.095,0.4032
press_conf,may_per1k,CFNAI_MA3,-2,80,0.059,0.6022
press_conf,may_per1k,CFNAI_MA3,-1,80,0.034,0.7653
press_conf,may_per1k,CFNAI_MA3,0,80,-0.075,0.5113
press_conf,may_per1k,CFNAI_MA3,1,80,0.05,0.6621
press_conf,may_per1k,CFNAI_MA3,2,80,0.062,0.5874
press_conf,may_per1k,CFNAI_MA3,3,80,0.099,0.3817
press_conf,may_per1k,CFNAI_MA3,4,79,-0.021,0.8543
press_conf,may_per1k,CFNAI_MA3,5,78,-0.028,0.81
press_conf,may_per1k,CFNAI_MA3,6,78,0.052,0.651
press_conf,may_per1k,CFNAI_MA3,7,77,0.188,0.1016
press_conf,may_per1k,CFNAI_MA3,8,76,0.236,0.0406
press_conf,may_per1k,CFNAI_MA3,9,76,0.144,0.2154
press_conf,may_per1k,VIX_M,-9,80,0.118,0.2971
press_conf,may_per1k,VIX_M,-8,80,0.15,0.1828
press_conf,may_per1k,VIX_M,-7,80,0.101,0.3706
press_conf,may_per1k,VIX_M,-6,80,0.132,0.2442
press_conf,may_per1k,VIX_M,-5,80,0.02,0.8575
press_conf,may_per1k,VIX_M,-4,80,-0.069,0.541
press_conf,may_per1k,VIX_M,-3,80,-0.016,0.8906
press_conf,may_per1k,VIX_M,-2,80,0.065,0.5672
press_conf,may_per1k,VIX_M,-1,80,0.008,0.9465
press_conf,may_per1k,VIX_M,0,80,-0.115,0.3081
press_conf,may_per1k,VIX_M,1,80,-0.107,0.3459
press_conf,may_per1k,VIX_M,2,80,-0.012,0.9134
