genre,feature,target,k_months,n,r,p
press_conf,may_per1k,VIX_M,3,80,-0.056,0.6191
press_conf,may_per1k,VIX_M,4,79,-0.142,0.2115
press_conf,may_per1k,VIX_M,5,78,-0.105,0.3616
press_conf,may_per1k,VIX_M,6,78,-0.222,0.0505
press_conf,may_per1k,VIX_M,7,77,-0.291,0.0102
press_conf,may_per1k,VIX_M,8,76,-0.221,0.0548
press_conf,may_per1k,VIX_M,9,76,-0.138,0.233
press_conf,six_per1k,CFNAI_MA3,-9,80,0.156,0.167
press_conf,six_per1k,CFNAI_MA3,-8,80,0.113,0.3196
press_conf,six_per1k,CFNAI_MA3,-7,80,0.072,0.5235
press_conf,six_per1k,CFNAI_MA3,-6,80,0.005,0.9622
press_conf,six_per1k,CFNAI_MA3,-5,80,-0.085,0.4518
press_conf,six_per1k,CFNAI_MA3,-4,80,-0.089,0.4338
press_conf,six_per1k,CFNAI_MA3,-3,80,0.024,0.8321
press_conf,six_per1k,CFNAI_MA3,-2,80,0.144,0.2033
press_conf,six_per1k,CFNAI_MA3,-1,80,0.114,0.3119
press_conf,six_per1k,CFNAI_MA3,0,80,-0.213,0.0581
press_conf,six_per1k,CFNAI_MA3,1,80,-0.25,0.0256
press_conf,six_per1k,CFNAI_MA3,2,80,-0.218,0.0516
press_conf,six_per1k,CFNAI_MA3,3,80,0.096,0.3988
press_conf,six_per1k,CFNAI_MA3,4,79,0.286,0.0106
press_conf,six_per1k,CFNAI_MA3,5,78,0.306,0.0064
press_conf,six_per1k,CFNAI_MA3,6,78,0.244,0.0311
press_conf,six_per1k,CFNAI_MA3,7,77,0.169,0.1406
press_conf,six_per1k,CFNAI_MA3,8,76,0.211,0.0676
press_conf,six_per1k,CFNAI_MA3,9,76,0.175,0.1304
press_conf,six_per1k,VIX_M,-9,80,0.175,0.1204
press_conf,six_per1k,VIX_M,-8,80,0.14,0.2145
press_conf,six_per1k,VIX_M,-7,80,0.178,0.1144
press_conf,six_per1k,VIX_M,-6,80,0.271,0.0152
press_conf,six_per1k,VIX_M,-5,80,0.238,0.0338
press_conf,six_per1k,VIX_M,-4,80,0.124,0.2743
press_conf,six_per1k,VIX_M,-3,80,0.12,0.2871
press_conf,six_per1k,VIX_M,-2,80,0.169,0.1337
press_conf,six_per1k,VIX_M,-1,80,0.367,0.0008
press_conf,six_per1k,VIX_M,0,80,0.436,0.0001
press_conf,six_per1k,VIX_M,1,80,0.385,0.0004
press_conf,six_per1k,VIX_M,2,80,0.281,0.0116
press_conf,six_per1k,VIX_M,3,80,0.174,0.1236
press_conf,six_per1k,VIX_M,4,79,0.206,0.0691
press_conf,six_per1k,VIX_M,5,78,0.231,0.0416
press_conf,six_per1k,VIX_M,6,78,0.185,0.105
press_conf,six_per1k,VIX_M,7,77,0.262,0.0213
press_conf,six_per1k,VIX_M,8,76,0.116,0.3193
press_conf,six_per1k,VIX_M,9,76,0.049,0.6758
press_conf,neg_can_per1k,CFNAI_MA3,-9,80,0.091,0.4196
press_conf,neg_can_per1k,CFNAI_MA3,-8,80,-0.001,0.9961
press_conf,neg_can_per1k,CFNAI_MA3,-7,80,0.032,0.7786
press_conf,neg_can_per1k,CFNAI_MA3,-6,80,0.06,0.594
press_conf,neg_can_per1k,CFNAI_MA3,-5,80,-0.065,0.5672
press_conf,neg_can_per1k,CFNAI_MA3,-4,80,-0.182,0.1055
press_conf,neg_can_per1k,CFNAI_MA3,-3,80,-0.307,0.0057
press_conf,neg_can_per1k,CFNAI_MA3,-2,80,-0.046,0.6828
press_conf,neg_can_per1k,CFNAI_MA3,-1,80,0.074,0.5154
press_conf,neg_can_per1k,CFNAI_MA3,0,80,0.195,0.0833
press_conf,neg_can_per1k,CFNAI_MA3,1,80,0.127,0.26
press_conf,neg_can_per1k,CFNAI_MA3,2,80,0.106,0.3496
press_conf,neg_can_per1k,CFNAI_MA3,3,80,0.205,0.0676
press_conf,neg_can_per1k,CFNAI_MA3,4,79,0.066,0.5632
press_conf,neg_can_per1k,CFNAI_MA3,5,78,0.053,0.6439
press_conf,neg_can_per1k,CFNAI_MA3,6,78,-0.037,0.7474
press_conf,neg_can_per1k,CFNAI_MA3,7,77,-0.098,0.3965
press_conf,neg_can_per1k,CFNAI_MA3,8,76,-0.031,0.7902
press_conf,neg_can_per1k,CFNAI_MA3,9,76,0.011,0.9246
press_conf,neg_can_per1k,VIX_M,-9,80,-0.041,0.7198
press_conf,neg_can_per1k,VIX_M,-8,80,-0.053,0.6388
press_conf,neg_can_per1k,VIX_M,-7,80,-0.069,0.541
press_conf,neg_can_per1k,VIX_M,-6,80,0.061,0.5889
press_conf,neg_can_per1k,VIX_M,-5,80,0.05,0.6622
press_conf,neg_can_per1k,VIX_M,-4,80,0.305,0.0059
press_conf,neg_can_per1k,VIX_M,-3,80,0.217,0.0533
press_conf,neg_can_per1k,VIX_M,-2,80,0.206,0.0668
press_conf,neg_can_per1k,VIX_M,-1,80,0.221,0.0485
press_conf,neg_can_per1k,VIX_M,0,80,0.105,0.353
press_conf,neg_can_per1k,VIX_M,1,80,0.188,0.0957
press_conf,neg_can_per1k,VIX_M,2,80,0.134,0.2364
press_conf,neg_can_per1k,VIX_M,3,80,0.119,0.2932
press_conf,neg_can_per1k,VIX_M,4,79,0.269,0.0167
press_conf,neg_can_per1k,VIX_M,5,78,0.243,0.0324
press_conf,neg_can_per1k,VIX_M,6,78,0.266,0.0188
press_conf,neg_can_per1k,VIX_M,7,77,0.257,0.0242
press_conf,neg_can_per1k,VIX_M,8,76,0.185,0.109
press_conf,neg_can_per1k,VIX_M,9,76,0.064,0.5839
press_conf,neg_would_per1k,CFNAI_MA3,-9,80,0.024,0.8317
press_conf,neg_would_per1k,CFNAI_MA3,-8,80,0.109,0.3351
press_conf,neg_would_per1k,CFNAI_MA3,-7,80,0.138,0.2238
press_conf,neg_would_per1k,CFNAI_MA3,-6,80,0.056,0.6227
press_conf,neg_would_per1k,CFNAI_MA3,-5,80,0.023,0.8387
press_conf,neg_would_per1k,CFNAI_MA3,-4,80,-0.02,0.8572
press_conf,neg_would_per1k,CFNAI_MA3,-3,80,-0.004,0.9714
press_conf,neg_would_per1k,CFNAI_MA3,-2,80,-0.029,0.8
press_conf,neg_would_per1k,CFNAI_MA3,-1,80,-0.029,0.8002
press_conf,neg_would_per1k,CFNAI_MA3,0,80,0.078,0.4891
press_conf,neg_would_per1k,CFNAI_MA3,1,80,0.152,0.1783
press_conf,neg_would_per1k,CFNAI_MA3,2,80,0.176,0.1176
press_conf,neg_would_per1k,CFNAI_MA3,3,80,0.069,0.5457
press_conf,neg_would_per1k,CFNAI_MA3,4,79,-0.082,0.4727
press_conf,neg_would_per1k,CFNAI_MA3,5,78,-0.07,0.5406
press_conf,neg_would_per1k,CFNAI_MA3,6,78,0.001,0.9922
press_conf,neg_would_per1k,CFNAI_MA3,7,77,0.075,0.516
press_conf,neg_would_per1k,CFNAI_MA3,8,76,0.009,0.9381
press_conf,neg_would_per1k,CFNAI_MA3,9,76,-0.214,0.0632
press_conf,neg_would_per1k,VIX_M,-9,80,0.033,0.7698
press_conf,neg_would_per1k,VIX_M,-8,80,-0.052,0.6487
press_conf,neg_would_per1k,VIX_M,-7,80,-0.01,0.9264
press_conf,neg_would_per1k,VIX_M,-6,80,-0.077,0.4958
press_conf,neg_would_per1k,VIX_M,-5,80,-0.118,0.2956
press_conf,neg_would_per1k,VIX_M,-4,80,-0.084,0.4602
press_conf,neg_would_per1k,VIX_M,-3,80,-0.04,0.7265
press_conf,neg_would_per1k,VIX_M,-2,80,-0.092,0.4176
press_conf,neg_would_per1k,VIX_M,-1,80,-0.1,0.3798
press_conf,neg_would_per1k,VIX_M,0,80,-0.201,0.0743
press_conf,neg_would_per1k,VIX_M,1,80,-0.206,0.0664
press_conf,neg_would_per1k,VIX_M,2,80,-0.231,0.0388
press_conf,neg_would_per1k,VIX_M,3,80,-0.113,0.3179
press_conf,neg_would_per1k,VIX_M,4,79,-0.186,0.1007
press_conf,neg_would_per1k,VIX_M,5,78,-0.148,0.196
press_conf,neg_would_per1k,VIX_M,6,78,-0.232,0.0414
press_conf,neg_would_per1k,VIX_M,7,77,-0.183,0.1121
press_conf,neg_would_per1k,VIX_M,8,76,0.073,0.5297
press_conf,neg_would_per1k,VIX_M,9,76,0.077,0.5083
press_conf,neg_will_per1k,CFNAI_MA3,-9,80,0.04,0.7224
press_conf,neg_will_per1k,CFNAI_MA3,-8,80,0.102,0.3674
press_conf,neg_will_per1k,CFNAI_MA3,-7,80,0.09,0.4252
press_conf,neg_will_per1k,CFNAI_MA3,-6,80,0.032,0.7751
press_conf,neg_will_per1k,CFNAI_MA3,-5,80,-0.151,0.1817
press_conf,neg_will_per1k,CFNAI_MA3,-4,80,-0.159,0.1589
press_conf,neg_will_per1k,CFNAI_MA3,-3,80,-0.119,0.2937
press_conf,neg_will_per1k,CFNAI_MA3,-2,80,-0.044,0.6955
press_conf,neg_will_per1k,CFNAI_MA3,-1,80,-0.104,0.3568
press_conf,neg_will_per1k,CFNAI_MA3,0,80,-0.253,0.0234
press_conf,neg_will_per1k,CFNAI_MA3,1,80,-0.297,0.0074
press_conf,neg_will_per1k,CFNAI_MA3,2,80,-0.281,0.0117
press_conf,neg_will_per1k,CFNAI_MA3,3,80,0.036,0.7485
press_conf,neg_will_per1k,CFNAI_MA3,4,79,0.3,0.0072
press_conf,neg_will_per1k,CFNAI_MA3,5,78,0.306,0.0065
press_conf,neg_will_per1k,CFNAI_MA3,6,78,0.259,0.0223
press_conf,neg_will_per1k,CFNAI_MA3,7,77,0.205,0.0731
press_conf,neg_will_per1k,CFNAI_MA3,8,76,0.212,0.0654
press_conf,neg_will_per1k,CFNAI_MA3,9,76,0.057,0.6234
press_conf,neg_will_per1k,VIX_M,-9,80,0.128,0.2567
press_conf,neg_will_per1k,VIX_M,-8,80,0.093,0.4142
press_conf,neg_will_per1k,VIX_M,-7,80,0.144,0.203
press_conf,neg_will_per1k,VIX_M,-6,80,0.225,0.0445
press_conf,neg_will_per1k,VIX_M,-5,80,0.166,0.1408
press_conf,neg_will_per1k,VIX_M,-4,80,0.174,0.1223
press_conf,neg_will_per1k,VIX_M,-3,80,0.286,0.0102
press_conf,neg_will_per1k,VIX_M,-2,80,0.272,0.0147
press_conf,neg_will_per1k,VIX_M,-1,80,0.394,0.0003
press_conf,neg_will_per1k,VIX_M,0,80,0.54,0.0
press_conf,neg_will_per1k,VIX_M,1,80,0.484,0.0
press_conf,neg_will_per1k,VIX_M,2,80,0.376,0.0006
press_conf,neg_will_per1k,VIX_M,3,80,0.337,0.0022
press_conf,neg_will_per1k,VIX_M,4,79,0.417,0.0001
press_conf,neg_will_per1k,VIX_M,5,78,0.257,0.0231
press_conf,neg_will_per1k,VIX_M,6,78,0.204,0.0726
press_conf,neg_will_per1k,VIX_M,7,77,0.29,0.0104
press_conf,neg_will_per1k,VIX_M,8,76,0.231,0.0444
press_conf,neg_will_per1k,VIX_M,9,76,0.074,0.5225
statement,novel_modal_per1k,CFNAI_MA3,-9,101,0.039,0.6985
statement,novel_modal_per1k,CFNAI_MA3,-8,101,0.037,0.7148
statement,novel_modal_per1k,CFNAI_MA3,-7,101,0.02,0.8438
statement,novel_modal_per1k,CFNAI_MA3,-6,101,-0.072,0.4715
statement,novel_modal_per1k,CFNAI_MA3,-5,101,-0.146,0.1461
statement,novel_modal_per1k,CFNAI_MA3,-4,101,-0.109,0.2793
statement,novel_modal_per1k,CFNAI_MA3,-3,101,-0.068,0.4964
statement,novel_modal_per1k,CFNAI_MA3,-2,101,0.006,0.9502
statement,novel_modal_per1k,CFNAI_MA3,-1,101,0.011,0.9149
statement,novel_modal_per1k,CFNAI_MA3,0,101,-0.112,0.2657
statement,novel_modal_per1k,CFNAI_MA3,1,101,-0.352,0.0003
statement,novel_modal_per1k,CFNAI_MA3,2,101,-0.386,0.0001
statement,novel_modal_per1k,CFNAI_MA3,3,101,-0.193,0.0534
statement,novel_modal_per1k,CFNAI_MA3,4,100,0.221,0.0272
statement,novel_modal_per1k,CFNAI_MA3,5,99,0.224,0.0256
statement,novel_modal_per1k,CFNAI_MA3,6,99,0.098,0.3348
statement,novel_modal_per1k,CFNAI_MA3,7,98,0.015,0.8798
statement,novel_modal_per1k,CFNAI_MA3,8,97,-0.028,0.7836
statement,novel_modal_per1k,CFNAI_MA3,9,97,-0.109,0.2897
statement,novel_modal_per1k,VIX_M,-9,101,-0.103,0.3063
statement,novel_modal_per1k,VIX_M,-8,101,-0.049,0.6275
statement,novel_modal_per1k,VIX_M,-7,101,0.048,0.6305
statement,novel_modal_per1k,VIX_M,-6,101,-0.045,0.6584
statement,novel_modal_per1k,VIX_M,-5,101,-0.119,0.2371
statement,novel_modal_per1k,VIX_M,-4,101,-0.157,0.1164
statement,novel_modal_per1k,VIX_M,-3,101,-0.157,0.117
statement,novel_modal_per1k,VIX_M,-2,101,-0.146,0.145
statement,novel_modal_per1k,VIX_M,-1,101,-0.031,0.7576
statement,novel_modal_per1k,VIX_M,0,101,0.329,0.0008
statement,novel_modal_per1k,VIX_M,1,101,0.245,0.0134
statement,novel_modal_per1k,VIX_M,2,101,0.096,0.3374
statement,novel_modal_per1k,VIX_M,3,101,0.1,0.3186
statement,novel_modal_per1k,VIX_M,4,100,0.012,0.9029
statement,novel_modal_per1k,VIX_M,5,99,0.053,0.6017
statement,novel_modal_per1k,VIX_M,6,99,0.139,0.1705
statement,novel_modal_per1k,VIX_M,7,98,0.168,0.0976
statement,novel_modal_per1k,VIX_M,8,97,0.266,0.0085
statement,novel_modal_per1k,VIX_M,9,97,0.236,0.02
minutes,would+expand,CFNAI_MA3,-9,99,0.025,0.804
minutes,would+expand,CFNAI_MA3,-8,99,0.023,0.8229
minutes,would+expand,CFNAI_MA3,-7,99,0.066,0.5159
minutes,would+expand,CFNAI_MA3,-6,99,0.012,0.9091
minutes,would+expand,CFNAI_MA3,-5,99,0.022,0.8299
minutes,would+expand,CFNAI_MA3,-4,99,-0.007,0.9437
minutes,would+expand,CFNAI_MA3,-3,99,0.063,0.5328
minutes,would+expand,CFNAI_MA3,-2,99,0.046,0.6504
minutes,would+expand,CFNAI_MA3,-1,99,0.047,0.644
minutes,would+expand,CFNAI_MA3,0,99,-0.009,0.9306
minutes,would+expand,CFNAI_MA3,1,99,0.011,0.9107
minutes,would+expand,CFNAI_MA3,2,99,0.051,0.616
minutes,would+expand,CFNAI_MA3,3,99,0.119,0.2425
minutes,would+expand,CFNAI_MA3,4,98,0.084,0.4117
minutes,would+expand,CFNAI_MA3,5,97,0.13,0.2029
minutes,would+expand,CFNAI_MA3,6,97,0.076,0.4589
minutes,would+expand,CFNAI_MA3,7,96,0.064,0.5357
minutes,would+expand,CFNAI_MA3,8,95,0.067,0.5169
minutes,would+expand,CFNAI_MA3,9,95,0.062,0.5486
minutes,would+expand,VIX_M,-9,99,-0.353,0.0003
minutes,would+expand,VIX_M,-8,99,-0.333,0.0008
minutes,would+expand,VIX_M,-7,99,-0.379,0.0001
minutes,would+expand,VIX_M,-6,99,-0.319,0.0013
minutes,would+expand,VIX_M,-5,99,-0.366,0.0002
minutes,would+expand,VIX_M,-4,99,-0.336,0.0007
minutes,would+expand,VIX_M,-3,99,-0.328,0.0009
minutes,would+expand,VIX_M,-2,99,-0.392,0.0001
minutes,would+expand,VIX_M,-1,99,-0.327,0.001
minutes,would+expand,VIX_M,0,99,-0.364,0.0002
minutes,would+expand,VIX_M,1,99,-0.463,0.0
minutes,would+expand,VIX_M,2,99,-0.412,0.0
minutes,would+expand,VIX_M,3,99,-0.383,0.0001
minutes,would+expand,VIX_M,4,98,-0.438,0.0
minutes,would+expand,VIX_M,5,97,-0.352,0.0004
minutes,would+expand,VIX_M,6,97,-0.366,0.0002
minutes,would+expand,VIX_M,7,96,-0.392,0.0001
minutes,would+expand,VIX_M,8,95,-0.379,0.0002
minutes,would+expand,VIX_M,9,95,-0.333,0.001
press_conf,can+do,CFNAI_MA3,-9,80,-0.31,0.0051
press_conf,can+do,CFNAI_MA3,-8,80,-0.271,0.0152
press_conf,can+do,CFNAI_MA3,-7,80,-0.325,0.0033
press_conf,can+do,CFNAI_MA3,-6,80,-0.113,0.3167
press_conf,can+do,CFNAI_MA3,-5,80,-0.04,0.7248
press_conf,can+do,CFNAI_MA3,-4,80,0.084,0.4585
press_conf,can+do,CFNAI_MA3,-3,80,-0.027,0.8107
press_conf,can+do,CFNAI_MA3,-2,80,-0.002,0.9852
press_conf,can+do,CFNAI_MA3,-1,80,-0.073,0.5182
press_conf,can+do,CFNAI_MA3,0,80,-0.282,0.0111
press_conf,can+do,CFNAI_MA3,1,80,-0.321,0.0037
press_conf,can+do,CFNAI_MA3,2,80,-0.254,0.0231
press_conf,can+do,CFNAI_MA3,3,80,0.165,0.1424
press_conf,can+do,CFNAI_MA3,4,79,0.359,0.0012
press_conf,can+do,CFNAI_MA3,5,78,0.311,0.0055
press_conf,can+do,CFNAI_MA3,6,78,0.118,0.3042
press_conf,can+do,CFNAI_MA3,7,77,-0.029,0.8021
press_conf,can+do,CFNAI_MA3,8,76,0.021,0.858
press_conf,can+do,CFNAI_MA3,9,76,0.103,0.3739
press_conf,can+do,VIX_M,-9,80,0.195,0.0826
press_conf,can+do,VIX_M,-8,80,0.304,0.0062
press_conf,can+do,VIX_M,-7,80,0.21,0.0612
press_conf,can+do,VIX_M,-6,80,0.205,0.0684
press_conf,can+do,VIX_M,-5,80,0.141,0.2131
press_conf,can+do,VIX_M,-4,80,0.201,0.0732
press_conf,can+do,VIX_M,-3,80,0.194,0.0844
press_conf,can+do,VIX_M,-2,80,0.339,0.0021
press_conf,can+do,VIX_M,-1,80,0.492,0.0
press_conf,can+do,VIX_M,0,80,0.478,0.0
press_conf,can+do,VIX_M,1,80,0.379,0.0005
press_conf,can+do,VIX_M,2,80,0.272,0.0145
press_conf,can+do,VIX_M,3,80,0.196,0.081
press_conf,can+do,VIX_M,4,79,0.219,0.0526
press_conf,can+do,VIX_M,5,78,0.177,0.1212
press_conf,can+do,VIX_M,6,78,0.268,0.0176
press_conf,can+do,VIX_M,7,77,0.304,0.0072
press_conf,can+do,VIX_M,8,76,0.207,0.0725
press_conf,can+do,VIX_M,9,76,0.122,0.2944
statement,will+expand,CFNAI_MA3,-9,101,0.028,0.7802
statement,will+expand,CFNAI_MA3,-8,101,0.021,0.8318
statement,will+expand,CFNAI_MA3,-7,101,0.067,0.5055
statement,will+expand,CFNAI_MA3,-6,101,0.023,0.8198
statement,will+expand,CFNAI_MA3,-5,101,0.025,0.807
statement,will+expand,CFNAI_MA3,-4,101,-0.016,0.8747
statement,will+expand,CFNAI_MA3,-3,101,0.06,0.5505
statement,will+expand,CFNAI_MA3,-2,101,0.054,0.5951
statement,will+expand,CFNAI_MA3,-1,101,0.084,0.4039
statement,will+expand,CFNAI_MA3,0,101,0.076,0.4511
statement,will+expand,CFNAI_MA3,1,101,0.104,0.3027
statement,will+expand,CFNAI_MA3,2,101,0.114,0.256
statement,will+expand,CFNAI_MA3,3,101,0.097,0.3365
statement,will+expand,CFNAI_MA3,4,100,-0.008,0.9334
statement,will+expand,CFNAI_MA3,5,99,0.027,0.7942
statement,will+expand,CFNAI_MA3,6,99,0.031,0.762
statement,will+expand,CFNAI_MA3,7,98,0.04,0.6942
statement,will+expand,CFNAI_MA3,8,97,0.043,0.6724
statement,will+expand,CFNAI_MA3,9,97,0.037,0.7195
statement,will+expand,VIX_M,-9,101,-0.347,0.0004
statement,will+expand,VIX_M,-8,101,-0.348,0.0004
statement,will+expand,VIX_M,-7,101,-0.422,0.0
statement,will+expand,VIX_M,-6,101,-0.355,0.0003
statement,will+expand,VIX_M,-5,101,-0.412,0.0
statement,will+expand,VIX_M,-4,101,-0.404,0.0
statement,will+expand,VIX_M,-3,101,-0.361,0.0002
statement,will+expand,VIX_M,-2,101,-0.436,0.0
statement,will+expand,VIX_M,-1,101,-0.372,0.0001
statement,will+expand,VIX_M,0,101,-0.352,0.0003
statement,will+expand,VIX_M,1,101,-0.427,0.0
statement,will+expand,VIX_M,2,101,-0.398,0.0
statement,will+expand,VIX_M,3,101,-0.385,0.0001
statement,will+expand,VIX_M,4,100,-0.459,0.0
statement,will+expand,VIX_M,5,99,-0.383,0.0001
statement,will+expand,VIX_M,6,99,-0.394,0.0001
statement,will+expand,VIX_M,7,98,-0.36,0.0003
statement,will+expand,VIX_M,8,97,-0.358,0.0003
statement,will+expand,VIX_M,9,97,-0.347,0.0005
minutes,would+be+appropriate,CFNAI_MA3,-9,99,0.051,0.6186
minutes,would+be+appropriate,CFNAI_MA3,-8,99,0.032,0.7538
minutes,would+be+appropriate,CFNAI_MA3,-7,99,0.025,0.8042
minutes,would+be+appropriate,CFNAI_MA3,-6,99,-0.037,0.7162
minutes,would+be+appropriate,CFNAI_MA3,-5,99,-0.275,0.0059
minutes,would+be+appropriate,CFNAI_MA3,-4,99,-0.219,0.0295
minutes,would+be+appropriate,CFNAI_MA3,-3,99,-0.103,0.3089
minutes,would+be+appropriate,CFNAI_MA3,-2,99,0.157,0.1196
minutes,would+be+appropriate,CFNAI_MA3,-1,99,0.192,0.0569
minutes,would+be+appropriate,CFNAI_MA3,0,99,0.145,0.1514
minutes,would+be+appropriate,CFNAI_MA3,1,99,0.12,0.2364
minutes,would+be+appropriate,CFNAI_MA3,2,99,0.109,0.2851
minutes,would+be+appropriate,CFNAI_MA3,3,99,0.104,0.3078
minutes,would+be+appropriate,CFNAI_MA3,4,98,0.114,0.2618
minutes,would+be+appropriate,CFNAI_MA3,5,97,0.095,0.3527
minutes,would+be+appropriate,CFNAI_MA3,6,97,0.081,0.4326
minutes,would+be+appropriate,CFNAI_MA3,7,96,0.05,0.6278
minutes,would+be+appropriate,CFNAI_MA3,8,95,0.108,0.296
minutes,would+be+appropriate,CFNAI_MA3,9,95,0.057,0.5825
minutes,would+be+appropriate,VIX_M,-9,99,0.06,0.5526
minutes,would+be+appropriate,VIX_M,-8,99,0.065,0.5223
minutes,would+be+appropriate,VIX_M,-7,99,0.102,0.3147
minutes,would+be+appropriate,VIX_M,-6,99,0.39,0.0001
minutes,would+be+appropriate,VIX_M,-5,99,0.342,0.0005
minutes,would+be+appropriate,VIX_M,-4,99,0.337,0.0006
minutes,would+be+appropriate,VIX_M,-3,99,0.354,0.0003
minutes,would+be+appropriate,VIX_M,-2,99,0.395,0.0001
minutes,would+be+appropriate,VIX_M,-1,99,0.247,0.0138
minutes,would+be+appropriate,VIX_M,0,99,0.332,0.0008
minutes,would+be+appropriate,VIX_M,1,99,0.398,0.0
minutes,would+be+appropriate,VIX_M,2,99,0.272,0.0065
minutes,would+be+appropriate,VIX_M,3,99,0.205,0.0418
minutes,would+be+appropriate,VIX_M,4,98,0.355,0.0003
minutes,would+be+appropriate,VIX_M,5,97,0.235,0.0207
minutes,would+be+appropriate,VIX_M,6,97,0.177,0.0823
minutes,would+be+appropriate,VIX_M,7,96,0.155,0.1311
minutes,would+be+appropriate,VIX_M,8,95,0.063,0.5443
minutes,would+be+appropriate,VIX_M,9,95,0.034,0.7434
minutes,would+take,CFNAI_MA3,-9,99,-0.005,0.9586
minutes,would+take,CFNAI_MA3,-8,99,0.007,0.9415
minutes,would+take,CFNAI_MA3,-7,99,0.048,0.6401
minutes,would+take,CFNAI_MA3,-6,99,0.044,0.6644
minutes,would+take,CFNAI_MA3,-5,99,0.012,0.9042
minutes,would+take,CFNAI_MA3,-4,99,-0.04,0.6916
minutes,would+take,CFNAI_MA3,-3,99,-0.111,0.2749
minutes,would+take,CFNAI_MA3,-2,99,-0.178,0.0783
minutes,would+take,CFNAI_MA3,-1,99,-0.206,0.0407
minutes,would+take,CFNAI_MA3,0,99,-0.114,0.2599
minutes,would+take,CFNAI_MA3,1,99,-0.094,0.3533
minutes,would+take,CFNAI_MA3,2,99,-0.091,0.368
minutes,would+take,CFNAI_MA3,3,99,0.03,0.7696
minutes,would+take,CFNAI_MA3,4,98,0.114,0.2637
minutes,would+take,CFNAI_MA3,5,97,0.07,0.4937
minutes,would+take,CFNAI_MA3,6,97,-0.047,0.6502
minutes,would+take,CFNAI_MA3,7,96,-0.067,0.5135
minutes,would+take,CFNAI_MA3,8,95,-0.084,0.4168
minutes,would+take,CFNAI_MA3,9,95,-0.119,0.2513
minutes,would+take,VIX_M,-9,99,0.062,0.5401
minutes,would+take,VIX_M,-8,99,0.032,0.755
minutes,would+take,VIX_M,-7,99,0.138,0.1731
minutes,would+take,VIX_M,-6,99,0.14,0.1666
minutes,would+take,VIX_M,-5,99,0.148,0.1439
minutes,would+take,VIX_M,-4,99,0.208,0.0387
minutes,would+take,VIX_M,-3,99,0.263,0.0084
minutes,would+take,VIX_M,-2,99,0.364,0.0002
minutes,would+take,VIX_M,-1,99,0.339,0.0006
minutes,would+take,VIX_M,0,99,0.332,0.0008
minutes,would+take,VIX_M,1,99,0.289,0.0037
minutes,would+take,VIX_M,2,99,0.24,0.0166
minutes,would+take,VIX_M,3,99,0.242,0.0157
minutes,would+take,VIX_M,4,98,0.293,0.0035
minutes,would+take,VIX_M,5,97,0.221,0.0293
minutes,would+take,VIX_M,6,97,0.181,0.0752
minutes,would+take,VIX_M,7,96,0.185,0.0707
minutes,would+take,VIX_M,8,95,0.245,0.0169
minutes,would+take,VIX_M,9,95,0.232,0.0235
statement,will+continue,CFNAI_MA3,-9,101,-0.049,0.6254
statement,will+continue,CFNAI_MA3,-8,101,-0.086,0.3911
statement,will+continue,CFNAI_MA3,-7,101,-0.115,0.252
statement,will+continue,CFNAI_MA3,-6,101,-0.058,0.5635
statement,will+continue,CFNAI_MA3,-5,101,0.012,0.9038
statement,will+continue,CFNAI_MA3,-4,101,0.035,0.7282
statement,will+continue,CFNAI_MA3,-3,101,-0.047,0.6442
statement,will+continue,CFNAI_MA3,-2,101,-0.066,0.5142
statement,will+continue,CFNAI_MA3,-1,101,-0.102,0.3115
statement,will+continue,CFNAI_MA3,0,101,-0.115,0.254
statement,will+continue,CFNAI_MA3,1,101,-0.013,0.8951
statement,will+continue,CFNAI_MA3,2,101,0.002,0.982
statement,will+continue,CFNAI_MA3,3,101,0.069,0.4907
statement,will+continue,CFNAI_MA3,4,100,0.012,0.9095
statement,will+continue,CFNAI_MA3,5,99,-0.005,0.9603
statement,will+continue,CFNAI_MA3,6,99,0.012,0.9029
statement,will+continue,CFNAI_MA3,7,98,0.019,0.8543
statement,will+continue,CFNAI_MA3,8,97,0.03,0.7718
statement,will+continue,CFNAI_MA3,9,97,0.038,0.7151
statement,will+continue,VIX_M,-9,101,0.426,0.0
statement,will+continue,VIX_M,-8,101,0.415,0.0
statement,will+continue,VIX_M,-7,101,0.41,0.0
statement,will+continue,VIX_M,-6,101,0.299,0.0024
statement,will+continue,VIX_M,-5,101,0.364,0.0002
statement,will+continue,VIX_M,-4,101,0.382,0.0001
statement,will+continue,VIX_M,-3,101,0.358,0.0002
statement,will+continue,VIX_M,-2,101,0.45,0.0
statement,will+continue,VIX_M,-1,101,0.385,0.0001
statement,will+continue,VIX_M,0,101,0.195,0.0503
statement,will+continue,VIX_M,1,101,0.276,0.0053
statement,will+continue,VIX_M,2,101,0.225,0.0239
statement,will+continue,VIX_M,3,101,0.228,0.0219
statement,will+continue,VIX_M,4,100,0.256,0.0102
statement,will+continue,VIX_M,5,99,0.213,0.0339
statement,will+continue,VIX_M,6,99,0.181,0.0731
statement,will+continue,VIX_M,7,98,0.191,0.0597
statement,will+continue,VIX_M,8,97,0.189,0.0636
statement,will+continue,VIX_M,9,97,0.105,0.308
minutes,will+assess,CFNAI_MA3,-9,99,0.001,0.9898
minutes,will+assess,CFNAI_MA3,-8,99,0.001,0.9913
