doc_id,doc_type,date,chair,layer,n_tokens,n_sents
minutes_20131030,minutes,2013-10-30,Bernanke,min_boilerplate,365,13
minutes_20131218,minutes,2013-12-18,Bernanke,min_front_matter,479,38
minutes_20131218,minutes,2013-12-18,Bernanke,min_staff_desk,898,27
minutes_20131218,minutes,2013-12-18,Bernanke,min_staff,2830,104
minutes_20131218,minutes,2013-12-18,Bernanke,min_participants,2476,75
minutes_20131218,minutes,2013-12-18,Bernanke,min_committee,997,28
minutes_20131218,minutes,2013-12-18,Bernanke,min_directive_quote,211,7
minutes_20131218,minutes,2013-12-18,Bernanke,min_statement_quote,808,22
minutes_20131218,minutes,2013-12-18,Bernanke,min_vote,175,7
minutes_20131218,minutes,2013-12-18,Bernanke,min_boilerplate,27,2
minutes_20140129,minutes,2014-01-29,Bernanke,min_front_matter,509,43
minutes_20140129,minutes,2014-01-29,Bernanke,min_boilerplate,4630,184
minutes_20140129,minutes,2014-01-29,Bernanke,min_staff_desk,660,23
minutes_20140129,minutes,2014-01-29,Bernanke,min_staff,2683,99
minutes_20140129,minutes,2014-01-29,Bernanke,min_participants,1710,49
minutes_20140129,minutes,2014-01-29,Bernanke,min_committee,767,24
minutes_20140129,minutes,2014-01-29,Bernanke,min_directive_quote,211,7
minutes_20140129,minutes,2014-01-29,Bernanke,min_statement_quote,819,23
minutes_20140129,minutes,2014-01-29,Bernanke,min_vote,67,4
minutes_20140319,minutes,2014-03-19,Yellen,min_front_matter,463,36
minutes_20140319,minutes,2014-03-19,Yellen,min_staff_desk,87,4
minutes_20140319,minutes,2014-03-19,Yellen,min_staff,2837,110
minutes_20140319,minutes,2014-03-19,Yellen,min_participants,1914,60
minutes_20140319,minutes,2014-03-19,Yellen,min_committee,1000,29
minutes_20140319,minutes,2014-03-19,Yellen,min_directive_quote,211,7
minutes_20140319,minutes,2014-03-19,Yellen,min_statement_quote,829,26
minutes_20140319,minutes,2014-03-19,Yellen,min_vote,227,8
minutes_20140319,minutes,2014-03-19,Yellen,min_boilerplate,843,26
minutes_20140430,minutes,2014-04-30,Yellen,min_front_matter,1056,68
minutes_20140430,minutes,2014-04-30,Yellen,min_staff_desk,202,7
minutes_20140430,minutes,2014-04-30,Yellen,min_staff,2660,107
minutes_20140430,minutes,2014-04-30,Yellen,min_participants,1224,38
minutes_20140430,minutes,2014-04-30,Yellen,min_committee,535,17
minutes_20140430,minutes,2014-04-30,Yellen,min_directive_quote,211,7
minutes_20140430,minutes,2014-04-30,Yellen,min_statement_quote,800,25
minutes_20140430,minutes,2014-04-30,Yellen,min_vote,65,5
minutes_20140430,minutes,2014-04-30,Yellen,min_boilerplate,27,2
minutes_20140618,minutes,2014-06-18,Yellen,min_front_matter,636,51
minutes_20140618,minutes,2014-06-18,Yellen,min_staff_desk,1340,40
minutes_20140618,minutes,2014-06-18,Yellen,min_staff,2780,108
minutes_20140618,minutes,2014-06-18,Yellen,min_participants,2063,63
minutes_20140618,minutes,2014-06-18,Yellen,min_committee,676,20
minutes_20140618,minutes,2014-06-18,Yellen,min_directive_quote,211,7
minutes_20140618,minutes,2014-06-18,Yellen,min_statement_quote,785,24
minutes_20140618,minutes,2014-06-18,Yellen,min_vote,66,5
minutes_20140618,minutes,2014-06-18,Yellen,min_boilerplate,27,2
minutes_20140730,minutes,2014-07-30,Yellen,min_front_matter,626,53
minutes_20140730,minutes,2014-07-30,Yellen,min_staff_desk,1134,36
minutes_20140730,minutes,2014-07-30,Yellen,min_staff,2657,102
minutes_20140730,minutes,2014-07-30,Yellen,min_participants,1608,55
minutes_20140730,minutes,2014-07-30,Yellen,min_committee,786,22
minutes_20140730,minutes,2014-07-30,Yellen,min_directive_quote,211,7
minutes_20140730,minutes,2014-07-30,Yellen,min_statement_quote,770,24
minutes_20140730,minutes,2014-07-30,Yellen,min_vote,178,8
minutes_20140730,minutes,2014-07-30,Yellen,min_boilerplate,27,2
minutes_20140917,minutes,2014-09-17,Yellen,min_front_matter,572,49
minutes_20140917,minutes,2014-09-17,Yellen,min_staff_desk,1045,25
minutes_20140917,minutes,2014-09-17,Yellen,min_special,539,19
minutes_20140917,minutes,2014-09-17,Yellen,min_staff,2277,88
minutes_20140917,minutes,2014-09-17,Yellen,min_participants,2672,80
minutes_20140917,minutes,2014-09-17,Yellen,min_committee,792,24
minutes_20140917,minutes,2014-09-17,Yellen,min_directive_quote,211,7
minutes_20140917,minutes,2014-09-17,Yellen,min_statement_quote,774,23
minutes_20140917,minutes,2014-09-17,Yellen,min_vote,230,9
minutes_20140917,minutes,2014-09-17,Yellen,min_boilerplate,27,2
minutes_20141029,minutes,2014-10-29,Yellen,min_front_matter,570,51
minutes_20141029,minutes,2014-10-29,Yellen,min_staff_desk,980,30
minutes_20141029,minutes,2014-10-29,Yellen,min_staff,2553,104
minutes_20141029,minutes,2014-10-29,Yellen,min_participants,1822,54
minutes_20141029,minutes,2014-10-29,Yellen,min_committee,836,25
minutes_20141029,minutes,2014-10-29,Yellen,min_directive_quote,197,7
minutes_20141029,minutes,2014-10-29,Yellen,min_statement_quote,616,23
minutes_20141029,minutes,2014-10-29,Yellen,min_vote,158,5
minutes_20141029,minutes,2014-10-29,Yellen,min_special,551,18
minutes_20141029,minutes,2014-10-29,Yellen,min_boilerplate,27,2
minutes_20141217,minutes,2014-12-17,Yellen,min_front_matter,532,42
minutes_20141217,minutes,2014-12-17,Yellen,min_staff_desk,926,26
minutes_20141217,minutes,2014-12-17,Yellen,min_staff,2155,90
minutes_20141217,minutes,2014-12-17,Yellen,min_participants,2141,60
minutes_20141217,minutes,2014-12-17,Yellen,min_committee,794,22
minutes_20141217,minutes,2014-12-17,Yellen,min_directive_quote,171,6
minutes_20141217,minutes,2014-12-17,Yellen,min_statement_quote,579,22
minutes_20141217,minutes,2014-12-17,Yellen,min_vote,289,13
minutes_20141217,minutes,2014-12-17,Yellen,min_boilerplate,45,4
minutes_20150128,minutes,2015-01-28,Yellen,min_front_matter,658,54
minutes_20150128,minutes,2015-01-28,Yellen,min_boilerplate,4597,198
minutes_20150128,minutes,2015-01-28,Yellen,min_staff_desk,170,8
minutes_20150128,minutes,2015-01-28,Yellen,min_special,1913,52
minutes_20150128,minutes,2015-01-28,Yellen,min_staff,2770,107
minutes_20150128,minutes,2015-01-28,Yellen,min_participants,2657,80
minutes_20150128,minutes,2015-01-28,Yellen,min_committee,743,23
minutes_20150128,minutes,2015-01-28,Yellen,min_directive_quote,171,6
minutes_20150128,minutes,2015-01-28,Yellen,min_statement_quote,541,22
minutes_20150128,minutes,2015-01-28,Yellen,min_vote,68,5
minutes_20150318,minutes,2015-03-18,Yellen,min_front_matter,563,49
minutes_20150318,minutes,2015-03-18,Yellen,min_staff_desk,1838,50
minutes_20150318,minutes,2015-03-18,Yellen,min_staff,2467,96
minutes_20150318,minutes,2015-03-18,Yellen,min_participants,1947,53
minutes_20150318,minutes,2015-03-18,Yellen,min_committee,851,24
minutes_20150318,minutes,2015-03-18,Yellen,min_directive_quote,171,6
minutes_20150318,minutes,2015-03-18,Yellen,min_statement_quote,555,22
minutes_20150318,minutes,2015-03-18,Yellen,min_vote,68,5
minutes_20150318,minutes,2015-03-18,Yellen,min_boilerplate,24,1
minutes_20150429,minutes,2015-04-29,Yellen,min_front_matter,610,53
minutes_20150429,minutes,2015-04-29,Yellen,min_staff_desk,645,22
minutes_20150429,minutes,2015-04-29,Yellen,min_staff,2459,101
minutes_20150429,minutes,2015-04-29,Yellen,min_participants,2217,71
minutes_20150429,minutes,2015-04-29,Yellen,min_committee,889,26
minutes_20150429,minutes,2015-04-29,Yellen,min_directive_quote,171,6
minutes_20150429,minutes,2015-04-29,Yellen,min_statement_quote,532,20
minutes_20150429,minutes,2015-04-29,Yellen,min_vote,68,5
minutes_20150429,minutes,2015-04-29,Yellen,min_boilerplate,24,1
minutes_20150617,minutes,2015-06-17,Yellen,min_front_matter,612,53
minutes_20150617,minutes,2015-06-17,Yellen,min_staff_desk,550,20
minutes_20150617,minutes,2015-06-17,Yellen,min_staff,2257,90
minutes_20150617,minutes,2015-06-17,Yellen,min_participants,2650,82
minutes_20150617,minutes,2015-06-17,Yellen,min_committee,1098,34
minutes_20150617,minutes,2015-06-17,Yellen,min_directive_quote,171,6
minutes_20150617,minutes,2015-06-17,Yellen,min_statement_quote,517,19
minutes_20150617,minutes,2015-06-17,Yellen,min_vote,68,5
minutes_20150617,minutes,2015-06-17,Yellen,min_boilerplate,70,3
minutes_20150729,minutes,2015-07-29,Yellen,min_front_matter,637,57
minutes_20150729,minutes,2015-07-29,Yellen,min_staff_desk,325,13
minutes_20150729,minutes,2015-07-29,Yellen,min_special,1083,36
minutes_20150729,minutes,2015-07-29,Yellen,min_staff,2423,100
minutes_20150729,minutes,2015-07-29,Yellen,min_participants,2144,68
minutes_20150729,minutes,2015-07-29,Yellen,min_committee,1083,32
minutes_20150729,minutes,2015-07-29,Yellen,min_directive_quote,171,6
minutes_20150729,minutes,2015-07-29,Yellen,min_statement_quote,511,19
minutes_20150729,minutes,2015-07-29,Yellen,min_vote,38,3
minutes_20150729,minutes,2015-07-29,Yellen,min_boilerplate,27,2
minutes_20150917,minutes,2015-09-17,Yellen,min_front_matter,551,45
minutes_20150917,minutes,2015-09-17,Yellen,min_staff_desk,158,7
minutes_20150917,minutes,2015-09-17,Yellen,min_special,368,12
minutes_20150917,minutes,2015-09-17,Yellen,min_staff,2335,93
minutes_20150917,minutes,2015-09-17,Yellen,min_participants,2101,75
minutes_20150917,minutes,2015-09-17,Yellen,min_committee,1111,32
minutes_20150917,minutes,2015-09-17,Yellen,min_directive_quote,171,6
minutes_20150917,minutes,2015-09-17,Yellen,min_statement_quote,536,20
minutes_20150917,minutes,2015-09-17,Yellen,min_vote,143,8
minutes_20150917,minutes,2015-09-17,Yellen,min_boilerplate,27,2
minutes_20151028,minutes,2015-10-28,Yellen,min_front_matter,1289,77
minutes_20151028,minutes,2015-10-28,Yellen,min_staff_desk,325,10
minutes_20151028,minutes,2015-10-28,Yellen,min_staff,2338,100
minutes_20151028,minutes,2015-10-28,Yellen,min_participants,2103,75
minutes_20151028,minutes,2015-10-28,Yellen,min_committee,1135,33
minutes_20151028,minutes,2015-10-28,Yellen,min_directive_quote,171,6
minutes_20151028,minutes,2015-10-28,Yellen,min_statement_quote,527,19
minutes_20151028,minutes,2015-10-28,Yellen,min_vote,150,8
minutes_20151028,minutes,2015-10-28,Yellen,min_boilerplate,27,2
minutes_20151216,minutes,2015-12-16,Yellen,min_front_matter,574,47
minutes_20151216,minutes,2015-12-16,Yellen,min_staff_desk,241,8
minutes_20151216,minutes,2015-12-16,Yellen,min_staff,2256,98
minutes_20151216,minutes,2015-12-16,Yellen,min_participants,2407,81
minutes_20151216,minutes,2015-12-16,Yellen,min_committee,1045,34
minutes_20151216,minutes,2015-12-16,Yellen,min_directive_quote,196,3
minutes_20151216,minutes,2015-12-16,Yellen,min_statement_quote,566,20
minutes_20151216,minutes,2015-12-16,Yellen,min_vote,164,8
minutes_20151216,minutes,2015-12-16,Yellen,min_boilerplate,27,2
minutes_20160127,minutes,2016-01-27,Yellen,min_front_matter,617,50
minutes_20160127,minutes,2016-01-27,Yellen,min_boilerplate,5037,208
minutes_20160127,minutes,2016-01-27,Yellen,min_staff_desk,694,21
minutes_20160127,minutes,2016-01-27,Yellen,min_staff,2632,102
minutes_20160127,minutes,2016-01-27,Yellen,min_participants,2624,85
minutes_20160127,minutes,2016-01-27,Yellen,min_committee,669,20
minutes_20160127,minutes,2016-01-27,Yellen,min_directive_quote,167,3
minutes_20160127,minutes,2016-01-27,Yellen,min_statement_quote,530,18
minutes_20160127,minutes,2016-01-27,Yellen,min_vote,70,3
minutes_20160127,minutes,2016-01-27,Yellen,min_special,579,16
minutes_20160316,minutes,2016-03-16,Yellen,min_front_matter,519,43
minutes_20160316,minutes,2016-03-16,Yellen,min_staff_desk,409,12
minutes_20160316,minutes,2016-03-16,Yellen,min_staff,2601,101
minutes_20160316,minutes,2016-03-16,Yellen,min_participants,2502,87
minutes_20160316,minutes,2016-03-16,Yellen,min_committee,787,26
minutes_20160316,minutes,2016-03-16,Yellen,min_directive_quote,167,3
minutes_20160316,minutes,2016-03-16,Yellen,min_statement_quote,518,19
minutes_20160316,minutes,2016-03-16,Yellen,min_vote,232,11
minutes_20160316,minutes,2016-03-16,Yellen,min_boilerplate,26,2
minutes_20160427,minutes,2016-04-27,Yellen,min_front_matter,1070,65
minutes_20160427,minutes,2016-04-27,Yellen,min_staff_desk,271,10
minutes_20160427,minutes,2016-04-27,Yellen,min_staff,2864,114
minutes_20160427,minutes,2016-04-27,Yellen,min_participants,3294,103
minutes_20160427,minutes,2016-04-27,Yellen,min_committee,903,27
minutes_20160427,minutes,2016-04-27,Yellen,min_directive_quote,167,3
minutes_20160427,minutes,2016-04-27,Yellen,min_statement_quote,523,19
minutes_20160427,minutes,2016-04-27,Yellen,min_vote,211,9
minutes_20160427,minutes,2016-04-27,Yellen,min_boilerplate,26,2
minutes_20160615,minutes,2016-06-15,Yellen,min_front_matter,603,45
minutes_20160615,minutes,2016-06-15,Yellen,min_staff_desk,345,14
minutes_20160615,minutes,2016-06-15,Yellen,min_staff,2870,108
minutes_20160615,minutes,2016-06-15,Yellen,min_participants,2597,86
minutes_20160615,minutes,2016-06-15,Yellen,min_committee,1163,34
minutes_20160615,minutes,2016-06-15,Yellen,min_directive_quote,167,3
minutes_20160615,minutes,2016-06-15,Yellen,min_statement_quote,512,19
minutes_20160615,minutes,2016-06-15,Yellen,min_vote,66,4
minutes_20160615,minutes,2016-06-15,Yellen,min_boilerplate,27,2
minutes_20160727,minutes,2016-07-27,Yellen,min_front_matter,599,49
minutes_20160727,minutes,2016-07-27,Yellen,min_special,838,26
minutes_20160727,minutes,2016-07-27,Yellen,min_staff_desk,335,13
minutes_20160727,minutes,2016-07-27,Yellen,min_staff,3343,131
minutes_20160727,minutes,2016-07-27,Yellen,min_participants,3068,95
minutes_20160727,minutes,2016-07-27,Yellen,min_committee,1153,35
minutes_20160727,minutes,2016-07-27,Yellen,min_directive_quote,167,3
minutes_20160727,minutes,2016-07-27,Yellen,min_statement_quote,513,20
minutes_20160727,minutes,2016-07-27,Yellen,min_vote,274,12
minutes_20160727,minutes,2016-07-27,Yellen,min_boilerplate,27,2
minutes_20160921,minutes,2016-09-21,Yellen,min_front_matter,585,49
minutes_20160921,minutes,2016-09-21,Yellen,min_boilerplate,2359,105
minutes_20160921,minutes,2016-09-21,Yellen,min_staff_desk,256,12
minutes_20160921,minutes,2016-09-21,Yellen,min_staff,2798,115
minutes_20160921,minutes,2016-09-21,Yellen,min_participants,2387,77
minutes_20160921,minutes,2016-09-21,Yellen,min_committee,1195,36
minutes_20160921,minutes,2016-09-21,Yellen,min_directive_quote,167,3
minutes_20160921,minutes,2016-09-21,Yellen,min_statement_quote,548,20
minutes_20160921,minutes,2016-09-21,Yellen,min_vote,440,16
minutes_20161102,minutes,2016-11-02,Yellen,min_front_matter,653,56
minutes_20161102,minutes,2016-11-02,Yellen,min_special,980,31
minutes_20161102,minutes,2016-11-02,Yellen,min_staff_desk,236,9
minutes_20161102,minutes,2016-11-02,Yellen,min_staff,3178,127
minutes_20161102,minutes,2016-11-02,Yellen,min_participants,2179,65
minutes_20161102,minutes,2016-11-02,Yellen,min_committee,926,28
minutes_20161102,minutes,2016-11-02,Yellen,min_directive_quote,167,3
minutes_20161102,minutes,2016-11-02,Yellen,min_statement_quote,542,20
minutes_20161102,minutes,2016-11-02,Yellen,min_vote,385,16
minutes_20161102,minutes,2016-11-02,Yellen,min_boilerplate,27,2
minutes_20161214,minutes,2016-12-14,Yellen,min_front_matter,564,43
minutes_20161214,minutes,2016-12-14,Yellen,min_boilerplate,134,7
minutes_20161214,minutes,2016-12-14,Yellen,min_staff_desk,370,14
minutes_20161214,minutes,2016-12-14,Yellen,min_staff,2955,123
minutes_20161214,minutes,2016-12-14,Yellen,min_participants,2489,82
minutes_20161214,minutes,2016-12-14,Yellen,min_committee,869,27
minutes_20161214,minutes,2016-12-14,Yellen,min_directive_quote,167,3
minutes_20161214,minutes,2016-12-14,Yellen,min_statement_quote,509,19
minutes_20161214,minutes,2016-12-14,Yellen,min_vote,139,6
minutes_20170201,minutes,2017-02-01,Yellen,min_front_matter,580,46
minutes_20170201,minutes,2017-02-01,Yellen,min_boilerplate,4419,194
minutes_20170201,minutes,2017-02-01,Yellen,min_staff_desk,359,15
minutes_20170201,minutes,2017-02-01,Yellen,min_staff,2778,115
minutes_20170201,minutes,2017-02-01,Yellen,min_participants,2639,84
minutes_20170201,minutes,2017-02-01,Yellen,min_committee,778,26
minutes_20170201,minutes,2017-02-01,Yellen,min_directive_quote,167,3
minutes_20170201,minutes,2017-02-01,Yellen,min_statement_quote,471,19
minutes_20170201,minutes,2017-02-01,Yellen,min_vote,124,6
minutes_20170315,minutes,2017-03-15,Yellen,min_front_matter,590,45
minutes_20170315,minutes,2017-03-15,Yellen,min_staff_desk,386,15
minutes_20170315,minutes,2017-03-15,Yellen,min_special,782,25
minutes_20170315,minutes,2017-03-15,Yellen,min_staff,2681,105
minutes_20170315,minutes,2017-03-15,Yellen,min_participants,2490,86
minutes_20170315,minutes,2017-03-15,Yellen,min_committee,965,32
minutes_20170315,minutes,2017-03-15,Yellen,min_directive_quote,167,3
minutes_20170315,minutes,2017-03-15,Yellen,min_statement_quote,472,18
minutes_20170315,minutes,2017-03-15,Yellen,min_vote,267,11
minutes_20170315,minutes,2017-03-15,Yellen,min_boilerplate,28,2
minutes_20170503,minutes,2017-05-03,Yellen,min_front_matter,576,47
minutes_20170503,minutes,2017-05-03,Yellen,min_staff_desk,533,20
minutes_20170503,minutes,2017-05-03,Yellen,min_staff,3231,120
minutes_20170503,minutes,2017-05-03,Yellen,min_participants,2280,76
minutes_20170503,minutes,2017-05-03,Yellen,min_committee,707,25
minutes_20170503,minutes,2017-05-03,Yellen,min_directive_quote,167,3
minutes_20170503,minutes,2017-05-03,Yellen,min_statement_quote,493,20
minutes_20170503,minutes,2017-05-03,Yellen,min_vote,92,4
minutes_20170503,minutes,2017-05-03,Yellen,min_special,445,17
minutes_20170503,minutes,2017-05-03,Yellen,min_boilerplate,27,2
minutes_20170614,minutes,2017-06-14,Yellen,min_front_matter,653,47
minutes_20170614,minutes,2017-06-14,Yellen,min_boilerplate,66,4
minutes_20170614,minutes,2017-06-14,Yellen,min_staff_desk,290,13
minutes_20170614,minutes,2017-06-14,Yellen,min_special,654,20
minutes_20170614,minutes,2017-06-14,Yellen,min_staff,2768,112
minutes_20170614,minutes,2017-06-14,Yellen,min_participants,2582,83
minutes_20170614,minutes,2017-06-14,Yellen,min_committee,650,22
minutes_20170614,minutes,2017-06-14,Yellen,min_directive_quote,168,3
minutes_20170614,minutes,2017-06-14,Yellen,min_statement_quote,507,19
minutes_20170614,minutes,2017-06-14,Yellen,min_vote,260,11
minutes_20170726,minutes,2017-07-26,Yellen,min_front_matter,511,38
minutes_20170726,minutes,2017-07-26,Yellen,min_boilerplate,76,5
minutes_20170726,minutes,2017-07-26,Yellen,min_staff_desk,331,16
minutes_20170726,minutes,2017-07-26,Yellen,min_staff,2706,109
minutes_20170726,minutes,2017-07-26,Yellen,min_participants,2467,83
minutes_20170726,minutes,2017-07-26,Yellen,min_committee,649,22
minutes_20170726,minutes,2017-07-26,Yellen,min_directive_quote,168,3
minutes_20170726,minutes,2017-07-26,Yellen,min_statement_quote,480,18
minutes_20170726,minutes,2017-07-26,Yellen,min_vote,123,6
minutes_20170920,minutes,2017-09-20,Yellen,min_front_matter,721,48
minutes_20170920,minutes,2017-09-20,Yellen,min_staff_desk,362,13
minutes_20170920,minutes,2017-09-20,Yellen,min_staff,3170,122
minutes_20170920,minutes,2017-09-20,Yellen,min_participants,2754,87
minutes_20170920,minutes,2017-09-20,Yellen,min_committee,671,23
minutes_20170920,minutes,2017-09-20,Yellen,min_directive_quote,264,5
minutes_20170920,minutes,2017-09-20,Yellen,min_statement_quote,509,19
minutes_20170920,minutes,2017-09-20,Yellen,min_vote,124,6
minutes_20170920,minutes,2017-09-20,Yellen,min_boilerplate,27,2
minutes_20171101,minutes,2017-11-01,Yellen,min_front_matter,547,42
minutes_20171101,minutes,2017-11-01,Yellen,min_boilerplate,69,5
minutes_20171101,minutes,2017-11-01,Yellen,min_staff_desk,237,11
minutes_20171101,minutes,2017-11-01,Yellen,min_staff,2880,118
minutes_20171101,minutes,2017-11-01,Yellen,min_participants,2263,74
minutes_20171101,minutes,2017-11-01,Yellen,min_committee,767,25
minutes_20171101,minutes,2017-11-01,Yellen,min_directive_quote,217,4
minutes_20171101,minutes,2017-11-01,Yellen,min_statement_quote,486,19
minutes_20171101,minutes,2017-11-01,Yellen,min_vote,124,6
minutes_20171213,minutes,2017-12-13,Yellen,min_front_matter,553,42
minutes_20171213,minutes,2017-12-13,Yellen,min_staff_desk,302,12
minutes_20171213,minutes,2017-12-13,Yellen,min_staff,2273,94
minutes_20171213,minutes,2017-12-13,Yellen,min_participants,2399,76
minutes_20171213,minutes,2017-12-13,Yellen,min_committee,633,21
minutes_20171213,minutes,2017-12-13,Yellen,min_directive_quote,288,5
minutes_20171213,minutes,2017-12-13,Yellen,min_statement_quote,438,17
minutes_20171213,minutes,2017-12-13,Yellen,min_vote,389,15
minutes_20171213,minutes,2017-12-13,Yellen,min_boilerplate,28,2
minutes_20180131,minutes,2018-01-31,Yellen,min_front_matter,554,44
minutes_20180131,minutes,2018-01-31,Yellen,min_boilerplate,4147,189
minutes_20180131,minutes,2018-01-31,Yellen,min_staff_desk,1372,46
minutes_20180131,minutes,2018-01-31,Yellen,min_staff,2681,105
minutes_20180131,minutes,2018-01-31,Yellen,min_participants,1902,60
minutes_20180131,minutes,2018-01-31,Yellen,min_committee,729,25
minutes_20180131,minutes,2018-01-31,Yellen,min_directive_quote,217,4
minutes_20180131,minutes,2018-01-31,Yellen,min_statement_quote,391,15
minutes_20180131,minutes,2018-01-31,Yellen,min_vote,125,6
minutes_20180321,minutes,2018-03-21,Powell,min_front_matter,560,47
minutes_20180321,minutes,2018-03-21,Powell,min_staff_desk,382,16
minutes_20180321,minutes,2018-03-21,Powell,min_staff,2582,108
minutes_20180321,minutes,2018-03-21,Powell,min_participants,2197,64
minutes_20180321,minutes,2018-03-21,Powell,min_committee,657,24
minutes_20180321,minutes,2018-03-21,Powell,min_directive_quote,288,5
minutes_20180321,minutes,2018-03-21,Powell,min_statement_quote,421,17
minutes_20180321,minutes,2018-03-21,Powell,min_vote,136,6
minutes_20180321,minutes,2018-03-21,Powell,min_boilerplate,27,2
minutes_20180502,minutes,2018-05-02,Powell,min_front_matter,560,44
minutes_20180502,minutes,2018-05-02,Powell,min_staff_desk,1057,32
minutes_20180502,minutes,2018-05-02,Powell,min_staff,2782,113
minutes_20180502,minutes,2018-05-02,Powell,min_participants,2297,78
minutes_20180502,minutes,2018-05-02,Powell,min_committee,588,22
minutes_20180502,minutes,2018-05-02,Powell,min_directive_quote,217,4
minutes_20180502,minutes,2018-05-02,Powell,min_statement_quote,394,16
minutes_20180502,minutes,2018-05-02,Powell,min_vote,123,5
minutes_20180502,minutes,2018-05-02,Powell,min_boilerplate,27,2
minutes_20180613,minutes,2018-06-13,Powell,min_front_matter,626,51
minutes_20180613,minutes,2018-06-13,Powell,min_staff_desk,501,21
minutes_20180613,minutes,2018-06-13,Powell,min_staff,2451,93
minutes_20180613,minutes,2018-06-13,Powell,min_participants,2176,65
minutes_20180613,minutes,2018-06-13,Powell,min_committee,579,20
minutes_20180613,minutes,2018-06-13,Powell,min_directive_quote,287,5
minutes_20180613,minutes,2018-06-13,Powell,min_statement_quote,289,12
minutes_20180613,minutes,2018-06-13,Powell,min_vote,173,8
minutes_20180613,minutes,2018-06-13,Powell,min_boilerplate,27,2
minutes_20180801,minutes,2018-08-01,Powell,min_front_matter,623,54
minutes_20180801,minutes,2018-08-01,Powell,min_special,1067,32
minutes_20180801,minutes,2018-08-01,Powell,min_staff_desk,579,23
minutes_20180801,minutes,2018-08-01,Powell,min_staff,2766,112
minutes_20180801,minutes,2018-08-01,Powell,min_participants,2236,84
minutes_20180801,minutes,2018-08-01,Powell,min_committee,375,15
minutes_20180801,minutes,2018-08-01,Powell,min_directive_quote,216,4
minutes_20180801,minutes,2018-08-01,Powell,min_statement_quote,277,12
minutes_20180801,minutes,2018-08-01,Powell,min_vote,135,6
minutes_20180801,minutes,2018-08-01,Powell,min_boilerplate,27,2
minutes_20180926,minutes,2018-09-26,Powell,min_front_matter,604,48
minutes_20180926,minutes,2018-09-26,Powell,min_staff_desk,601,22
minutes_20180926,minutes,2018-09-26,Powell,min_staff,2496,100
minutes_20180926,minutes,2018-09-26,Powell,min_participants,2107,66
minutes_20180926,minutes,2018-09-26,Powell,min_committee,482,17
minutes_20180926,minutes,2018-09-26,Powell,min_directive_quote,287,5
minutes_20180926,minutes,2018-09-26,Powell,min_statement_quote,256,11
minutes_20180926,minutes,2018-09-26,Powell,min_vote,197,10
minutes_20180926,minutes,2018-09-26,Powell,min_boilerplate,49,4
minutes_20181108,minutes,2018-11-08,Powell,min_front_matter,745,66
minutes_20181108,minutes,2018-11-08,Powell,min_special,1417,41
minutes_20181108,minutes,2018-11-08,Powell,min_staff_desk,944,33
minutes_20181108,minutes,2018-11-08,Powell,min_staff,2489,103
minutes_20181108,minutes,2018-11-08,Powell,min_participants,1696,60
minutes_20181108,minutes,2018-11-08,Powell,min_committee,430,16
minutes_20181108,minutes,2018-11-08,Powell,min_directive_quote,217,4
minutes_20181108,minutes,2018-11-08,Powell,min_statement_quote,269,11
minutes_20181108,minutes,2018-11-08,Powell,min_vote,96,3
minutes_20181108,minutes,2018-11-08,Powell,min_boilerplate,27,2
minutes_20181219,minutes,2018-12-19,Powell,min_front_matter,718,65
minutes_20181219,minutes,2018-12-19,Powell,min_special,1246,38
minutes_20181219,minutes,2018-12-19,Powell,min_staff_desk,643,24
minutes_20181219,minutes,2018-12-19,Powell,min_staff,2298,99
minutes_20181219,minutes,2018-12-19,Powell,min_participants,2190,69
minutes_20181219,minutes,2018-12-19,Powell,min_committee,533,18
minutes_20181219,minutes,2018-12-19,Powell,min_directive_quote,218,4
minutes_20181219,minutes,2018-12-19,Powell,min_statement_quote,294,11
minutes_20181219,minutes,2018-12-19,Powell,min_vote,137,6
minutes_20181219,minutes,2018-12-19,Powell,min_boilerplate,27,2
minutes_20190130,minutes,2019-01-30,Powell,min_front_matter,689,56
minutes_20190130,minutes,2019-01-30,Powell,min_boilerplate,4096,188
minutes_20190130,minutes,2019-01-30,Powell,min_staff_desk,911,26
minutes_20190130,minutes,2019-01-30,Powell,min_special,1756,52
minutes_20190130,minutes,2019-01-30,Powell,min_staff,2905,116
minutes_20190130,minutes,2019-01-30,Powell,min_participants,2283,79
minutes_20190130,minutes,2019-01-30,Powell,min_committee,710,22
minutes_20190130,minutes,2019-01-30,Powell,min_directive_quote,218,4
minutes_20190130,minutes,2019-01-30,Powell,min_statement_quote,294,11
minutes_20190130,minutes,2019-01-30,Powell,min_vote,127,5
minutes_20190320,minutes,2019-03-20,Powell,min_front_matter,1719,89
minutes_20190320,minutes,2019-03-20,Powell,min_special,631,18
minutes_20190320,minutes,2019-03-20,Powell,min_staff_desk,830,30
minutes_20190320,minutes,2019-03-20,Powell,min_staff,2844,110
minutes_20190320,minutes,2019-03-20,Powell,min_participants,2401,74
minutes_20190320,minutes,2019-03-20,Powell,min_committee,604,20
minutes_20190320,minutes,2019-03-20,Powell,min_directive_quote,217,4
minutes_20190320,minutes,2019-03-20,Powell,min_statement_quote,310,11
minutes_20190320,minutes,2019-03-20,Powell,min_vote,128,5
