doc_id,doc_type,date,chair,layer,n_tokens,n_sents
minutes_20241107,minutes,2024-11-07,Powell,min_front_matter,47,1
minutes_20241107,minutes,2024-11-07,Powell,min_staff_desk,1117,41
minutes_20241107,minutes,2024-11-07,Powell,min_staff,2152,92
minutes_20241107,minutes,2024-11-07,Powell,min_participants,1946,63
minutes_20241107,minutes,2024-11-07,Powell,min_committee,410,16
minutes_20241107,minutes,2024-11-07,Powell,min_directive_quote,226,9
minutes_20241107,minutes,2024-11-07,Powell,min_statement_quote,276,13
minutes_20241107,minutes,2024-11-07,Powell,min_vote,155,7
minutes_20241107,minutes,2024-11-07,Powell,min_boilerplate,853,94
minutes_20241218,minutes,2024-12-18,Powell,min_front_matter,47,1
minutes_20241218,minutes,2024-12-18,Powell,min_staff_desk,912,35
minutes_20241218,minutes,2024-12-18,Powell,min_staff,1787,78
minutes_20241218,minutes,2024-12-18,Powell,min_participants,2004,69
minutes_20241218,minutes,2024-12-18,Powell,min_committee,477,17
minutes_20241218,minutes,2024-12-18,Powell,min_directive_quote,257,10
minutes_20241218,minutes,2024-12-18,Powell,min_statement_quote,281,13
minutes_20241218,minutes,2024-12-18,Powell,min_vote,242,8
minutes_20241218,minutes,2024-12-18,Powell,min_boilerplate,766,85
minutes_20250129,minutes,2025-01-29,Powell,min_front_matter,46,1
minutes_20250129,minutes,2025-01-29,Powell,min_boilerplate,1267,123
minutes_20250129,minutes,2025-01-29,Powell,min_special,778,24
minutes_20250129,minutes,2025-01-29,Powell,min_staff_desk,970,38
minutes_20250129,minutes,2025-01-29,Powell,min_staff,2002,89
minutes_20250129,minutes,2025-01-29,Powell,min_participants,2001,68
minutes_20250129,minutes,2025-01-29,Powell,min_committee,346,15
minutes_20250129,minutes,2025-01-29,Powell,min_directive_quote,225,9
minutes_20250129,minutes,2025-01-29,Powell,min_statement_quote,263,13
minutes_20250129,minutes,2025-01-29,Powell,min_vote,150,6
minutes_20250319,minutes,2025-03-19,Powell,min_front_matter,47,1
minutes_20250319,minutes,2025-03-19,Powell,min_special,407,14
minutes_20250319,minutes,2025-03-19,Powell,min_staff_desk,1021,37
minutes_20250319,minutes,2025-03-19,Powell,min_staff,1796,80
minutes_20250319,minutes,2025-03-19,Powell,min_participants,1849,64
minutes_20250319,minutes,2025-03-19,Powell,min_committee,410,15
minutes_20250319,minutes,2025-03-19,Powell,min_directive_quote,241,9
minutes_20250319,minutes,2025-03-19,Powell,min_statement_quote,299,15
minutes_20250319,minutes,2025-03-19,Powell,min_vote,252,9
minutes_20250319,minutes,2025-03-19,Powell,min_boilerplate,929,106
minutes_20250507,minutes,2025-05-07,Powell,min_front_matter,47,1
minutes_20250507,minutes,2025-05-07,Powell,min_special,591,18
minutes_20250507,minutes,2025-05-07,Powell,min_staff_desk,1133,42
minutes_20250507,minutes,2025-05-07,Powell,min_staff,1916,89
minutes_20250507,minutes,2025-05-07,Powell,min_participants,1854,67
minutes_20250507,minutes,2025-05-07,Powell,min_committee,369,14
minutes_20250507,minutes,2025-05-07,Powell,min_directive_quote,206,8
minutes_20250507,minutes,2025-05-07,Powell,min_statement_quote,270,13
minutes_20250507,minutes,2025-05-07,Powell,min_vote,155,7
minutes_20250507,minutes,2025-05-07,Powell,min_boilerplate,974,115
minutes_20250618,minutes,2025-06-18,Powell,min_front_matter,47,1
minutes_20250618,minutes,2025-06-18,Powell,min_special,405,13
minutes_20250618,minutes,2025-06-18,Powell,min_staff_desk,1010,37
minutes_20250618,minutes,2025-06-18,Powell,min_staff,1574,77
minutes_20250618,minutes,2025-06-18,Powell,min_participants,2041,71
minutes_20250618,minutes,2025-06-18,Powell,min_committee,356,14
minutes_20250618,minutes,2025-06-18,Powell,min_directive_quote,206,8
minutes_20250618,minutes,2025-06-18,Powell,min_statement_quote,252,13
minutes_20250618,minutes,2025-06-18,Powell,min_vote,146,7
minutes_20250618,minutes,2025-06-18,Powell,min_boilerplate,995,112
minutes_20250730,minutes,2025-07-30,Powell,min_front_matter,47,1
minutes_20250730,minutes,2025-07-30,Powell,min_special,112,6
minutes_20250730,minutes,2025-07-30,Powell,min_staff_desk,806,31
minutes_20250730,minutes,2025-07-30,Powell,min_staff,1948,83
minutes_20250730,minutes,2025-07-30,Powell,min_participants,2191,77
minutes_20250730,minutes,2025-07-30,Powell,min_committee,439,16
minutes_20250730,minutes,2025-07-30,Powell,min_directive_quote,206,8
minutes_20250730,minutes,2025-07-30,Powell,min_statement_quote,253,13
minutes_20250730,minutes,2025-07-30,Powell,min_vote,276,11
minutes_20250730,minutes,2025-07-30,Powell,min_boilerplate,769,84
minutes_20250917,minutes,2025-09-17,Powell,min_front_matter,47,1
minutes_20250917,minutes,2025-09-17,Powell,min_staff_desk,818,32
minutes_20250917,minutes,2025-09-17,Powell,min_staff,1709,73
minutes_20250917,minutes,2025-09-17,Powell,min_participants,1751,64
minutes_20250917,minutes,2025-09-17,Powell,min_committee,375,14
minutes_20250917,minutes,2025-09-17,Powell,min_directive_quote,205,8
minutes_20250917,minutes,2025-09-17,Powell,min_statement_quote,268,13
minutes_20250917,minutes,2025-09-17,Powell,min_vote,253,9
minutes_20250917,minutes,2025-09-17,Powell,min_boilerplate,834,89
minutes_20251029,minutes,2025-10-29,Powell,min_front_matter,47,1
minutes_20251029,minutes,2025-10-29,Powell,min_staff_desk,928,40
minutes_20251029,minutes,2025-10-29,Powell,min_special,936,34
minutes_20251029,minutes,2025-10-29,Powell,min_staff,1798,81
minutes_20251029,minutes,2025-10-29,Powell,min_participants,2251,70
minutes_20251029,minutes,2025-10-29,Powell,min_committee,412,18
minutes_20251029,minutes,2025-10-29,Powell,min_directive_quote,245,10
minutes_20251029,minutes,2025-10-29,Powell,min_statement_quote,281,13
minutes_20251029,minutes,2025-10-29,Powell,min_vote,192,7
minutes_20251029,minutes,2025-10-29,Powell,min_boilerplate,1002,115
minutes_20251210,minutes,2025-12-10,Powell,min_front_matter,47,1
minutes_20251210,minutes,2025-12-10,Powell,min_staff_desk,1089,39
minutes_20251210,minutes,2025-12-10,Powell,min_special,987,31
minutes_20251210,minutes,2025-12-10,Powell,min_staff,1379,58
minutes_20251210,minutes,2025-12-10,Powell,min_participants,2021,66
minutes_20251210,minutes,2025-12-10,Powell,min_committee,444,17
minutes_20251210,minutes,2025-12-10,Powell,min_directive_quote,141,7
minutes_20251210,minutes,2025-12-10,Powell,min_statement_quote,302,14
minutes_20251210,minutes,2025-12-10,Powell,min_vote,194,6
minutes_20251210,minutes,2025-12-10,Powell,min_boilerplate,874,97
minutes_20260128,minutes,2026-01-28,Powell,min_front_matter,47,1
minutes_20260128,minutes,2026-01-28,Powell,min_boilerplate,1344,120
minutes_20260128,minutes,2026-01-28,Powell,min_staff_desk,884,32
minutes_20260128,minutes,2026-01-28,Powell,min_staff,1732,73
minutes_20260128,minutes,2026-01-28,Powell,min_participants,1550,54
minutes_20260128,minutes,2026-01-28,Powell,min_committee,370,14
minutes_20260128,minutes,2026-01-28,Powell,min_directive_quote,141,7
minutes_20260128,minutes,2026-01-28,Powell,min_statement_quote,226,12
minutes_20260128,minutes,2026-01-28,Powell,min_vote,169,7
minutes_20260318,minutes,2026-03-18,Powell,min_front_matter,47,1
minutes_20260318,minutes,2026-03-18,Powell,min_staff_desk,1057,43
minutes_20260318,minutes,2026-03-18,Powell,min_staff,1459,64
minutes_20260318,minutes,2026-03-18,Powell,min_participants,1839,57
minutes_20260318,minutes,2026-03-18,Powell,min_committee,342,16
minutes_20260318,minutes,2026-03-18,Powell,min_directive_quote,141,7
minutes_20260318,minutes,2026-03-18,Powell,min_statement_quote,241,13
minutes_20260318,minutes,2026-03-18,Powell,min_vote,164,8
minutes_20260318,minutes,2026-03-18,Powell,min_boilerplate,807,82
minutes_20260429,minutes,2026-04-29,Powell,min_front_matter,47,1
minutes_20260429,minutes,2026-04-29,Powell,min_staff_desk,1195,49
minutes_20260429,minutes,2026-04-29,Powell,min_staff,1751,76
minutes_20260429,minutes,2026-04-29,Powell,min_participants,1852,68
minutes_20260429,minutes,2026-04-29,Powell,min_committee,371,15
minutes_20260429,minutes,2026-04-29,Powell,min_directive_quote,141,7
minutes_20260429,minutes,2026-04-29,Powell,min_statement_quote,248,12
minutes_20260429,minutes,2026-04-29,Powell,min_vote,190,7
minutes_20260429,minutes,2026-04-29,Powell,min_boilerplate,890,94
transcript_20110427,press_conf,2011-04-27,Bernanke,pc_pre,3,1
transcript_20110427,press_conf,2011-04-27,Bernanke,pc_chair,7536,316
transcript_20110427,press_conf,2011-04-27,Bernanke,pc_journalist,1166,69
transcript_20110622,press_conf,2011-06-22,Bernanke,pc_pre,3,1
transcript_20110622,press_conf,2011-06-22,Bernanke,pc_chair,6002,256
transcript_20110622,press_conf,2011-06-22,Bernanke,pc_journalist,1317,78
transcript_20111102,press_conf,2011-11-02,Bernanke,pc_pre,3,1
transcript_20111102,press_conf,2011-11-02,Bernanke,pc_chair,6000,248
transcript_20111102,press_conf,2011-11-02,Bernanke,pc_journalist,1337,82
transcript_20120125,press_conf,2012-01-25,Bernanke,pc_pre,3,1
transcript_20120125,press_conf,2012-01-25,Bernanke,pc_chair,7921,260
transcript_20120125,press_conf,2012-01-25,Bernanke,pc_journalist,2150,92
transcript_20120425,press_conf,2012-04-25,Bernanke,pc_pre,3,1
transcript_20120425,press_conf,2012-04-25,Bernanke,pc_chair,5905,230
transcript_20120425,press_conf,2012-04-25,Bernanke,pc_journalist,1689,94
transcript_20120620,press_conf,2012-06-20,Bernanke,pc_pre,3,1
transcript_20120620,press_conf,2012-06-20,Bernanke,pc_chair,5281,224
transcript_20120620,press_conf,2012-06-20,Bernanke,pc_journalist,1880,110
transcript_20120913,press_conf,2012-09-13,Bernanke,pc_pre,3,1
transcript_20120913,press_conf,2012-09-13,Bernanke,pc_chair,6347,261
transcript_20120913,press_conf,2012-09-13,Bernanke,pc_journalist,2108,100
transcript_20121212,press_conf,2012-12-12,Bernanke,pc_pre,3,1
transcript_20121212,press_conf,2012-12-12,Bernanke,pc_chair,9261,359
transcript_20121212,press_conf,2012-12-12,Bernanke,pc_journalist,2312,126
transcript_20130320,press_conf,2013-03-20,Bernanke,pc_pre,3,1
transcript_20130320,press_conf,2013-03-20,Bernanke,pc_chair,7042,319
transcript_20130320,press_conf,2013-03-20,Bernanke,pc_journalist,1879,104
transcript_20130619,press_conf,2013-06-19,Bernanke,pc_pre,3,1
transcript_20130619,press_conf,2013-06-19,Bernanke,pc_chair,7101,278
transcript_20130619,press_conf,2013-06-19,Bernanke,pc_journalist,2328,127
transcript_20130918,press_conf,2013-09-18,Bernanke,pc_chair,7309,275
transcript_20130918,press_conf,2013-09-18,Bernanke,pc_journalist,1589,86
transcript_20131218,press_conf,2013-12-18,Bernanke,pc_chair,8457,355
transcript_20131218,press_conf,2013-12-18,Bernanke,pc_journalist,1959,107
transcript_20140319,press_conf,2014-03-19,Yellen,pc_chair,6380,235
transcript_20140319,press_conf,2014-03-19,Yellen,pc_journalist,1337,64
transcript_20140618,press_conf,2014-06-18,Yellen,pc_chair,5297,180
transcript_20140618,press_conf,2014-06-18,Yellen,pc_journalist,1636,98
transcript_20140917,press_conf,2014-09-17,Yellen,pc_chair,5834,215
transcript_20140917,press_conf,2014-09-17,Yellen,pc_journalist,1324,72
transcript_20141217,press_conf,2014-12-17,Yellen,pc_chair,5911,239
transcript_20141217,press_conf,2014-12-17,Yellen,pc_journalist,1481,97
transcript_20150318,press_conf,2015-03-18,Yellen,pc_chair,5183,215
transcript_20150318,press_conf,2015-03-18,Yellen,pc_journalist,1803,89
transcript_20150617,press_conf,2015-06-17,Yellen,pc_chair,5707,213
transcript_20150617,press_conf,2015-06-17,Yellen,pc_journalist,1695,89
transcript_20150917,press_conf,2015-09-17,Yellen,pc_chair,6060,239
transcript_20150917,press_conf,2015-09-17,Yellen,pc_journalist,1391,78
transcript_20151216,press_conf,2015-12-16,Yellen,pc_chair,6959,283
transcript_20151216,press_conf,2015-12-16,Yellen,pc_journalist,1600,97
transcript_20160316,press_conf,2016-03-16,Yellen,pc_chair,6034,243
transcript_20160316,press_conf,2016-03-16,Yellen,pc_journalist,1393,76
transcript_20160615,press_conf,2016-06-15,Yellen,pc_chair,5691,217
transcript_20160615,press_conf,2016-06-15,Yellen,pc_journalist,1234,58
transcript_20160921,press_conf,2016-09-21,Yellen,pc_chair,6339,264
transcript_20160921,press_conf,2016-09-21,Yellen,pc_journalist,1724,89
transcript_20161214,press_conf,2016-12-14,Yellen,pc_chair,5023,213
transcript_20161214,press_conf,2016-12-14,Yellen,pc_journalist,1447,79
transcript_20170315,press_conf,2017-03-15,Yellen,pc_chair,5268,232
transcript_20170315,press_conf,2017-03-15,Yellen,pc_journalist,1622,108
transcript_20170614,press_conf,2017-06-14,Yellen,pc_chair,6050,235
transcript_20170614,press_conf,2017-06-14,Yellen,pc_journalist,1508,90
transcript_20170920,press_conf,2017-09-20,Yellen,pc_pre,4,1
transcript_20170920,press_conf,2017-09-20,Yellen,pc_chair,6973,240
transcript_20170920,press_conf,2017-09-20,Yellen,pc_journalist,1482,75
transcript_20171213,press_conf,2017-12-13,Yellen,pc_chair,6891,273
transcript_20171213,press_conf,2017-12-13,Yellen,pc_journalist,1883,101
transcript_20180321,press_conf,2018-03-21,Powell,pc_chair,5213,263
transcript_20180321,press_conf,2018-03-21,Powell,pc_journalist,2004,104
transcript_20180613,press_conf,2018-06-13,Powell,pc_chair,7146,383
transcript_20180613,press_conf,2018-06-13,Powell,pc_journalist,1838,102
transcript_20180926,press_conf,2018-09-26,Powell,pc_chair,7808,387
transcript_20180926,press_conf,2018-09-26,Powell,pc_journalist,2043,119
transcript_20181219,press_conf,2018-12-19,Powell,pc_chair,5773,292
transcript_20181219,press_conf,2018-12-19,Powell,pc_journalist,1526,92
transcript_20190130,press_conf,2019-01-30,Powell,pc_chair,5776,287
transcript_20190130,press_conf,2019-01-30,Powell,pc_journalist,2022,111
transcript_20190320,press_conf,2019-03-20,Powell,pc_chair,5668,283
transcript_20190320,press_conf,2019-03-20,Powell,pc_journalist,1783,101
transcript_20190501,press_conf,2019-05-01,Powell,pc_chair,5070,254
transcript_20190501,press_conf,2019-05-01,Powell,pc_journalist,1560,85
transcript_20190619,press_conf,2019-06-19,Powell,pc_chair,5539,276
transcript_20190619,press_conf,2019-06-19,Powell,pc_journalist,1643,96
transcript_20190731,press_conf,2019-07-31,Powell,pc_chair,5942,297
transcript_20190731,press_conf,2019-07-31,Powell,pc_journalist,1827,107
transcript_20190918,press_conf,2019-09-18,Powell,pc_chair,6698,321
transcript_20190918,press_conf,2019-09-18,Powell,pc_journalist,1967,113
transcript_20191030,press_conf,2019-10-30,Powell,pc_chair,5862,299
transcript_20191030,press_conf,2019-10-30,Powell,pc_journalist,1985,112
transcript_20191211,press_conf,2019-12-11,Powell,pc_chair,7129,343
transcript_20191211,press_conf,2019-12-11,Powell,pc_journalist,1913,102
transcript_20200129,press_conf,2020-01-29,Powell,pc_chair,7338,353
transcript_20200129,press_conf,2020-01-29,Powell,pc_journalist,2053,119
transcript_20200303,press_conf,2020-03-03,Powell,pc_chair,1692,96
transcript_20200303,press_conf,2020-03-03,Powell,pc_journalist,609,41
transcript_20200315,press_conf,2020-03-15,Powell,pc_pre,14,1
transcript_20200315,press_conf,2020-03-15,Powell,pc_chair,5697,259
transcript_20200315,press_conf,2020-03-15,Powell,pc_moderator,156,20
transcript_20200315,press_conf,2020-03-15,Powell,pc_journalist,1375,91
transcript_20200429,press_conf,2020-04-29,Powell,pc_chair,6576,326
transcript_20200429,press_conf,2020-04-29,Powell,pc_journalist,1362,70
transcript_20200429,press_conf,2020-04-29,Powell,pc_moderator,36,8
transcript_20200610,press_conf,2020-06-10,Powell,pc_chair,8452,399
transcript_20200610,press_conf,2020-06-10,Powell,pc_moderator,40,8
transcript_20200610,press_conf,2020-06-10,Powell,pc_journalist,1804,86
transcript_20200729,press_conf,2020-07-29,Powell,pc_chair,8253,415
transcript_20200729,press_conf,2020-07-29,Powell,pc_journalist,1549,98
transcript_20200729,press_conf,2020-07-29,Powell,pc_moderator,52,11
transcript_20200916,press_conf,2020-09-16,Powell,pc_chair,8805,436
transcript_20200916,press_conf,2020-09-16,Powell,pc_journalist,1863,103
transcript_20200916,press_conf,2020-09-16,Powell,pc_moderator,14,2
transcript_20201105,press_conf,2020-11-05,Powell,pc_chair,6684,314
transcript_20201105,press_conf,2020-11-05,Powell,pc_journalist,1569,71
transcript_20201105,press_conf,2020-11-05,Powell,pc_moderator,33,9
transcript_20201216,press_conf,2020-12-16,Powell,pc_chair,8306,430
transcript_20201216,press_conf,2020-12-16,Powell,pc_journalist,1660,102
transcript_20201216,press_conf,2020-12-16,Powell,pc_moderator,29,6
transcript_20210127,press_conf,2021-01-27,Powell,pc_chair,7757,393
transcript_20210127,press_conf,2021-01-27,Powell,pc_journalist,1480,80
transcript_20210127,press_conf,2021-01-27,Powell,pc_moderator,21,4
transcript_20210317,press_conf,2021-03-17,Powell,pc_chair,8215,460
transcript_20210317,press_conf,2021-03-17,Powell,pc_journalist,1913,110
transcript_20210317,press_conf,2021-03-17,Powell,pc_moderator,39,8
transcript_20210428,press_conf,2021-04-28,Powell,pc_chair,7806,387
transcript_20210428,press_conf,2021-04-28,Powell,pc_moderator,46,9
transcript_20210428,press_conf,2021-04-28,Powell,pc_journalist,1878,106
transcript_20210616,press_conf,2021-06-16,Powell,pc_chair,8445,425
transcript_20210616,press_conf,2021-06-16,Powell,pc_moderator,129,17
transcript_20210616,press_conf,2021-06-16,Powell,pc_journalist,1893,102
transcript_20210728,press_conf,2021-07-28,Powell,pc_chair,7613,400
transcript_20210728,press_conf,2021-07-28,Powell,pc_moderator,142,19
transcript_20210728,press_conf,2021-07-28,Powell,pc_journalist,1828,105
transcript_20210922,press_conf,2021-09-22,Powell,pc_chair,7063,361
transcript_20210922,press_conf,2021-09-22,Powell,pc_moderator,132,21
transcript_20210922,press_conf,2021-09-22,Powell,pc_journalist,1785,105
transcript_20211103,press_conf,2021-11-03,Powell,pc_chair,7076,364
transcript_20211103,press_conf,2021-11-03,Powell,pc_moderator,131,15
transcript_20211103,press_conf,2021-11-03,Powell,pc_journalist,2311,120
transcript_20211215,press_conf,2021-12-15,Powell,pc_chair,8572,418
transcript_20211215,press_conf,2021-12-15,Powell,pc_moderator,152,20
transcript_20211215,press_conf,2021-12-15,Powell,pc_journalist,1823,103
transcript_20220126,press_conf,2022-01-26,Powell,pc_chair,7543,413
transcript_20220126,press_conf,2022-01-26,Powell,pc_moderator,124,18
transcript_20220126,press_conf,2022-01-26,Powell,pc_journalist,1771,105
transcript_20220316,press_conf,2022-03-16,Powell,pc_chair,6851,376
transcript_20220316,press_conf,2022-03-16,Powell,pc_moderator,240,29
transcript_20220316,press_conf,2022-03-16,Powell,pc_journalist,1820,111
transcript_20220504,press_conf,2022-05-04,Powell,pc_chair,6696,390
transcript_20220504,press_conf,2022-05-04,Powell,pc_journalist,1319,83
transcript_20220504,press_conf,2022-05-04,Powell,pc_moderator,17,3
transcript_20220615,press_conf,2022-06-15,Powell,pc_chair,7789,387
transcript_20220615,press_conf,2022-06-15,Powell,pc_journalist,1606,87
transcript_20220615,press_conf,2022-06-15,Powell,pc_moderator,10,1
transcript_20220727,press_conf,2022-07-27,Powell,pc_chair,7756,434
transcript_20220727,press_conf,2022-07-27,Powell,pc_moderator,18,3
transcript_20220727,press_conf,2022-07-27,Powell,pc_journalist,1858,121
transcript_20220921,press_conf,2022-09-21,Powell,pc_chair,5697,257
transcript_20220921,press_conf,2022-09-21,Powell,pc_journalist,1421,86
transcript_20220921,press_conf,2022-09-21,Powell,pc_moderator,18,3
transcript_20221102,press_conf,2022-11-02,Powell,pc_chair,6506,328
transcript_20221102,press_conf,2022-11-02,Powell,pc_journalist,1240,74
transcript_20221102,press_conf,2022-11-02,Powell,pc_moderator,9,1
transcript_20221214,press_conf,2022-12-14,Powell,pc_chair,6342,360
transcript_20221214,press_conf,2022-12-14,Powell,pc_journalist,1365,93
transcript_20221214,press_conf,2022-12-14,Powell,pc_moderator,9,1
transcript_20230201,press_conf,2023-02-01,Powell,pc_chair,6028,336
transcript_20230201,press_conf,2023-02-01,Powell,pc_journalist,1656,104
transcript_20230201,press_conf,2023-02-01,Powell,pc_moderator,13,3
transcript_20230322,press_conf,2023-03-22,Powell,pc_chair,5599,260
transcript_20230322,press_conf,2023-03-22,Powell,pc_journalist,1844,99
transcript_20230322,press_conf,2023-03-22,Powell,pc_moderator,37,6
transcript_20230503,press_conf,2023-05-03,Powell,pc_chair,6888,372
transcript_20230503,press_conf,2023-05-03,Powell,pc_journalist,1719,106
transcript_20230503,press_conf,2023-05-03,Powell,pc_moderator,28,5
transcript_20230614,press_conf,2023-06-14,Powell,pc_chair,7056,350
transcript_20230614,press_conf,2023-06-14,Powell,pc_journalist,1823,111
transcript_20230614,press_conf,2023-06-14,Powell,pc_moderator,30,5
transcript_20230726,press_conf,2023-07-26,Powell,pc_chair,6886,327
transcript_20230726,press_conf,2023-07-26,Powell,pc_journalist,2230,119
transcript_20230726,press_conf,2023-07-26,Powell,pc_moderator,31,5
transcript_20230920,press_conf,2023-09-20,Powell,pc_chair,7487,374
transcript_20230920,press_conf,2023-09-20,Powell,pc_journalist,2154,113
transcript_20230920,press_conf,2023-09-20,Powell,pc_moderator,35,6
transcript_20231101,press_conf,2023-11-01,Powell,pc_chair,7204,373
transcript_20231101,press_conf,2023-11-01,Powell,pc_moderator,14,2
transcript_20231101,press_conf,2023-11-01,Powell,pc_journalist,1859,100
transcript_20231213,press_conf,2023-12-13,Powell,pc_chair,6352,319
transcript_20231213,press_conf,2023-12-13,Powell,pc_moderator,41,7
transcript_20231213,press_conf,2023-12-13,Powell,pc_journalist,1455,85
transcript_20240131,press_conf,2024-01-31,Powell,pc_chair,6973,391
transcript_20240131,press_conf,2024-01-31,Powell,pc_journalist,2202,124
transcript_20240131,press_conf,2024-01-31,Powell,pc_moderator,10,1
transcript_20240320,press_conf,2024-03-20,Powell,pc_chair,5981,296
transcript_20240320,press_conf,2024-03-20,Powell,pc_journalist,1898,112
transcript_20240320,press_conf,2024-03-20,Powell,pc_moderator,22,4
transcript_20240501,press_conf,2024-05-01,Powell,pc_chair,6590,360
transcript_20240501,press_conf,2024-05-01,Powell,pc_journalist,1858,108
transcript_20240501,press_conf,2024-05-01,Powell,pc_moderator,9,1
transcript_20240612,press_conf,2024-06-12,Powell,pc_chair,7563,397
transcript_20240612,press_conf,2024-06-12,Powell,pc_journalist,1949,115
transcript_20240612,press_conf,2024-06-12,Powell,pc_moderator,7,1
transcript_20240731,press_conf,2024-07-31,Powell,pc_chair,6792,368
transcript_20240731,press_conf,2024-07-31,Powell,pc_journalist,1698,100
transcript_20240731,press_conf,2024-07-31,Powell,pc_moderator,7,1
transcript_20240918,press_conf,2024-09-18,Powell,pc_chair,6607,356
transcript_20240918,press_conf,2024-09-18,Powell,pc_journalist,2015,121
transcript_20240918,press_conf,2024-09-18,Powell,pc_moderator,10,2
transcript_20241107,press_conf,2024-11-07,Powell,pc_chair,5844,328
transcript_20241107,press_conf,2024-11-07,Powell,pc_journalist,1564,93
transcript_20241107,press_conf,2024-11-07,Powell,pc_moderator,9,1
transcript_20241218,press_conf,2024-12-18,Powell,pc_chair,7962,408
transcript_20241218,press_conf,2024-12-18,Powell,pc_journalist,1710,100
transcript_20241218,press_conf,2024-12-18,Powell,pc_moderator,7,1
transcript_20250129,press_conf,2025-01-29,Powell,pc_chair,6854,346
transcript_20250129,press_conf,2025-01-29,Powell,pc_journalist,2018,128
transcript_20250129,press_conf,2025-01-29,Powell,pc_moderator,13,2
transcript_20250319,press_conf,2025-03-19,Powell,pc_chair,7321,396
transcript_20250319,press_conf,2025-03-19,Powell,pc_journalist,1872,119
transcript_20250319,press_conf,2025-03-19,Powell,pc_moderator,5,1
transcript_20250507,press_conf,2025-05-07,Powell,pc_chair,6527,376
transcript_20250507,press_conf,2025-05-07,Powell,pc_journalist,1994,123
transcript_20250507,press_conf,2025-05-07,Powell,pc_moderator,9,1
transcript_20250618,press_conf,2025-06-18,Powell,pc_chair,7486,409
transcript_20250618,press_conf,2025-06-18,Powell,pc_journalist,1956,98
transcript_20250618,press_conf,2025-06-18,Powell,pc_moderator,7,1
transcript_20250730,press_conf,2025-07-30,Powell,pc_chair,6140,341
transcript_20250730,press_conf,2025-07-30,Powell,pc_journalist,1797,99
transcript_20250730,press_conf,2025-07-30,Powell,pc_moderator,6,1
transcript_20250917,press_conf,2025-09-17,Powell,pc_chair,6971,389
transcript_20250917,press_conf,2025-09-17,Powell,pc_journalist,2009,125
transcript_20251029,press_conf,2025-10-29,Powell,pc_chair,7701,384
transcript_20251029,press_conf,2025-10-29,Powell,pc_journalist,1713,100
transcript_20251029,press_conf,2025-10-29,Powell,pc_moderator,9,1
transcript_20251210,press_conf,2025-12-10,Powell,pc_chair,7238,415
transcript_20251210,press_conf,2025-12-10,Powell,pc_journalist,1747,107
transcript_20251210,press_conf,2025-12-10,Powell,pc_moderator,5,1
transcript_20260128,press_conf,2026-01-28,Powell,pc_chair,5927,332
transcript_20260128,press_conf,2026-01-28,Powell,pc_journalist,1819,115
transcript_20260128,press_conf,2026-01-28,Powell,pc_moderator,5,1
transcript_20260318,press_conf,2026-03-18,Powell,pc_chair,6559,328
transcript_20260318,press_conf,2026-03-18,Powell,pc_journalist,1989,108
transcript_20260318,press_conf,2026-03-18,Powell,pc_moderator,5,1
transcript_20260429,press_conf,2026-04-29,Powell,pc_chair,7816,438
transcript_20260429,press_conf,2026-04-29,Powell,pc_journalist,1999,128
transcript_20260429,press_conf,2026-04-29,Powell,pc_moderator,10,1
speech_bernanke_20110203a,speech,2011-02-03,Bernanke,speech_chair,2977,102
speech_bernanke_20110210a,speech,2011-02-10,Bernanke,speech_chair,3293,140
speech_bernanke_20110218a,speech,2011-02-18,Bernanke,speech_chair,1916,62
speech_bernanke_20110302a,speech,2011-03-02,Bernanke,speech_chair,2710,106
speech_bernanke_20110323a,speech,2011-03-23,Bernanke,speech_chair,2889,98
speech_bernanke_20110404a,speech,2011-04-04,Bernanke,speech_chair,3286,115
speech_bernanke_20110429a,speech,2011-04-29,Bernanke,speech_chair,2524,109
speech_bernanke_20110505a,speech,2011-05-05,Bernanke,speech_chair,3551,122
speech_bernanke_20110512a,speech,2011-05-12,Bernanke,speech_chair,576,30
speech_bernanke_20110516a,speech,2011-05-16,Bernanke,speech_chair,3044,111
speech_bernanke_20110607a,speech,2011-06-07,Bernanke,speech_chair,4143,150
speech_bernanke_20110614a,speech,2011-06-14,Bernanke,speech_chair,1957,73
speech_bernanke_20110826a,speech,2011-08-26,Bernanke,speech_chair,3570,124
speech_bernanke_20110908a,speech,2011-09-08,Bernanke,speech_chair,2773,95
speech_bernanke_20110915a,speech,2011-09-15,Bernanke,speech_chair,366,16
speech_bernanke_20110928a,speech,2011-09-28,Bernanke,speech_chair,3623,141
speech_bernanke_20111018a,speech,2011-10-18,Bernanke,speech_chair,3709,115
speech_bernanke_20111109a,speech,2011-11-09,Bernanke,speech_chair,1152,52
speech_bernanke_20111110a,speech,2011-11-10,Bernanke,speech_chair,2185,88
speech_bernanke_20120216a,speech,2012-02-16,Bernanke,speech_chair,3275,125
speech_bernanke_20120314a,speech,2012-03-14,Bernanke,speech_chair,1316,60
speech_bernanke_20120323a,speech,2012-03-23,Bernanke,speech_chair,519,19
speech_bernanke_20120326a,speech,2012-03-26,Bernanke,speech_chair,4262,151
speech_bernanke_20120409a,speech,2012-04-09,Bernanke,speech_chair,3541,126
speech_bernanke_20120413a,speech,2012-04-13,Bernanke,speech_chair,4331,143
speech_bernanke_20120510a,speech,2012-05-10,Bernanke,speech_chair,3021,114
