doc_type,modal,be_comp_type,be_comp,be_xcomp,n
speech,will,adjectival,indispensable,,1
speech,will,adjectival,large,,1
speech,will,adjectival,lower,,1
speech,will,adjectival,meaningful,,1
speech,will,adjectival,moderate,,1
speech,will,adjectival,modest,,1
speech,will,adjectival,open,,1
speech,will,adjectival,patient,,1
speech,will,adjectival,rare,,1
speech,will,adjectival,restrictive,,1
speech,will,adjectival,shorter,,1
speech,will,adjectival,slower,,1
speech,will,adjectival,straightforward,,1
speech,will,adjectival,stronger,,1
speech,will,adjectival,sufficient,,1
speech,will,adjectival,sufficient,bring,1
speech,will,adjectival,sufficient,generate,1
speech,will,adjectival,surprised,hear,1
speech,will,adjectival,transitory,,1
speech,will,adjectival,uncertain,,1
speech,will,adverbial,long,,1
speech,will,nominal,case,,1
speech,will,nominal,change,,1
speech,will,nominal,complement,,1
speech,will,nominal,entity,,1
speech,will,nominal,exception,,1
speech,will,nominal,exporter,,1
speech,will,nominal,factor,,1
speech,will,nominal,improvement,,1
speech,will,nominal,indicator,,1
speech,will,nominal,moment,,1
speech,will,nominal,partnership,,1
speech,will,nominal,path,,1
speech,will,nominal,percent,,1
speech,will,nominal,policymaker,,1
speech,will,nominal,precondition,,1
speech,will,nominal,pressure,,1
speech,will,nominal,range,,1
speech,will,nominal,same,,1
speech,will,nominal,share,,1
speech,will,nominal,sign,,1
speech,will,nominal,softening,,1
speech,will,nominal,source,,1
speech,will,nominal,subject,,1
speech,will,nominal,surprise,,1
speech,will,nominal,testament,,1
speech,will,nominal,time,,1
speech,will,nominal,topic,,1
speech,will,nominal,transformation,,1
speech,will,nominal,uncertainty,,1
speech,will,nominal,what,,1
speech,will,prepositional,center,,1
speech,will,prepositional,country,,1
speech,will,prepositional,future,,1
speech,will,prepositional,normal,,1
speech,will,prepositional,on,,1
speech,will,prepositional,percent,,1
speech,will,prepositional,rate,,1
speech,will,prepositional,run,,1
speech,will,prepositional,time,,1
speech,will,prepositional,we,,1
speech,would,adjectival,appropriate,,12
speech,would,adjectival,consistent,,10
speech,would,,,,5
speech,would,nominal,what,,5
speech,would,adjectival,expansionary,,3
speech,would,adjectival,higher,,3
speech,would,adjectival,necessary,,3
speech,would,nominal,case,,3
speech,would,adjectival,able,provide,2
speech,would,adjectival,effective,,2
speech,would,adjectival,happy,respond,2
speech,would,adjectival,important,,2
speech,would,adjectival,neutral,,2
speech,would,adjectival,premature,,2
speech,would,adjectival,slower,,2
speech,would,adjectival,sufficient,,2
speech,would,nominal,percent,,2
speech,would,nominal,result,,2
speech,would,nominal,scope,,2
speech,would,prepositional,period,,2
speech,would,adjectival,able,bounce,1
speech,would,adjectival,able,cut,1
speech,would,adjectival,able,remove,1
speech,would,adjectival,accommodative,,1
speech,would,adjectival,beneficial,,1
speech,would,adjectival,closer,,1
speech,would,adjectival,concerned,,1
speech,would,adjectival,counterproductive,,1
speech,would,adjectival,credible,,1
speech,would,adjectival,different,,1
speech,would,adjectival,difficult,,1
speech,would,adjectival,difficult,understand,1
speech,would,adjectival,easier,,1
speech,would,adjectival,enough,,1
speech,would,adjectival,enough,trigger,1
speech,would,adjectival,equal,,1
speech,would,adjectival,fine,,1
speech,would,adjectival,helpful,,1
speech,would,adjectival,imprudent,keep,1
speech,would,adjectival,inappropriate,,1
speech,would,adjectival,inconsistent,,1
speech,would,adjectival,insufficient,address,1
speech,would,adjectival,larger,,1
speech,would,adjectival,likely,,1
speech,would,adjectival,likely,run,1
speech,would,adjectival,mild,qualify,1
speech,would,adjectival,permanent,,1
speech,would,adjectival,persistent,,1
speech,would,adjectival,possible,,1
speech,would,adjectival,practical,,1
speech,would,adjectival,problematic,,1
speech,would,adjectival,prudent,,1
speech,would,adjectival,quick,,1
speech,would,adjectival,relative,,1
speech,would,adjectival,reluctant,buy,1
speech,would,adjectival,remiss,,1
speech,would,adjectival,resilient,,1
speech,would,adjectival,risky,,1
speech,would,adjectival,serious,,1
speech,would,adjectival,severe,,1
speech,would,adjectival,shorter,,1
speech,would,adjectival,significant,,1
speech,would,adjectival,similar,,1
speech,would,adjectival,small,,1
speech,would,adjectival,smaller,,1
speech,would,adjectival,strong,,1
speech,would,adjectival,sufficient,generate,1
speech,would,adjectival,surprising,,1
speech,would,adjectival,tragic,,1
speech,would,adjectival,transitory,,1
speech,would,adjectival,unable,provide,1
speech,would,adjectival,uncomfortable,,1
speech,would,adjectival,unique,,1
speech,would,adjectival,unlikely,cause,1
speech,would,adjectival,unlikely,halt,1
speech,would,adjectival,unwise,,1
speech,would,adjectival,useful,,1
speech,would,adjectival,useful,disentangle,1
speech,would,adjectival,welcome,,1
speech,would,adjectival,worse,,1
speech,would,adverbial,back,,1
speech,would,adverbial,here,,1
speech,would,nominal,concern,,1
speech,would,nominal,consequence,,1
speech,would,nominal,entrepreneur,,1
speech,would,nominal,homeowner,,1
speech,would,nominal,improve,,1
speech,would,nominal,mistake,,1
speech,would,nominal,news,,1
speech,would,nominal,part,,1
speech,would,nominal,premium,,1
speech,would,nominal,response,,1
speech,would,nominal,sign,,1
speech,would,nominal,source,,1
speech,would,nominal,tool,,1
speech,would,nominal,zero,,1
speech,would,prepositional,economy,,1
speech,would,prepositional,expense,,1
speech,would,prepositional,in,,1
speech,would,prepositional,level,,1
speech,would,prepositional,percent,,1
speech,would,prepositional,run,,1
speech,would,prepositional,tool,,1
speech,would,prepositional,view,,1
speech,would,prepositional,year,,1
statement,can,adjectival,patient,,2
statement,may,adjectival,appropriate,,10
statement,should,adjectival,patient,,1
statement,will,adjectival,appropriate,,47
statement,will,adjectival,consistent,,5
statement,will,adjectival,patient,,3
statement,would,adjectival,prepared,adjust,46
