layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
statement,will,modal,607,41906,1169,234853,14484.8,4977.6,394.43,0.0,1.542,191.0,+,0.0
statement,would,modal,49,41906,573,234853,1169.3,2439.8,30.09,0.0,-1.048,-52.1,-,0.0
statement,could,modal,50,41906,355,234853,1193.1,1511.6,2.6,0.1067,-0.329,-21.1,-,0.1281
statement,can,modal,4,41906,514,234853,95.5,2188.6,137.01,0.0,-4.351,-95.6,-,0.0
statement,should,modal,33,41906,210,234853,787.5,894.2,0.47,0.4908,-0.165,-11.9,-,0.4908
statement,may,modal,27,41906,382,234853,644.3,1626.5,28.43,0.0,-1.311,-60.4,-,0.0
speech_chair,will,modal,1169,234853,607,41906,4977.6,14484.8,394.43,0.0,-1.542,-65.6,-,0.0
speech_chair,would,modal,573,234853,49,41906,2439.8,1169.3,30.09,0.0,1.048,108.7,+,0.0
speech_chair,could,modal,355,234853,50,41906,1511.6,1193.1,2.6,0.1067,0.329,26.7,+,0.1281
speech_chair,can,modal,514,234853,4,41906,2188.6,95.5,137.01,0.0,4.351,2192.9,+,0.0
speech_chair,should,modal,210,234853,33,41906,894.2,787.5,0.47,0.4908,0.165,13.5,+,0.4908
speech_chair,may,modal,382,234853,27,41906,1626.5,644.3,28.43,0.0,1.311,152.5,+,0.0
