key,unit,target,r2_base,r2_with,delta_r2,coef_text,p_text,n,q_text
minutes,ALL,cfnai_ma3_lead3,0.0553,0.1222,0.0669,0.0846,0.1529,99,0.7177
minutes,ALL,d_vix_28,0.0527,0.0561,0.0033,-0.0823,0.2095,99,0.7177
minutes,could,cfnai_ma3_lead3,0.0553,0.0652,0.0099,-0.0903,0.2201,99,0.7177
minutes,could,d_vix_28,0.0527,0.0529,0.0002,0.0513,0.8,99,0.8828
minutes,could+impede,cfnai_ma3_lead3,0.0553,0.0572,0.0018,-0.0385,0.6279,99,0.7177
minutes,could+impede,d_vix_28,0.0527,0.0549,0.0022,-0.1851,0.6196,99,0.7177
minutes,should,cfnai_ma3_lead3,0.0553,0.0623,0.007,0.0563,0.3899,99,0.7177
minutes,should,d_vix_28,0.0527,0.0551,0.0024,-0.1439,0.3999,99,0.7177
minutes,would,cfnai_ma3_lead3,0.0553,0.1169,0.0615,0.0776,0.0239,99,0.7177
minutes,would,d_vix_28,0.0527,0.0529,0.0001,0.015,0.8548,99,0.888
minutes,would+be+prepared,cfnai_ma3_lead3,0.0553,0.0572,0.0018,-0.0385,0.6279,99,0.7177
minutes,would+be+prepared,d_vix_28,0.0527,0.0549,0.0022,-0.1851,0.6196,99,0.7177
minutes,would+continue,cfnai_ma3_lead3,0.0553,0.0634,0.008,0.0653,0.4392,99,0.7177
minutes,would+continue,d_vix_28,0.0527,0.0529,0.0002,0.0391,0.8603,99,0.888
minutes,would+take,cfnai_ma3_lead3,0.0553,0.082,0.0267,-0.1646,0.0779,99,0.7177
minutes,would+take,d_vix_28,0.0527,0.0579,0.0052,-0.3174,0.2964,99,0.7177
statement,ALL,cfnai_ma3_lead3,0.0105,0.1086,0.0981,0.0797,0.1482,101,0.7177
statement,ALL,d_vix_28,0.0182,0.0512,0.0329,-0.2612,0.2231,101,0.7177
statement,could,cfnai_ma3_lead3,0.0105,0.0157,0.0052,0.0485,0.5624,101,0.7177
statement,could,d_vix_28,0.0182,0.0313,0.013,-0.4341,0.3322,101,0.7177
statement,could+impede,cfnai_ma3_lead3,0.0105,0.0142,0.0037,0.0404,0.6143,101,0.7177
statement,could+impede,d_vix_28,0.0182,0.0298,0.0116,-0.4037,0.3528,101,0.7177
statement,will,cfnai_ma3_lead3,0.0105,0.1353,0.1248,0.1185,0.0661,101,0.7177
statement,will,d_vix_28,0.0182,0.025,0.0068,-0.156,0.4172,101,0.7177
statement,will+continue,cfnai_ma3_lead3,0.0105,0.0123,0.0017,0.0152,0.6018,101,0.7177
statement,will+continue,d_vix_28,0.0182,0.0276,0.0094,-0.1997,0.4859,101,0.7177
statement,will+take,cfnai_ma3_lead3,0.0105,0.0106,0.0001,-0.0063,0.9372,101,0.9372
statement,will+take,d_vix_28,0.0182,0.0872,0.0689,-1.1655,0.1763,101,0.7177
statement,would,cfnai_ma3_lead3,0.0105,0.0166,0.006,0.0501,0.5237,101,0.7177
statement,would,d_vix_28,0.0182,0.0297,0.0115,-0.3903,0.3513,101,0.7177
statement,would+be+prepared,cfnai_ma3_lead3,0.0105,0.0142,0.0037,0.0404,0.6143,101,0.7177
statement,would+be+prepared,d_vix_28,0.0182,0.0298,0.0116,-0.4037,0.3528,101,0.7177
