variable,outcome_vs_will,coef,rrr,p
const,would,-0.689,0.502,0.02998094599569691
const,could,-1.826,0.161,0.00022836148414295563
const,can,-2.549,0.078,0.0004314176861403562
const,should,-2.626,0.072,0.00035894509001662247
const,may,-2.516,0.081,0.0006488212593873069
period_late,would,-0.411,0.663,0.000553029445406521
period_late,could,-0.526,0.591,0.0003495189987252296
period_late,can,-0.275,0.759,0.02162409018614188
period_late,should,-0.825,0.438,2.4039786070840447e-05
period_late,may,-0.695,0.499,2.705627236736451e-06
subj_type_econ,would,0.083,1.087,0.803207710701808
subj_type_econ,could,1.108,3.028,0.029156942564289377
subj_type_econ,can,1.855,6.395,0.011448732810485352
subj_type_econ,should,1.538,4.657,0.039470108444876
subj_type_econ,may,1.833,6.252,0.014295568446857638
subj_type_fed,would,0.301,1.351,0.6086020796796162
subj_type_fed,could,0.304,1.355,0.7412345206335573
subj_type_fed,can,3.217,24.941,0.00010091818660928197
subj_type_fed,should,1.828,6.224,0.05295166272637876
subj_type_fed,may,0.476,1.61,0.7100461431569487
subj_type_it_there_rel,would,0.297,1.345,0.3822117397434158
subj_type_it_there_rel,could,1.033,2.811,0.04487841976598337
subj_type_it_there_rel,can,1.851,6.365,0.012129288644092672
subj_type_it_there_rel,should,0.653,1.921,0.39967202274854474
subj_type_it_there_rel,may,2.117,8.308,0.00475277831670772
subj_type_none,would,0.304,1.355,0.6277584951598307
subj_type_none,could,1.372,3.943,0.06909814347846772
subj_type_none,can,3.893,49.08,2.563416712769017e-06
subj_type_none,should,1.747,5.735,0.08041536330956117
subj_type_none,may,1.744,5.722,0.08148315409961471
subj_type_other,would,0.096,1.101,0.7700214858496881
subj_type_other,could,0.978,2.658,0.05243498457715698
subj_type_other,can,1.937,6.94,0.007937851915340665
subj_type_other,should,1.045,2.844,0.16207648891576687
subj_type_other,may,2.153,8.609,0.003758091352306701
subj_type_person,would,-0.094,0.91,0.8068711865607141
subj_type_person,could,1.108,3.029,0.04032526426947024
subj_type_person,can,2.345,10.438,0.001711565878502295
subj_type_person,should,1.494,4.454,0.05568943634876814
subj_type_person,may,1.933,6.91,0.012084460953160039
subj_type_risks,would,5.423,226.578,0.6368471086824363
subj_type_risks,could,-2.516,0.081,0.9788333755732705
subj_type_risks,can,8.054,3145.567,0.48308513046930146
subj_type_risks,should,7.505,1817.635,0.5141992890830795
subj_type_risks,may,7.367,1582.951,0.5219871629844135
subj_type_we_I,would,-0.624,0.536,0.06267169106867244
subj_type_we_I,could,-0.708,0.493,0.182863776210058
subj_type_we_I,can,1.364,3.912,0.06227658661423858
subj_type_we_I,should,0.669,1.953,0.3733643872894843
subj_type_we_I,may,-0.506,0.603,0.5183619081875983
cond,would,0.694,2.001,2.4652299302385568e-08
cond,could,0.621,1.861,2.208199176132033e-05
cond,can,0.331,1.392,0.01671124893132184
cond,should,-0.057,0.944,0.781576935144261
cond,may,0.114,1.121,0.46949015837331487
reported,would,0.031,1.032,0.8317487640146769
reported,could,-0.428,0.652,0.025377497505213283
reported,can,-0.885,0.413,1.1998977866284619e-05
reported,should,0.39,1.477,0.045213280640474085
reported,may,-0.684,0.505,0.0006964738337230954
