layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
min_committee,will,modal,37,62833,1169,234853,588.9,4977.6,338.72,0.0,-3.061,-88.2,-,0.0
min_committee,would,modal,719,62833,573,234853,11443.0,2439.8,734.03,0.0,2.229,369.0,+,0.0
min_committee,could,modal,83,62833,355,234853,1321.0,1511.6,1.26,0.2623,-0.188,-12.6,-,0.2623
min_committee,can,modal,3,62833,514,234853,47.7,2188.6,216.17,0.0,-5.298,-97.8,-,0.0
min_committee,should,modal,85,62833,210,234853,1352.8,894.2,9.74,0.0018,0.602,51.3,+,0.0019
min_committee,may,modal,31,62833,382,234853,493.4,1626.5,57.41,0.0,-1.7,-69.7,-,0.0
min_committee,would+continue,unit,109,62833,8,234853,1734.8,34.1,284.54,0.0,5.589,4992.7,+,0.0
min_committee,would+take,unit,86,62833,5,234853,1368.7,21.3,231.19,0.0,5.877,6328.9,+,0.0
min_committee,would+be+appropriate,unit,63,62833,11,234853,1002.7,46.8,139.0,0.0,4.367,2040.7,+,0.0
min_committee,would+depend,unit,51,62833,4,234853,811.7,17.0,131.89,0.0,5.419,4665.6,+,0.0
min_committee,would+assess,unit,49,62833,1,234853,779.8,4.3,143.12,0.0,6.947,18214.9,+,0.0
min_committee,could+impede,unit,46,62833,2,234853,732.1,8.5,127.43,0.0,6.119,8496.8,+,0.0
min_committee,would+be+prepared,unit,46,62833,0,234853,732.1,0.0,143.11,0.0,8.441,inf,+,0.0
min_committee,would+expand,unit,29,62833,0,234853,461.5,0.0,90.22,0.0,7.785,inf,+,0.0
min_committee,would+remain,unit,27,62833,8,234853,429.7,34.1,50.17,0.0,3.596,1161.5,+,0.0
min_committee,would+warrant,unit,21,62833,4,234853,334.2,17.0,45.25,0.0,4.159,1862.3,+,0.0
min_committee,would+evolve,unit,20,62833,0,234853,318.3,0.0,62.22,0.0,7.26,inf,+,0.0
min_committee,should+help,unit,20,62833,3,234853,318.3,12.8,45.83,0.0,4.452,2391.8,+,0.0
min_committee,would+rise,unit,15,62833,6,234853,238.7,25.5,24.38,0.0,3.156,834.4,+,0.0
min_committee,would+monitor,unit,15,62833,0,234853,238.7,0.0,46.67,0.0,6.856,inf,+,0.0
min_committee,may+warrant,unit,14,62833,5,234853,222.8,21.3,24.03,0.0,3.301,946.6,+,0.0
min_committee,should+affirm,unit,14,62833,0,234853,222.8,0.0,43.56,0.0,6.76,inf,+,0.0
