key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
minutes,ALL,T1,cfnai,1,0.2882,0.5849,99,0.7828
minutes,ALL,T1,cfnai,2,0.0096,0.6755,99,0.1398
minutes,ALL,T1,cfnai,3,0.0223,0.7022,99,0.1247
minutes,ALL,T1,vix,1,0.0138,0.3057,99,0.3859
minutes,ALL,T1,vix,2,0.0473,0.1382,99,0.2206
minutes,ALL,T1,vix,3,0.0172,0.1973,99,0.1204
minutes,ALL,T2,cfnai,1,0.0994,0.8218,91,0.4641
minutes,ALL,T2,cfnai,2,0.1583,0.924,91,0.7438
minutes,ALL,T2,cfnai,3,0.1352,0.4274,91,0.9455
minutes,ALL,T2,vix,1,0.2686,0.2225,91,0.6838
minutes,ALL,T2,vix,2,0.2634,0.0991,91,0.7438
minutes,ALL,T2,vix,3,0.3051,0.1056,91,0.9455
minutes,could,T1,cfnai,1,0.3466,0.3508,99,0.7828
minutes,could,T1,cfnai,2,0.8271,0.3172,99,0.956
minutes,could,T1,cfnai,3,0.0118,0.388,99,0.11
minutes,could,T1,vix,1,0.5233,0.9835,99,0.893
minutes,could,T1,vix,2,0.0385,0.3383,99,0.2159
minutes,could,T1,vix,3,0.0555,0.4295,99,0.2222
minutes,could,T2,cfnai,1,0.3792,0.0745,91,0.7079
minutes,could,T2,cfnai,2,0.1752,0.1432,91,0.7438
minutes,could,T2,cfnai,3,0.2013,0.0932,91,0.9455
minutes,could,T2,vix,1,0.1256,0.0437,91,0.4872
minutes,could,T2,vix,2,0.1863,0.0061,91,0.7438
minutes,could,T2,vix,3,0.5091,0.0123,91,0.969
minutes,should,T1,cfnai,1,0.7704,0.6369,99,0.893
minutes,should,T1,cfnai,2,0.8113,0.783,99,0.956
minutes,should,T1,cfnai,3,0.9609,0.9138,99,0.9988
minutes,should,T1,vix,1,0.3635,0.4146,99,0.7828
minutes,should,T1,vix,2,0.6743,0.7406,99,0.956
minutes,should,T1,vix,3,0.8515,0.8062,99,0.9988
minutes,should,T2,cfnai,1,0.973,0.9031,91,0.973
minutes,should,T2,cfnai,2,0.9803,0.775,91,0.9877
minutes,should,T2,cfnai,3,0.5608,0.3978,91,0.969
minutes,should,T2,vix,1,0.6625,0.8448,91,0.9294
minutes,should,T2,vix,2,0.8338,0.7886,91,0.9877
minutes,should,T2,vix,3,0.6689,0.5416,91,0.9857
minutes,would,T1,cfnai,1,0.1934,0.1443,99,0.7211
minutes,would,T1,cfnai,2,0.0114,0.2508,99,0.1398
minutes,would,T1,cfnai,3,0.0023,0.3173,99,0.0634
minutes,would,T1,vix,1,0.3179,0.3276,99,0.7828
minutes,would,T1,vix,2,0.4066,0.4852,99,0.9486
minutes,would,T1,vix,3,0.2413,0.6197,99,0.7805
minutes,would,T2,cfnai,1,0.0833,0.2043,91,0.4641
minutes,would,T2,cfnai,2,0.3248,0.5785,91,0.7438
minutes,would,T2,cfnai,3,0.623,0.8078,91,0.969
minutes,would,T2,vix,1,0.3506,0.6007,91,0.7012
minutes,would,T2,vix,2,0.6194,0.266,91,0.9877
minutes,would,T2,vix,3,0.8744,0.491,91,0.996
minutes,would+be+appropriate,T1,cfnai,1,0.0578,0.7087,99,0.7211
minutes,would+be+appropriate,T1,cfnai,2,0.015,0.3273,99,0.1398
minutes,would+be+appropriate,T1,cfnai,3,0.0376,0.0293,99,0.1754
minutes,would+be+appropriate,T1,vix,1,0.3275,0.1156,99,0.7828
minutes,would+be+appropriate,T1,vix,2,0.6323,0.0756,99,0.956
minutes,would+be+appropriate,T1,vix,3,0.9268,0.0958,99,0.9988
minutes,would+be+appropriate,T2,cfnai,1,0.7334,0.1858,91,0.9294
minutes,would+be+appropriate,T2,cfnai,2,0.7331,0.2603,91,0.9877
minutes,would+be+appropriate,T2,cfnai,3,0.6157,0.3408,91,0.969
minutes,would+be+appropriate,T2,vix,1,0.0981,0.8451,91,0.4641
minutes,would+be+appropriate,T2,vix,2,0.2644,0.6363,91,0.7438
minutes,would+be+appropriate,T2,vix,3,0.3714,0.6404,91,0.9455
minutes,would+continue,T1,cfnai,1,0.6173,0.0979,99,0.893
minutes,would+continue,T1,cfnai,2,0.026,0.0428,99,0.182
minutes,would+continue,T1,cfnai,3,0.0097,0.0371,99,0.11
minutes,would+continue,T1,vix,1,0.78,0.0157,99,0.893
minutes,would+continue,T1,vix,2,0.8148,0.045,99,0.956
minutes,would+continue,T1,vix,3,0.4727,0.0553,99,0.9988
minutes,would+continue,T2,cfnai,1,0.4524,0.4048,91,0.778
minutes,would+continue,T2,cfnai,2,0.7183,0.7868,91,0.9877
minutes,would+continue,T2,cfnai,3,0.9205,0.353,91,0.996
minutes,would+continue,T2,vix,1,0.7634,0.0355,91,0.9294
minutes,would+continue,T2,vix,2,0.9843,0.0454,91,0.9877
minutes,would+continue,T2,vix,3,0.9604,0.0118,91,0.996
minutes,would+take,T1,cfnai,1,0.8263,0.4179,99,0.893
minutes,would+take,T1,cfnai,2,0.4033,0.5293,99,0.9486
minutes,would+take,T1,cfnai,3,0.7591,0.8162,99,0.9988
minutes,would+take,T1,vix,1,0.1202,0.5602,99,0.7211
minutes,would+take,T1,vix,2,0.2933,0.7337,99,0.9124
minutes,would+take,T1,vix,3,0.5284,0.8978,99,0.9988
minutes,would+take,T2,cfnai,1,0.0973,0.6282,91,0.4641
minutes,would+take,T2,cfnai,2,0.1625,0.7676,91,0.7438
minutes,would+take,T2,cfnai,3,0.3208,0.9257,91,0.9455
minutes,would+take,T2,vix,1,0.1909,0.8003,91,0.5557
minutes,would+take,T2,vix,2,0.3603,0.9482,91,0.7438
minutes,would+take,T2,vix,3,0.5557,0.9898,91,0.969
speech,ALL,T1,cfnai,1,0.7337,0.2825,124,0.893
speech,ALL,T1,cfnai,2,0.6389,0.3461,124,0.956
speech,ALL,T1,cfnai,3,0.8218,0.2882,124,0.9988
speech,ALL,T1,vix,1,0.962,0.7088,124,0.9651
speech,ALL,T1,vix,2,0.8616,0.4409,124,0.956
speech,ALL,T1,vix,3,0.9531,0.4958,124,0.9988
speech,ALL,T2,cfnai,1,0.528,0.7315,118,0.8214
speech,ALL,T2,cfnai,2,0.6896,0.8219,118,0.9877
speech,ALL,T2,cfnai,3,0.8275,0.4548,118,0.996
speech,ALL,T2,vix,1,0.9146,0.7413,118,0.973
speech,ALL,T2,vix,2,0.9877,0.7173,118,0.9877
speech,ALL,T2,vix,3,0.9564,0.7514,118,0.996
speech,can,T1,cfnai,1,0.5342,0.0002,124,0.893
speech,can,T1,cfnai,2,0.2606,0.001,124,0.9124
speech,can,T1,cfnai,3,0.2509,0.0007,124,0.7805
speech,can,T1,vix,1,0.5258,0.0682,124,0.893
speech,can,T1,vix,2,0.4983,0.0524,124,0.9555
speech,can,T1,vix,3,0.7151,0.1155,124,0.9988
speech,can,T2,cfnai,1,0.961,0.977,118,0.973
speech,can,T2,cfnai,2,0.3719,0.7208,118,0.7438
speech,can,T2,cfnai,3,0.5844,0.9653,118,0.969
speech,can,T2,vix,1,0.1392,0.9841,118,0.4872
speech,can,T2,vix,2,0.308,0.3901,118,0.7438
speech,can,T2,vix,3,0.5161,0.375,118,0.969
speech,could,T1,cfnai,1,0.206,0.5642,124,0.7211
speech,could,T1,cfnai,2,0.4724,0.7584,124,0.9555
speech,could,T1,cfnai,3,0.4331,0.7806,124,0.9988
speech,could,T1,vix,1,0.7108,0.398,124,0.893
speech,could,T1,vix,2,0.7745,0.0997,124,0.956
speech,could,T1,vix,3,0.8717,0.1426,124,0.9988
speech,could,T2,cfnai,1,0.1985,0.8225,118,0.5557
speech,could,T2,cfnai,2,0.2941,0.9479,118,0.7438
speech,could,T2,cfnai,3,0.1498,0.9701,118,0.9455
speech,could,T2,vix,1,0.3375,0.1789,118,0.7012
speech,could,T2,vix,2,0.4817,0.0743,118,0.8991
speech,could,T2,vix,3,0.7192,0.0931,118,0.996
speech,may,T1,cfnai,1,0.8292,0.8139,124,0.893
speech,may,T1,cfnai,2,0.9661,0.5916,124,0.9661
speech,may,T1,cfnai,3,0.9785,0.7933,124,0.9988
speech,may,T1,vix,1,0.6991,0.2241,124,0.893
speech,may,T1,vix,2,0.8885,0.343,124,0.956
speech,may,T1,vix,3,0.9694,0.4934,124,0.9988
speech,may,T2,cfnai,1,0.4724,0.3556,118,0.778
speech,may,T2,cfnai,2,0.7774,0.6343,118,0.9877
speech,may,T2,cfnai,3,0.7861,0.4425,118,0.996
speech,may,T2,vix,1,0.9193,0.3059,118,0.973
speech,may,T2,vix,2,0.9773,0.5525,118,0.9877
speech,may,T2,vix,3,0.9965,0.5274,118,0.9965
speech,should,T1,cfnai,1,0.7071,0.222,124,0.893
speech,should,T1,cfnai,2,0.9218,0.5008,124,0.956
speech,should,T1,cfnai,3,0.9988,0.6616,124,0.9988
speech,should,T1,vix,1,0.0783,0.0926,124,0.7211
speech,should,T1,vix,2,0.261,0.0649,124,0.9124
speech,should,T1,vix,3,0.42,0.1186,124,0.9988
speech,should,T2,cfnai,1,0.7515,0.7537,118,0.9294
speech,should,T2,cfnai,2,0.9178,0.7492,118,0.9877
speech,should,T2,cfnai,3,0.8313,0.5499,118,0.996
speech,should,T2,vix,1,0.0905,0.5665,118,0.4641
speech,should,T2,vix,2,0.2594,0.1547,118,0.7438
speech,should,T2,vix,3,0.2746,0.1996,118,0.9455
speech,will,T1,cfnai,1,0.5663,0.4604,124,0.893
speech,will,T1,cfnai,2,0.8374,0.3665,124,0.956
speech,will,T1,cfnai,3,0.7918,0.3791,124,0.9988
speech,will,T1,vix,1,0.1696,0.0779,124,0.7211
speech,will,T1,vix,2,0.4061,0.2257,124,0.9486
speech,will,T1,vix,3,0.6223,0.091,124,0.9988
speech,will,T2,cfnai,1,0.3234,0.981,118,0.7012
speech,will,T2,cfnai,2,0.0508,0.7573,118,0.7438
speech,will,T2,cfnai,3,0.0056,0.2022,118,0.1555
speech,will,T2,vix,1,0.0262,0.1335,118,0.4641
speech,will,T2,vix,2,0.0839,0.3412,118,0.7438
speech,will,T2,vix,3,0.1772,0.1611,118,0.9455
speech,would,T1,cfnai,1,0.1708,0.2119,124,0.7211
speech,would,T1,cfnai,2,0.5119,0.3012,124,0.9555
speech,would,T1,cfnai,3,0.4017,0.4881,124,0.9988
speech,would,T1,vix,1,0.9651,0.279,124,0.9651
speech,would,T1,vix,2,0.8623,0.3046,124,0.956
speech,would,T1,vix,3,0.8711,0.3825,124,0.9988
speech,would,T2,cfnai,1,0.8472,0.9702,118,0.973
speech,would,T2,cfnai,2,0.6052,0.9728,118,0.9877
