key,unit,target,r2_base,r2_with,delta_r2,coef_text,p_text,n,q_text
minutes,ALL,cfnai_ma3_lead3,0.0553,0.1222,0.0669,0.0846,0.1529,99,0.4882
minutes,ALL,d_vix_28,0.0527,0.0561,0.0033,-0.0823,0.2095,99,0.4882
minutes,could,cfnai_ma3_lead3,0.0553,0.0652,0.0099,-0.0903,0.2201,99,0.4882
minutes,could,d_vix_28,0.0527,0.0529,0.0002,0.0513,0.8,99,0.8603
minutes,should,cfnai_ma3_lead3,0.0553,0.0623,0.007,0.0563,0.3899,99,0.565
minutes,should,d_vix_28,0.0527,0.0551,0.0024,-0.1439,0.3999,99,0.565
minutes,would,cfnai_ma3_lead3,0.0553,0.1169,0.0615,0.0776,0.0239,99,0.3022
minutes,would,d_vix_28,0.0527,0.0529,0.0001,0.015,0.8548,99,0.8603
minutes,would+be+appropriate,cfnai_ma3_lead3,0.0553,0.0634,0.0081,0.0765,0.2568,99,0.4882
minutes,would+be+appropriate,d_vix_28,0.0527,0.0561,0.0033,0.2148,0.6288,99,0.7336
minutes,would+continue,cfnai_ma3_lead3,0.0553,0.0634,0.008,0.0653,0.4392,99,0.5856
minutes,would+continue,d_vix_28,0.0527,0.0529,0.0002,0.0391,0.8603,99,0.8603
minutes,would+take,cfnai_ma3_lead3,0.0553,0.082,0.0267,-0.1646,0.0779,99,0.455
minutes,would+take,d_vix_28,0.0527,0.0579,0.0052,-0.3174,0.2964,99,0.4882
speech,ALL,cfnai_ma3_lead3,0.451,0.4544,0.0034,0.008,0.2834,123,0.4882
speech,ALL,d_vix_28,0.3007,0.3094,0.0086,-0.0732,0.1747,124,0.4882
speech,can,cfnai_ma3_lead3,0.451,0.459,0.008,0.0339,0.174,123,0.4882
speech,can,d_vix_28,0.3007,0.3066,0.0059,-0.1665,0.295,124,0.4882
speech,could,cfnai_ma3_lead3,0.451,0.4562,0.0052,0.0373,0.1163,123,0.4882
speech,could,d_vix_28,0.3007,0.306,0.0053,-0.2174,0.2669,124,0.4882
speech,may,cfnai_ma3_lead3,0.451,0.4519,0.0008,-0.0132,0.5339,123,0.65
speech,may,d_vix_28,0.3007,0.3184,0.0177,-0.346,0.0324,124,0.3022
speech,should,cfnai_ma3_lead3,0.451,0.4555,0.0045,0.0448,0.4036,123,0.565
speech,should,d_vix_28,0.3007,0.3295,0.0288,-0.65,0.0094,124,0.2619
speech,will,cfnai_ma3_lead3,0.451,0.4513,0.0003,-0.0035,0.7707,123,0.8603
speech,will,d_vix_28,0.3007,0.3146,0.0139,0.1488,0.2038,124,0.4882
speech,would,cfnai_ma3_lead3,0.451,0.4524,0.0014,0.0152,0.4852,123,0.6175
speech,would,d_vix_28,0.3007,0.3185,0.0178,-0.3155,0.0812,124,0.455
