layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
min_committee,will,modal,37,62833,5510,767959,588.9,7174.9,613.21,0.0,-3.588,-91.8,-,0.0
min_committee,would,modal,719,62833,3700,767959,11443.0,4818.0,369.5,0.0,1.249,137.5,+,0.0
min_committee,could,modal,83,62833,981,767959,1321.0,1277.4,0.09,0.7704,0.056,3.4,+,0.7704
min_committee,can,modal,3,62833,2124,767959,47.7,2765.8,304.19,0.0,-5.634,-98.3,-,0.0
min_committee,should,modal,85,62833,707,767959,1352.8,920.6,10.17,0.0014,0.563,46.9,+,0.0017
min_committee,may,modal,31,62833,867,767959,493.4,1129.0,26.82,0.0,-1.172,-56.3,-,0.0
pc_chair,will,modal,4341,533106,1206,297686,8142.8,4051.2,518.38,0.0,1.007,101.0,+,0.0
pc_chair,would,modal,3127,533106,1292,297686,5865.6,4340.1,86.23,0.0,0.434,35.1,+,0.0
pc_chair,could,modal,626,533106,438,297686,1174.3,1471.3,12.91,0.0003,-0.326,-20.2,-,0.0004
pc_chair,can,modal,1610,533106,517,297686,3020.0,1736.7,130.6,0.0,0.797,73.9,+,0.0
pc_chair,should,modal,497,533106,295,297686,932.3,991.0,0.69,0.4073,-0.089,-5.9,-,0.4073
pc_chair,may,modal,485,533106,413,297686,909.8,1387.4,38.99,0.0,-0.609,-34.4,-,0.0
speech_chair,will,modal,1169,234853,4378,595939,4977.6,7346.4,150.22,0.0,-0.561,-32.2,-,0.0
speech_chair,would,modal,573,234853,3846,595939,2439.8,6453.7,594.19,0.0,-1.402,-62.2,-,0.0
speech_chair,could,modal,355,234853,709,595939,1511.6,1189.7,13.18,0.0003,0.346,27.1,+,0.0003
speech_chair,can,modal,514,234853,1613,595939,2188.6,2706.7,18.23,0.0,-0.306,-19.1,-,0.0
speech_chair,should,modal,210,234853,582,595939,894.2,976.6,1.22,0.2701,-0.125,-8.4,-,0.2701
speech_chair,may,modal,382,234853,516,595939,1626.5,865.9,83.3,0.0,0.91,87.9,+,0.0
