key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
minutes,ALL,T1,cfnai,0.2448,0.8072,99,0.9974,0.9807179487179488
minutes,ALL,T1,vix,0.2224,0.5284,99,0.9974,0.9807179487179488
minutes,ALL,T2,cfnai,0.6547,0.0632,91,0.9974,0.632
minutes,ALL,T2,vix,0.2956,0.6522,91,0.9974,0.9807179487179488
minutes,could,T1,cfnai,0.987,0.991,198,0.9974,0.991
minutes,could,T1,vix,0.0885,0.5318,198,0.8849999999999999,0.9807179487179488
minutes,could,T2,cfnai,0.9434,0.9303,182,0.9974,0.9807179487179488
minutes,could,T2,vix,0.7163,0.951,182,0.9974,0.9807179487179488
minutes,may,T1,cfnai,0.9527,0.8728,198,0.9974,0.9807179487179488
minutes,may,T1,vix,0.9537,0.9245,198,0.9974,0.9807179487179488
minutes,may,T2,cfnai,0.6506,0.7962,182,0.9974,0.9807179487179488
minutes,may,T2,vix,0.9463,0.7104,182,0.9974,0.9807179487179488
minutes,should,T1,cfnai,0.9974,0.9498,198,0.9974,0.9807179487179488
minutes,should,T1,vix,0.8859,0.5381,198,0.9974,0.9807179487179488
minutes,should,T2,cfnai,0.9508,0.2326,182,0.9974,0.9807179487179488
minutes,should,T2,vix,0.7083,0.6627,182,0.9974,0.9807179487179488
minutes,will,T1,cfnai,0.9461,0.9492,198,0.9974,0.9807179487179488
minutes,will,T1,vix,0.6314,0.6193,198,0.9974,0.9807179487179488
minutes,will,T2,cfnai,0.9858,0.9152,182,0.9974,0.9807179487179488
minutes,will,T2,vix,0.2176,0.8411,182,0.9974,0.9807179487179488
minutes,would,T1,cfnai,0.7597,0.8415,198,0.9974,0.9807179487179488
minutes,would,T1,vix,0.8669,0.4774,198,0.9974,0.9807179487179488
minutes,would,T2,cfnai,0.4854,0.3781,182,0.9974,0.9807179487179488
minutes,would,T2,vix,0.9958,0.7084,182,0.9974,0.9807179487179488
statement,ALL,T1,cfnai,0.0549,0.1438,101,0.732,0.9586666666666668
statement,ALL,T1,vix,0.0507,0.0248,101,0.732,0.49599999999999994
statement,ALL,T2,cfnai,0.4075,0.2811,91,0.9974,0.9807179487179488
statement,ALL,T2,vix,0.16,0.4617,91,0.9974,0.9807179487179488
statement,could,T1,cfnai,0.4804,0.0019,202,0.9974,0.076
statement,could,T1,vix,0.9489,0.6543,202,0.9974,0.9807179487179488
statement,could,T2,cfnai,0.6004,0.6939,182,0.9974,0.9807179487179488
statement,could,T2,vix,0.412,0.8603,182,0.9974,0.9807179487179488
statement,will,T1,cfnai,0.0007,0.0847,202,0.027999999999999997,0.6776
statement,will,T1,vix,0.4073,0.3946,202,0.9974,0.9807179487179488
statement,will,T2,cfnai,0.6092,0.574,182,0.9974,0.9807179487179488
statement,will,T2,vix,0.2156,0.6799,182,0.9974,0.9807179487179488
statement,would,T1,cfnai,0.6623,0.0477,202,0.9974,0.632
statement,would,T1,vix,0.9842,0.9429,202,0.9974,0.9807179487179488
statement,would,T2,cfnai,0.5676,0.8807,182,0.9974,0.9807179487179488
statement,would,T2,vix,0.379,0.9562,182,0.9974,0.9807179487179488
