doc_id,unit,count,density,share,date,period
statement_20140129,will,14,16.80672268907563,0.8235294117647058,2014-01-29,T1
statement_20140129,could,1,1.2004801920768307,0.058823529411764705,2014-01-29,T1
statement_20140129,would,0,0.0,0.0,2014-01-29,T1
statement_20140129,should,2,2.4009603841536613,0.11764705882352941,2014-01-29,T1
statement_20140129,may,0,0.0,0.0,2014-01-29,T1
statement_20140129,can,0,0.0,0.0,2014-01-29,T1
statement_20140319,will,13,15.42111506524318,0.7647058823529411,2014-03-19,T1
statement_20140319,could,1,1.1862396204033216,0.058823529411764705,2014-03-19,T1
statement_20140319,would,0,0.0,0.0,2014-03-19,T1
statement_20140319,should,2,2.3724792408066433,0.11764705882352941,2014-03-19,T1
statement_20140319,may,1,1.1862396204033216,0.058823529411764705,2014-03-19,T1
statement_20140319,can,0,0.0,0.0,2014-03-19,T1
statement_20140430,will,13,15.97051597051597,0.7647058823529411,2014-04-30,T1
statement_20140430,could,1,1.2285012285012284,0.058823529411764705,2014-04-30,T1
statement_20140430,would,0,0.0,0.0,2014-04-30,T1
statement_20140430,should,2,2.457002457002457,0.11764705882352941,2014-04-30,T1
statement_20140430,may,1,1.2285012285012284,0.058823529411764705,2014-04-30,T1
statement_20140430,can,0,0.0,0.0,2014-04-30,T1
statement_20140618,will,13,16.270337922403005,0.7647058823529411,2014-06-18,T1
statement_20140618,could,1,1.2515644555694618,0.058823529411764705,2014-06-18,T1
statement_20140618,would,0,0.0,0.0,2014-06-18,T1
statement_20140618,should,2,2.5031289111389237,0.11764705882352941,2014-06-18,T1
statement_20140618,may,1,1.2515644555694618,0.058823529411764705,2014-06-18,T1
statement_20140618,can,0,0.0,0.0,2014-06-18,T1
statement_20140730,will,11,13.836477987421384,0.7857142857142857,2014-07-30,T1
statement_20140730,could,0,0.0,0.0,2014-07-30,T1
statement_20140730,would,0,0.0,0.0,2014-07-30,T1
statement_20140730,should,2,2.5157232704402515,0.14285714285714285,2014-07-30,T1
statement_20140730,may,1,1.2578616352201257,0.07142857142857142,2014-07-30,T1
statement_20140730,can,0,0.0,0.0,2014-07-30,T1
statement_20140917,will,11,13.959390862944163,0.7857142857142857,2014-09-17,T1
statement_20140917,could,0,0.0,0.0,2014-09-17,T1
statement_20140917,would,0,0.0,0.0,2014-09-17,T1
statement_20140917,should,2,2.5380710659898473,0.14285714285714285,2014-09-17,T1
statement_20140917,may,1,1.2690355329949237,0.07142857142857142,2014-09-17,T1
statement_20140917,can,0,0.0,0.0,2014-09-17,T1
statement_20141029,will,6,9.360374414976599,0.75,2014-10-29,T1
statement_20141029,could,0,0.0,0.0,2014-10-29,T1
statement_20141029,would,0,0.0,0.0,2014-10-29,T1
statement_20141029,should,1,1.5600624024960998,0.125,2014-10-29,T1
statement_20141029,may,1,1.5600624024960998,0.125,2014-10-29,T1
statement_20141029,can,0,0.0,0.0,2014-10-29,T1
statement_20141217,will,5,8.591065292096221,0.625,2014-12-17,T1
statement_20141217,could,0,0.0,0.0,2014-12-17,T1
statement_20141217,would,0,0.0,0.0,2014-12-17,T1
statement_20141217,should,1,1.7182130584192439,0.125,2014-12-17,T1
statement_20141217,may,1,1.7182130584192439,0.125,2014-12-17,T1
statement_20141217,can,1,1.7182130584192439,0.125,2014-12-17,T1
statement_20150128,will,4,7.352941176470588,0.5714285714285714,2015-01-28,T1
statement_20150128,could,0,0.0,0.0,2015-01-28,T1
statement_20150128,would,0,0.0,0.0,2015-01-28,T1
statement_20150128,should,1,1.838235294117647,0.14285714285714285,2015-01-28,T1
statement_20150128,may,1,1.838235294117647,0.14285714285714285,2015-01-28,T1
statement_20150128,can,1,1.838235294117647,0.14285714285714285,2015-01-28,T1
statement_20150318,will,6,10.752688172043012,0.75,2015-03-18,T1
statement_20150318,could,0,0.0,0.0,2015-03-18,T1
statement_20150318,would,0,0.0,0.0,2015-03-18,T1
statement_20150318,should,1,1.7921146953405018,0.125,2015-03-18,T1
statement_20150318,may,1,1.7921146953405018,0.125,2015-03-18,T1
statement_20150318,can,0,0.0,0.0,2015-03-18,T1
statement_20150429,will,6,11.214953271028037,0.75,2015-04-29,T1
