doc_id,doc_type,date,chair,word_count,compound,pos,neu,neg,n_sent,share_pos,share_neg
speech_powell_20190604a,Chair Speech,2019-06-04,Powell,3331,0.12378115183246075,0.07790052356020942,0.8897225130890052,0.0323717277486911,191,0.3507853403141361,0.15706806282722513
speech_powell_20190625a,Chair Speech,2019-06-25,Powell,1409,0.20303571428571426,0.11291428571428572,0.8430428571428572,0.044071428571428574,70,0.5142857142857142,0.15714285714285714
speech_powell_20190709a,Chair Speech,2019-07-09,Powell,743,0.172109375,0.138,0.80021875,0.061781249999999996,32,0.53125,0.28125
speech_powell_20190716a,Chair Speech,2019-07-16,Powell,2416,0.15961372549019606,0.12523529411764706,0.8129313725490196,0.06181372549019608,102,0.5196078431372549,0.22549019607843138
speech_powell_20190823a,Chair Speech,2019-08-23,Powell,4153,0.09544279279279282,0.08586486486486487,0.8604819819819819,0.05363513513513513,222,0.38738738738738737,0.22972972972972974
speech_powell_20191004a,Chair Speech,2019-10-04,Powell,842,0.24967857142857142,0.1354047619047619,0.8176666666666667,0.04697619047619048,42,0.6190476190476191,0.11904761904761904
speech_powell_20191007a,Chair Speech,2019-10-07,Powell,800,0.09670000000000001,0.08635,0.84465,0.068975,40,0.375,0.2
speech_powell_20191008a,Chair Speech,2019-10-08,Powell,4216,0.13964472573839662,0.0710253164556962,0.904295358649789,0.024662447257383965,237,0.38396624472573837,0.10126582278481013
speech_powell_20191009a,Chair Speech,2019-10-09,Powell,703,0.2773444444444444,0.129,0.8351666666666667,0.035861111111111114,36,0.5833333333333334,0.08333333333333333
speech_powell_20191125a,Chair Speech,2019-11-25,Powell,2668,0.20863114754098364,0.10698360655737704,0.8490819672131147,0.04394262295081968,122,0.5327868852459017,0.13114754098360656
speech_powell_20200409a,Chair Speech,2020-04-09,Powell,949,0.21507749999999998,0.13247499999999998,0.791275,0.07625,40,0.7,0.2
speech_powell_20200513a,Chair Speech,2020-05-13,Powell,1528,-0.018870103092783502,0.07003092783505155,0.8642371134020618,0.0658041237113402,97,0.24742268041237114,0.28865979381443296
speech_powell_20200521a,Chair Speech,2020-05-21,Powell,541,0.19955862068965516,0.1403448275862069,0.817344827586207,0.0423103448275862,29,0.4827586206896552,0.20689655172413793
speech_powell_20200619a,Chair Speech,2020-06-19,Powell,553,0.07545333333333336,0.13346666666666665,0.7753000000000001,0.0913,30,0.5333333333333333,0.3
speech_powell_20200827a,Chair Speech,2020-08-27,Powell,5418,0.09081661538461537,0.06036615384615385,0.9119938461538459,0.027643076923076916,325,0.29846153846153844,0.12
speech_powell_20201006a,Chair Speech,2020-10-06,Powell,2206,0.11081553398058255,0.11889320388349515,0.8130485436893203,0.06806796116504854,103,0.46601941747572817,0.33980582524271846
