inflation,employment,tightening,accommodation,lm_neg,lm_pos,sw_hawk_minus_dove,sw_hawk_score,sw_dove_score,n_tokens,doc_id,doc_type,date
17.548,4.854,10.33,2.614,24.518,7.841,28.748,40.137,11.389,8035,minutes_20221102,minutes,2022-11-02
19.712,6.614,8.819,5.187,25.418,8.559,25.159,41.24,16.081,7711,minutes_20221214,minutes,2022-12-14
16.008,5.298,8.407,4.261,21.191,8.407,21.248,35.011,13.763,8683,minutes_20230201,minutes,2023-02-01
19.917,6.283,9.892,2.406,17.778,6.149,26.934,38.698,11.764,7481,minutes_20230322,minutes,2023-03-22
15.422,5.343,9.593,4.372,25.258,7.043,24.407,37.644,13.236,8235,minutes_20230503,minutes,2023-05-03
19.633,7.345,8.051,4.379,17.514,7.203,21.115,36.441,15.325,7080,minutes_20230614,minutes,2023-06-14
18.47,5.916,12.554,3.608,19.769,8.225,27.272,40.909,13.637,6930,minutes_20230726,minutes,2023-07-26
17.981,6.044,9.973,3.324,18.888,9.368,23.346,37.398,14.052,6618,minutes_20230920,minutes,2023-09-20
16.024,6.063,9.817,1.732,17.468,9.961,21.8,34.575,12.776,6927,minutes_20231101,minutes,2023-11-01
17.878,6.977,9.302,3.924,19.041,10.61,20.494,36.7,16.206,6880,minutes_20231213,minutes,2023-12-13
15.888,5.561,7.811,3.84,14.961,13.107,15.225,31.179,15.954,7553,minutes_20240131,minutes,2024-01-31
14.513,5.75,7.667,4.244,17.662,12.185,14.924,31.011,16.087,7304,minutes_20240320,minutes,2024-03-20
15.372,5.729,8.944,5.59,16.629,11.738,15.443,32.631,17.188,7156,minutes_20240501,minutes,2024-05-01
17.949,9.583,5.172,6.389,17.645,11.865,10.039,31.944,21.905,6574,minutes_20240612,minutes,2024-06-12
14.426,8.626,5.205,6.841,18.293,10.262,8.18,28.777,20.598,6724,minutes_20240731,minutes,2024-07-31
17.463,10.448,5.224,6.269,19.403,8.507,11.418,32.389,20.97,6700,minutes_20240918,minutes,2024-09-18
12.033,8.615,4.102,6.153,16.546,8.478,5.401,24.408,19.007,7313,minutes_20241107,minutes,2024-11-07
15.737,8.451,4.226,7.14,14.717,8.305,7.578,27.322,19.744,6863,minutes_20241218,minutes,2024-12-18
14.863,6.387,4.176,3.931,12.161,8.844,10.38,25.12,14.74,8141,minutes_20250129,minutes,2025-01-29
12.552,8.138,5.655,3.034,19.034,5.241,13.931,27.724,13.793,7250,minutes_20250319,minutes,2025-03-19
15.938,5.532,6.059,3.952,20.943,7.64,19.164,32.468,13.304,7592,minutes_20250507,minutes,2025-05-07
14.441,6.654,6.513,3.398,13.309,6.938,14.088,27.608,13.521,7063,minutes_20250618,minutes,2025-06-18
13.517,6.759,5.491,3.661,17.46,7.04,13.798,27.738,13.94,7102,minutes_20250730,minutes,2025-07-30
12.77,10.72,6.464,5.203,15.292,6.779,7.568,26.88,19.312,6343,minutes_20250917,minutes,2025-09-17
11.08,5.901,5.901,5.179,17.704,7.708,10.899,25.833,14.934,8303,minutes_20251029,minutes,2025-10-29
12.451,7.995,3.932,5.505,14.024,5.636,7.077,23.395,16.318,7630,minutes_20251210,minutes,2025-12-10
13.649,6.218,3.336,5.46,14.255,8.948,7.96,24.113,16.152,6594,minutes_20260128,minutes,2026-01-28
19.534,7.879,6.074,4.432,16.743,5.581,18.878,33.979,15.101,6092,minutes_20260318,minutes,2026-03-18
18.383,4.815,3.939,3.21,17.508,8.025,19.038,31.076,12.038,6854,minutes_20260429,minutes,2026-04-29
14.645,6.759,3.38,3.267,21.967,11.941,13.012,29.008,15.997,8877,transcript_20110427,press_conf_transcript,2011-04-27
9.639,5.756,1.874,2.945,22.624,7.631,10.308,22.825,12.517,7470,transcript_20110622,press_conf_transcript,2011-06-22
5.722,5.589,1.198,4.258,21.823,10.645,2.662,17.831,15.17,7515,transcript_20111102,press_conf_transcript,2011-11-02
11.743,6.654,2.838,3.914,15.07,10.764,6.166,22.116,15.95,10219,transcript_20120125,press_conf_transcript,2012-01-25
7.45,5.523,2.184,4.753,21.195,14.258,2.826,20.232,17.405,7785,transcript_20120425,press_conf_transcript,2012-04-25
2.031,4.738,1.895,6.769,16.516,7.581,-3.114,12.184,15.298,7387,transcript_20120620,press_conf_transcript,2012-06-20
5.654,9.461,2.192,5.654,17.192,11.307,-4.326,16.442,20.768,8667,transcript_20120913,press_conf_transcript,2012-09-13
5.643,7.748,2.695,4.211,17.854,9.769,0.422,17.265,16.843,11874,transcript_20121212,press_conf_transcript,2012-12-12
3.606,7.649,3.824,4.152,25.022,10.927,2.677,19.941,17.264,9152,transcript_20130320,press_conf_transcript,2013-03-20
9.051,6.346,3.745,3.329,14.149,8.739,5.826,19.87,14.045,9612,transcript_20130619,press_conf_transcript,2013-06-19
4.698,9.505,3.933,3.168,18.573,13.22,-1.366,17.918,19.283,9153,transcript_20130918,press_conf_transcript,2013-09-18
5.025,8.561,3.722,3.35,19.356,10.702,1.163,18.425,17.262,10746,transcript_20131218,press_conf_transcript,2013-12-18
7.661,12.434,2.261,2.763,19.216,9.169,-0.252,19.53,19.782,7962,transcript_20140319,press_conf_transcript,2014-03-19
7.647,9.455,2.642,3.615,18.632,9.733,1.668,19.605,17.937,7192,transcript_20140618,press_conf_transcript,2014-06-18
5.402,9.588,2.971,2.431,17.961,7.292,1.689,17.354,15.665,7405,transcript_20140917,press_conf_transcript,2014-09-17
13.158,5.993,2.345,2.606,14.2,10.031,8.989,22.603,13.614,7676,transcript_20141217,press_conf_transcript,2014-12-17
8.555,5.52,5.382,2.898,15.869,11.453,7.727,21.871,14.144,7247,transcript_20150318,press_conf_transcript,2015-03-18
7.706,7.706,6.27,1.829,15.543,11.886,6.269,21.747,15.478,7656,transcript_20150617,press_conf_transcript,2015-06-17
12.061,8.3,5.317,3.112,21.009,8.948,11.996,27.883,15.886,7711,transcript_20150917,press_conf_transcript,2015-09-17
13.879,6.432,5.642,3.724,18.28,9.592,13.709,28.661,14.952,8862,transcript_20151216,press_conf_transcript,2015-12-16
12.855,7.272,2.987,4.675,15.712,9.609,6.947,23.698,16.752,7701,transcript_20160316,press_conf_transcript,2016-03-16
12.136,7.951,2.65,2.65,14.925,8.509,7.393,22.248,14.855,7169,transcript_20160615,press_conf_transcript,2016-06-15
7.555,8.154,4.077,2.998,15.589,9.713,3.418,19.427,16.009,8339,transcript_20160921,press_conf_transcript,2016-09-21
6.25,11.31,4.315,2.232,15.327,11.012,-0.82,18.229,19.048,6720,transcript_20161214,press_conf_transcript,2016-12-14
6.288,4.891,3.913,3.633,10.62,10.481,1.746,15.511,13.765,7156,transcript_20170315,press_conf_transcript,2017-03-15
8.194,5.633,3.457,3.457,12.546,7.425,5.121,17.924,12.803,7811,transcript_20170614,press_conf_transcript,2017-06-14
10.373,6.76,3.03,3.497,19.697,9.207,8.391,23.252,14.861,8580,transcript_20170920,press_conf_transcript,2017-09-20
7.569,5.704,3.291,3.291,14.37,13.164,2.468,18.045,15.577,9116,transcript_20171213,press_conf_transcript,2017-12-13
6.825,5.219,4.55,3.48,18.737,5.889,9.1,20.743,11.643,7472,transcript_20180321,press_conf_transcript,2018-03-21
10.139,7.011,3.991,4.746,13.699,7.874,5.285,20.979,15.694,9271,transcript_20180613,press_conf_transcript,2018-06-13
6.138,3.605,4.677,3.507,16.368,10.62,6.577,18.999,12.422,10264,transcript_20180926,press_conf_transcript,2018-09-26
6.348,4.893,4.496,2.777,10.844,9.786,3.703,16.266,12.563,7562,transcript_20181219,press_conf_transcript,2018-12-19
3.428,0.979,1.714,2.326,14.691,8.08,5.143,12.488,7.345,8168,transcript_20190130,press_conf_transcript,2019-01-30
6.057,3.738,1.16,3.866,17.915,10.311,3.415,16.175,12.759,7759,transcript_20190320,press_conf_transcript,2019-03-20
11.489,2.327,1.018,5.236,15.561,11.198,7.126,20.288,13.162,6876,transcript_20190501,press_conf_transcript,2019-05-01
6.938,4.937,0.667,9.206,17.879,10.54,-2.869,16.544,19.413,7495,transcript_20190619,press_conf_transcript,2019-06-19
3.936,1.353,1.599,11.315,17.095,7.502,-2.337,14.082,16.419,8131,transcript_20190731,press_conf_transcript,2019-07-31
2.871,2.319,0.773,5.632,15.791,8.503,-0.663,11.54,12.203,9056,transcript_20190918,press_conf_transcript,2019-09-18
7.172,3.89,2.188,7.294,11.913,10.455,-1.095,15.316,16.412,8226,transcript_20191030,press_conf_transcript,2019-10-30
9.255,6.064,1.915,5.319,11.809,8.617,1.383,17.075,15.691,9400,transcript_20191211,press_conf_transcript,2019-12-11
4.195,3.172,1.433,3.07,12.279,10.539,0.256,11.768,11.511,9773,transcript_20200129,press_conf_transcript,2020-01-29
0.41,1.641,1.641,7.383,14.356,7.793,-3.692,9.229,12.921,2438,transcript_20200303,press_conf_transcript,2020-03-03
2.677,1.74,0.669,5.756,13.117,9.236,-2.21,9.905,12.114,7471,transcript_20200315,press_conf_transcript,2020-03-15
3.588,4.186,1.076,4.306,21.05,9.329,2.032,15.189,13.157,8361,transcript_20200429,press_conf_transcript,2020-04-29
2.794,8.756,0.931,5.309,17.977,9.78,-6.242,12.713,18.955,10736,transcript_20200610,press_conf_transcript,2020-06-10
1.64,5.498,0.772,5.112,16.107,7.62,-3.955,10.465,14.42,10368,transcript_20200729,press_conf_transcript,2020-07-29
5.919,6.726,0.807,7.444,15.157,10.045,-4.888,14.305,19.192,11150,transcript_20200916,press_conf_transcript,2020-09-16
1.847,3.348,0.693,6.926,13.044,9.235,-5.829,9.062,14.892,8663,transcript_20201105,press_conf_transcript,2020-11-05
6.102,3.718,1.621,6.102,15.063,9.152,0.858,15.255,14.396,10489,transcript_20201216,press_conf_transcript,2020-12-16
6.087,4.849,1.238,3.714,14.342,11.35,0.258,14.496,14.238,9692,transcript_20210127,press_conf_transcript,2021-01-27
7.242,9.688,2.257,3.762,16.742,11.005,-1.082,17.87,18.953,10632,transcript_20210317,press_conf_transcript,2021-03-17
10.449,6.055,0.977,2.441,14.258,11.23,4.444,18.555,14.111,10240,transcript_20210428,press_conf_transcript,2021-04-28
11.492,6.436,2.482,2.482,11.676,9.47,6.159,19.812,13.653,10877,transcript_20210616,press_conf_transcript,2021-06-16
11.325,6.954,2.285,3.278,10.63,10.829,3.279,18.925,15.646,10066,transcript_20210728,press_conf_transcript,2021-07-28
5.085,7.946,2.119,2.543,16.421,10.382,-0.265,15.415,15.68,9439,transcript_20210922,press_conf_transcript,2021-09-22
8.213,10.317,2.003,3.105,15.425,9.014,-0.001,17.928,17.929,9984,transcript_20211103,press_conf_transcript,2021-11-03
8.894,10.89,3.176,3.721,11.616,8.984,-1.225,17.878,19.103,11019,transcript_20211215,press_conf_transcript,2021-12-15
8.905,5.667,6.072,3.542,13.762,9.917,7.691,21.858,14.168,9882,transcript_20220126,press_conf_transcript,2022-01-26
13.466,8.229,4.275,2.672,11.008,13.68,5.504,23.245,17.741,9357,transcript_20220316,press_conf_transcript,2022-03-16
12.646,7.635,4.534,2.147,13.362,10.857,8.651,23.861,15.21,8382,transcript_20220504,press_conf_transcript,2022-05-04
18.223,5.426,3.583,0.512,13.309,8.395,18.325,28.46,10.136,9768,transcript_20220615,press_conf_transcript,2022-06-15
11.998,7.536,4.859,1.289,16.857,9.717,11.602,25.285,13.683,10085,transcript_20220727,press_conf_transcript,2022-07-27
16.849,6.47,6.066,1.348,14.692,11.727,16.579,30.261,13.681,7419,transcript_20220921,press_conf_transcript,2022-09-21
13.69,4.563,6.29,0.74,16.527,8.263,18.809,28.244,9.434,8108,transcript_20221102,press_conf_transcript,2022-11-02
17.046,9.705,6.221,2.364,14.931,10.576,13.375,30.732,17.357,8037,transcript_20221214,press_conf_transcript,2022-12-14
17.731,5.952,5.58,1.86,12.647,9.299,17.173,29.634,12.462,8065,transcript_20230201,press_conf_transcript,2023-02-01
9.652,3.683,7.112,2.413,17.526,7.62,15.621,25.527,9.906,7874,transcript_20230322,press_conf_transcript,2023-03-22
7.168,3.749,5.955,1.544,14.446,6.837,11.634,20.346,8.712,9068,transcript_20230503,press_conf_transcript,2023-05-03
14.109,5.493,5.277,1.508,11.093,5.385,15.239,24.932,9.694,9285,transcript_20230614,press_conf_transcript,2023-06-14
15.396,4.785,7.802,2.705,12.483,9.986,16.957,29.44,12.483,9613,transcript_20230726,press_conf_transcript,2023-07-26
13.316,5.228,5.425,2.17,13.711,9.864,13.266,25.596,12.33,10138,transcript_20230920,press_conf_transcript,2023-09-20
10.009,3.898,9.061,1.58,14.329,11.168,15.173,26.235,11.062,9491,transcript_20231101,press_conf_transcript,2023-11-01
11.181,5.955,6.077,3.889,14.827,11.911,8.872,24.671,15.799,8228,transcript_20231213,press_conf_transcript,2023-12-13
15.601,6.819,2.583,3.926,10.642,13.844,5.838,23.505,17.667,9679,transcript_20240131,press_conf_transcript,2024-01-31
12.762,6.14,2.649,4.093,14.447,13.966,5.419,22.635,17.216,8306,transcript_20240320,press_conf_transcript,2024-03-20
13.922,5.726,5.614,4.379,14.708,11.115,11.227,26.89,15.663,8907,transcript_20240501,press_conf_transcript,2024-05-01
15.002,7.853,2.316,4.027,12.183,13.894,4.583,23.41,18.827,9932,transcript_20240612,press_conf_transcript,2024-06-12
10.739,10.292,2.909,4.587,14.655,11.187,0.503,20.976,20.473,8939,transcript_20240731,press_conf_transcript,2024-07-31
10.927,10.927,1.987,4.967,15.342,9.713,-0.165,20.585,20.75,9060,transcript_20240918,press_conf_transcript,2024-09-18
11.115,7.538,1.789,1.916,11.626,13.16,2.683,18.717,16.034,7827,transcript_20241107,press_conf_transcript,2024-11-07
16.914,7.661,2.089,4.875,12.138,12.039,6.517,25.072,18.555,10051,transcript_20241218,press_conf_transcript,2024-12-18
10.048,7.162,3.314,2.672,11.865,12.186,3.367,19.294,15.927,9355,transcript_20250129,press_conf_transcript,2025-01-29
13.361,5.386,1.45,2.175,12.947,7.043,10.202,21.285,11.082,9655,transcript_20250319,press_conf_transcript,2025-03-19
7.779,7.223,2.778,2.334,17.335,6.334,6.5,19.224,12.724,8999,transcript_20250507,press_conf_transcript,2025-05-07
10.262,7.243,2.113,2.817,11.469,7.646,4.226,18.11,13.883,9940,transcript_20250618,press_conf_transcript,2025-06-18
13.125,7.875,4.295,3.102,13.125,7.517,9.247,23.983,14.736,8381,transcript_20250730,press_conf_transcript,2025-07-30
9.86,10.395,1.929,5.466,14.146,7.073,-0.535,18.862,19.398,9331,transcript_20250917,press_conf_transcript,2025-09-17
9.616,8.908,2.632,5.162,17.006,6.073,3.644,20.751,17.107,9879,transcript_20251029,press_conf_transcript,2025-10-29
10.961,8.939,1.596,5.427,14.792,6.598,2.288,19.953,17.665,9397,transcript_20251210,press_conf_transcript,2025-12-10
8.148,8.391,1.581,4.013,13.499,8.391,-0.121,16.479,16.599,8223,transcript_20260128,press_conf_transcript,2026-01-28
14.801,4.785,2.448,2.56,12.575,6.9,12.741,23.536,10.795,8986,transcript_20260318,press_conf_transcript,2026-03-18
7.476,2.816,1.942,2.621,12.233,9.029,5.583,15.534,9.951,10300,transcript_20260429,press_conf_transcript,2026-04-29
7.488,4.765,6.467,7.828,23.485,12.934,6.637,25.697,19.06,2938,speech_bernanke_20110203a,speech,2011-02-03
3.456,2.074,4.378,2.074,33.18,6.912,16.82,24.424,7.604,4340,speech_bernanke_20110210a,speech,2011-02-10
2.323,0.0,2.788,1.859,34.387,16.729,12.081,22.305,10.223,2152,speech_bernanke_20110218a,speech,2011-02-18
0.336,4.031,4.703,5.71,24.857,13.1,1.177,17.468,16.291,2977,speech_bernanke_20110302a,speech,2011-03-02
0.0,0.0,4.061,0.677,25.381,13.198,9.476,16.752,7.276,2955,speech_bernanke_20110323a,speech,2011-03-23
0.256,0.0,3.332,0.769,22.296,13.583,7.176,14.736,7.561,3902,speech_bernanke_20110404a,speech,2011-04-04
1.105,8.468,3.314,4.418,47.865,14.728,8.102,28.352,20.25,2716,speech_bernanke_20110429a,speech,2011-04-29
0.0,0.0,4.631,0.545,24.244,13.893,9.261,16.753,7.492,3671,speech_bernanke_20110505a,speech,2011-05-05
1.695,0.0,0.0,1.695,6.78,22.034,-7.627,5.085,12.712,590,speech_bernanke_20110512a,speech,2011-05-12
0.0,2.251,3.252,7.004,9.505,21.011,-11.756,8.005,19.761,3998,speech_bernanke_20110516a,speech,2011-05-16
28.332,6.573,7.48,4.306,24.932,12.693,31.052,48.278,17.226,4412,speech_bernanke_20110607a,speech,2011-06-07
0.0,0.948,9.957,3.319,36.51,10.906,18.492,28.212,9.72,2109,speech_bernanke_20110614a,speech,2011-06-14
4.695,3.59,3.038,3.59,35.073,16.57,9.805,25.27,15.465,3621,speech_bernanke_20110826a,speech,2011-08-26
11.511,5.755,6.475,2.518,39.209,13.309,22.663,37.59,14.927,2780,speech_bernanke_20110908a,speech,2011-09-08
0.0,0.0,0.0,3.466,12.132,3.466,0.867,6.066,5.199,577,speech_bernanke_20110915a,speech,2011-09-15
2.016,0.806,4.636,2.217,13.102,21.165,-0.402,13.203,13.605,4961,speech_bernanke_20110928a,speech,2011-09-28
13.487,2.248,3.497,3.746,21.479,19.73,11.865,27.724,15.859,4004,speech_bernanke_20111018a,speech,2011-10-18
0.0,1.669,1.669,5.843,12.521,13.356,-6.261,7.93,14.19,1198,speech_bernanke_20111109a,speech,2011-11-09
5.679,8.301,2.621,1.311,24.028,16.164,2.62,20.314,17.694,2289,speech_bernanke_20111110a,speech,2011-11-10
0.0,0.0,1.839,0.788,17.604,16.553,1.576,10.641,9.065,3806,speech_bernanke_20120216a,speech,2012-02-16
0.0,0.0,1.38,1.38,17.943,14.493,1.725,10.352,8.627,1449,speech_bernanke_20120314a,speech,2012-03-14
0.0,0.0,1.447,1.447,23.155,11.577,5.789,13.024,7.236,691,speech_bernanke_20120323a,speech,2012-03-23
0.0,40.757,7.902,2.911,57.6,11.021,-12.477,36.702,49.178,4809,speech_bernanke_20120326a,speech,2012-03-26
0.804,0.536,5.09,1.072,17.948,15.001,5.76,14.868,9.108,3733,speech_bernanke_20120409a,speech,2012-04-09
2.4,0.2,2.2,0.8,52.989,6.799,26.695,31.094,4.399,5001,speech_bernanke_20120413a,speech,2012-04-13
2.802,0.311,4.359,3.425,29.888,17.746,9.496,22.105,12.609,3212,speech_bernanke_20120510a,speech,2012-05-10
0.903,1.805,1.805,4.513,8.123,20.758,-9.927,6.769,16.697,1108,speech_bernanke_20120724a,speech,2012-07-24
1.149,1.723,1.149,1.149,10.913,24.124,-7.179,7.755,14.934,1741,speech_bernanke_20120806a,speech,2012-08-06
0.0,0.0,1.629,0.814,4.072,17.915,-6.106,3.665,9.771,1228,speech_bernanke_20120807a,speech,2012-08-07
5.387,4.678,3.402,9.782,20.414,9.498,-0.213,18.996,19.209,7054,speech_bernanke_20120831a,speech,2012-08-31
6.757,3.829,5.856,5.856,21.847,13.739,6.982,23.537,16.555,4440,speech_bernanke_20121001a,speech,2012-10-01
9.019,4.51,1.691,10.71,27.621,14.656,1.972,24.52,22.548,1774,speech_bernanke_20121014a,speech,2012-10-14
3.831,2.299,4.342,3.576,33.461,14.304,11.877,24.904,13.027,3915,speech_bernanke_20121115a,speech,2012-11-15
5.886,10.148,5.683,6.292,39.172,13.193,8.119,31.155,23.036,4927,speech_bernanke_20121120a,speech,2012-11-20
9.056,1.478,4.435,4.99,20.883,7.762,13.583,23.932,10.349,5411,speech_bernanke_20130301a,speech,2013-03-01
1.957,1.957,1.174,5.479,30.137,12.524,4.502,18.2,13.698,2555,speech_bernanke_20130325a,speech,2013-03-25
0.473,0.236,3.544,0.945,40.17,13.469,16.187,24.102,7.915,4232,speech_bernanke_20130408a,speech,2013-04-08
0.276,2.206,2.758,1.655,17.375,20.408,-2.344,11.721,14.065,3626,speech_bernanke_20130412a,speech,2013-04-12
3.402,0.227,4.99,1.134,35.836,11.794,19.052,26.31,7.258,4409,speech_bernanke_20130510a,speech,2013-05-10
0.361,0.361,1.806,0.361,11.557,23.474,-4.513,7.946,12.459,2769,speech_bernanke_20130518a,speech,2013-05-18
0.0,1.091,0.0,1.636,13.086,21.265,-6.817,6.543,13.36,1834,speech_bernanke_20130602a,speech,2013-06-02
9.046,2.669,2.076,1.78,13.495,15.423,5.709,17.869,12.16,6743,speech_bernanke_20130710a,speech,2013-07-10
0.0,0.0,2.604,0.0,15.625,12.153,4.34,10.416,6.077,1152,speech_bernanke_20131002a,speech,2013-10-02
11.519,0.0,5.04,1.44,17.999,25.198,11.52,25.559,14.039,1389,speech_bernanke_20131014a,speech,2013-10-14
1.208,0.0,0.805,0.805,51.953,12.485,20.942,27.989,7.047,2483,speech_bernanke_20131108a,speech,2013-11-08
3.226,0.0,2.419,0.0,11.29,16.935,2.822,11.29,8.467,1240,speech_bernanke_20131113a,speech,2013-11-13
0.0,1.739,0.0,1.739,20.87,34.783,-10.435,10.435,20.87,575,speech_bernanke_20131114a,speech,2013-11-14
5.269,8.941,4.79,4.95,15.168,12.294,-2.395,17.643,20.038,6263,speech_bernanke_20131119a,speech,2013-11-19
2.288,2.288,0.763,2.288,25.934,20.595,1.145,16.018,14.873,1311,speech_bernanke_20131216a,speech,2013-12-16
2.466,1.233,0.0,2.466,22.195,16.03,1.85,13.564,11.714,811,speech_bernanke_20131216b,speech,2013-12-16
4.003,3.727,4.417,4.555,25.538,13.943,5.936,21.189,15.253,7244,speech_bernanke_20140103a,speech,2014-01-03
5.277,5.277,0.0,1.319,13.193,34.301,-11.873,11.873,23.747,758,speech_powell_20180213a,speech,2018-02-13
10.111,21.455,5.919,5.672,24.661,14.55,-6.041,28.361,34.402,4055,speech_powell_20180406a,speech,2018-04-06
2.198,0.0,2.198,3.516,16.264,7.912,5.056,12.528,7.472,2275,speech_powell_20180508a,speech,2018-05-08
1.995,0.499,0.499,0.499,31.421,42.394,-3.991,18.204,22.195,2005,speech_powell_20180525a,speech,2018-05-25
14.857,30.738,2.561,5.123,32.275,14.857,-9.734,33.555,43.289,1952,speech_powell_20180620a,speech,2018-06-20
15.422,10.755,3.45,4.667,24.351,8.726,11.262,31.047,19.785,4928,speech_powell_20180824a,speech,2018-08-24
3.817,3.817,1.908,5.725,19.084,43.893,-16.222,15.267,31.489,524,speech_powell_20180927a,speech,2018-09-27
27.759,19.028,1.343,3.358,24.401,9.85,13.992,41.303,27.311,4467,speech_powell_20181002a,speech,2018-10-02
4.069,1.675,1.436,1.915,40.929,20.345,12.207,25.97,13.762,4178,speech_powell_20181128a,speech,2018-11-28
0.0,4.912,1.965,4.912,16.699,35.363,-17.191,10.315,27.505,1018,speech_powell_20181203a,speech,2018-12-03
0.0,7.38,0.0,4.428,16.236,19.188,-13.284,8.118,21.402,1355,speech_powell_20181206a,speech,2018-12-06
0.0,2.123,1.062,2.123,6.369,28.662,-14.33,4.247,18.577,942,speech_powell_20190206a,speech,2019-02-06
0.324,7.127,0.648,3.563,15.873,12.958,-8.261,8.909,17.169,3087,speech_powell_20190212a,speech,2019-02-12
4.826,12.065,2.068,4.826,22.751,18.959,-8.101,18.27,26.37,2901,speech_powell_20190228b,speech,2019-02-28
7.034,0.681,2.723,4.765,16.338,8.623,8.169,17.926,9.758,4407,speech_powell_20190308a,speech,2019-03-08
0.0,1.534,0.0,7.669,9.202,15.337,-12.27,4.601,16.871,652,speech_powell_20190311a,speech,2019-03-11
0.0,2.472,3.708,2.472,14.833,12.361,0.0,11.125,11.125,809,speech_powell_20190509a,speech,2019-05-09
4.399,0.0,2.346,2.053,33.138,15.543,13.489,23.314,9.825,3410,speech_powell_20190520a,speech,2019-05-20
12.066,3.922,2.413,4.827,25.038,10.256,13.121,26.998,13.877,3315,speech_powell_20190604a,speech,2019-06-04
3.494,6.289,0.699,6.289,16.073,17.47,-9.083,12.23,21.313,1431,speech_powell_20190625a,speech,2019-06-25
0.0,0.0,1.355,0.0,33.875,14.905,10.84,18.293,7.452,738,speech_powell_20190709a,speech,2019-07-09
11.199,6.221,1.659,4.562,28.619,11.613,10.578,27.168,16.59,2411,speech_powell_20190716a,speech,2019-07-16
14.332,8.154,2.471,6.672,30.393,16.061,9.143,32.0,22.857,4047,speech_powell_20190823a,speech,2019-08-23
10.502,4.667,0.0,3.501,11.669,21.004,-2.334,16.337,18.67,857,speech_powell_20191004a,speech,2019-10-04
3.764,0.0,0.0,2.509,13.802,13.802,1.255,10.665,9.41,797,speech_powell_20191007a,speech,2019-10-07
6.288,7.739,2.418,2.66,15.478,12.817,-0.363,16.445,16.808,4135,speech_powell_20191008a,speech,2019-10-08
11.252,4.219,0.0,4.219,11.252,26.723,-4.922,16.878,21.8,711,speech_powell_20191009a,speech,2019-10-09
14.498,10.301,1.145,8.775,14.498,19.84,-6.104,22.892,28.996,2621,speech_powell_20191125a,speech,2019-11-25
1.047,3.141,0.0,6.283,16.754,18.848,-9.424,9.424,18.848,955,speech_powell_20200409a,speech,2020-04-09
2.676,3.344,2.007,7.358,38.127,6.02,10.035,23.747,13.712,1495,speech_powell_20200513a,speech,2020-05-13
0.0,0.0,0.0,0.0,18.484,11.091,3.697,9.242,5.545,541,speech_powell_20200521a,speech,2020-05-21
0.0,10.85,0.0,5.425,27.125,18.083,-11.754,13.562,25.316,553,speech_powell_20200619a,speech,2020-06-19
16.471,10.791,1.893,5.112,17.796,14.388,4.165,27.262,23.097,5282,speech_powell_20200827a,speech,2020-08-27
4.494,12.584,1.798,12.135,36.854,17.978,-8.989,24.719,33.708,2225,speech_powell_20201006a,speech,2020-10-06
5.258,30.233,3.615,5.258,32.205,17.746,-19.388,24.976,44.364,3043,speech_powell_20210210a,speech,2021-02-10
0.0,1.098,1.098,1.098,9.879,32.931,-12.624,6.037,18.662,911,speech_powell_20210318a,speech,2021-03-18
1.569,8.627,0.784,7.059,19.608,26.667,-16.863,12.157,29.02,1275,speech_powell_20210503a,speech,2021-05-03
0.0,0.0,0.0,0.0,16.272,11.834,2.219,8.136,5.917,676,speech_powell_20210817a,speech,2021-08-17
29.669,11.391,0.795,3.179,24.636,13.775,21.325,42.782,21.457,3775,speech_powell_20210827a,speech,2021-08-27
0.0,0.0,0.0,0.0,11.494,13.793,-1.149,5.747,6.896,435,speech_powell_20210924a,speech,2021-09-24
0.0,12.804,2.561,0.0,24.328,10.243,-3.2,14.725,17.925,781,speech_powell_20211108a,speech,2021-11-08
0.918,10.101,0.918,1.837,15.611,27.548,-16.07,9.642,25.712,1089,speech_powell_20211109a,speech,2021-11-09
0.0,0.0,3.839,1.919,1.919,49.904,-22.073,4.798,26.871,521,speech_powell_20211129a,speech,2021-11-29
17.211,15.806,7.025,4.215,24.236,16.157,8.255,36.354,28.099,2847,speech_powell_20220321a,speech,2022-03-21
1.477,1.477,1.477,4.431,0.0,25.111,-15.509,2.954,18.463,677,speech_powell_20220524a,speech,2022-05-24
2.047,0.0,2.047,3.071,8.188,18.424,-4.095,8.188,12.283,977,speech_powell_20220617a,speech,2022-06-17
40.411,4.11,6.849,1.37,16.438,21.918,39.04,55.479,16.439,1460,speech_powell_20220826a,speech,2022-08-26
0.0,0.0,2.058,2.058,10.288,12.346,-1.029,7.202,8.231,486,speech_powell_20220928a,speech,2022-09-28
28.305,13.686,4.666,4.666,23.95,7.776,22.706,44.946,22.24,3215,speech_powell_20221130a,speech,2022-11-30
5.556,1.587,0.794,2.381,3.175,19.841,-5.951,7.938,13.889,1260,speech_powell_20230110a,speech,2023-01-10
6.997,4.082,5.831,2.332,38.484,12.828,19.242,32.07,12.828,1715,speech_powell_20230629a,speech,2023-06-29
26.507,8.351,10.167,2.179,26.87,11.256,33.951,50.109,16.158,2754,speech_powell_20230825a,speech,2023-08-25
0.0,0.0,1.294,0.0,18.111,6.468,7.116,10.35,3.234,773,speech_powell_20230928a,speech,2023-09-28
27.17,11.321,13.585,2.264,21.132,12.83,31.321,51.321,20.0,1325,speech_powell_20231019a,speech,2023-10-19
