doc_id,doc_type,date,chair,n_tokens,modal_count,epistemic_count,msi_modal_density,msi_epistemic_density,msi_total_density,msi_avg_modal_strength,msi_avg_epistemic_strength,msi_signed_per_1000
speech_powell_20240519a,speech,2024-05-19,Powell,1854,46,6,18.447,1.78,20.227,0.743,0.55,10.787
speech_powell_20240823a,speech,2024-08-23,Powell,3925,30,14,6.369,2.191,8.561,0.833,0.614,5.86
speech_powell_20240926a,speech,2024-09-26,Powell,585,4,1,4.615,1.197,5.812,0.675,0.7,3.419
speech_powell_20240930a,speech,2024-09-30,Powell,899,7,4,6.452,3.003,9.455,0.829,0.675,7.786
speech_powell_20241114a,speech,2024-11-14,Powell,981,8,4,6.32,2.446,8.767,0.775,0.6,7.136
speech_powell_20250307a,speech,2025-03-07,Powell,968,13,5,10.847,2.996,13.843,0.808,0.58,9.298
speech_powell_20250404a,speech,2025-04-04,Powell,931,16,14,14.608,7.841,22.449,0.85,0.521,5.371
speech_powell_20250416a,speech,2025-04-16,Powell,871,15,9,13.662,5.741,19.403,0.793,0.556,9.185
speech_powell_20250515a,speech,2025-05-15,Powell,2955,33,15,9.103,2.64,11.743,0.815,0.52,5.076
speech_powell_20250525a,speech,2025-05-25,Powell,1711,20,5,7.715,1.52,9.234,0.66,0.52,3.507
speech_powell_20250602a,speech,2025-06-02,Powell,1324,7,5,3.852,2.266,6.118,0.729,0.6,3.021
speech_powell_20250722a,speech,2025-07-22,Powell,478,6,0,11.088,0.0,11.088,0.883,0.0,8.368
speech_powell_20250822a,speech,2025-08-22,Powell,4201,45,25,7.784,2.975,10.759,0.727,0.5,1.666
speech_powell_20250923a,speech,2025-09-23,Powell,1265,12,5,8.063,1.818,9.881,0.85,0.46,4.743
speech_powell_20251009a,speech,2025-10-09,Powell,324,2,2,2.16,4.012,6.173,0.35,0.65,-3.086
speech_powell_20251014a,speech,2025-10-14,Powell,4453,44,15,7.68,1.886,9.567,0.777,0.56,5.614
speech_powell_20251201a,speech,2025-12-01,Powell,828,10,3,8.575,1.329,9.903,0.71,0.367,1.208
speech_powell_20260111a,speech,2026-01-11,Powell,363,6,0,13.774,0.0,13.774,0.833,0.0,11.019
speech_powell_20260321a,speech,2026-03-21,Powell,502,4,1,4.781,0.598,5.378,0.6,0.3,0.0
speech_powell_20260531a,speech,2026-05-31,Powell,1266,17,2,10.348,1.343,11.69,0.771,0.85,10.269
speech_yellen_20140305a,speech,2014-03-05,Yellen,860,7,1,6.047,0.349,6.395,0.743,0.3,3.488
speech_yellen_20140325a,speech,2014-03-25,Yellen,589,6,0,6.112,0.0,6.112,0.6,0.0,3.396
speech_yellen_20140331a,speech,2014-03-31,Yellen,4155,48,13,8.52,1.974,10.493,0.737,0.631,6.017
speech_yellen_20140415a,speech,2014-04-15,Yellen,1091,17,5,12.557,2.291,14.849,0.806,0.5,6.416
speech_yellen_20140416a,speech,2014-04-16,Yellen,5377,83,61,11.884,6.565,18.449,0.77,0.579,9.113
speech_yellen_20140501a,speech,2014-05-01,Yellen,3290,43,11,9.331,1.368,10.699,0.714,0.409,3.951
speech_yellen_20140515a,speech,2014-05-15,Yellen,567,3,2,4.233,2.646,6.878,0.8,0.75,5.291
speech_yellen_20140521a,speech,2014-05-21,Yellen,973,14,5,9.969,2.569,12.539,0.693,0.5,6.166
speech_yellen_20140702a,speech,2014-07-02,Yellen,4982,97,29,12.806,2.75,15.556,0.658,0.472,1.807
speech_yellen_20140822a,speech,2014-08-22,Yellen,5655,85,47,8.736,4.81,13.546,0.581,0.579,1.768
speech_yellen_20140918a,speech,2014-09-18,Yellen,717,9,2,10.042,1.395,11.437,0.8,0.5,6.974
speech_yellen_20141017a,speech,2014-10-17,Yellen,7022,35,18,2.862,1.196,4.059,0.574,0.467,-1.424
speech_yellen_20141030a,speech,2014-10-30,Yellen,996,7,7,3.715,4.016,7.731,0.529,0.571,-1.004
speech_yellen_20141107a,speech,2014-11-07,Yellen,1514,20,5,10.502,2.246,12.748,0.795,0.68,8.587
speech_yellen_20150303a,speech,2015-03-03,Yellen,4373,47,15,6.997,1.807,8.804,0.651,0.527,3.201
speech_yellen_20150327a,speech,2015-03-27,Yellen,6484,109,61,12.508,5.136,17.643,0.744,0.546,7.403
speech_yellen_20150402a,speech,2015-04-02,Yellen,1371,33,4,14.953,1.969,16.922,0.621,0.675,1.459
speech_yellen_20150506a,speech,2015-05-06,Yellen,3122,24,8,4.196,1.025,5.221,0.546,0.4,-1.602
speech_yellen_20150522a,speech,2015-05-22,Yellen,3793,61,30,11.126,4.403,15.529,0.692,0.557,4.218
speech_yellen_20150710a,speech,2015-07-10,Yellen,4304,55,29,8.713,3.903,12.616,0.682,0.579,4.879
speech_yellen_20150924a,speech,2015-09-24,Yellen,10928,130,74,7.989,3.907,11.896,0.672,0.577,3.752
speech_yellen_20150930a,speech,2015-09-30,Yellen,1223,17,5,7.686,2.371,10.057,0.553,0.58,4.906
speech_yellen_20151020a,speech,2015-10-20,Yellen,831,4,1,1.925,0.602,2.527,0.4,0.5,0.0
speech_yellen_20151112a,speech,2015-11-12,Yellen,627,8,5,10.048,3.668,13.716,0.787,0.46,4.785
speech_yellen_20151202a,speech,2015-12-02,Yellen,5349,74,43,11.853,4.524,16.377,0.857,0.563,9.534
speech_yellen_20160329a,speech,2016-03-29,Yellen,5175,96,55,13.971,6.551,20.522,0.753,0.616,11.208
speech_yellen_20160606a,speech,2016-06-06,Yellen,5481,87,47,12.406,5.145,17.552,0.782,0.6,10.582
speech_yellen_20160826a,speech,2016-08-26,Yellen,6609,106,34,10.713,2.663,13.376,0.668,0.518,4.085
speech_yellen_20160929a,speech,2016-09-29,Yellen,869,9,6,8.055,3.682,11.738,0.778,0.533,5.754
speech_yellen_20161014a,speech,2016-10-14,Yellen,6540,68,28,6.131,2.034,8.165,0.59,0.475,-1.376
speech_yellen_20161219a,speech,2016-12-19,Yellen,2237,32,16,11.042,4.515,15.557,0.772,0.631,7.599
speech_yellen_20170112a,speech,2017-01-12,Yellen,1174,11,3,5.707,1.448,7.155,0.609,0.567,2.555
speech_yellen_20170118a,speech,2017-01-18,Yellen,3125,54,14,10.752,2.432,13.184,0.622,0.543,3.2
speech_yellen_20170119a,speech,2017-01-19,Yellen,6700,85,48,9.701,3.925,13.627,0.765,0.548,6.866
speech_yellen_20170303a,speech,2017-03-03,Yellen,4682,55,43,10.188,5.297,15.485,0.867,0.577,10.679
speech_yellen_20170323a,speech,2017-03-23,Yellen,1543,31,7,13.61,2.592,16.202,0.677,0.571,4.537
speech_yellen_20170328a,speech,2017-03-28,Yellen,4046,24,8,3.485,0.989,4.474,0.588,0.5,-0.494
speech_yellen_20170505a,speech,2017-05-05,Yellen,7191,48,19,4.339,1.53,5.868,0.65,0.579,1.947
speech_yellen_20170825a,speech,2017-08-25,Yellen,6902,42,24,3.883,1.782,5.665,0.638,0.512,0.0
speech_yellen_20170926a,speech,2017-09-26,Yellen,8881,115,49,7.961,3.153,11.114,0.615,0.571,2.365
speech_yellen_20171004a,speech,2017-10-04,Yellen,628,2,0,3.185,0.0,3.185,1.0,0.0,3.185
speech_yellen_20171015a,speech,2017-10-15,Yellen,1814,32,18,13.12,5.788,18.908,0.744,0.583,11.025
speech_yellen_20171020a,speech,2017-10-20,Yellen,4450,61,29,11.011,3.64,14.652,0.803,0.559,7.865
speech_yellen_20171107a,speech,2017-11-07,Yellen,914,7,5,7.659,2.954,10.613,1.0,0.54,7.659
statement_20100127,statement,2010-01-27,Bernanke,568,7,7,12.324,7.218,19.542,1.0,0.586,12.324
statement_20100316,statement,2010-03-16,Bernanke,459,5,6,9.586,7.407,16.993,0.88,0.567,6.536
statement_20100428,statement,2010-04-28,Bernanke,420,4,6,8.095,8.095,16.19,0.85,0.567,4.762
statement_20100623,statement,2010-06-23,Bernanke,368,4,6,9.239,9.239,18.478,0.85,0.567,5.435
statement_20100810,statement,2010-08-10,Bernanke,474,7,10,14.768,12.236,27.004,1.0,0.58,16.878
statement_20100921,statement,2010-09-21,Bernanke,435,4,9,9.195,11.264,20.46,1.0,0.544,6.897
statement_20101103,statement,2010-11-03,Bernanke,505,8,5,14.653,5.743,20.396,0.925,0.58,15.842
statement_20101214,statement,2010-12-14,Bernanke,504,9,4,16.667,4.762,21.429,0.933,0.6,17.857
statement_20110126,statement,2011-01-26,Bernanke,447,5,4,11.186,5.369,16.555,1.0,0.6,13.423
statement_20110315,statement,2011-03-15,Bernanke,474,6,5,12.658,6.54,19.198,1.0,0.62,16.878
statement_20110427,statement,2011-04-27,Bernanke,473,6,5,12.685,6.554,19.239,1.0,0.62,16.913
statement_20110622,statement,2011-06-22,Bernanke,468,7,8,14.957,10.684,25.641,1.0,0.625,21.368
statement_20110809,statement,2011-08-09,Bernanke,534,7,9,13.109,10.3,23.408,1.0,0.611,18.727
statement_20110921,statement,2011-09-21,Bernanke,614,8,7,12.541,7.003,19.544,0.963,0.614,17.915
statement_20111102,statement,2011-11-02,Bernanke,503,5,7,9.94,8.549,18.489,1.0,0.614,15.905
statement_20111213,statement,2011-12-13,Bernanke,446,5,7,11.211,9.641,20.852,1.0,0.614,17.937
statement_20120125,statement,2012-01-25,Bernanke,436,3,8,6.881,11.468,18.349,1.0,0.625,13.761
statement_20120313,statement,2012-03-13,Bernanke,446,4,10,8.969,13.901,22.87,1.0,0.62,17.937
statement_20120425,statement,2012-04-25,Bernanke,455,3,11,6.593,15.165,21.758,1.0,0.627,17.582
statement_20120620,statement,2012-06-20,Bernanke,520,3,8,5.192,9.615,14.808,0.9,0.625,13.462
statement_20120801,statement,2012-08-01,Bernanke,474,4,9,8.439,11.603,20.042,1.0,0.611,14.768
statement_20120913,statement,2012-09-13,Bernanke,583,9,7,13.722,7.033,20.755,0.889,0.586,10.292
statement_20121024,statement,2012-10-24,Bernanke,569,11,7,17.575,7.206,24.78,0.909,0.586,14.06
statement_20121212,statement,2012-12-12,Bernanke,715,14,6,18.182,5.315,23.497,0.929,0.633,19.58
statement_20130130,statement,2013-01-30,Bernanke,673,13,8,17.979,7.429,25.409,0.931,0.625,22.288
statement_20130320,statement,2013-03-20,Bernanke,672,12,8,16.518,7.44,23.958,0.925,0.625,20.833
statement_20130501,statement,2013-05-01,Bernanke,698,12,8,15.903,7.163,23.066,0.925,0.625,20.057
statement_20130619,statement,2013-06-19,Bernanke,726,13,9,16.253,7.576,23.829,0.908,0.611,20.661
statement_20130731,statement,2013-07-31,Bernanke,729,13,6,15.775,5.213,20.988,0.885,0.633,19.204
statement_20130918,statement,2013-09-18,Bernanke,832,17,8,17.548,5.769,23.317,0.859,0.6,20.433
statement_20131030,statement,2013-10-30,Bernanke,810,16,8,17.531,5.926,23.457,0.887,0.6,20.988
statement_20131218,statement,2013-12-18,Bernanke,919,18,12,17.519,7.726,25.245,0.894,0.592,16.322
statement_20140129,statement,2014-01-29,Bernanke,882,17,8,17.914,5.442,23.356,0.929,0.6,19.274
statement_20140319,statement,2014-03-19,Yellen,930,17,12,16.237,7.527,23.763,0.888,0.583,17.204
statement_20140430,statement,2014-04-30,Yellen,860,17,11,17.558,7.558,25.116,0.888,0.591,18.605
statement_20140618,statement,2014-06-18,Yellen,847,17,11,17.828,7.674,25.502,0.888,0.591,18.89
statement_20140730,statement,2014-07-30,Yellen,902,15,12,15.188,7.761,22.949,0.913,0.583,15.521
statement_20140917,statement,2014-09-17,Yellen,946,16,13,15.539,7.928,23.467,0.919,0.577,15.856
statement_20141029,statement,2014-10-29,Yellen,761,10,18,11.038,14.192,25.23,0.84,0.6,17.083
statement_20141217,statement,2014-12-17,Yellen,764,12,19,12.435,14.791,27.225,0.792,0.595,18.325
statement_20150128,statement,2015-01-28,Yellen,590,7,14,9.153,14.915,24.068,0.771,0.629,18.644
statement_20150318,statement,2015-03-18,Yellen,607,8,10,11.532,9.555,21.087,0.875,0.58,18.122
statement_20150429,statement,2015-04-29,Yellen,584,8,8,11.986,8.904,20.89,0.875,0.65,20.548
statement_20150617,statement,2015-06-17,Yellen,569,8,8,12.302,9.139,21.441,0.875,0.65,21.09
statement_20150729,statement,2015-07-29,Yellen,562,8,8,12.456,9.253,21.708,0.875,0.65,21.352
statement_20150917,statement,2015-09-17,Yellen,612,9,9,11.928,9.314,21.242,0.811,0.633,16.34
statement_20151028,statement,2015-10-28,Yellen,603,9,8,13.267,8.624,21.891,0.889,0.65,21.559
statement_20151216,statement,2015-12-16,Yellen,618,10,10,15.696,10.356,26.052,0.97,0.64,25.89
statement_20160127,statement,2016-01-27,Yellen,589,9,10,14.771,10.866,25.637,0.967,0.64,25.467
statement_20160316,statement,2016-03-16,Yellen,602,9,9,14.452,9.801,24.252,0.967,0.656,24.917
statement_20160427,statement,2016-04-27,Yellen,607,9,9,14.333,9.72,24.053,0.967,0.656,24.712
statement_20160615,statement,2016-06-15,Yellen,571,9,9,15.236,10.333,25.569,0.967,0.656,26.27
statement_20160727,statement,2016-07-27,Yellen,597,9,9,14.573,9.883,24.456,0.967,0.656,25.126
statement_20160921,statement,2016-09-21,Yellen,635,9,10,13.701,10.079,23.78,0.967,0.64,23.622
statement_20161102,statement,2016-11-02,Yellen,629,9,10,13.831,10.175,24.006,0.967,0.64,23.847
statement_20161214,statement,2016-12-14,Yellen,568,9,10,15.317,11.62,26.937,0.967,0.66,28.169
statement_20170201,statement,2017-02-01,Yellen,530,10,9,18.302,11.132,29.434,0.97,0.656,30.189
statement_20170315,statement,2017-03-15,Yellen,552,10,9,17.572,10.688,28.261,0.97,0.656,28.986
statement_20170503,statement,2017-05-03,Yellen,549,10,10,17.668,11.658,29.326,0.97,0.64,27.322
statement_20170614,statement,2017-06-14,Yellen,584,9,11,15.411,12.5,27.911,1.0,0.664,29.11
statement_20170726,statement,2017-07-26,Yellen,538,8,11,14.87,13.569,28.439,1.0,0.664,29.74
statement_20170920,statement,2017-09-20,Yellen,565,11,11,19.469,11.504,30.973,1.0,0.591,26.549
statement_20171101,statement,2017-11-01,Yellen,543,9,10,16.575,11.05,27.624,1.0,0.6,25.783
statement_20171213,statement,2017-12-13,Yellen,515,8,9,15.534,11.456,26.99,1.0,0.656,27.184
statement_20180131,statement,2018-01-31,Yellen,448,8,9,17.857,13.17,31.027,1.0,0.656,31.25
statement_20180321,statement,2018-03-21,Powell,477,8,9,16.771,12.369,29.14,1.0,0.656,29.35
statement_20180502,statement,2018-05-02,Powell,450,8,9,17.778,13.111,30.889,1.0,0.656,31.111
statement_20180613,statement,2018-06-13,Powell,345,3,4,8.696,7.536,16.232,1.0,0.65,17.391
statement_20180801,statement,2018-08-01,Powell,333,3,4,9.009,7.808,16.817,1.0,0.65,18.018
statement_20180926,statement,2018-09-26,Powell,315,3,4,9.524,8.254,17.778,1.0,0.65,19.048
statement_20181108,statement,2018-11-08,Powell,328,3,4,9.146,7.927,17.073,1.0,0.65,18.293
statement_20181219,statement,2018-12-19,Powell,355,4,6,11.268,9.577,20.845,1.0,0.567,16.901
statement_20190130,statement,2019-01-30,Powell,355,4,3,9.296,4.789,14.085,0.825,0.567,5.634
statement_20190320,statement,2019-03-20,Powell,371,4,3,8.895,4.582,13.477,0.825,0.567,5.391
statement_20190501,statement,2019-05-01,Powell,347,4,3,9.51,4.899,14.409,0.825,0.567,5.764
statement_20190619,statement,2019-06-19,Powell,384,4,3,10.417,4.427,14.844,1.0,0.567,10.417
statement_20190731,statement,2019-07-31,Powell,433,5,3,11.547,3.926,15.473,1.0,0.567,11.547
statement_20190918,statement,2019-09-18,Powell,419,4,3,9.547,4.057,13.604,1.0,0.567,9.547
statement_20191011,statement,2019-10-11,Powell,752,8,3,8.112,2.527,10.638,0.762,0.633,7.979
statement_20191030,statement,2019-10-30,Powell,378,3,4,7.937,5.82,13.757,1.0,0.55,7.937
statement_20191211,statement,2019-12-11,Powell,337,3,4,8.902,6.528,15.43,1.0,0.55,11.869
statement_20200129,statement,2020-01-29,Powell,337,3,4,8.902,6.528,15.43,1.0,0.55,11.869
statement_20200303,statement,2020-03-03,Powell,152,1,0,6.579,0.0,6.579,1.0,0.0,6.579
statement_20200315,statement,2020-03-15,Powell,726,10,3,12.948,2.617,15.565,0.94,0.633,15.152
statement_20200323,statement,2020-03-23,Powell,636,7,1,8.962,0.786,9.748,0.814,0.5,6.289
statement_20200331,statement,2020-03-31,Powell,282,6,0,17.021,0.0,17.021,0.8,0.0,17.73
statement_20200429,statement,2020-04-29,Powell,445,8,3,17.978,4.27,22.247,1.0,0.633,22.472
statement_20200610,statement,2020-06-10,Powell,448,8,3,17.857,4.241,22.098,1.0,0.633,22.321
statement_20200729,statement,2020-07-29,Powell,469,9,3,19.19,4.051,23.241,1.0,0.633,23.454
statement_20200827,statement,2020-08-27,Powell,629,5,2,6.995,1.59,8.585,0.88,0.5,3.18
statement_20200916,statement,2020-09-16,Powell,574,10,5,16.376,5.749,22.125,0.94,0.66,22.648
statement_20201105,statement,2020-11-05,Powell,491,9,3,17.108,3.87,20.978,0.933,0.633,20.367
statement_20201216,statement,2020-12-16,Powell,508,9,3,16.535,3.74,20.276,0.933,0.633,19.685
statement_20210127,statement,2021-01-27,Powell,513,8,3,14.425,3.704,18.129,0.925,0.633,17.544
statement_20210317,statement,2021-03-17,Powell,508,8,3,14.567,3.74,18.307,0.925,0.633,17.717
statement_20210428,statement,2021-04-28,Powell,504,8,3,14.683,3.77,18.452,0.925,0.633,17.857
statement_20210616,statement,2021-06-16,Powell,502,9,4,16.733,4.781,21.514,0.933,0.6,17.928
statement_20210728,statement,2021-07-28,Powell,515,9,5,16.311,5.631,21.942,0.933,0.58,17.476
statement_20210922,statement,2021-09-22,Powell,533,9,6,14.447,6.754,21.201,0.856,0.6,15.009
statement_20211103,statement,2021-11-03,Powell,650,10,7,14.462,6.615,21.077,0.94,0.614,18.462
statement_20211215,statement,2021-12-15,Powell,551,8,5,13.43,5.263,18.693,0.925,0.58,14.519
statement_20220126,statement,2022-01-26,Powell,456,7,3,14.035,4.167,18.202,0.914,0.633,17.544
statement_20220316,statement,2022-03-16,Powell,372,5,6,11.828,9.14,20.968,0.88,0.567,13.441
statement_20220504,statement,2022-05-04,Powell,405,5,6,10.864,7.901,18.765,0.88,0.533,7.407
statement_20220615,statement,2022-06-15,Powell,397,6,3,13.602,4.282,17.884,0.9,0.567,12.594
statement_20220727,statement,2022-07-27,Powell,341,6,2,15.836,3.519,19.355,0.9,0.6,17.595
statement_20220921,statement,2022-09-21,Powell,341,6,2,15.836,3.519,19.355,0.9,0.6,17.595
statement_20221102,statement,2022-11-02,Powell,414,7,2,15.459,2.899,18.357,0.914,0.6,16.908
statement_20221214,statement,2022-12-14,Powell,415,7,2,15.422,2.892,18.313,0.914,0.6,16.867
statement_20230201,statement,2023-02-01,Powell,372,7,2,17.204,3.226,20.43,0.914,0.6,18.817
statement_20230322,statement,2023-03-22,Powell,402,8,5,16.667,6.219,22.886,0.838,0.5,9.95
statement_20230503,statement,2023-05-03,Powell,368,8,4,18.207,4.891,23.098,0.838,0.45,8.152
statement_20230614,statement,2023-06-14,Powell,378,7,4,15.079,4.762,19.841,0.814,0.45,5.291
statement_20230726,statement,2023-07-26,Powell,371,8,4,18.059,4.852,22.911,0.838,0.45,8.086
statement_20230920,statement,2023-09-20,Powell,376,8,4,17.819,4.787,22.606,0.838,0.45,7.979
statement_20231101,statement,2023-11-01,Powell,382,8,4,17.539,4.712,22.251,0.838,0.45,7.853
statement_20231213,statement,2023-12-13,Powell,393,8,4,17.048,4.58,21.628,0.838,0.45,7.634
statement_20240131,statement,2024-01-31,Powell,372,7,5,17.204,6.72,23.925,0.914,0.5,16.129
statement_20240320,statement,2024-03-20,Powell,366,7,5,17.486,6.831,24.317,0.914,0.5,16.393
statement_20240501,statement,2024-05-01,Powell,447,10,5,21.029,5.593,26.622,0.94,0.5,20.134
statement_20240612,statement,2024-06-12,Powell,380,7,5,16.842,6.579,23.421,0.914,0.5,15.789
statement_20240731,statement,2024-07-31,Powell,397,7,5,16.121,6.297,22.418,0.914,0.5,15.113
statement_20240918,statement,2024-09-18,Powell,393,6,3,13.74,3.308,17.048,0.9,0.433,10.178
statement_20241107,statement,2024-11-07,Powell,356,6,4,15.169,5.056,20.225,0.9,0.45,11.236
statement_20241218,statement,2024-12-18,Powell,385,6,4,14.026,4.675,18.701,0.9,0.45,10.39
statement_20250129,statement,2025-01-29,Powell,343,6,4,15.743,5.248,20.991,0.9,0.45,11.662
statement_20250319,statement,2025-03-19,Powell,406,8,2,18.227,2.463,20.69,0.925,0.5,17.241
statement_20250507,statement,2025-05-07,Powell,359,6,2,15.042,2.786,17.827,0.9,0.5,13.928
statement_20250618,statement,2025-06-18,Powell,332,6,2,16.265,3.012,19.277,0.9,0.5,15.06
statement_20250730,statement,2025-07-30,Powell,362,6,2,14.917,2.762,17.68,0.9,0.5,13.812
statement_20250822,statement,2025-08-22,Powell,236,0,0,0.0,0.0,0.0,0.0,0.0,0.0
statement_20250917,statement,2025-09-17,Powell,370,6,2,14.595,2.703,17.297,0.9,0.5,13.514
statement_20251029,statement,2025-10-29,Powell,402,5,2,10.945,2.488,13.433,0.88,0.5,9.95
statement_20251210,statement,2025-12-10,Powell,423,6,3,12.766,3.546,16.312,0.9,0.5,11.82
statement_20260128,statement,2026-01-28,Powell,327,5,2,13.456,3.058,16.514,0.88,0.5,12.232
statement_20260318,statement,2026-03-18,Powell,341,5,3,12.903,3.812,16.716,0.88,0.433,8.798
statement_20260429,statement,2026-04-29,Powell,376,5,2,11.702,2.66,14.362,0.88,0.5,10.638
transcript_20110427,press_conf_transcript,2011-04-27,Bernanke,9031,145,71,12.07,5.127,17.196,0.752,0.652,11.184
transcript_20110622,press_conf_transcript,2011-06-22,Bernanke,7622,149,71,14.773,6.022,20.795,0.756,0.646,13.251
transcript_20111102,press_conf_transcript,2011-11-02,Bernanke,7646,140,62,13.144,5.859,19.003,0.718,0.723,12.686
transcript_20120125,press_conf_transcript,2012-01-25,Bernanke,10442,194,96,14.174,6.311,20.485,0.763,0.686,13.407
transcript_20120425,press_conf_transcript,2012-04-25,Bernanke,7945,131,65,12.272,5.035,17.306,0.744,0.615,9.692
transcript_20120620,press_conf_transcript,2012-06-20,Bernanke,7502,143,32,13.303,2.586,15.889,0.698,0.606,7.598
transcript_20120913,press_conf_transcript,2012-09-13,Bernanke,8810,156,37,13.053,2.77,15.823,0.737,0.659,10.67
transcript_20121212,press_conf_transcript,2012-12-12,Bernanke,12055,228,118,14.243,5.939,20.182,0.753,0.607,10.535
transcript_20130320,press_conf_transcript,2013-03-20,Bernanke,9314,152,72,11.885,4.638,16.524,0.728,0.6,7.408
transcript_20130619,press_conf_transcript,2013-06-19,Bernanke,9814,134,78,10.668,5.115,15.784,0.781,0.644,10.088
transcript_20130918,press_conf_transcript,2013-09-18,Bernanke,9348,162,73,12.912,4.932,17.843,0.745,0.632,11.125
transcript_20131218,press_conf_transcript,2013-12-18,Bernanke,10971,177,101,11.394,6.417,17.811,0.706,0.697,10.209
transcript_20140319,press_conf_transcript,2014-03-19,Yellen,8116,141,92,13.972,6.592,20.564,0.804,0.582,9.857
transcript_20140618,press_conf_transcript,2014-06-18,Yellen,7316,131,59,14.065,5.016,19.081,0.785,0.622,11.892
transcript_20140917,press_conf_transcript,2014-09-17,Yellen,7553,141,71,15.424,5.64,21.064,0.826,0.6,13.505
transcript_20141217,press_conf_transcript,2014-12-17,Yellen,7812,150,102,14.542,8.346,22.888,0.757,0.639,13.441
transcript_20150318,press_conf_transcript,2015-03-18,Yellen,7379,150,80,15.612,7.006,22.618,0.768,0.646,15.314
transcript_20150617,press_conf_transcript,2015-06-17,Yellen,7803,165,116,16.148,10.035,26.182,0.764,0.675,17.557
transcript_20150917,press_conf_transcript,2015-09-17,Yellen,7849,143,76,15.174,5.988,21.162,0.833,0.618,15.926
transcript_20151216,press_conf_transcript,2015-12-16,Yellen,9018,166,77,15.58,5.678,21.257,0.846,0.665,16.633
transcript_20160316,press_conf_transcript,2016-03-16,Yellen,7819,118,78,11.945,6.216,18.161,0.792,0.623,12.15
transcript_20160615,press_conf_transcript,2016-06-15,Yellen,7296,145,77,14.953,6.661,21.615,0.752,0.631,13.021
transcript_20160921,press_conf_transcript,2016-09-21,Yellen,8487,133,65,11.618,4.925,16.543,0.741,0.643,10.84
transcript_20161214,press_conf_transcript,2016-12-14,Yellen,6844,134,64,14.538,5.465,20.003,0.743,0.584,10.374
transcript_20170315,press_conf_transcript,2017-03-15,Yellen,7274,112,62,12.345,5.348,17.693,0.802,0.627,11.548
transcript_20170614,press_conf_transcript,2017-06-14,Yellen,7968,110,80,11.17,6.263,17.432,0.809,0.624,10.166
transcript_20170920,press_conf_transcript,2017-09-20,Yellen,8748,193,63,16.918,4.092,21.011,0.767,0.568,11.66
transcript_20171213,press_conf_transcript,2017-12-13,Yellen,9272,164,80,13.417,4.724,18.141,0.759,0.547,9.275
transcript_20180321,press_conf_transcript,2018-03-21,Powell,7638,137,45,13.695,3.391,17.086,0.764,0.576,10.867
transcript_20180613,press_conf_transcript,2018-06-13,Powell,9448,149,45,11.971,2.974,14.945,0.759,0.624,10.055
transcript_20180926,press_conf_transcript,2018-09-26,Powell,10399,138,59,8.943,3.25,12.193,0.674,0.573,5.481
transcript_20181219,press_conf_transcript,2018-12-19,Powell,7708,110,50,10.573,4.113,14.686,0.741,0.634,9.211
transcript_20190130,press_conf_transcript,2019-01-30,Powell,8267,137,50,13.366,3.629,16.995,0.807,0.6,9.919
transcript_20190320,press_conf_transcript,2019-03-20,Powell,7889,119,35,11.18,2.776,13.956,0.741,0.626,8.113
transcript_20190501,press_conf_transcript,2019-05-01,Powell,7017,118,32,12.912,2.437,15.348,0.768,0.534,9.548
transcript_20190619,press_conf_transcript,2019-06-19,Powell,7608,99,37,10.213,2.839,13.052,0.785,0.584,7.886
transcript_20190731,press_conf_transcript,2019-07-31,Powell,8213,107,34,10.252,2.74,12.992,0.787,0.662,9.862
transcript_20190918,press_conf_transcript,2019-09-18,Powell,9160,127,60,9.858,4.039,13.897,0.711,0.617,8.406
transcript_20191030,press_conf_transcript,2019-10-30,Powell,8343,140,52,12.729,3.62,16.349,0.759,0.581,9.229
transcript_20191211,press_conf_transcript,2019-12-11,Powell,9533,141,46,11.214,2.79,14.004,0.758,0.578,7.763
transcript_20200129,press_conf_transcript,2020-01-29,Powell,9916,166,46,13.261,2.814,16.075,0.792,0.607,11.396
transcript_20200303,press_conf_transcript,2020-03-03,Powell,2457,64,14,22.141,3.053,25.193,0.85,0.536,18.722
transcript_20200315,press_conf_transcript,2020-03-15,Powell,7557,123,39,12.743,3.057,15.8,0.783,0.592,9.263
transcript_20200429,press_conf_transcript,2020-04-29,Powell,8422,191,47,16.742,2.66,19.402,0.738,0.477,9.143
transcript_20200610,press_conf_transcript,2020-06-10,Powell,10833,202,68,12.776,3.526,16.302,0.685,0.562,6.369
transcript_20200729,press_conf_transcript,2020-07-29,Powell,10464,183,29,12.022,1.739,13.761,0.687,0.628,7.645
transcript_20200916,press_conf_transcript,2020-09-16,Powell,11354,253,62,17.36,3.453,20.812,0.779,0.632,15.237
transcript_20201105,press_conf_transcript,2020-11-05,Powell,8788,144,53,11.743,4.051,15.794,0.717,0.672,9.558
transcript_20201216,press_conf_transcript,2020-12-16,Powell,10642,212,51,15.26,3.373,18.634,0.766,0.704,12.78
transcript_20210127,press_conf_transcript,2021-01-27,Powell,9819,141,56,10.744,3.239,13.983,0.748,0.568,8.555
transcript_20210317,press_conf_transcript,2021-03-17,Powell,10798,181,55,12.854,2.88,15.734,0.767,0.565,10.187
transcript_20210428,press_conf_transcript,2021-04-28,Powell,10389,197,49,15.468,2.83,18.298,0.816,0.6,11.551
