doc_id,doc_type,date,chair,n_tokens,n_sents,modal_count,modals_per_1000,epistemic_count,epistemics_per_1000,mod_can,mod_constraintsâwould,mod_contactâwould,mod_could,mod_employmentâwould,mod_help,mod_hispanicsâwould,mod_hospitalityâwould,mod_indebtednessâcould,mod_may,mod_might,mod_must,mod_need,mod_nextâafter,mod_ought,mod_pricesâwould,mod_servicesâwould,mod_shall,mod_should,mod_will,mod_would,mod_’d,mod_’ll,mod_’s
statement_20240131,statement,2024-01-31,Powell,372,18,7,18.817,5,13.441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
statement_20240320,statement,2024-03-20,Powell,366,18,7,19.126,5,13.661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
statement_20240501,statement,2024-05-01,Powell,447,21,10,22.371,5,11.186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0
statement_20240612,statement,2024-06-12,Powell,380,19,7,18.421,5,13.158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
statement_20240731,statement,2024-07-31,Powell,397,20,7,17.632,5,12.594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
statement_20240918,statement,2024-09-18,Powell,393,18,6,15.267,3,7.634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
statement_20241107,statement,2024-11-07,Powell,356,17,6,16.854,4,11.236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
statement_20241218,statement,2024-12-18,Powell,385,18,6,15.584,4,10.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
statement_20250129,statement,2025-01-29,Powell,343,17,6,17.493,4,11.662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
statement_20250319,statement,2025-03-19,Powell,406,20,8,19.704,2,4.926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
statement_20250507,statement,2025-05-07,Powell,359,19,6,16.713,2,5.571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
statement_20250618,statement,2025-06-18,Powell,332,18,6,18.072,2,6.024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
statement_20250730,statement,2025-07-30,Powell,362,20,6,16.575,2,5.525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
statement_20250822,statement,2025-08-22,Powell,236,11,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
statement_20250917,statement,2025-09-17,Powell,370,18,6,16.216,2,5.405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
statement_20251029,statement,2025-10-29,Powell,402,18,5,12.438,2,4.975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
statement_20251210,statement,2025-12-10,Powell,423,19,6,14.184,3,7.092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
statement_20260128,statement,2026-01-28,Powell,327,17,5,15.291,2,6.116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
statement_20260318,statement,2026-03-18,Powell,341,18,5,14.663,3,8.798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
statement_20260429,statement,2026-04-29,Powell,376,17,5,13.298,2,5.319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
minutes_20100127,minutes,2010-01-27,Bernanke,11574,365,142,12.269,65,5.616,0,0,0,16,0,0,0,0,0,15,9,0,0,0,0,0,0,25,6,15,56,0,0,0
minutes_20100316,minutes,2010-03-16,Bernanke,6771,219,52,7.68,50,7.384,0,0,0,9,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2,6,28,0,0,0
minutes_20100428,minutes,2010-04-28,Bernanke,7204,243,70,9.717,56,7.773,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,43,0,0,0
minutes_20100623,minutes,2010-06-23,Bernanke,8078,276,60,7.428,64,7.923,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,32,0,0,0
minutes_20100810,minutes,2010-08-10,Bernanke,6829,243,48,7.029,60,8.786,0,0,0,9,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,9,24,0,0,0
minutes_20100921,minutes,2010-09-21,Bernanke,6168,217,35,5.674,49,7.944,0,0,0,6,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,6,17,0,0,0
minutes_20101103,minutes,2010-11-03,Bernanke,7237,247,57,7.876,61,8.429,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,11,28,0,0,0
minutes_20101214,minutes,2010-12-14,Bernanke,6837,240,41,5.997,49,7.167,0,0,0,7,0,0,0,0,0,2,4,0,0,0,0,0,0,1,5,8,14,0,0,0
minutes_20110126,minutes,2011-01-26,Bernanke,10666,359,86,8.063,63,5.907,0,0,0,13,0,0,0,0,0,12,6,0,0,0,0,0,0,25,1,8,21,0,0,0
minutes_20110315,minutes,2011-03-15,Bernanke,6909,236,43,6.224,55,7.961,0,0,0,9,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,10,17,0,0,0
minutes_20110427,minutes,2011-04-27,Bernanke,7901,256,88,11.138,53,6.708,1,0,0,11,0,0,0,0,0,2,10,0,0,0,0,0,0,0,4,12,48,0,0,0
minutes_20110622,minutes,2011-06-22,Bernanke,7600,238,65,8.553,76,10.0,2,0,0,7,0,0,0,0,0,2,6,0,0,0,0,0,0,1,6,18,23,0,0,0
minutes_20110809,minutes,2011-08-09,Bernanke,6749,227,48,7.112,72,10.668,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,8,20,0,0,0
minutes_20110921,minutes,2011-09-21,Bernanke,8587,279,82,9.549,77,8.967,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,11,39,0,0,0
minutes_20111102,minutes,2011-11-02,Bernanke,7824,245,73,9.33,69,8.819,1,0,0,21,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,8,37,0,0,0
minutes_20111213,minutes,2011-12-13,Bernanke,7759,252,77,9.924,57,7.346,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,0,6,1,12,34,0,0,0
minutes_20120125,minutes,2012-01-25,Bernanke,10829,356,98,9.05,79,7.295,1,0,0,9,0,0,0,0,0,16,6,1,0,0,0,0,0,25,0,6,34,0,0,0
minutes_20120313,minutes,2012-03-13,Bernanke,6412,211,48,7.486,59,9.201,0,0,0,11,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,7,22,0,0,0
minutes_20120425,minutes,2012-04-25,Bernanke,7099,229,74,10.424,70,9.861,1,0,0,12,0,0,0,0,0,8,10,1,0,0,0,0,0,0,4,7,31,0,0,0
minutes_20120620,minutes,2012-06-20,Bernanke,8070,266,73,9.046,84,10.409,1,0,0,13,0,0,0,0,0,2,4,0,0,0,0,0,0,0,5,4,44,0,0,0
minutes_20120801,minutes,2012-08-01,Bernanke,7212,233,64,8.874,76,10.538,0,0,0,8,0,0,0,0,0,5,10,0,0,0,0,0,0,0,7,8,26,0,0,0
minutes_20120913,minutes,2012-09-13,Bernanke,7589,262,80,10.542,64,8.433,0,0,0,23,0,0,0,0,0,1,6,0,0,0,0,0,0,0,4,10,36,0,0,0
minutes_20121023,minutes,2012-10-23,Bernanke,6951,244,58,8.344,62,8.92,0,0,0,8,0,0,0,0,0,1,12,0,0,0,0,0,0,0,2,9,26,0,0,0
minutes_20121024,minutes,2012-10-24,Bernanke,6645,238,58,8.728,66,9.932,0,0,0,8,0,0,0,0,0,1,12,0,0,0,0,0,0,0,2,9,26,0,0,0
minutes_20121212,minutes,2012-12-12,Bernanke,7662,254,69,9.005,65,8.483,0,0,0,12,0,0,0,0,0,2,7,0,0,0,0,0,0,0,3,14,31,0,0,0
minutes_20130130,minutes,2013-01-30,Bernanke,11109,363,122,10.982,74,6.661,0,0,0,16,0,0,0,0,0,20,4,1,0,0,0,0,0,32,5,18,26,0,0,0
minutes_20130320,minutes,2013-03-20,Bernanke,7296,245,86,11.787,73,10.005,1,0,0,24,0,0,0,0,0,5,7,0,0,0,0,0,0,0,6,13,30,0,0,0
minutes_20130501,minutes,2013-05-01,Bernanke,6938,217,62,8.936,51,7.351,0,0,0,8,0,0,0,0,0,3,12,0,0,0,0,0,0,0,3,12,24,0,0,0
minutes_20130619,minutes,2013-06-19,Bernanke,8245,263,79,9.582,81,9.824,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,15,41,0,0,0
minutes_20130731,minutes,2013-07-31,Bernanke,7237,225,81,11.192,60,8.291,0,0,0,14,0,0,0,0,0,2,13,0,0,0,0,0,0,0,1,15,36,0,0,0
minutes_20130918,minutes,2013-09-18,Bernanke,8319,237,81,9.737,82,9.857,0,0,0,13,0,0,0,0,0,4,13,0,0,0,0,0,0,2,2,16,31,0,0,0
minutes_20131030,minutes,2013-10-30,Bernanke,7700,234,95,12.338,83,10.779,0,0,0,20,0,0,0,0,0,2,17,0,0,0,0,0,0,2,4,17,33,0,0,0
minutes_20131218,minutes,2013-12-18,Bernanke,8920,266,98,10.987,92,10.314,0,0,0,17,0,0,0,0,0,5,10,0,0,0,0,0,0,0,9,17,40,0,0,0
minutes_20140129,minutes,2014-01-29,Bernanke,12163,370,147,12.086,83,6.824,0,0,0,10,0,0,0,0,0,19,6,5,0,0,0,0,0,37,7,20,43,0,0,0
minutes_20140319,minutes,2014-03-19,Yellen,8430,264,103,12.218,92,10.913,0,0,0,19,0,0,0,0,0,5,8,0,1,0,0,0,0,0,11,16,43,0,0,0
