variable,outcome_vs_will,coef,rrr,p
const,would,3.086,21.891,2.4069151786148293e-32
const,could,-0.793,0.452,0.07268470955334783
const,can,-4.108,0.016,1.788864067939389e-05
const,should,0.247,1.28,0.5166681420753595
const,may,-2.231,0.107,0.0036368433287376585
period_late,would,-0.19,0.827,0.05613396249356558
period_late,could,-0.072,0.93,0.5502630830954901
period_late,can,-0.16,0.852,0.17301602336236732
period_late,should,-0.605,0.546,5.4412771299465445e-05
period_late,may,-0.539,0.583,5.67910673945059e-05
subj_type_econ,would,-0.327,0.721,0.11313106833838865
subj_type_econ,could,1.917,6.799,1.1601034007136168e-06
subj_type_econ,can,2.092,8.099,0.005504556355542147
subj_type_econ,should,1.183,3.265,0.0002899182818707994
subj_type_econ,may,2.979,19.664,4.2580232256470935e-05
subj_type_fed,would,-0.388,0.678,0.4366126016374121
subj_type_fed,could,0.94,2.559,0.2656828815314808
subj_type_fed,can,3.284,26.68,7.403578369392167e-05
subj_type_fed,should,1.18,3.254,0.06446522728639689
subj_type_fed,may,1.17,3.222,0.35390062415642676
subj_type_it_there_rel,would,-0.295,0.744,0.1693350304318747
subj_type_it_there_rel,could,2.592,13.363,2.4115024111400652e-11
subj_type_it_there_rel,can,2.262,9.601,0.0027872378706851964
subj_type_it_there_rel,should,0.266,1.304,0.47244082864852266
subj_type_it_there_rel,may,3.173,23.872,1.3886169776789531e-05
subj_type_none,would,-0.21,0.811,0.7093975294144474
subj_type_none,could,2.263,9.609,0.0011425952069946226
subj_type_none,can,4.155,63.746,9.661856060770726e-07
subj_type_none,should,1.748,5.744,0.008317608725882547
subj_type_none,may,2.696,14.816,0.0065176757607703
subj_type_other,would,-0.5,0.607,0.015271787789016597
subj_type_other,could,1.812,6.123,3.8270771135634595e-06
subj_type_other,can,2.13,8.416,0.004526476513158903
subj_type_other,should,0.846,2.331,0.010729375027435279
subj_type_other,may,3.016,20.403,3.277060930705119e-05
subj_type_person,would,0.035,1.035,0.8906367713013417
subj_type_person,could,1.629,5.098,0.00025138622825190873
subj_type_person,can,2.599,13.449,0.0007222177969626066
subj_type_person,should,0.746,2.109,0.06618222629940469
subj_type_person,may,2.781,16.137,0.00023543063665761333
subj_type_risks,would,2.394,10.957,0.6135553459234018
subj_type_risks,could,-1.127,0.324,0.970597143073993
subj_type_risks,can,6.538,690.656,0.16324062654418725
subj_type_risks,should,4.909,135.524,0.2976402897876447
subj_type_risks,may,7.187,1321.532,0.12508703155416262
subj_type_we_I,would,-1.081,0.339,1.3596141301741422e-06
subj_type_we_I,could,0.221,1.247,0.6087407077782354
subj_type_we_I,can,1.604,4.974,0.03320055733804531
subj_type_we_I,should,0.287,1.332,0.4249375047093562
subj_type_we_I,may,0.439,1.551,0.5684197340893521
layer_speech_chair,would,-3.463,0.031,8.333919235522748e-71
layer_speech_chair,could,-2.296,0.101,4.55842312204179e-23
layer_speech_chair,can,1.241,3.458,0.04209486622106515
layer_speech_chair,should,-2.54,0.079,1.4204921153811402e-26
layer_speech_chair,may,-1.301,0.272,1.5202667421451907e-06
layer_statement,would,-5.557,0.004,3.425154808195124e-109
layer_statement,could,-3.502,0.03,5.334715906841599e-37
layer_statement,can,-2.437,0.087,0.002087344081654902
layer_statement,should,-3.541,0.029,6.117654631878997e-35
layer_statement,may,-2.941,0.053,4.159541418287582e-19
cond,would,1.091,2.977,1.4307465140876348e-21
cond,could,1.532,4.627,1.1169663756962568e-33
cond,can,0.643,1.903,3.7883835879012637e-06
cond,should,0.122,1.13,0.5288345648512549
cond,may,0.409,1.505,0.007463924993989985
reported,would,0.129,1.138,0.27995695949498844
reported,could,-1.018,0.361,1.784469397457812e-09
reported,can,-0.902,0.406,1.8828827259548157e-06
reported,should,-0.047,0.954,0.7719462994558575
reported,may,-1.095,0.335,2.943895924573634e-09
