key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
minutes,ALL,T1,cfnai,1,0.2882,0.5849,99,0.866
minutes,ALL,T1,cfnai,2,0.0096,0.6755,99,0.1367
minutes,ALL,T1,cfnai,3,0.0223,0.7022,99,0.1782
minutes,ALL,T1,vix,1,0.0138,0.3057,99,0.3302
minutes,ALL,T1,vix,2,0.0473,0.1382,99,0.293
minutes,ALL,T1,vix,3,0.0172,0.1973,99,0.1651
minutes,ALL,T2,cfnai,1,0.0994,0.8218,91,0.6472
minutes,ALL,T2,cfnai,2,0.1583,0.924,91,0.652
minutes,ALL,T2,cfnai,3,0.1352,0.4274,91,0.835
minutes,ALL,T2,vix,1,0.2686,0.2225,91,0.6472
minutes,ALL,T2,vix,2,0.2634,0.0991,91,0.652
minutes,ALL,T2,vix,3,0.3051,0.1056,91,0.8615
minutes,could,T1,cfnai,1,0.3466,0.3508,99,0.866
minutes,could,T1,cfnai,2,0.8271,0.3172,99,0.9477
minutes,could,T1,cfnai,3,0.0118,0.388,99,0.1414
minutes,could,T1,vix,1,0.5233,0.9835,99,0.956
minutes,could,T1,vix,2,0.0385,0.3383,99,0.293
minutes,could,T1,vix,3,0.0555,0.4295,99,0.3333
minutes,could,T2,cfnai,1,0.3792,0.0745,91,0.6501
minutes,could,T2,cfnai,2,0.1752,0.1432,91,0.652
minutes,could,T2,cfnai,3,0.2013,0.0932,91,0.835
minutes,could,T2,vix,1,0.1256,0.0437,91,0.6472
minutes,could,T2,vix,2,0.1863,0.0061,91,0.652
minutes,could,T2,vix,3,0.5091,0.0123,91,0.933
minutes,should,T1,cfnai,1,0.7704,0.6369,99,0.9678
minutes,should,T1,cfnai,2,0.8113,0.783,99,0.9477
minutes,should,T1,cfnai,3,0.9609,0.9138,99,0.9988
minutes,should,T1,vix,1,0.3635,0.4146,99,0.866
minutes,should,T1,vix,2,0.6743,0.7406,99,0.9477
minutes,should,T1,vix,3,0.8515,0.8062,99,0.9988
minutes,should,T2,cfnai,1,0.973,0.9031,91,0.973
minutes,should,T2,cfnai,2,0.9803,0.775,91,0.9877
minutes,should,T2,cfnai,3,0.5608,0.3978,91,0.933
minutes,should,T2,vix,1,0.6625,0.8448,91,0.8833
minutes,should,T2,vix,2,0.8338,0.7886,91,0.9877
minutes,should,T2,vix,3,0.6689,0.5416,91,0.933
minutes,would,T1,cfnai,1,0.1934,0.1443,99,0.8241
minutes,would,T1,cfnai,2,0.0114,0.2508,99,0.1367
minutes,would,T1,cfnai,3,0.0023,0.3173,99,0.0543
minutes,would,T1,vix,1,0.3179,0.3276,99,0.866
minutes,would,T1,vix,2,0.4066,0.4852,99,0.9477
minutes,would,T1,vix,3,0.2413,0.6197,99,0.7296
minutes,would,T2,cfnai,1,0.0833,0.2043,91,0.6472
minutes,would,T2,cfnai,2,0.3248,0.5785,91,0.652
minutes,would,T2,cfnai,3,0.623,0.8078,91,0.933
minutes,would,T2,vix,1,0.3506,0.6007,91,0.6472
minutes,would,T2,vix,2,0.6194,0.266,91,0.8258
minutes,would,T2,vix,3,0.8744,0.491,91,0.9948
minutes,would/copular_adj,T1,cfnai,1,0.1631,0.3244,99,0.8241
minutes,would/copular_adj,T1,cfnai,2,0.0437,0.5122,99,0.293
minutes,would/copular_adj,T1,cfnai,3,0.1118,0.0332,99,0.5365
minutes,would/copular_adj,T1,vix,1,0.3789,0.2599,99,0.866
minutes,would/copular_adj,T1,vix,2,0.7072,0.1795,99,0.9477
minutes,would/copular_adj,T1,vix,3,0.81,0.1074,99,0.9988
minutes,would/copular_adj,T2,cfnai,1,0.3742,0.5015,91,0.6501
minutes,would/copular_adj,T2,cfnai,2,0.2783,0.6618,91,0.652
minutes,would/copular_adj,T2,cfnai,3,0.2574,0.76,91,0.835
minutes,would/copular_adj,T2,vix,1,0.0219,0.669,91,0.4185
minutes,would/copular_adj,T2,vix,2,0.0782,0.8718,91,0.652
minutes,would/copular_adj,T2,vix,3,0.1886,0.408,91,0.835
speech,ALL,T1,cfnai,1,0.7337,0.2825,124,0.9678
speech,ALL,T1,cfnai,2,0.6389,0.3461,124,0.9477
speech,ALL,T1,cfnai,3,0.8218,0.2882,124,0.9988
speech,ALL,T1,vix,1,0.962,0.7088,124,0.9678
speech,ALL,T1,vix,2,0.8616,0.4409,124,0.9477
speech,ALL,T1,vix,3,0.9531,0.4958,124,0.9988
speech,ALL,T2,cfnai,1,0.528,0.7315,118,0.792
speech,ALL,T2,cfnai,2,0.6896,0.8219,118,0.8946
speech,ALL,T2,cfnai,3,0.8275,0.4548,118,0.9733
speech,ALL,T2,vix,1,0.9146,0.7413,118,0.973
speech,ALL,T2,vix,2,0.9877,0.7173,118,0.9877
speech,ALL,T2,vix,3,0.9564,0.7514,118,0.9965
