layer,modal,date,kwic
min_committee,will,2015-07-29,… Committee slightly altered its characterization of when it anticipates that it [will] be appropriate to begin the process of policy normalization.…
min_committee,will,2015-03-18,… monetary policy and to indicate instead that the Committee anticipates that it [will] be appropriate to raise the target range for the federal funds rate when it has…
min_committee,would,2021-06-16,"…range for the federal funds rate at 0 to 1/4 percent, and they expected that it [would] be appropriate to maintain this target range until labor market conditions had …"
min_committee,would,2014-01-29,…arket conditions and the likelihood of continuing improvement indicated that it [would] be appropriate to make a further measured reduction in the pace of its asset pu…
min_committee,may,2023-03-22,"…en recent developments, members anticipated that some additional policy firming [may] be appropriate in order to attain a stance of monetary policy that is sufficien…"
min_committee,may,2019-01-30,…termined what future adjustments to the target range for the federal funds rate [may] be appropriate to support these outcomes.…
