layer,modal,vclass,n,share
pc_chair,will,activity,845,0.1947
pc_chair,will,mental,589,0.1357
pc_chair,will,other,431,0.0993
pc_chair,will,existence,430,0.0991
pc_chair,will,copular_adj,400,0.0921
pc_chair,will,aspectual,336,0.0774
pc_chair,will,policy_action,297,0.0684
pc_chair,will,copular_nom,287,0.0661
pc_chair,will,occurrence,275,0.0633
pc_chair,will,communication,267,0.0615
pc_chair,will,causative,105,0.0242
pc_chair,will,copular_prep,60,0.0138
pc_chair,will,copular_adv,19,0.0044
pc_chair,would,communication,846,0.2705
pc_chair,would,mental,475,0.1519
pc_chair,would,other,388,0.1241
pc_chair,would,activity,344,0.11
pc_chair,would,copular_adj,270,0.0863
pc_chair,would,existence,251,0.0803
pc_chair,would,copular_nom,219,0.07
pc_chair,would,policy_action,91,0.0291
pc_chair,would,causative,89,0.0285
pc_chair,would,aspectual,53,0.0169
pc_chair,would,occurrence,50,0.016
pc_chair,would,copular_prep,44,0.0141
pc_chair,would,copular_adv,7,0.0022
pc_chair,could,activity,110,0.1757
pc_chair,could,causative,88,0.1406
pc_chair,could,other,81,0.1294
pc_chair,could,existence,71,0.1134
pc_chair,could,copular_nom,54,0.0863
pc_chair,could,occurrence,51,0.0815
pc_chair,could,copular_adj,51,0.0815
pc_chair,could,mental,43,0.0687
pc_chair,could,communication,27,0.0431
pc_chair,could,policy_action,23,0.0367
pc_chair,could,copular_prep,17,0.0272
pc_chair,could,aspectual,9,0.0144
pc_chair,could,copular_adv,1,0.0016
pc_chair,can,activity,428,0.2658
pc_chair,can,other,351,0.218
pc_chair,can,mental,237,0.1472
pc_chair,can,communication,155,0.0963
pc_chair,can,policy_action,104,0.0646
pc_chair,can,existence,75,0.0466
pc_chair,can,occurrence,63,0.0391
pc_chair,can,causative,61,0.0379
pc_chair,can,copular_adj,50,0.0311
pc_chair,can,copular_nom,46,0.0286
pc_chair,can,aspectual,32,0.0199
pc_chair,can,copular_prep,7,0.0043
pc_chair,can,copular_adv,1,0.0006
pc_chair,should,activity,114,0.2294
pc_chair,should,mental,72,0.1449
pc_chair,should,other,68,0.1368
pc_chair,should,copular_nom,43,0.0865
pc_chair,should,existence,36,0.0724
pc_chair,should,copular_adj,33,0.0664
pc_chair,should,policy_action,33,0.0664
pc_chair,should,occurrence,28,0.0563
pc_chair,should,communication,21,0.0423
pc_chair,should,aspectual,18,0.0362
pc_chair,should,causative,15,0.0302
pc_chair,should,copular_prep,14,0.0282
pc_chair,should,copular_adv,2,0.004
pc_chair,may,copular_nom,70,0.1443
pc_chair,may,other,69,0.1423
pc_chair,may,existence,68,0.1402
pc_chair,may,activity,65,0.134
pc_chair,may,copular_adj,61,0.1258
pc_chair,may,occurrence,39,0.0804
pc_chair,may,causative,26,0.0536
pc_chair,may,copular_prep,26,0.0536
pc_chair,may,mental,22,0.0454
pc_chair,may,policy_action,15,0.0309
pc_chair,may,aspectual,14,0.0289
pc_chair,may,communication,8,0.0165
pc_chair,may,copular_adv,2,0.0041
