level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,T1_only,era_composition,confirmed,unit_level
genre,minutes,would+depend,vix,-0.252,0.0118,-0.346,0.0008,-0.243,-0.266,0.135,51,0.586,True,True,False,U2
genre,minutes,would+take,cfnai,-0.174,0.0846,-0.13,0.2188,-0.087,0.046,-0.346,86,0.172,False,False,False,U2
genre,minutes,would+take,vix,0.278,0.0054,0.295,0.0045,0.092,-0.043,0.058,86,0.172,True,True,False,U2
genre,statement,could+impede,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U2
genre,statement,could+impede,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U2
genre,statement,will+assess,cfnai,-0.356,0.0003,-0.298,0.0041,-0.251,0.006,-0.434,72,0.287,True,True,False,U2
genre,statement,will+assess,vix,-0.265,0.0073,-0.228,0.0298,-0.321,-0.071,-0.265,72,0.287,False,False,True,U2
genre,statement,will+be+appropriate,cfnai,0.364,0.0002,0.295,0.0045,0.32,0.082,0.386,43,0.614,False,False,False,U2
genre,statement,will+be+appropriate,vix,0.235,0.018,0.287,0.0058,0.057,0.1,0.278,43,0.614,False,False,False,U2
genre,statement,will+continue,cfnai,-0.164,0.1018,-0.18,0.0883,-0.146,-0.197,-0.256,125,0.327,False,False,False,U2
genre,statement,will+continue,vix,0.408,0.0,0.395,0.0001,0.375,0.081,-0.325,125,0.327,True,True,False,U2
genre,statement,will+monitor,cfnai,-0.053,0.602,0.052,0.6214,-0.115,0.122,-0.073,32,0.683,False,False,False,U2
genre,statement,will+monitor,vix,-0.296,0.0026,-0.411,0.0001,-0.35,-0.375,0.05,32,0.683,False,False,False,U2
genre,statement,will+take,cfnai,-0.221,0.0261,-0.244,0.0197,-0.125,0.088,-0.474,123,0.02,True,True,False,U2
genre,statement,will+take,vix,0.101,0.3153,0.272,0.0091,-0.111,0.198,-0.073,123,0.02,False,False,False,U2
genre,statement,would+be+prepared,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U2
genre,statement,would+be+prepared,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U2
layer,min_committee,could+impede,cfnai,-0.105,0.3003,-0.211,0.0449,-0.038,,-0.544,46,0.535,False,False,False,U2
layer,min_committee,could+impede,vix,0.38,0.0001,0.46,0.0,0.258,,-0.099,46,0.535,True,True,False,U2
layer,min_committee,may+be+appropriate,cfnai,-0.222,0.0269,-0.253,0.0156,-0.167,-0.224,-0.249,13,0.889,False,False,False,U2
layer,min_committee,may+be+appropriate,vix,-0.092,0.3658,-0.058,0.5824,-0.078,0.07,-0.378,13,0.889,False,False,False,U2
layer,min_committee,will+be+appropriate,cfnai,-0.012,0.9034,-0.099,0.3495,-0.054,-0.171,-0.044,7,0.929,False,False,False,U2
layer,min_committee,will+be+appropriate,vix,-0.102,0.3139,-0.155,0.1425,-0.165,0.056,-0.236,7,0.929,False,False,False,U2
layer,min_committee,would+assess,cfnai,-0.491,0.0,-0.43,0.0,-0.392,-0.379,-0.394,49,0.515,False,False,True,U2
layer,min_committee,would+assess,vix,-0.045,0.6608,-0.082,0.442,-0.137,-0.07,-0.254,49,0.515,False,False,False,U2
layer,min_committee,would+be+appropriate,cfnai,0.407,0.0,0.391,0.0001,0.4,0.22,0.538,63,0.545,False,False,True,U2
layer,min_committee,would+be+appropriate,vix,0.373,0.0001,0.334,0.0012,0.289,0.148,0.38,63,0.545,False,False,True,U2
layer,min_committee,would+be+prepared,cfnai,-0.105,0.3003,-0.211,0.0449,-0.038,,-0.544,46,0.535,False,False,False,U2
layer,min_committee,would+be+prepared,vix,0.38,0.0001,0.46,0.0,0.258,,-0.099,46,0.535,True,True,False,U2
layer,min_committee,would+continue,cfnai,-0.105,0.2993,-0.11,0.2979,-0.085,-0.142,-0.028,109,0.222,False,False,False,U2
layer,min_committee,would+continue,vix,0.5,0.0,0.451,0.0,0.322,0.055,0.08,109,0.222,False,False,True,U2
layer,min_committee,would+depend,cfnai,0.427,0.0,0.402,0.0001,0.365,0.601,0.336,51,0.586,False,False,True,U2
layer,min_committee,would+depend,vix,-0.252,0.0118,-0.346,0.0008,-0.243,-0.266,0.135,51,0.586,True,True,False,U2
layer,min_committee,would+take,cfnai,-0.174,0.0846,-0.13,0.2188,-0.087,0.046,-0.346,86,0.172,False,False,False,U2
layer,min_committee,would+take,vix,0.278,0.0054,0.295,0.0045,0.092,-0.043,0.058,86,0.172,True,True,False,U2
layer,statement,could+impede,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U2
layer,statement,could+impede,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U2
layer,statement,may+be+appropriate,cfnai,-0.216,0.0302,-0.248,0.0178,-0.191,-0.229,-0.237,10,0.901,False,False,False,U2
layer,statement,may+be+appropriate,vix,-0.077,0.4419,-0.037,0.7308,-0.094,0.062,-0.306,10,0.901,False,False,False,U2
layer,statement,will+assess,cfnai,-0.356,0.0003,-0.298,0.0041,-0.251,0.006,-0.434,72,0.287,True,True,False,U2
layer,statement,will+assess,vix,-0.265,0.0073,-0.228,0.0298,-0.321,-0.071,-0.265,72,0.287,False,False,True,U2
layer,statement,will+be+appropriate,cfnai,0.364,0.0002,0.295,0.0045,0.32,0.082,0.386,43,0.614,False,False,False,U2
layer,statement,will+be+appropriate,vix,0.235,0.018,0.287,0.0058,0.057,0.1,0.278,43,0.614,False,False,False,U2
layer,statement,will+continue,cfnai,-0.164,0.1018,-0.18,0.0883,-0.146,-0.197,-0.256,125,0.327,False,False,False,U2
layer,statement,will+continue,vix,0.408,0.0,0.395,0.0001,0.375,0.081,-0.325,125,0.327,True,True,False,U2
layer,statement,will+monitor,cfnai,-0.053,0.602,0.052,0.6214,-0.115,0.122,-0.073,32,0.683,False,False,False,U2
layer,statement,will+monitor,vix,-0.296,0.0026,-0.411,0.0001,-0.35,-0.375,0.05,32,0.683,False,False,False,U2
layer,statement,will+take,cfnai,-0.221,0.0261,-0.244,0.0197,-0.125,0.088,-0.474,123,0.02,True,True,False,U2
layer,statement,will+take,vix,0.101,0.3153,0.272,0.0091,-0.111,0.198,-0.073,123,0.02,False,False,False,U2
layer,statement,would+be+prepared,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U2
layer,statement,would+be+prepared,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U2
