key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
minutes,ALL,T1,cfnai,0.0096,0.6755,99,0.2432,0.8854456140350877
minutes,ALL,T1,vix,0.0473,0.1382,99,0.35136,0.4843789473684211
minutes,ALL,T2,cfnai,0.1583,0.924,91,0.5096727272727273,0.9632507936507937
minutes,ALL,T2,vix,0.2634,0.0991,91,0.6065116279069767,0.42282666666666663
minutes,could,T1,cfnai,0.8271,0.3172,99,0.9044610169491525,0.7518814814814815
minutes,could,T1,vix,0.0385,0.3383,99,0.35136,0.7732571428571429
minutes,could,T2,cfnai,0.1752,0.1432,91,0.5096727272727273,0.4843789473684211
minutes,could,T2,vix,0.1863,0.0061,91,0.5184,0.0976
minutes,could+impede,T1,cfnai,0.3706,0.0692,99,0.6065116279069767,0.34067692307692304
minutes,could+impede,T1,vix,0.7272,0.2587,99,0.8461963636363636,0.7093333333333334
minutes,could+impede,T2,cfnai,0.1706,0.4082,91,0.5096727272727273,0.8586322580645162
minutes,could+impede,T2,vix,0.3424,0.7654,91,0.6065116279069767,0.8854456140350877
minutes,should,T1,cfnai,0.8113,0.783,99,0.9044610169491525,0.8854456140350877
minutes,should,T1,vix,0.6743,0.7406,99,0.8299076923076923,0.8854456140350877
minutes,should,T2,cfnai,0.9803,0.775,91,0.9843,0.8854456140350877
minutes,should,T2,vix,0.8338,0.7886,91,0.9044610169491525,0.8854456140350877
minutes,would,T1,cfnai,0.0114,0.2508,99,0.2432,0.7093333333333334
minutes,would,T1,vix,0.4066,0.4852,99,0.6065116279069767,0.8759111111111112
minutes,would,T2,cfnai,0.3248,0.5785,91,0.6065116279069767,0.8854456140350877
minutes,would,T2,vix,0.6194,0.266,91,0.8299076923076923,0.7093333333333334
minutes,would+be+prepared,T1,cfnai,0.3706,0.0692,99,0.6065116279069767,0.34067692307692304
minutes,would+be+prepared,T1,vix,0.7272,0.2587,99,0.8461963636363636,0.7093333333333334
minutes,would+be+prepared,T2,cfnai,0.1706,0.4082,91,0.5096727272727273,0.8586322580645162
minutes,would+be+prepared,T2,vix,0.3424,0.7654,91,0.6065116279069767,0.8854456140350877
minutes,would+continue,T1,cfnai,0.026,0.0428,99,0.35136,0.26414545454545457
minutes,would+continue,T1,vix,0.8148,0.045,99,0.9044610169491525,0.26414545454545457
minutes,would+continue,T2,cfnai,0.7183,0.7868,91,0.8461963636363636,0.8854456140350877
minutes,would+continue,T2,vix,0.9843,0.0454,91,0.9843,0.26414545454545457
minutes,would+take,T1,cfnai,0.4033,0.5293,99,0.6065116279069767,0.8854456140350877
minutes,would+take,T1,vix,0.2933,0.7337,99,0.6065116279069767,0.8854456140350877
minutes,would+take,T2,cfnai,0.1625,0.7676,91,0.5096727272727273,0.8854456140350877
minutes,would+take,T2,vix,0.3603,0.9482,91,0.6065116279069767,0.9632507936507937
statement,ALL,T1,cfnai,0.0549,0.1438,101,0.35136,0.4843789473684211
statement,ALL,T1,vix,0.0507,0.0248,101,0.35136,0.1984
statement,ALL,T2,cfnai,0.4075,0.2811,91,0.6065116279069767,0.719616
statement,ALL,T2,vix,0.16,0.4617,91,0.5096727272727273,0.8690823529411764
statement,could,T1,cfnai,0.3848,0.0002,101,0.6065116279069767,0.004266666666666667
statement,could,T1,vix,0.6591,0.4159,101,0.8299076923076923,0.8586322580645162
statement,could,T2,cfnai,0.3731,0.6842,91,0.6065116279069767,0.8854456140350877
statement,could,T2,vix,0.1523,0.7311,91,0.5096727272727273,0.8854456140350877
statement,could+impede,T1,cfnai,0.3409,0.0001,101,0.6065116279069767,0.0032
statement,could+impede,T1,vix,0.6636,0.4482,101,0.8299076923076923,0.8690823529411764
statement,could+impede,T2,cfnai,0.3681,0.9396,91,0.6065116279069767,0.9632507936507937
statement,could+impede,T2,vix,0.1001,0.8477,91,0.49279999999999996,0.9195389830508475
statement,will,T1,cfnai,0.0107,0.0078,101,0.2432,0.09984
statement,will,T1,vix,0.1528,0.3141,101,0.5096727272727273,0.7518814814814815
statement,will,T2,cfnai,0.4875,0.5271,91,0.7090909090909091,0.8854456140350877
statement,will,T2,vix,0.0342,0.744,91,0.35136,0.8854456140350877
statement,will+continue,T1,cfnai,0.3336,0.9889,101,0.6065116279069767,0.9889
statement,will+continue,T1,vix,0.5446,0.0111,101,0.7577043478260869,0.1184
statement,will+continue,T2,cfnai,0.3087,0.6191,91,0.6065116279069767,0.8854456140350877
statement,will+continue,T2,vix,0.1671,0.1167,91,0.5096727272727273,0.4668
statement,will+take,T1,cfnai,0.0378,0.7242,101,0.35136,0.8854456140350877
statement,will+take,T1,vix,0.9256,0.2307,101,0.955458064516129,0.7093333333333334
statement,will+take,T2,cfnai,0.0773,0.6282,91,0.4497454545454545,0.8854456140350877
statement,will+take,T2,vix,0.8706,0.0861,91,0.925272131147541,0.3936
statement,would,T1,cfnai,0.6316,0.0221,101,0.8299076923076923,0.1984
statement,would,T1,vix,0.8819,0.661,101,0.925272131147541,0.8854456140350877
statement,would,T2,cfnai,0.5038,0.4927,91,0.7165155555555556,0.8759111111111112
statement,would,T2,vix,0.3624,0.7637,91,0.6065116279069767,0.8854456140350877
statement,would+be+prepared,T1,cfnai,0.3409,0.0001,101,0.6065116279069767,0.0032
statement,would+be+prepared,T1,vix,0.6636,0.4482,101,0.8299076923076923,0.8690823529411764
statement,would+be+prepared,T2,cfnai,0.3681,0.9396,91,0.6065116279069767,0.9632507936507937
statement,would+be+prepared,T2,vix,0.1001,0.8477,91,0.49279999999999996,0.9195389830508475
