layer,unit,n_tokens,zero_share,spec,var,label,coef,se,p,stars,n,r2,adj_r2
statement,will+continue,125,0.327,(3),const,const,0.68738,1.30774,0.59915,,101,0.11375,0.09567
statement,will+continue,125,0.327,(3),cfnai_ma3_lag2,CFNAI-MA3,-0.06576,0.08851,0.45749,,101,0.11375,0.09567
statement,will+continue,125,0.327,(3),vix_pre28,VIX,0.14825,0.05294,0.0051,***,101,0.11375,0.09567
statement,will+continue,125,0.327,(6) excl-2020,const,const,-0.94184,1.34311,0.48316,,91,0.14707,0.12768
statement,will+continue,125,0.327,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-2.09413,1.97258,0.28841,,91,0.14707,0.12768
statement,will+continue,125,0.327,(6) excl-2020,vix_pre28,VIX,0.24515,0.0631,0.0001,***,91,0.14707,0.12768
statement,will+continue,125,0.327,(7) Δ,const,const,0.02805,0.09268,0.76214,,100,0.01266,-0.00769
statement,will+continue,125,0.327,(7) Δ,d_cfnai,ΔCFNAI,0.10384,0.07104,0.14383,,100,0.01266,-0.00769
statement,will+continue,125,0.327,(7) Δ,d_vix,ΔVIX,-0.01862,0.03078,0.54513,,100,0.01266,-0.00769
statement,will+continue,125,0.327,(8) Δ excl-2020,const,const,0.00501,0.09376,0.9574,,90,0.04414,0.02217
statement,will+continue,125,0.327,(8) Δ excl-2020,d_cfnai,ΔCFNAI,0.7121,0.62737,0.25635,,90,0.04414,0.02217
statement,will+continue,125,0.327,(8) Δ excl-2020,d_vix,ΔVIX,-0.06207,0.01935,0.00134,***,90,0.04414,0.02217
statement,will+take,123,0.02,(3),const,const,3.44606,0.65899,0.0,***,101,0.0084,-0.01183
statement,will+take,123,0.02,(3),cfnai_ma3_lag2,CFNAI-MA3,-0.04502,0.06792,0.50742,,101,0.0084,-0.01183
statement,will+take,123,0.02,(3),vix_pre28,VIX,-0.01688,0.03374,0.61689,,101,0.0084,-0.01183
statement,will+take,123,0.02,(6) excl-2020,const,const,1.86551,0.55059,0.0007,***,91,0.17646,0.15774
statement,will+take,123,0.02,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-1.90828,0.64666,0.00317,***,91,0.17646,0.15774
statement,will+take,123,0.02,(6) excl-2020,vix_pre28,VIX,0.08003,0.03085,0.00949,***,91,0.17646,0.15774
statement,will+take,123,0.02,(7) Δ,const,const,0.02772,0.05876,0.63711,,100,0.00995,-0.01046
statement,will+take,123,0.02,(7) Δ,d_cfnai,ΔCFNAI,-0.00237,0.01251,0.84978,,100,0.00995,-0.01046
statement,will+take,123,0.02,(7) Δ,d_vix,ΔVIX,-0.01526,0.01706,0.37103,,100,0.00995,-0.01046
statement,will+take,123,0.02,(8) Δ excl-2020,const,const,0.04543,0.05965,0.4463,,90,0.00131,-0.02164
statement,will+take,123,0.02,(8) Δ excl-2020,d_cfnai,ΔCFNAI,0.01325,0.23197,0.95446,,90,0.00131,-0.02164
statement,will+take,123,0.02,(8) Δ excl-2020,d_vix,ΔVIX,0.00502,0.01456,0.73014,,90,0.00131,-0.02164
statement,will+assess,72,0.287,(3),const,const,2.80349,0.52086,0.0,***,101,0.1123,0.09418
statement,will+assess,72,0.287,(3),cfnai_ma3_lag2,CFNAI-MA3,-0.3074,0.1109,0.00557,***,101,0.1123,0.09418
statement,will+assess,72,0.287,(3),vix_pre28,VIX,-0.05238,0.02735,0.05552,*,101,0.1123,0.09418
statement,will+assess,72,0.287,(6) excl-2020,const,const,3.0119,0.65942,0.0,***,91,0.20568,0.18762
statement,will+assess,72,0.287,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-2.09405,0.7416,0.00475,***,91,0.20568,0.18762
statement,will+assess,72,0.287,(6) excl-2020,vix_pre28,VIX,-0.06626,0.04146,0.10999,,91,0.20568,0.18762
statement,will+assess,72,0.287,(7) Δ,const,const,0.03868,0.04545,0.39478,,100,0.09874,0.08015
statement,will+assess,72,0.287,(7) Δ,d_cfnai,ΔCFNAI,-0.14529,0.04003,0.00028,***,100,0.09874,0.08015
statement,will+assess,72,0.287,(7) Δ,d_vix,ΔVIX,-0.00121,0.01028,0.90628,,100,0.09874,0.08015
statement,will+assess,72,0.287,(8) Δ excl-2020,const,const,0.08423,0.03922,0.03173,**,90,0.00728,-0.01554
statement,will+assess,72,0.287,(8) Δ excl-2020,d_cfnai,ΔCFNAI,0.08305,0.18906,0.66045,,90,0.00728,-0.01554
statement,will+assess,72,0.287,(8) Δ excl-2020,d_vix,ΔVIX,-0.00884,0.00687,0.19827,,90,0.00728,-0.01554
statement,could+impede,46,0.545,(3),const,const,0.49928,0.91562,0.58555,,101,0.0627,0.04358
statement,could+impede,46,0.545,(3),cfnai_ma3_lag2,CFNAI-MA3,0.22118,0.04549,0.0,***,101,0.0627,0.04358
statement,could+impede,46,0.545,(3),vix_pre28,VIX,0.05004,0.04844,0.30162,,101,0.0627,0.04358
statement,could+impede,46,0.545,(6) excl-2020,const,const,-1.54176,0.58947,0.00891,***,91,0.25647,0.23957
statement,could+impede,46,0.545,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-1.23922,0.9708,0.20178,,91,0.25647,0.23957
statement,could+impede,46,0.545,(6) excl-2020,vix_pre28,VIX,0.17513,0.03245,0.0,***,91,0.25647,0.23957
statement,could+impede,46,0.545,(7) Δ,const,const,0.0393,0.02322,0.09049,*,100,0.29966,0.28522
statement,could+impede,46,0.545,(7) Δ,d_cfnai,ΔCFNAI,0.13831,0.03597,0.00012,***,100,0.29966,0.28522
statement,could+impede,46,0.545,(7) Δ,d_vix,ΔVIX,-0.00616,0.00891,0.48883,,100,0.29966,0.28522
statement,could+impede,46,0.545,(8) Δ excl-2020,const,const,0.01689,0.01816,0.35221,,90,0.00498,-0.01789
statement,could+impede,46,0.545,(8) Δ excl-2020,d_cfnai,ΔCFNAI,-0.09364,0.12737,0.46225,,90,0.00498,-0.01789
statement,could+impede,46,0.545,(8) Δ excl-2020,d_vix,ΔVIX,0.00067,0.01157,0.95411,,90,0.00498,-0.01789
statement,would+be+prepared,46,0.545,(3),const,const,0.49928,0.91562,0.58555,,101,0.0627,0.04358
statement,would+be+prepared,46,0.545,(3),cfnai_ma3_lag2,CFNAI-MA3,0.22118,0.04549,0.0,***,101,0.0627,0.04358
statement,would+be+prepared,46,0.545,(3),vix_pre28,VIX,0.05004,0.04844,0.30162,,101,0.0627,0.04358
statement,would+be+prepared,46,0.545,(6) excl-2020,const,const,-1.54176,0.58947,0.00891,***,91,0.25647,0.23957
statement,would+be+prepared,46,0.545,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-1.23922,0.9708,0.20178,,91,0.25647,0.23957
statement,would+be+prepared,46,0.545,(6) excl-2020,vix_pre28,VIX,0.17513,0.03245,0.0,***,91,0.25647,0.23957
statement,would+be+prepared,46,0.545,(7) Δ,const,const,0.0393,0.02322,0.09049,*,100,0.29966,0.28522
statement,would+be+prepared,46,0.545,(7) Δ,d_cfnai,ΔCFNAI,0.13831,0.03597,0.00012,***,100,0.29966,0.28522
statement,would+be+prepared,46,0.545,(7) Δ,d_vix,ΔVIX,-0.00616,0.00891,0.48883,,100,0.29966,0.28522
statement,would+be+prepared,46,0.545,(8) Δ excl-2020,const,const,0.01689,0.01816,0.35221,,90,0.00498,-0.01789
statement,would+be+prepared,46,0.545,(8) Δ excl-2020,d_cfnai,ΔCFNAI,-0.09364,0.12737,0.46225,,90,0.00498,-0.01789
statement,would+be+prepared,46,0.545,(8) Δ excl-2020,d_vix,ΔVIX,0.00067,0.01157,0.95411,,90,0.00498,-0.01789
statement,will+be+appropriate,43,0.614,(3),const,const,0.26955,0.66629,0.6858,,101,0.08879,0.07019
statement,will+be+appropriate,43,0.614,(3),cfnai_ma3_lag2,CFNAI-MA3,0.28647,0.08946,0.00136,***,101,0.08879,0.07019
