key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
statement,ALL,T1,cfnai,1,0.0206,0.3315,101,0.1857
statement,ALL,T1,cfnai,2,0.0549,0.1438,101,0.2472
statement,ALL,T1,cfnai,3,0.0515,0.1184,101,0.3996
statement,ALL,T1,vix,1,0.0624,0.0345,101,0.3745
statement,ALL,T1,vix,2,0.0507,0.0248,101,0.2472
statement,ALL,T1,vix,3,0.0905,0.0007,101,0.4071
statement,ALL,T2,cfnai,1,0.6154,0.1263,91,0.7385
statement,ALL,T2,cfnai,2,0.4075,0.2811,91,0.5643
statement,ALL,T2,cfnai,3,0.6811,0.4951,91,0.854
statement,ALL,T2,vix,1,0.3145,0.2945,91,0.4749
statement,ALL,T2,vix,2,0.16,0.4617,91,0.4297
statement,ALL,T2,vix,3,0.2143,0.2441,91,0.854
statement,could,T1,cfnai,1,0.7148,0.0013,101,0.9681
statement,could,T1,cfnai,2,0.3848,0.0002,101,0.7696
statement,could,T1,cfnai,3,0.194,0.0,101,0.4364
statement,could,T1,vix,1,0.8152,0.3723,101,0.9681
statement,could,T1,vix,2,0.6591,0.4159,101,0.8532
statement,could,T1,vix,3,0.8214,0.2871,101,0.924
statement,could,T2,cfnai,1,0.3393,0.4179,91,0.4749
statement,could,T2,cfnai,2,0.3731,0.6842,91,0.5596
statement,could,T2,cfnai,3,0.5553,0.8189,91,0.854
statement,could,T2,vix,1,0.2259,0.6007,91,0.4749
statement,could,T2,vix,2,0.1523,0.7311,91,0.4297
statement,could,T2,vix,3,0.3617,0.73,91,0.854
statement,could+impede,T1,cfnai,1,0.7716,0.0004,101,0.9681
statement,could+impede,T1,cfnai,2,0.3409,0.0001,101,0.767
statement,could+impede,T1,cfnai,3,0.143,0.0,101,0.4291
statement,could+impede,T1,vix,1,0.8902,0.5018,101,0.9681
statement,could+impede,T1,vix,2,0.6636,0.4482,101,0.8532
statement,could+impede,T1,vix,3,0.821,0.2919,101,0.924
statement,could+impede,T2,cfnai,1,0.2329,0.5034,91,0.4749
statement,could+impede,T2,cfnai,2,0.3681,0.9396,91,0.5596
statement,could+impede,T2,cfnai,3,0.7111,0.9893,91,0.854
statement,could+impede,T2,vix,1,0.1741,0.9165,91,0.4749
statement,could+impede,T2,vix,2,0.1001,0.8477,91,0.4297
statement,could+impede,T2,vix,3,0.2783,0.8098,91,0.854
statement,will,T1,cfnai,1,0.0007,0.0371,101,0.0121
statement,will,T1,cfnai,2,0.0107,0.0078,101,0.1919
statement,will,T1,cfnai,3,0.0061,0.0262,101,0.1096
statement,will,T1,vix,1,0.1972,0.2054,101,0.8213
statement,will,T1,vix,2,0.1528,0.3141,101,0.55
statement,will,T1,vix,3,0.1718,0.0041,101,0.4364
statement,will,T2,cfnai,1,0.343,0.3156,91,0.4749
statement,will,T2,cfnai,2,0.4875,0.5271,91,0.6046
statement,will,T2,cfnai,3,0.5627,0.6129,91,0.854
statement,will,T2,vix,1,0.1034,0.4536,91,0.4749
statement,will,T2,vix,2,0.0342,0.744,91,0.4297
statement,will,T2,vix,3,0.0764,0.5027,91,0.854
statement,will+assess,T1,cfnai,1,0.8895,0.007,101,0.9681
statement,will+assess,T1,cfnai,2,0.7372,0.0072,101,0.882
statement,will+assess,T1,cfnai,3,0.7402,0.0024,101,0.924
statement,will+assess,T1,vix,1,0.4685,0.6039,101,0.9681
statement,will+assess,T1,vix,2,0.784,0.2952,101,0.882
statement,will+assess,T1,vix,3,0.4674,0.3005,101,0.7648
statement,will+assess,T2,cfnai,1,0.8326,0.8411,91,0.8423
statement,will+assess,T2,cfnai,2,0.6924,0.9973,91,0.779
statement,will+assess,T2,cfnai,3,0.9625,0.9703,91,0.9625
statement,will+assess,T2,vix,1,0.8423,0.1994,91,0.8423
statement,will+assess,T2,vix,2,0.8426,0.5046,91,0.8706
statement,will+assess,T2,vix,3,0.8859,0.6146,91,0.938
statement,will+continue,T1,cfnai,1,0.9681,0.7815,101,0.9681
statement,will+continue,T1,cfnai,2,0.3336,0.9889,101,0.767
statement,will+continue,T1,cfnai,3,0.3244,0.9434,101,0.6488
statement,will+continue,T1,vix,1,0.9332,0.0034,101,0.9681
statement,will+continue,T1,vix,2,0.5446,0.0111,101,0.8532
statement,will+continue,T1,vix,3,0.3785,0.0174,101,0.6813
statement,will+continue,T2,cfnai,1,0.4521,0.3534,91,0.5813
statement,will+continue,T2,cfnai,2,0.3087,0.6191,91,0.5596
statement,will+continue,T2,cfnai,3,0.5746,0.8105,91,0.854
statement,will+continue,T2,vix,1,0.3259,0.2822,91,0.4749
statement,will+continue,T2,vix,2,0.1671,0.1167,91,0.4297
statement,will+continue,T2,vix,3,0.2534,0.2339,91,0.854
statement,will+take,T1,cfnai,1,0.2281,0.8201,101,0.8213
statement,will+take,T1,cfnai,2,0.0378,0.7242,101,0.2472
statement,will+take,T1,cfnai,3,0.0666,0.3317,101,0.3996
statement,will+take,T1,vix,1,0.9503,0.0991,101,0.9681
statement,will+take,T1,vix,2,0.9256,0.2307,101,0.9256
statement,will+take,T1,vix,3,0.9932,0.0898,101,0.9932
statement,will+take,T2,cfnai,1,0.031,0.5179,91,0.4749
statement,will+take,T2,cfnai,2,0.0773,0.6282,91,0.4297
statement,will+take,T2,cfnai,3,0.3116,0.7858,91,0.854
statement,will+take,T2,vix,1,0.7172,0.0315,91,0.8069
statement,will+take,T2,vix,2,0.8706,0.0861,91,0.8706
statement,will+take,T2,vix,3,0.5929,0.0983,91,0.854
statement,would,T1,cfnai,1,0.7137,0.0249,101,0.9681
statement,would,T1,cfnai,2,0.6316,0.0221,101,0.8532
statement,would,T1,cfnai,3,0.6761,0.004,101,0.924
statement,would,T1,vix,1,0.8733,0.7377,101,0.9681
statement,would,T1,vix,2,0.8819,0.661,101,0.9256
statement,would,T1,vix,3,0.9518,0.4323,101,0.9932
statement,would,T2,cfnai,1,0.3123,0.6412,91,0.4749
statement,would,T2,cfnai,2,0.5038,0.4927,91,0.6046
statement,would,T2,cfnai,3,0.7721,0.5286,91,0.8686
statement,would,T2,vix,1,0.1905,0.7747,91,0.4749
statement,would,T2,vix,2,0.3624,0.7637,91,0.5596
statement,would,T2,vix,3,0.7117,0.8773,91,0.854
statement,would+be+prepared,T1,cfnai,1,0.7716,0.0004,101,0.9681
statement,would+be+prepared,T1,cfnai,2,0.3409,0.0001,101,0.767
statement,would+be+prepared,T1,cfnai,3,0.143,0.0,101,0.4291
statement,would+be+prepared,T1,vix,1,0.8902,0.5018,101,0.9681
statement,would+be+prepared,T1,vix,2,0.6636,0.4482,101,0.8532
statement,would+be+prepared,T1,vix,3,0.821,0.2919,101,0.924
statement,would+be+prepared,T2,cfnai,1,0.2329,0.5034,91,0.4749
statement,would+be+prepared,T2,cfnai,2,0.3681,0.9396,91,0.5596
statement,would+be+prepared,T2,cfnai,3,0.7111,0.9893,91,0.854
statement,would+be+prepared,T2,vix,1,0.1741,0.9165,91,0.4749
statement,would+be+prepared,T2,vix,2,0.1001,0.8477,91,0.4297
statement,would+be+prepared,T2,vix,3,0.2783,0.8098,91,0.854
