layer,modal,subj_type,n,share
statement,will,committee,270,0.445
statement,will,econ,138,0.227
statement,will,other,117,0.193
statement,will,it_there_rel,71,0.117
statement,will,fed,11,0.018
statement,would,committee,46,0.939
statement,would,it_there_rel,3,0.061
statement,could,it_there_rel,46,0.92
statement,could,econ,4,0.08
statement,should,econ,27,0.818
statement,should,it_there_rel,6,0.182
statement,may,econ,17,0.63
statement,may,other,5,0.185
statement,may,it_there_rel,5,0.185
