key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
minutes,ALL,T1,cfnai,0.0096,0.6755,99,0.1824,0.8701793103448275
minutes,ALL,T1,vix,0.0473,0.1382,99,0.2928,0.5304888888888889
minutes,ALL,T2,cfnai,0.1583,0.924,91,0.512,0.9545142857142858
minutes,ALL,T2,vix,0.2634,0.0991,91,0.6840888888888889,0.48787692307692304
minutes,could,T1,cfnai,0.8271,0.3172,99,0.9777142857142858,0.7772689655172415
minutes,could,T1,vix,0.0385,0.3383,99,0.2928,0.7772689655172415
minutes,could,T2,cfnai,0.1752,0.1432,91,0.5339428571428572,0.5304888888888889
minutes,could,T2,vix,0.1863,0.0061,91,0.5419636363636363,0.07808000000000001
minutes,could/causative,T1,cfnai,0.6777,0.3926,99,0.8851591836734694,0.8048761904761905
minutes,could/causative,T1,vix,0.9532,0.3522,99,0.9803,0.7772689655172415
minutes,could/causative,T2,cfnai,0.3028,0.3768,91,0.6840888888888889,0.80384
minutes,could/causative,T2,vix,0.9709,0.3086,91,0.9803,0.7772689655172415
minutes,should,T1,cfnai,0.8113,0.783,99,0.9777142857142858,0.8701793103448275
minutes,should,T1,vix,0.6743,0.7406,99,0.8851591836734694,0.8701793103448275
minutes,should,T2,cfnai,0.9803,0.775,91,0.9803,0.8701793103448275
minutes,should,T2,vix,0.8338,0.7886,91,0.9777142857142858,0.8701793103448275
minutes,would,T1,cfnai,0.0114,0.2508,99,0.1824,0.7643428571428572
minutes,would,T1,vix,0.4066,0.4852,99,0.6863157894736842,0.8048761904761905
minutes,would,T2,cfnai,0.3248,0.5785,91,0.6840888888888889,0.8610232558139536
minutes,would,T2,vix,0.6194,0.266,91,0.8851591836734694,0.7738181818181818
minutes,would/aspectual,T1,cfnai,0.0426,0.0579,99,0.2928,0.3088
minutes,would/aspectual,T1,vix,0.9323,0.0505,99,0.9803,0.3008
minutes,would/aspectual,T2,cfnai,0.7514,0.9288,91,0.9429333333333333,0.9545142857142858
minutes,would/aspectual,T2,vix,0.8541,0.0517,91,0.9777142857142858,0.3008
minutes,would/copular_adj,T1,cfnai,0.0437,0.5122,99,0.2928,0.8048761904761905
minutes,would/copular_adj,T1,vix,0.7072,0.1795,99,0.905216,0.5744
minutes,would/copular_adj,T2,cfnai,0.2783,0.6618,91,0.6840888888888889,0.8701793103448275
minutes,would/copular_adj,T2,vix,0.0782,0.8718,91,0.3849846153846154,0.92992
statement,ALL,T1,cfnai,0.0549,0.1438,101,0.2928,0.5304888888888889
statement,ALL,T1,vix,0.0507,0.0248,101,0.2928,0.17635555555555554
statement,ALL,T2,cfnai,0.4075,0.2811,91,0.6863157894736842,0.7772689655172415
statement,ALL,T2,vix,0.16,0.4617,91,0.512,0.8048761904761905
statement,could,T1,cfnai,0.3848,0.0002,101,0.6840888888888889,0.004266666666666667
statement,could,T1,vix,0.6591,0.4159,101,0.8851591836734694,0.8048761904761905
statement,could,T2,cfnai,0.3731,0.6842,91,0.6840888888888889,0.8701793103448275
statement,could,T2,vix,0.1523,0.7311,91,0.512,0.8701793103448275
statement,could/causative,T1,cfnai,0.3848,0.0002,101,0.6840888888888889,0.004266666666666667
statement,could/causative,T1,vix,0.6591,0.4159,101,0.8851591836734694,0.8048761904761905
statement,could/causative,T2,cfnai,0.3731,0.6842,91,0.6840888888888889,0.8701793103448275
statement,could/causative,T2,vix,0.1523,0.7311,91,0.512,0.8701793103448275
statement,will,T1,cfnai,0.0107,0.0078,101,0.1824,0.0832
statement,will,T1,vix,0.1528,0.3141,101,0.512,0.7772689655172415
statement,will,T2,cfnai,0.4875,0.5271,91,0.786419512195122,0.8048761904761905
statement,will,T2,vix,0.0342,0.744,91,0.2928,0.8701793103448275
statement,will/activity,T1,cfnai,0.003,0.4357,101,0.1824,0.8048761904761905
statement,will/activity,T1,vix,0.5725,0.1492,101,0.8723809523809524,0.5304888888888889
statement,will/activity,T2,cfnai,0.0208,0.7133,91,0.26624,0.8701793103448275
statement,will/activity,T2,vix,0.9715,0.1774,91,0.9803,0.5744
statement,will/aspectual,T1,cfnai,0.337,0.9898,101,0.6840888888888889,0.9898
statement,will/aspectual,T1,vix,0.497,0.013,101,0.786419512195122,0.11885714285714286
statement,will/aspectual,T2,cfnai,0.381,0.7175,91,0.6840888888888889,0.8701793103448275
statement,will/aspectual,T2,vix,0.1323,0.1269,91,0.512,0.5304888888888889
statement,will/mental,T1,cfnai,0.8555,0.0006,101,0.9777142857142858,0.0096
statement,will/mental,T1,vix,0.8911,0.4654,101,0.9803,0.8048761904761905
statement,will/mental,T2,cfnai,0.9186,0.5282,91,0.9803,0.8048761904761905
statement,will/mental,T2,vix,0.2653,0.3414,91,0.6840888888888889,0.7772689655172415
statement,would,T1,cfnai,0.6316,0.0221,101,0.8851591836734694,0.17635555555555554
statement,would,T1,vix,0.8819,0.661,101,0.9803,0.8701793103448275
statement,would,T2,cfnai,0.5038,0.4927,91,0.786419512195122,0.8048761904761905
statement,would,T2,vix,0.3624,0.7637,91,0.6840888888888889,0.8701793103448275
statement,would/copular_adj,T1,cfnai,0.3409,0.0001,101,0.6840888888888889,0.004266666666666667
statement,would/copular_adj,T1,vix,0.6636,0.4482,101,0.8851591836734694,0.8048761904761905
statement,would/copular_adj,T2,cfnai,0.3681,0.9396,91,0.6840888888888889,0.9545142857142858
statement,would/copular_adj,T2,vix,0.1001,0.8477,91,0.45759999999999995,0.9195389830508475
