layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
statement,will,modal,607,41906,4341,533106,14484.8,8142.8,152.88,0.0,0.832,77.9,+,0.0
statement,would,modal,49,41906,3127,533106,1169.3,5865.6,223.85,0.0,-2.312,-80.1,-,0.0
statement,could,modal,50,41906,626,533106,1193.1,1174.3,0.01,0.9137,0.036,1.6,+,0.9137
statement,can,modal,4,41906,1610,533106,95.5,3020.0,208.62,0.0,-4.814,-96.8,-,0.0
statement,should,modal,33,41906,497,533106,787.5,932.3,0.93,0.3358,-0.223,-15.5,-,0.4029
statement,may,modal,27,41906,485,533106,644.3,909.8,3.38,0.066,-0.473,-29.2,-,0.099
pc_chair,will,modal,4341,533106,607,41906,8142.8,14484.8,152.88,0.0,-0.832,-43.8,-,0.0
pc_chair,would,modal,3127,533106,49,41906,5865.6,1169.3,223.85,0.0,2.312,401.6,+,0.0
pc_chair,could,modal,626,533106,50,41906,1174.3,1193.1,0.01,0.9137,-0.036,-1.6,-,0.9137
pc_chair,can,modal,1610,533106,4,41906,3020.0,95.5,208.62,0.0,4.814,3063.9,+,0.0
pc_chair,should,modal,497,533106,33,41906,932.3,787.5,0.93,0.3358,0.223,18.4,+,0.4029
pc_chair,may,modal,485,533106,27,41906,909.8,644.3,3.38,0.066,0.473,41.2,+,0.099
