key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
press_conf,ALL,T1,cfnai,1,0.3894,0.293,80,0.7346
press_conf,ALL,T1,cfnai,2,0.2032,0.648,80,0.5174
press_conf,ALL,T1,cfnai,3,0.1976,0.7889,80,0.5466
press_conf,ALL,T1,vix,1,0.5008,0.0178,80,0.7346
press_conf,ALL,T1,vix,2,0.7268,0.1357,80,0.7995
press_conf,ALL,T1,vix,3,0.9557,0.2442,80,0.9787
press_conf,ALL,T2,cfnai,1,0.182,0.0024,71,0.5878
press_conf,ALL,T2,cfnai,2,0.3803,0.0085,71,0.8104
press_conf,ALL,T2,cfnai,3,0.6816,0.0135,71,0.9133
press_conf,ALL,T2,vix,1,0.7397,0.0369,71,0.8447
press_conf,ALL,T2,vix,2,0.5157,0.1269,71,0.8104
press_conf,ALL,T2,vix,3,0.461,0.1297,71,0.8843
press_conf,can,T1,cfnai,1,0.3877,0.2363,80,0.7346
press_conf,can,T1,cfnai,2,0.6459,0.163,80,0.7995
press_conf,can,T1,cfnai,3,0.7067,0.2645,80,0.9146
press_conf,can,T1,vix,1,0.8569,0.0047,80,0.8733
press_conf,can,T1,vix,2,0.5955,0.0064,80,0.7995
press_conf,can,T1,vix,3,0.7827,0.008,80,0.951
press_conf,can,T2,cfnai,1,0.9512,0.4798,71,0.9512
press_conf,can,T2,cfnai,2,0.948,0.7477,71,0.9822
press_conf,can,T2,cfnai,3,0.4972,0.7242,71,0.8843
press_conf,can,T2,vix,1,0.2795,0.3059,71,0.5878
press_conf,can,T2,vix,2,0.6338,0.5739,71,0.8714
press_conf,can,T2,vix,3,0.0587,0.5502,71,0.6641
press_conf,could,T1,cfnai,1,0.0125,0.1234,80,0.1373
press_conf,could,T1,cfnai,2,0.0582,0.0467,80,0.3202
press_conf,could,T1,cfnai,3,0.1353,0.0709,80,0.5466
press_conf,could,T1,vix,1,0.4695,0.3772,80,0.7346
press_conf,could,T1,vix,2,0.4875,0.4223,80,0.766
press_conf,could,T1,vix,3,0.5951,0.5888,80,0.8728
press_conf,could,T2,cfnai,1,0.7679,0.5653,71,0.8447
press_conf,could,T2,cfnai,2,0.8157,0.9222,71,0.8973
press_conf,could,T2,cfnai,3,0.555,0.9765,71,0.8843
press_conf,could,T2,vix,1,0.37,0.0415,71,0.5878
press_conf,could,T2,vix,2,0.7287,0.302,71,0.8859
press_conf,could,T2,vix,3,0.9102,0.5489,71,0.9535
press_conf,may,T1,cfnai,1,0.4803,0.9946,80,0.7346
press_conf,may,T1,cfnai,2,0.221,0.6372,80,0.5174
press_conf,may,T1,cfnai,3,0.4273,0.7525,80,0.7318
press_conf,may,T1,vix,1,0.7525,0.8086,80,0.8713
press_conf,may,T1,vix,2,0.9927,0.8384,80,0.9927
press_conf,may,T1,vix,3,0.9787,0.9514,80,0.9787
press_conf,may,T2,cfnai,1,0.7321,0.9197,71,0.8447
press_conf,may,T2,cfnai,2,0.7651,0.8551,71,0.8859
press_conf,may,T2,cfnai,3,0.543,0.8411,71,0.8843
press_conf,may,T2,vix,1,0.3991,0.6351,71,0.5878
press_conf,may,T2,vix,2,0.6733,0.3918,71,0.8714
press_conf,may,T2,vix,3,0.8303,0.5698,71,0.9133
press_conf,should,T1,cfnai,1,0.2586,0.2702,80,0.6321
press_conf,should,T1,cfnai,2,0.2822,0.5272,80,0.5174
press_conf,should,T1,cfnai,3,0.4324,0.6778,80,0.7318
press_conf,should,T1,vix,1,0.4444,0.2332,80,0.7346
press_conf,should,T1,vix,2,0.2617,0.3305,80,0.5174
press_conf,should,T1,vix,3,0.2431,0.5589,80,0.5566
press_conf,should,T2,cfnai,1,0.109,0.4427,71,0.5878
press_conf,should,T2,cfnai,2,0.2673,0.9378,71,0.8104
press_conf,should,T2,cfnai,3,0.3756,0.7228,71,0.8843
press_conf,should,T2,vix,1,0.4008,0.3059,71,0.5878
press_conf,should,T2,vix,2,0.1689,0.7065,71,0.7431
press_conf,should,T2,vix,3,0.1764,0.8875,71,0.776
press_conf,will,T1,cfnai,1,0.1682,0.0979,80,0.5286
press_conf,will,T1,cfnai,2,0.1787,0.1224,80,0.5174
press_conf,will,T1,cfnai,3,0.1988,0.2447,80,0.5466
press_conf,will,T1,vix,1,0.1016,0.0728,80,0.4472
press_conf,will,T1,vix,2,0.275,0.5415,80,0.5174
press_conf,will,T1,vix,3,0.3569,0.6186,80,0.7138
press_conf,will,T2,cfnai,1,0.7489,0.1868,71,0.8447
press_conf,will,T2,cfnai,2,0.2457,0.1938,71,0.8104
press_conf,will,T2,cfnai,3,0.1207,0.4173,71,0.6641
press_conf,will,T2,vix,1,0.9309,0.0403,71,0.9512
press_conf,will,T2,vix,2,0.9822,0.1884,71,0.9822
press_conf,will,T2,vix,3,0.9594,0.1062,71,0.9594
press_conf,would,T1,cfnai,1,0.152,0.1241,80,0.5286
press_conf,would,T1,cfnai,2,0.1462,0.4178,80,0.5174
press_conf,would,T1,cfnai,3,0.253,0.53,80,0.5566
press_conf,would,T1,vix,1,0.5802,0.1477,80,0.7978
press_conf,would,T1,vix,2,0.7155,0.5113,80,0.7995
press_conf,would,T1,vix,3,0.5225,0.575,80,0.821
press_conf,would,T2,cfnai,1,0.2543,0.0504,71,0.5878
press_conf,would,T2,cfnai,2,0.0911,0.1734,71,0.7431
press_conf,would,T2,cfnai,3,0.093,0.1333,71,0.6641
press_conf,would,T2,vix,1,0.3531,0.4432,71,0.5878
press_conf,would,T2,vix,2,0.5778,0.6185,71,0.8474
press_conf,would,T2,vix,3,0.829,0.7632,71,0.9133
statement,ALL,T1,cfnai,1,0.0206,0.3315,101,0.1513
statement,ALL,T1,cfnai,2,0.0549,0.1438,101,0.3202
statement,ALL,T1,cfnai,3,0.0515,0.1184,101,0.5466
statement,ALL,T1,vix,1,0.0624,0.0345,101,0.3433
statement,ALL,T1,vix,2,0.0507,0.0248,101,0.3202
statement,ALL,T1,vix,3,0.0905,0.0007,101,0.5466
statement,ALL,T2,cfnai,1,0.6154,0.1263,91,0.8447
statement,ALL,T2,cfnai,2,0.4075,0.2811,91,0.8104
statement,ALL,T2,cfnai,3,0.6811,0.4951,91,0.9133
statement,ALL,T2,vix,1,0.3145,0.2945,91,0.5878
statement,ALL,T2,vix,2,0.16,0.4617,91,0.7431
statement,ALL,T2,vix,3,0.2143,0.2441,91,0.7858
statement,could,T1,cfnai,1,0.7148,0.0013,101,0.8713
statement,could,T1,cfnai,2,0.3848,0.0002,101,0.6512
statement,could,T1,cfnai,3,0.194,0.0,101,0.5466
statement,could,T1,vix,1,0.8152,0.3723,101,0.8733
statement,could,T1,vix,2,0.6591,0.4159,101,0.7995
