key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
minutes,ALL,T1,cfnai,0.8692,0.7559,99,0.9993,0.9949
minutes,ALL,T1,vix,0.9806,0.1448,99,0.9993,0.5912666666666667
minutes,ALL,T2,cfnai,0.3684,0.061,91,0.9993,0.4928823529411765
minutes,ALL,T2,vix,0.2432,0.5519,91,0.9993,0.9949
minutes,can,T1,cfnai,0.0168,0.3714,198,0.5488,0.9468307692307693
minutes,can,T1,vix,0.2779,0.0,198,0.9993,0.0
minutes,could,T1,cfnai,0.9945,0.9774,198,0.9993,0.9949
minutes,could,T1,vix,0.6147,0.6319,198,0.9993,0.9949
minutes,could,T2,cfnai,0.9989,0.9327,182,0.9993,0.9949
minutes,could,T2,vix,0.7494,0.8587,182,0.9993,0.9949
minutes,may,T1,cfnai,0.9993,0.9698,198,0.9993,0.9949
minutes,may,T1,vix,0.5237,0.6297,198,0.9993,0.9949
minutes,may,T2,cfnai,0.7245,0.7418,182,0.9993,0.9949
minutes,may,T2,vix,0.854,0.4693,182,0.9993,0.9890160000000001
minutes,should,T1,cfnai,0.8899,0.9767,198,0.9993,0.9949
minutes,should,T1,vix,0.928,0.9321,198,0.9993,0.9949
minutes,should,T2,cfnai,0.8788,0.7646,182,0.9993,0.9949
minutes,should,T2,vix,0.6939,0.7856,182,0.9993,0.9949
minutes,will,T1,cfnai,0.9476,0.6777,198,0.9993,0.9949
minutes,will,T1,vix,0.7327,0.8988,198,0.9993,0.9949
minutes,will,T2,cfnai,0.8457,0.7348,182,0.9993,0.9949
minutes,will,T2,vix,0.997,0.4645,182,0.9993,0.9890160000000001
minutes,would,T1,cfnai,0.9882,0.7975,198,0.9993,0.9949
minutes,would,T1,vix,0.8628,0.2909,198,0.9993,0.9196193548387096
minutes,would,T2,cfnai,0.6346,0.6237,182,0.9993,0.9949
minutes,would,T2,vix,0.9392,0.4528,182,0.9993,0.9890160000000001
press_conf,ALL,T1,cfnai,0.2357,0.2408,80,0.9993,0.7866133333333333
press_conf,ALL,T1,vix,0.5548,0.6772,80,0.9993,0.9949
press_conf,ALL,T2,cfnai,0.224,0.0175,71,0.9993,0.24500000000000002
press_conf,ALL,T2,vix,0.6056,0.361,71,0.9993,0.9468307692307693
press_conf,can,T1,cfnai,0.7594,0.5046,160,0.9993,0.9890160000000001
press_conf,can,T1,vix,0.6766,0.0071,160,0.9993,0.13916
press_conf,can,T2,cfnai,0.8652,0.901,142,0.9993,0.9949
press_conf,can,T2,vix,0.3141,0.4425,142,0.9993,0.9890160000000001
press_conf,could,T1,cfnai,0.0295,0.4914,160,0.59584,0.9890160000000001
press_conf,could,T1,vix,0.6363,0.1189,160,0.9993,0.5548666666666667
press_conf,could,T2,cfnai,0.9939,0.8104,142,0.9993,0.9949
press_conf,could,T2,vix,0.5385,0.0115,142,0.9993,0.18783333333333332
press_conf,may,T1,cfnai,0.8035,0.9372,160,0.9993,0.9949
press_conf,may,T1,vix,0.8857,0.9586,160,0.9993,0.9949
press_conf,may,T2,cfnai,0.9499,0.9904,142,0.9993,0.9949
press_conf,may,T2,vix,0.19,0.8418,142,0.9993,0.9949
press_conf,should,T1,cfnai,0.7415,0.1658,160,0.9993,0.6249384615384616
press_conf,should,T1,vix,0.7464,0.2387,160,0.9993,0.7866133333333333
press_conf,should,T2,cfnai,0.2584,0.4708,142,0.9993,0.9890160000000001
press_conf,should,T2,vix,0.8169,0.0814,142,0.9993,0.4928823529411765
press_conf,will,T1,cfnai,0.2208,0.1312,160,0.9993,0.5590260869565218
press_conf,will,T1,vix,0.1784,0.1055,160,0.9993,0.54341
press_conf,will,T2,cfnai,0.8021,0.1655,142,0.9993,0.6249384615384616
press_conf,will,T2,vix,0.9213,0.0847,142,0.9993,0.4928823529411765
press_conf,would,T1,cfnai,0.4027,0.079,160,0.9993,0.4928823529411765
press_conf,would,T1,vix,0.951,0.0916,160,0.9993,0.4987111111111111
press_conf,would,T2,cfnai,0.1368,0.0855,142,0.9993,0.4928823529411765
press_conf,would,T2,vix,0.3732,0.6135,142,0.9993,0.9949
speech,ALL,T1,cfnai,0.6389,0.3461,124,0.9993,0.9468307692307693
speech,ALL,T1,vix,0.8616,0.4409,124,0.9993,0.9890160000000001
speech,ALL,T2,cfnai,0.6896,0.8219,118,0.9993,0.9949
speech,ALL,T2,vix,0.9877,0.7173,118,0.9993,0.9949
speech,can,T1,cfnai,0.8062,0.0001,248,0.9993,0.004900000000000001
