layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
min_staff_desk,will,modal,35,71942,5642,1345446,486.5,4193.4,370.43,0.0,-3.087,-88.4,-,0.0
min_staff_desk,would,modal,307,71942,6627,1345446,4267.3,4925.5,6.31,0.012,-0.205,-13.4,-,0.0313
min_staff_desk,could,modal,138,71942,2354,1345446,1918.2,1749.6,1.07,0.3001,0.138,9.6,+,0.3505
min_staff_desk,can,modal,5,71942,2158,1345446,69.5,1603.9,183.94,0.0,-4.391,-95.7,-,0.0
min_staff_desk,should,modal,27,71942,1004,1345446,375.3,746.2,15.58,0.0001,-0.966,-49.7,-,0.0003
min_staff_desk,may,modal,41,71942,1140,1345446,569.9,847.3,7.06,0.0079,-0.555,-32.7,-,0.0228
min_staff_desk,would/other,unit,62,71942,889,1345446,861.8,660.7,3.79,0.0516,0.394,30.4,+,0.0894
min_staff_desk,would/policy_action,unit,46,71942,410,1345446,639.4,304.7,18.71,0.0,1.083,109.8,+,0.0001
min_staff_desk,would/copular_adj,unit,39,71942,940,1345446,542.1,698.7,2.61,0.1063,-0.348,-22.4,-,0.1626
min_staff_desk,would/aspectual,unit,37,71942,340,1345446,514.3,252.7,13.97,0.0002,1.042,103.5,+,0.0007
min_staff_desk,would/occurrence,unit,36,71942,482,1345446,500.4,358.2,3.4,0.0651,0.501,39.7,+,0.1057
min_staff_desk,would/activity,unit,31,71942,725,1345446,430.9,538.9,1.59,0.207,-0.3,-20.0,-,0.2563
min_staff_desk,could/occurrence,unit,25,71942,294,1345446,347.5,218.5,4.36,0.0368,0.695,59.0,+,0.0735
min_staff_desk,could/causative,unit,24,71942,507,1345446,333.6,376.8,0.35,0.5524,-0.147,-11.5,-,0.5944
min_staff_desk,could/activity,unit,21,71942,345,1345446,291.9,256.4,0.32,0.5716,0.219,13.8,+,0.5944
min_staff_desk,could/other,unit,17,71942,405,1345446,236.3,301.0,1.03,0.31,-0.309,-21.5,-,0.3505
