layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
min_staff_desk,will,modal,35,71942,5642,1345446,486.5,4193.4,370.43,0.0,-3.087,-88.4,-,0.0
min_staff_desk,would,modal,307,71942,6627,1345446,4267.3,4925.5,6.31,0.012,-0.205,-13.4,-,0.0144
min_staff_desk,could,modal,138,71942,2354,1345446,1918.2,1749.6,1.07,0.3001,0.138,9.6,+,0.3001
min_staff_desk,can,modal,5,71942,2158,1345446,69.5,1603.9,183.94,0.0,-4.391,-95.7,-,0.0
min_staff_desk,should,modal,27,71942,1004,1345446,375.3,746.2,15.58,0.0001,-0.966,-49.7,-,0.0002
min_staff_desk,may,modal,41,71942,1140,1345446,569.9,847.3,7.06,0.0079,-0.555,-32.7,-,0.0118
min_staff,will,modal,16,249885,5661,1167503,64.0,4848.8,2031.58,0.0,-6.198,-98.7,-,0.0
min_staff,would,modal,327,249885,6607,1167503,1308.6,5659.1,1062.1,0.0,-2.11,-76.9,-,0.0
min_staff,could,modal,132,249885,2360,1167503,528.2,2021.4,341.1,0.0,-1.931,-73.9,-,0.0
min_staff,can,modal,2,249885,2161,1167503,8.0,1851.0,813.24,0.0,-7.532,-99.6,-,0.0
min_staff,should,modal,5,249885,1026,1167503,20.0,878.8,352.07,0.0,-5.32,-97.7,-,0.0
min_staff,may,modal,57,249885,1124,1167503,228.1,962.7,177.11,0.0,-2.065,-76.3,-,0.0
min_participants,will,modal,30,223992,5647,1193396,133.9,4731.9,1678.99,0.0,-5.119,-97.2,-,0.0
min_participants,would,modal,1537,223992,5397,1193396,6861.9,4522.4,191.91,0.0,0.602,51.7,+,0.0
min_participants,could,modal,875,223992,1617,1193396,3906.4,1355.0,554.64,0.0,1.528,188.3,+,0.0
min_participants,can,modal,8,223992,2155,1193396,35.7,1805.8,665.33,0.0,-5.573,-98.0,-,0.0
min_participants,should,modal,149,223992,882,1193396,665.2,739.1,1.45,0.2287,-0.148,-10.0,-,0.2287
min_participants,may,modal,157,223992,1024,1193396,700.9,858.1,5.85,0.0156,-0.288,-18.3,-,0.0187
min_committee,will,modal,37,62833,5640,1354555,588.9,4163.7,295.84,0.0,-2.803,-85.9,-,0.0
min_committee,would,modal,719,62833,6215,1354555,11443.0,4588.2,424.84,0.0,1.319,149.4,+,0.0
min_committee,could,modal,83,62833,2409,1354555,1321.0,1778.4,7.8,0.0052,-0.421,-25.7,-,0.0052
min_committee,can,modal,3,62833,2160,1354555,47.7,1594.6,169.1,0.0,-4.84,-97.0,-,0.0
min_committee,should,modal,85,62833,946,1354555,1352.8,698.4,28.47,0.0,0.962,93.7,+,0.0
min_committee,may,modal,31,62833,1150,1354555,493.4,849.0,10.62,0.0011,-0.761,-41.9,-,0.0013
min_special,will,modal,49,40777,5628,1376611,1201.7,4088.3,113.02,0.0,-1.752,-70.6,-,0.0
min_special,would,modal,344,40777,6590,1376611,8436.1,4787.1,88.99,0.0,0.819,76.2,+,0.0
min_special,could,modal,283,40777,2209,1376611,6940.2,1604.7,373.55,0.0,2.115,332.5,+,0.0
min_special,can,modal,21,40777,2142,1376611,515.0,1556.0,37.64,0.0,-1.562,-66.9,-,0.0
min_special,should,modal,58,40777,973,1376611,1422.4,706.8,21.92,0.0,1.021,101.2,+,0.0
min_special,may,modal,28,40777,1153,1376611,686.7,837.6,1.15,0.2835,-0.262,-18.0,-,0.2835
pc_chair,will,modal,4341,533106,1336,884282,8142.8,1510.8,3555.1,0.0,2.43,439.0,+,0.0
pc_chair,would,modal,3127,533106,3807,884282,5865.6,4305.2,161.95,0.0,0.446,36.2,+,0.0
pc_chair,could,modal,626,533106,1866,884282,1174.3,2110.2,175.76,0.0,-0.845,-44.4,-,0.0
pc_chair,can,modal,1610,533106,553,884282,3020.0,625.4,1211.27,0.0,2.271,382.9,+,0.0
pc_chair,should,modal,497,533106,534,884282,932.3,603.9,47.92,0.0,0.627,54.4,+,0.0
pc_chair,may,modal,485,533106,696,884282,909.8,787.1,5.94,0.0148,0.209,15.6,+,0.0148
speech_chair,will,modal,1169,234853,4508,1182535,4977.6,3812.1,62.62,0.0,0.385,30.6,+,0.0
speech_chair,would,modal,573,234853,6361,1182535,2439.8,5379.1,410.1,0.0,-1.139,-54.6,-,0.0
speech_chair,could,modal,355,234853,2137,1182535,1511.6,1807.1,10.13,0.0015,-0.256,-16.4,-,0.0015
speech_chair,can,modal,514,234853,1649,1182535,2188.6,1394.5,73.29,0.0,0.651,56.9,+,0.0
speech_chair,should,modal,210,234853,821,1182535,894.2,694.3,10.18,0.0014,0.368,28.8,+,0.0015
speech_chair,may,modal,382,234853,799,1182535,1626.5,675.7,176.11,0.0,1.268,140.7,+,0.0
