key,unit,target,r2_base,r2_with,delta_r2,coef_text,p_text,n,q_text
minutes,ALL,cfnai_ma3_lead3,0.0553,0.1222,0.0669,0.0846,0.1529,99,0.624
minutes,ALL,d_vix_28,0.0527,0.0561,0.0033,-0.0823,0.2095,99,0.6314
minutes,could,cfnai_ma3_lead3,0.0553,0.0652,0.0099,-0.0903,0.2201,99,0.6314
minutes,could,d_vix_28,0.0527,0.0529,0.0002,0.0513,0.8,99,0.92
minutes,should,cfnai_ma3_lead3,0.0553,0.0623,0.007,0.0563,0.3899,99,0.6618
minutes,should,d_vix_28,0.0527,0.0551,0.0024,-0.1439,0.3999,99,0.6618
minutes,would,cfnai_ma3_lead3,0.0553,0.1169,0.0615,0.0776,0.0239,99,0.624
minutes,would,d_vix_28,0.0527,0.0529,0.0001,0.015,0.8548,99,0.9591
press_conf,ALL,cfnai_ma3_lead3,0.0707,0.0761,0.0054,0.0297,0.5004,80,0.7086
press_conf,ALL,d_vix_28,0.0173,0.0383,0.021,0.3327,0.34,80,0.6463
press_conf,can,cfnai_ma3_lead3,0.0707,0.0834,0.0126,0.1233,0.263,80,0.6463
press_conf,can,d_vix_28,0.0173,0.0173,0.0,0.0059,0.9909,80,0.9944
press_conf,can+do,cfnai_ma3_lead3,0.0707,0.0708,0.0001,-0.0338,0.9271,80,0.9798
press_conf,can+do,d_vix_28,0.0173,0.0624,0.0451,4.8137,0.3167,80,0.6463
press_conf,could,cfnai_ma3_lead3,0.0707,0.1236,0.0528,0.4315,0.0773,80,0.624
press_conf,could,d_vix_28,0.0173,0.0783,0.0611,-2.6179,0.1188,80,0.624
press_conf,may,cfnai_ma3_lead3,0.0707,0.0824,0.0116,0.2541,0.2333,80,0.6314
press_conf,may,d_vix_28,0.0173,0.0635,0.0462,-2.8574,0.1633,80,0.624
press_conf,should,cfnai_ma3_lead3,0.0707,0.087,0.0162,0.2581,0.1478,80,0.624
press_conf,should,d_vix_28,0.0173,0.023,0.0058,-0.8685,0.319,80,0.6463
press_conf,will,cfnai_ma3_lead3,0.0707,0.0913,0.0206,-0.0683,0.4092,80,0.6618
press_conf,will,d_vix_28,0.0173,0.174,0.1567,1.0628,0.0708,80,0.624
press_conf,will+continue,cfnai_ma3_lead3,0.0707,0.0767,0.0059,-0.2463,0.5099,80,0.7086
press_conf,will+continue,d_vix_28,0.0173,0.0941,0.0768,4.994,0.2832,80,0.6463
press_conf,will+have,cfnai_ma3_lead3,0.0707,0.0707,0.0,-0.002,0.9944,80,0.9944
press_conf,will+have,d_vix_28,0.0173,0.0424,0.0251,-3.9113,0.2767,80,0.6463
press_conf,will+see,cfnai_ma3_lead3,0.0707,0.072,0.0012,-0.1228,0.5669,80,0.7244
press_conf,will+see,d_vix_28,0.0173,0.0192,0.0019,0.8778,0.69,80,0.8139
press_conf,will+take,cfnai_ma3_lead3,0.0707,0.0715,0.0008,-0.1266,0.6063,80,0.734
press_conf,will+take,d_vix_28,0.0173,0.0609,0.0436,-5.2791,0.1134,80,0.624
press_conf,would,cfnai_ma3_lead3,0.0707,0.0809,0.0101,0.0684,0.1503,80,0.624
press_conf,would,d_vix_28,0.0173,0.0388,0.0215,-0.5628,0.0521,80,0.624
press_conf,would+say,cfnai_ma3_lead3,0.0707,0.0708,0.0,-0.0083,0.9149,80,0.9798
press_conf,would+say,d_vix_28,0.0173,0.025,0.0077,0.8216,0.5077,80,0.7086
statement,ALL,cfnai_ma3_lead3,0.0105,0.1086,0.0981,0.0797,0.1482,101,0.624
statement,ALL,d_vix_28,0.0182,0.0512,0.0329,-0.2612,0.2231,101,0.6314
statement,could,cfnai_ma3_lead3,0.0105,0.0157,0.0052,0.0485,0.5624,101,0.7244
statement,could,d_vix_28,0.0182,0.0313,0.013,-0.4341,0.3322,101,0.6463
statement,will,cfnai_ma3_lead3,0.0105,0.1353,0.1248,0.1185,0.0661,101,0.624
statement,will,d_vix_28,0.0182,0.025,0.0068,-0.156,0.4172,101,0.6618
statement,will+continue,cfnai_ma3_lead3,0.0105,0.0123,0.0017,0.0152,0.6018,101,0.734
statement,will+continue,d_vix_28,0.0182,0.0276,0.0094,-0.1997,0.4859,101,0.7086
statement,will+take,cfnai_ma3_lead3,0.0105,0.0106,0.0001,-0.0063,0.9372,101,0.9798
statement,will+take,d_vix_28,0.0182,0.0872,0.0689,-1.1655,0.1763,101,0.624
statement,would,cfnai_ma3_lead3,0.0105,0.0166,0.006,0.0501,0.5237,101,0.7086
statement,would,d_vix_28,0.0182,0.0297,0.0115,-0.3903,0.3513,101,0.6463
