layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
pc_chair,will,modal,4341,533106,1169,234853,8142.8,4977.6,243.9,0.0,0.71,63.6,+,0.0
pc_chair,would,modal,3127,533106,573,234853,5865.6,2439.8,450.75,0.0,1.264,140.4,+,0.0
pc_chair,could,modal,626,533106,355,234853,1174.3,1511.6,14.08,0.0002,-0.365,-22.3,-,0.0002
pc_chair,can,modal,1610,533106,514,234853,3020.0,2188.6,42.59,0.0,0.464,38.0,+,0.0
pc_chair,should,modal,497,533106,210,234853,932.3,894.2,0.26,0.6112,0.058,4.3,+,0.6112
pc_chair,may,modal,485,533106,382,234853,909.8,1626.5,69.58,0.0,-0.839,-44.1,-,0.0
speech_chair,will,modal,1169,234853,4341,533106,4977.6,8142.8,243.9,0.0,-0.71,-38.9,-,0.0
speech_chair,would,modal,573,234853,3127,533106,2439.8,5865.6,450.75,0.0,-1.264,-58.4,-,0.0
speech_chair,could,modal,355,234853,626,533106,1511.6,1174.3,14.08,0.0002,0.365,28.7,+,0.0002
speech_chair,can,modal,514,234853,1610,533106,2188.6,3020.0,42.59,0.0,-0.464,-27.5,-,0.0
speech_chair,should,modal,210,234853,497,533106,894.2,932.3,0.26,0.6112,-0.058,-4.1,-,0.6112
speech_chair,may,modal,382,234853,485,533106,1626.5,909.8,69.58,0.0,0.839,78.8,+,0.0
