key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
statement,ALL,T1,cfnai,1,0.0206,0.3315,101,0.1651
statement,ALL,T1,cfnai,2,0.0549,0.1438,101,0.2197
statement,ALL,T1,cfnai,3,0.0515,0.1184,101,0.2745
statement,ALL,T1,vix,1,0.0624,0.0345,101,0.3329
statement,ALL,T1,vix,2,0.0507,0.0248,101,0.2197
statement,ALL,T1,vix,3,0.0905,0.0007,101,0.3618
statement,ALL,T2,cfnai,1,0.6154,0.1263,91,0.6847
statement,ALL,T2,cfnai,2,0.4075,0.2811,91,0.6113
statement,ALL,T2,cfnai,3,0.6811,0.4951,91,0.915
statement,ALL,T2,vix,1,0.3145,0.2945,91,0.5145
statement,ALL,T2,vix,2,0.16,0.4617,91,0.4113
statement,ALL,T2,vix,3,0.2143,0.2441,91,0.6666
statement,could,T1,cfnai,1,0.7148,0.0013,101,0.9531
statement,could,T1,cfnai,2,0.3848,0.0002,101,0.8566
statement,could,T1,cfnai,3,0.194,0.0,101,0.5173
statement,could,T1,vix,1,0.8152,0.3723,101,0.9678
statement,could,T1,vix,2,0.6591,0.4159,101,0.8788
statement,could,T1,vix,3,0.8214,0.2871,101,0.912
statement,could,T2,cfnai,1,0.3393,0.4179,91,0.5145
statement,could,T2,cfnai,2,0.3731,0.6842,91,0.6113
statement,could,T2,cfnai,3,0.5553,0.8189,91,0.915
statement,could,T2,vix,1,0.2259,0.6007,91,0.5145
statement,could,T2,vix,2,0.1523,0.7311,91,0.4113
statement,could,T2,vix,3,0.3617,0.73,91,0.8139
statement,will,T1,cfnai,1,0.0007,0.0371,101,0.0108
statement,will,T1,cfnai,2,0.0107,0.0078,101,0.0853
statement,will,T1,cfnai,3,0.0061,0.0262,101,0.0487
statement,will,T1,vix,1,0.1972,0.2054,101,0.6435
statement,will,T1,vix,2,0.1528,0.3141,101,0.4889
statement,will,T1,vix,3,0.1718,0.0041,101,0.5173
statement,will,T2,cfnai,1,0.343,0.3156,91,0.5145
statement,will,T2,cfnai,2,0.4875,0.5271,91,0.6135
statement,will,T2,cfnai,3,0.5627,0.6129,91,0.915
statement,will,T2,vix,1,0.1034,0.4536,91,0.4173
statement,will,T2,vix,2,0.0342,0.744,91,0.3078
statement,will,T2,vix,3,0.0764,0.5027,91,0.6666
statement,will/activity,T1,cfnai,1,0.2815,0.2445,101,0.6435
statement,will/activity,T1,cfnai,2,0.003,0.4357,101,0.0486
statement,will/activity,T1,cfnai,3,0.0,0.5965,101,0.0
statement,will/activity,T1,vix,1,0.2397,0.2787,101,0.6435
statement,will/activity,T1,vix,2,0.5725,0.1492,101,0.8788
statement,will/activity,T1,vix,3,0.2584,0.0052,101,0.5906
statement,will/activity,T2,cfnai,1,0.0117,0.9019,91,0.1856
statement,will/activity,T2,cfnai,2,0.0208,0.7133,91,0.3078
statement,will/activity,T2,cfnai,3,0.0095,0.7078,91,0.1704
statement,will/activity,T2,vix,1,0.8843,0.0728,91,0.8843
statement,will/activity,T2,vix,2,0.9715,0.1774,91,0.9715
statement,will/activity,T2,vix,3,0.9117,0.1221,91,0.9653
statement,will/aspectual,T1,cfnai,1,0.9678,0.7797,101,0.9678
statement,will/aspectual,T1,cfnai,2,0.337,0.9898,101,0.8566
statement,will/aspectual,T1,cfnai,3,0.3288,0.9407,101,0.6047
statement,will/aspectual,T1,vix,1,0.9116,0.004,101,0.9678
statement,will/aspectual,T1,vix,2,0.497,0.013,101,0.8788
statement,will/aspectual,T1,vix,3,0.3401,0.0209,101,0.6047
statement,will/aspectual,T2,cfnai,1,0.4392,0.4004,91,0.6056
statement,will/aspectual,T2,cfnai,2,0.381,0.7175,91,0.6113
statement,will/aspectual,T2,cfnai,3,0.6887,0.8148,91,0.915
statement,will/aspectual,T2,vix,1,0.3006,0.2956,91,0.5145
statement,will/aspectual,T2,vix,2,0.1323,0.1269,91,0.4113
statement,will/aspectual,T2,vix,3,0.2007,0.2655,91,0.6666
statement,will/copular_adj,T1,cfnai,1,0.5341,0.0565,101,0.9531
statement,will/copular_adj,T1,cfnai,2,0.4283,0.1713,101,0.8566
statement,will/copular_adj,T1,cfnai,3,0.7844,0.2391,101,0.912
statement,will/copular_adj,T1,vix,1,0.6795,0.7262,101,0.9531
statement,will/copular_adj,T1,vix,2,0.8928,0.9623,101,0.8928
statement,will/copular_adj,T1,vix,3,0.7892,0.9599,101,0.912
statement,will/copular_adj,T2,cfnai,1,0.471,0.1923,91,0.6056
statement,will/copular_adj,T2,cfnai,2,0.5112,0.0783,91,0.6135
statement,will/copular_adj,T2,cfnai,3,0.2222,0.1391,91,0.6666
statement,will/copular_adj,T2,vix,1,0.0206,0.3072,91,0.1856
