key,unit,target,r2_base,r2_with,delta_r2,coef_text,p_text,n,q_text
press_conf,ALL,cfnai_ma3_lead3,0.0707,0.0761,0.0054,0.0297,0.5004,80,0.6374
press_conf,ALL,d_vix_28,0.0173,0.0383,0.021,0.3327,0.34,80,0.5231
press_conf,can,cfnai_ma3_lead3,0.0707,0.0834,0.0126,0.1233,0.263,80,0.5103
press_conf,can,d_vix_28,0.0173,0.0173,0.0,0.0059,0.9909,80,0.9944
press_conf,can+do,cfnai_ma3_lead3,0.0707,0.0708,0.0001,-0.0338,0.9271,80,0.9759
press_conf,can+do,d_vix_28,0.0173,0.0624,0.0451,4.8137,0.3167,80,0.5103
press_conf,could,cfnai_ma3_lead3,0.0707,0.1236,0.0528,0.4315,0.0773,80,0.4992
press_conf,could,d_vix_28,0.0173,0.0783,0.0611,-2.6179,0.1188,80,0.4992
press_conf,may,cfnai_ma3_lead3,0.0707,0.0824,0.0116,0.2541,0.2333,80,0.5103
press_conf,may,d_vix_28,0.0173,0.0635,0.0462,-2.8574,0.1633,80,0.4992
press_conf,should,cfnai_ma3_lead3,0.0707,0.087,0.0162,0.2581,0.1478,80,0.4992
press_conf,should,d_vix_28,0.0173,0.023,0.0058,-0.8685,0.319,80,0.5103
press_conf,will,cfnai_ma3_lead3,0.0707,0.0913,0.0206,-0.0683,0.4092,80,0.5846
press_conf,will,d_vix_28,0.0173,0.174,0.1567,1.0628,0.0708,80,0.4992
press_conf,will+continue,cfnai_ma3_lead3,0.0707,0.0767,0.0059,-0.2463,0.5099,80,0.6374
press_conf,will+continue,d_vix_28,0.0173,0.0941,0.0768,4.994,0.2832,80,0.5103
press_conf,will+have,cfnai_ma3_lead3,0.0707,0.0707,0.0,-0.002,0.9944,80,0.9944
press_conf,will+have,d_vix_28,0.0173,0.0424,0.0251,-3.9113,0.2767,80,0.5103
press_conf,will+see,cfnai_ma3_lead3,0.0707,0.072,0.0012,-0.1228,0.5669,80,0.6669
press_conf,will+see,d_vix_28,0.0173,0.0192,0.0019,0.8778,0.69,80,0.7886
press_conf,would,cfnai_ma3_lead3,0.0707,0.0809,0.0101,0.0684,0.1503,80,0.4992
press_conf,would,d_vix_28,0.0173,0.0388,0.0215,-0.5628,0.0521,80,0.4992
press_conf,would+like,cfnai_ma3_lead3,0.0707,0.0738,0.0031,0.2548,0.2965,80,0.5103
press_conf,would+like,d_vix_28,0.0173,0.0347,0.0174,-3.4316,0.1514,80,0.4992
press_conf,would+say,cfnai_ma3_lead3,0.0707,0.0708,0.0,-0.0083,0.9149,80,0.9759
press_conf,would+say,d_vix_28,0.0173,0.025,0.0077,0.8216,0.5077,80,0.6374
speech,ALL,cfnai_ma3_lead3,0.451,0.4544,0.0034,0.008,0.2834,123,0.5103
speech,ALL,d_vix_28,0.3007,0.3094,0.0086,-0.0732,0.1747,124,0.4992
speech,can,cfnai_ma3_lead3,0.451,0.459,0.008,0.0339,0.174,123,0.4992
speech,can,d_vix_28,0.3007,0.3066,0.0059,-0.1665,0.295,124,0.5103
speech,could,cfnai_ma3_lead3,0.451,0.4562,0.0052,0.0373,0.1163,123,0.4992
speech,could,d_vix_28,0.3007,0.306,0.0053,-0.2174,0.2669,124,0.5103
speech,may,cfnai_ma3_lead3,0.451,0.4519,0.0008,-0.0132,0.5339,123,0.6472
speech,may,d_vix_28,0.3007,0.3184,0.0177,-0.346,0.0324,124,0.4992
speech,should,cfnai_ma3_lead3,0.451,0.4555,0.0045,0.0448,0.4036,123,0.5846
speech,should,d_vix_28,0.3007,0.3295,0.0288,-0.65,0.0094,124,0.3742
speech,will,cfnai_ma3_lead3,0.451,0.4513,0.0003,-0.0035,0.7707,123,0.8563
speech,will,d_vix_28,0.3007,0.3146,0.0139,0.1488,0.2038,124,0.5103
speech,would,cfnai_ma3_lead3,0.451,0.4524,0.0014,0.0152,0.4852,123,0.6374
speech,would,d_vix_28,0.3007,0.3185,0.0178,-0.3155,0.0812,124,0.4992
