key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
statement,ALL,T1,cfnai,0.0549,0.1438,101,0.2928,0.46016
statement,ALL,T1,vix,0.0507,0.0248,101,0.2928,0.1984
statement,ALL,T2,cfnai,0.4075,0.2811,91,0.7324444444444445,0.7496
statement,ALL,T2,vix,0.16,0.4617,91,0.64,0.9234
statement,could,T1,cfnai,0.4804,0.0019,202,0.7497846153846154,0.0304
statement,could,T1,vix,0.9489,0.6543,202,0.9842,0.9251999999999999
statement,could,T2,cfnai,0.6004,0.6939,182,0.7497846153846154,0.9251999999999999
statement,could,T2,vix,0.412,0.8603,182,0.7324444444444445,0.9562
statement,will,T1,cfnai,0.0007,0.0847,202,0.0112,0.3388
statement,will,T1,vix,0.4073,0.3946,202,0.7324444444444445,0.9019428571428572
statement,will,T2,cfnai,0.6092,0.574,182,0.7497846153846154,0.9251999999999999
statement,will,T2,vix,0.2156,0.6799,182,0.6899200000000001,0.9251999999999999
statement,would,T1,cfnai,0.6623,0.0477,202,0.7569142857142858,0.2544
statement,would,T1,vix,0.9842,0.9429,202,0.9842,0.9562
statement,would,T2,cfnai,0.5676,0.8807,182,0.7497846153846154,0.9562
statement,would,T2,vix,0.379,0.9562,182,0.7324444444444445,0.9562
