layer,modal,unit,n,share,rank,modal_n
statement,can,can,4,1.0,1,4
statement,could,could,50,1.0,1,50
statement,may,may,27,1.0,1,27
statement,should,should,33,1.0,1,33
statement,will,will,607,1.0,1,607
statement,would,would,49,1.0,1,49
