layer,item,kind,freq_in,tokens_in,freq_out,tokens_out,pmw_in,pmw_out,LL,p,log_ratio,pct_diff,sign,q
min_staff_desk,will,modal,35,71942,1301,812340,486.5,1601.5,72.4,0.0,-1.699,-69.6,-,0.0
min_staff_desk,would,modal,307,71942,3500,812340,4267.3,4308.5,0.03,0.8715,-0.012,-1.0,-,0.9073
min_staff_desk,could,modal,138,71942,1728,812340,1918.2,2127.2,1.41,0.2355,-0.144,-9.8,-,0.3602
min_staff_desk,can,modal,5,71942,548,812340,69.5,674.6,61.08,0.0,-3.143,-89.7,-,0.0
min_staff_desk,should,modal,27,71942,507,812340,375.3,624.1,7.75,0.0054,-0.709,-39.9,-,0.0346
min_staff_desk,may,modal,41,71942,655,812340,569.9,806.3,5.15,0.0232,-0.484,-29.3,-,0.0604
min_staff_desk,would/other,unit,62,71942,501,812340,861.8,616.7,5.66,0.0173,0.493,39.7,+,0.0604
min_staff_desk,would/policy_action,unit,46,71942,319,812340,639.4,392.7,8.46,0.0036,0.717,62.8,+,0.0314
min_staff_desk,would/copular_adj,unit,39,71942,670,812340,542.1,824.8,7.37,0.0066,-0.588,-34.3,-,0.0346
min_staff_desk,would/aspectual,unit,37,71942,287,812340,514.3,353.3,4.2,0.0405,0.559,45.6,+,0.0878
min_staff_desk,would/occurrence,unit,36,71942,432,812340,500.4,531.8,0.13,0.7235,-0.07,-5.9,-,0.8179
min_staff_desk,would/activity,unit,31,71942,381,812340,430.9,469.0,0.21,0.646,-0.101,-8.1,-,0.7635
min_staff_desk,could/occurrence,unit,25,71942,243,812340,347.5,299.1,0.49,0.4844,0.242,16.2,+,0.6297
min_staff_desk,could/causative,unit,24,71942,419,812340,333.6,515.8,4.92,0.0266,-0.601,-35.3,-,0.0628
min_staff_desk,could/activity,unit,21,71942,235,812340,291.9,289.3,0.0,0.9685,0.044,0.9,+,0.9685
min_staff_desk,could/other,unit,17,71942,324,812340,236.3,398.8,5.2,0.0226,-0.716,-40.8,-,0.0604
min_staff_desk,could/policy_action,unit,15,71942,134,812340,208.5,165.0,0.7,0.4042,0.38,26.4,+,0.5531
min_staff_desk,would/existence,unit,14,71942,221,812340,194.6,272.1,1.63,0.2013,-0.436,-28.5,-,0.3352
min_staff_desk,would/communication,unit,12,71942,90,812340,166.8,110.8,1.6,0.2063,0.641,50.6,+,0.3352
min_staff_desk,could/mental,unit,11,71942,54,812340,152.9,66.5,5.25,0.0219,1.253,130.0,+,0.0604
min_staff_desk,would/mental,unit,10,71942,193,812340,139.0,237.6,3.22,0.0727,-0.707,-41.5,-,0.1453
min_staff_desk,may/causative,unit,10,71942,91,812340,139.0,112.0,0.4,0.5291,0.374,24.1,+,0.6551
min_staff_desk,should/other,unit,10,71942,119,812340,139.0,146.5,0.03,0.8724,-0.011,-5.1,-,0.9073
min_staff_desk,may/occurrence,unit,10,71942,77,812340,139.0,94.8,1.18,0.2782,0.613,46.6,+,0.4018
min_staff_desk,would/copular_nom,unit,10,71942,70,812340,139.0,86.2,1.78,0.1828,0.75,61.3,+,0.3352
min_staff_desk,could/aspectual,unit,9,71942,40,812340,125.1,49.2,5.21,0.0224,1.405,154.1,+,0.0604
min_staff,will,modal,16,249885,1320,634397,64.0,2080.7,743.78,0.0,-4.978,-96.9,-,0.0
min_staff,would,modal,327,249885,3480,634397,1308.6,5485.5,907.53,0.0,-2.066,-76.1,-,0.0
min_staff,could,modal,132,249885,1734,634397,528.2,2733.3,531.66,0.0,-2.366,-80.7,-,0.0
min_staff,can,modal,2,249885,551,634397,8.0,868.5,344.55,0.0,-6.441,-99.1,-,0.0
min_staff,should,modal,5,249885,529,634397,20.0,833.9,307.34,0.0,-5.245,-97.6,-,0.0
min_staff,may,modal,57,249885,639,634397,228.1,1007.3,174.03,0.0,-2.131,-77.4,-,0.0
min_staff,would/occurrence,unit,103,249885,365,634397,412.2,575.3,9.48,0.0021,-0.476,-28.4,-,0.0023
min_staff,would/policy_action,unit,58,249885,307,634397,232.1,483.9,30.88,0.0,-1.05,-52.0,-,0.0
min_staff,could/occurrence,unit,43,249885,225,634397,172.1,354.7,22.07,0.0,-1.03,-51.5,-,0.0
min_staff,would/other,unit,42,249885,521,634397,168.1,821.3,153.39,0.0,-2.273,-79.5,-,0.0
min_staff,would/copular_adj,unit,41,249885,668,634397,164.1,1053.0,234.01,0.0,-2.666,-84.4,-,0.0
min_staff,may/occurrence,unit,24,249885,63,634397,96.0,99.3,0.02,0.889,-0.03,-3.3,-,0.8996
min_staff,would/activity,unit,23,249885,389,634397,92.0,613.2,139.08,0.0,-2.707,-85.0,-,0.0
min_staff,would/causative,unit,22,249885,289,634397,88.0,455.6,88.61,0.0,-2.341,-80.7,-,0.0
min_staff,could/other,unit,21,249885,320,634397,84.0,504.4,107.87,0.0,-2.554,-83.3,-,0.0
min_staff,could/causative,unit,18,249885,425,634397,72.0,669.9,177.21,0.0,-3.179,-89.2,-,0.0
min_staff,could/policy_action,unit,14,249885,135,634397,56.0,212.8,32.19,0.0,-1.88,-73.7,-,0.0
min_staff,may/copular_adj,unit,12,249885,110,634397,48.0,173.4,24.96,0.0,-1.8,-72.3,-,0.0
min_staff,would/aspectual,unit,12,249885,312,634397,48.0,491.8,134.91,0.0,-3.3,-90.2,-,0.0
min_staff,would/copular_prep,unit,9,249885,24,634397,36.0,37.8,0.02,0.8996,-0.023,-4.8,-,0.8996
min_staff,could/mental,unit,9,249885,56,634397,36.0,88.3,7.66,0.0056,-1.228,-59.2,-,0.0061
min_staff,may/other,unit,8,249885,114,634397,32.0,179.7,36.88,0.0,-2.408,-82.2,-,0.0
min_staff,could/activity,unit,7,249885,249,634397,28.0,392.5,118.88,0.0,-3.712,-92.9,-,0.0
min_staff,would/copular_nom,unit,7,249885,73,634397,28.0,115.1,18.71,0.0,-1.949,-75.7,-,0.0
min_staff,may/causative,unit,7,249885,94,634397,28.0,148.2,29.26,0.0,-2.311,-81.1,-,0.0
min_staff,could/existence,unit,7,249885,82,634397,28.0,129.3,23.12,0.0,-2.115,-78.3,-,0.0
min_participants,will,modal,30,223992,1306,660290,133.9,1977.9,558.25,0.0,-3.861,-93.2,-,0.0
min_participants,would,modal,1537,223992,2270,660290,6861.9,3437.9,411.63,0.0,0.997,99.6,+,0.0
min_participants,could,modal,875,223992,991,660290,3906.4,1500.9,402.37,0.0,1.38,160.3,+,0.0
