level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,T1_only,era_composition,confirmed,unit_level
genre,press_conf,will+do,cfnai,0.06,0.5984,0.011,0.9271,-0.003,,-0.066,151,0.237,False,False,False,U2
genre,press_conf,will+do,vix,0.283,0.0108,0.318,0.0069,0.194,,-0.125,151,0.237,True,True,False,U2
genre,press_conf,will+get,cfnai,-0.198,0.0785,-0.108,0.3681,-0.205,,-0.157,57,0.525,False,False,False,U2
genre,press_conf,will+get,vix,0.179,0.1131,0.152,0.2064,0.161,,0.004,57,0.525,False,False,False,U2
genre,press_conf,will+go,cfnai,-0.119,0.2947,-0.038,0.7534,-0.104,,-0.022,60,0.525,False,False,False,U2
genre,press_conf,will+go,vix,-0.046,0.6859,-0.117,0.3321,-0.05,,-0.189,60,0.525,False,False,False,U2
genre,press_conf,will+happen,cfnai,0.029,0.7961,0.006,0.9616,0.019,,0.05,57,0.562,False,False,False,U2
genre,press_conf,will+happen,vix,0.165,0.1433,0.25,0.0356,0.122,,0.203,57,0.562,False,False,False,U2
genre,press_conf,will+have,cfnai,-0.288,0.0095,-0.328,0.0053,-0.218,,-0.428,216,0.087,True,True,False,U2
genre,press_conf,will+have,vix,-0.101,0.3711,0.043,0.7228,-0.1,,-0.179,216,0.087,False,False,False,U2
genre,press_conf,will+help,cfnai,0.106,0.351,-0.033,0.7818,0.076,,-0.062,43,0.65,False,False,False,U2
genre,press_conf,will+help,vix,0.113,0.3196,0.013,0.9139,0.121,,-0.174,43,0.65,False,False,False,U2
genre,press_conf,will+know,cfnai,0.09,0.4291,0.233,0.0509,0.097,,0.183,51,0.637,False,False,False,U2
genre,press_conf,will+know,vix,0.13,0.2491,0.23,0.0539,0.129,,0.032,51,0.637,False,False,False,U2
genre,press_conf,will+look,cfnai,-0.197,0.0795,-0.19,0.1117,-0.226,,-0.197,143,0.275,False,False,False,U2
genre,press_conf,will+look,vix,-0.068,0.5464,0.036,0.7659,-0.116,,-0.029,143,0.275,False,False,False,U2
genre,press_conf,will+make,cfnai,-0.025,0.8232,-0.027,0.826,-0.029,,0.016,69,0.487,False,False,False,U2
genre,press_conf,will+make,vix,0.101,0.3722,0.196,0.1005,0.106,,0.174,69,0.487,False,False,False,U2
genre,press_conf,will+move,cfnai,0.136,0.2305,0.172,0.1523,0.132,,0.188,68,0.537,False,False,False,U2
genre,press_conf,will+move,vix,-0.18,0.1095,-0.06,0.62,-0.192,,0.146,68,0.537,False,False,False,U2
genre,press_conf,will+need,cfnai,-0.008,0.9451,0.213,0.0745,0.025,,0.27,43,0.625,False,False,False,U2
genre,press_conf,will+need,vix,0.316,0.0043,0.297,0.0118,0.284,,0.335,43,0.625,False,False,False,U2
genre,press_conf,will+remain,cfnai,0.195,0.0827,0.249,0.0365,0.118,,0.274,35,0.713,False,False,False,U2
genre,press_conf,will+remain,vix,-0.037,0.7459,0.003,0.9785,-0.094,,0.042,35,0.713,False,False,False,U2
genre,press_conf,will+say,cfnai,-0.001,0.9909,-0.013,0.9146,0.009,,0.081,132,0.312,False,False,False,U2
genre,press_conf,will+say,vix,0.137,0.2243,0.15,0.2131,0.158,,0.009,132,0.312,False,False,False,U2
genre,press_conf,will+see,cfnai,0.012,0.9176,0.055,0.6515,0.016,,0.021,177,0.2,False,False,False,U2
genre,press_conf,will+see,vix,0.338,0.0021,0.34,0.0037,0.254,,0.275,177,0.2,True,True,False,U2
genre,press_conf,will+take,cfnai,-0.072,0.5276,-0.128,0.2879,-0.049,,-0.07,146,0.225,False,False,False,U2
genre,press_conf,will+take,vix,0.259,0.0205,0.25,0.0352,0.227,,0.035,146,0.225,True,True,False,U2
genre,press_conf,will+use,cfnai,0.091,0.4239,0.159,0.1855,0.09,,0.406,43,0.662,False,False,False,U2
genre,press_conf,will+use,vix,-0.002,0.9869,-0.02,0.8674,-0.03,,0.157,43,0.662,False,False,False,U2
genre,press_conf,will+watch,cfnai,0.056,0.6189,0.025,0.8384,0.066,,0.053,53,0.588,False,False,False,U2
genre,press_conf,will+watch,vix,0.08,0.4806,0.16,0.1838,0.078,,0.014,53,0.588,False,False,False,U2
genre,press_conf,would+be,cfnai,0.208,0.0643,0.091,0.4486,0.206,,0.028,90,0.425,False,False,False,U2
genre,press_conf,would+be,vix,0.059,0.6005,0.043,0.7226,0.045,,-0.243,90,0.425,False,False,False,U2
genre,press_conf,would+be+appropriate,cfnai,-0.016,0.8858,0.012,0.9228,-0.015,,-0.002,38,0.688,False,False,False,U2
genre,press_conf,would+be+appropriate,vix,-0.135,0.2322,-0.072,0.5491,-0.154,,-0.043,38,0.688,False,False,False,U2
genre,press_conf,would+do,cfnai,0.036,0.7488,0.019,0.873,-0.015,,0.067,45,0.6,False,False,False,U2
genre,press_conf,would+do,vix,-0.094,0.4045,-0.079,0.5131,-0.101,,-0.034,45,0.6,False,False,False,U2
genre,press_conf,would+expect,cfnai,0.244,0.0291,0.126,0.2953,0.229,,0.154,81,0.45,True,False,False,U2
genre,press_conf,would+expect,vix,0.087,0.4422,0.099,0.4132,0.038,,0.272,81,0.45,False,False,False,U2
genre,press_conf,would+have,cfnai,0.106,0.3513,0.082,0.4982,0.087,,0.139,81,0.375,False,False,False,U2
genre,press_conf,would+have,vix,-0.052,0.6465,-0.002,0.9843,-0.065,,-0.105,81,0.375,False,False,False,U2
genre,press_conf,would+like,cfnai,0.216,0.0549,0.203,0.0902,0.149,,0.496,112,0.362,False,False,False,U2
genre,press_conf,would+like,vix,-0.075,0.5081,-0.054,0.654,-0.026,,0.244,112,0.362,False,False,False,U2
genre,press_conf,would+look,cfnai,0.033,0.7742,-0.059,0.6248,0.028,,-0.133,90,0.5,False,False,False,U2
genre,press_conf,would+look,vix,-0.008,0.945,-0.062,0.6062,0.013,,-0.175,90,0.5,False,False,False,U2
genre,press_conf,would+point,cfnai,-0.053,0.6378,-0.07,0.5645,-0.036,,0.032,62,0.525,False,False,False,U2
genre,press_conf,would+point,vix,-0.01,0.9306,-0.031,0.7959,0.034,,-0.125,62,0.525,False,False,False,U2
genre,press_conf,would+say,cfnai,-0.133,0.2396,-0.163,0.1741,-0.092,,-0.152,662,0.0,False,False,False,U2
genre,press_conf,would+say,vix,0.134,0.2356,0.075,0.5361,0.116,,-0.087,662,0.0,False,False,False,U2
genre,press_conf,would+see,cfnai,0.036,0.7546,0.103,0.3926,0.01,,0.098,43,0.675,False,False,False,U2
genre,press_conf,would+see,vix,0.108,0.3399,0.134,0.2645,0.105,,0.152,43,0.675,False,False,False,U2
genre,press_conf,would+take,cfnai,-0.17,0.1325,-0.214,0.0731,-0.146,,-0.285,72,0.562,False,False,False,U2
genre,press_conf,would+take,vix,-0.264,0.0179,-0.19,0.1117,-0.287,,-0.127,72,0.562,True,False,False,U2
genre,press_conf,would+think,cfnai,-0.064,0.5705,-0.048,0.6893,-0.059,,0.01,52,0.6,False,False,False,U2
genre,press_conf,would+think,vix,0.241,0.0316,0.243,0.0414,0.227,,0.065,52,0.6,True,False,False,U2
genre,press_conf,would+want,cfnai,-0.034,0.7659,-0.015,0.8997,-0.025,,-0.01,108,0.362,False,False,False,U2
genre,press_conf,would+want,vix,0.016,0.8867,0.023,0.8503,0.032,,-0.096,108,0.362,False,False,False,U2
genre,speech,can+help,cfnai,0.127,0.1588,0.115,0.2154,0.017,0.097,0.125,22,0.863,False,False,False,U2
genre,speech,can+help,vix,-0.144,0.1117,-0.123,0.1861,-0.045,-0.076,0.115,22,0.863,False,False,False,U2
genre,speech,will+continue,cfnai,-0.005,0.9539,0.025,0.7844,-0.032,0.097,-0.088,77,0.621,False,False,False,U2
genre,speech,will+continue,vix,-0.006,0.9446,-0.025,0.7863,0.013,0.038,-0.138,77,0.621,False,False,False,U2
genre,speech,will+discuss,cfnai,-0.016,0.8592,0.011,0.9066,-0.063,-0.123,0.124,55,0.694,False,False,False,U2
genre,speech,will+discuss,vix,-0.08,0.3773,-0.093,0.3178,0.019,-0.121,0.019,55,0.694,False,False,False,U2
genre,speech,will+need,cfnai,-0.165,0.0667,-0.16,0.0844,-0.111,-0.173,-0.164,36,0.831,False,False,False,U2
genre,speech,will+need,vix,-0.105,0.2443,-0.124,0.1821,-0.026,-0.087,-0.004,36,0.831,False,False,False,U2
genre,speech,would+like,cfnai,0.107,0.2389,0.08,0.3914,0.065,-0.069,0.313,54,0.677,False,False,False,U2
genre,speech,would+like,vix,-0.268,0.0026,-0.232,0.0115,-0.146,-0.172,-0.013,54,0.677,False,False,False,U2
genre,statement,could+impede,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U2
genre,statement,could+impede,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U2
genre,statement,will+assess,cfnai,-0.356,0.0003,-0.298,0.0041,-0.251,0.006,-0.434,72,0.287,True,True,False,U2
genre,statement,will+assess,vix,-0.265,0.0073,-0.228,0.0298,-0.321,-0.071,-0.265,72,0.287,False,False,True,U2
genre,statement,will+be+appropriate,cfnai,0.364,0.0002,0.295,0.0045,0.32,0.082,0.386,43,0.614,False,False,False,U2
genre,statement,will+be+appropriate,vix,0.235,0.018,0.287,0.0058,0.057,0.1,0.278,43,0.614,False,False,False,U2
genre,statement,will+continue,cfnai,-0.164,0.1018,-0.18,0.0883,-0.146,-0.197,-0.256,125,0.327,False,False,False,U2
genre,statement,will+continue,vix,0.408,0.0,0.395,0.0001,0.375,0.081,-0.325,125,0.327,True,True,False,U2
genre,statement,will+monitor,cfnai,-0.053,0.602,0.052,0.6214,-0.115,0.122,-0.073,32,0.683,False,False,False,U2
genre,statement,will+monitor,vix,-0.296,0.0026,-0.411,0.0001,-0.35,-0.375,0.05,32,0.683,False,False,False,U2
genre,statement,will+take,cfnai,-0.221,0.0261,-0.244,0.0197,-0.125,0.088,-0.474,123,0.02,True,True,False,U2
genre,statement,will+take,vix,0.101,0.3153,0.272,0.0091,-0.111,0.198,-0.073,123,0.02,False,False,False,U2
genre,statement,would+be+prepared,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U2
genre,statement,would+be+prepared,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U2
layer,min_committee,could+impede,cfnai,-0.105,0.3003,-0.211,0.0449,-0.038,,-0.544,46,0.535,False,False,False,U2
layer,min_committee,could+impede,vix,0.38,0.0001,0.46,0.0,0.258,,-0.099,46,0.535,True,True,False,U2
layer,min_committee,may+be+appropriate,cfnai,-0.222,0.0269,-0.253,0.0156,-0.167,-0.224,-0.249,13,0.889,False,False,False,U2
layer,min_committee,may+be+appropriate,vix,-0.092,0.3658,-0.058,0.5824,-0.078,0.07,-0.378,13,0.889,False,False,False,U2
layer,min_committee,will+be+appropriate,cfnai,-0.012,0.9034,-0.099,0.3495,-0.054,-0.171,-0.044,7,0.929,False,False,False,U2
layer,min_committee,will+be+appropriate,vix,-0.102,0.3139,-0.155,0.1425,-0.165,0.056,-0.236,7,0.929,False,False,False,U2
layer,min_committee,would+assess,cfnai,-0.491,0.0,-0.43,0.0,-0.392,-0.379,-0.394,49,0.515,False,False,True,U2
layer,min_committee,would+assess,vix,-0.045,0.6608,-0.082,0.442,-0.137,-0.07,-0.254,49,0.515,False,False,False,U2
layer,min_committee,would+be+appropriate,cfnai,0.407,0.0,0.391,0.0001,0.4,0.22,0.538,63,0.545,False,False,True,U2
layer,min_committee,would+be+appropriate,vix,0.373,0.0001,0.334,0.0012,0.289,0.148,0.38,63,0.545,False,False,True,U2
layer,min_committee,would+be+prepared,cfnai,-0.105,0.3003,-0.211,0.0449,-0.038,,-0.544,46,0.535,False,False,False,U2
layer,min_committee,would+be+prepared,vix,0.38,0.0001,0.46,0.0,0.258,,-0.099,46,0.535,True,True,False,U2
layer,min_committee,would+continue,cfnai,-0.105,0.2993,-0.11,0.2979,-0.085,-0.142,-0.028,109,0.222,False,False,False,U2
layer,min_committee,would+continue,vix,0.5,0.0,0.451,0.0,0.322,0.055,0.08,109,0.222,False,False,True,U2
layer,min_committee,would+depend,cfnai,0.427,0.0,0.402,0.0001,0.365,0.601,0.336,51,0.586,False,False,True,U2
layer,min_committee,would+depend,vix,-0.252,0.0118,-0.346,0.0008,-0.243,-0.266,0.135,51,0.586,True,True,False,U2
layer,min_committee,would+take,cfnai,-0.174,0.0846,-0.13,0.2188,-0.087,0.046,-0.346,86,0.172,False,False,False,U2
layer,min_committee,would+take,vix,0.278,0.0054,0.295,0.0045,0.092,-0.043,0.058,86,0.172,True,True,False,U2
layer,min_participants,could+be+appropriate,cfnai,-0.022,0.8263,-0.025,0.8136,0.0,-0.237,0.049,7,0.929,False,False,False,U2
layer,min_participants,could+be+appropriate,vix,0.215,0.0324,0.262,0.0121,0.179,0.111,0.251,7,0.929,False,False,False,U2
layer,min_participants,could+lead,cfnai,0.152,0.1327,0.097,0.3625,0.089,0.127,0.04,57,0.586,False,False,False,U2
layer,min_participants,could+lead,vix,-0.031,0.7572,-0.144,0.1725,0.019,-0.208,0.169,57,0.586,False,False,False,U2
layer,min_participants,may+be+appropriate,cfnai,-0.154,0.1276,-0.176,0.0948,-0.14,-0.032,-0.237,11,0.939,False,False,False,U2
layer,min_participants,may+be+appropriate,vix,0.022,0.8306,0.055,0.6052,-0.002,0.205,-0.22,11,0.939,False,False,False,U2
layer,min_participants,will+be+appropriate,cfnai,0.076,0.4535,0.081,0.4465,0.084,0.104,,2,0.98,False,False,False,U2
layer,min_participants,will+be+appropriate,vix,0.058,0.5718,0.082,0.4375,0.038,0.24,,2,0.98,False,False,False,U2
layer,min_participants,would+be+appropriate,cfnai,-0.053,0.6042,0.006,0.9575,-0.048,0.134,-0.015,143,0.232,False,False,False,U2
layer,min_participants,would+be+appropriate,vix,0.21,0.037,0.154,0.1443,0.055,-0.047,0.125,143,0.232,True,False,False,U2
layer,min_participants,would+be+important,cfnai,-0.046,0.6534,0.131,0.2152,-0.026,0.302,0.02,41,0.677,False,False,False,U2
layer,min_participants,would+be+important,vix,0.105,0.3,0.026,0.8046,0.049,-0.214,0.119,41,0.677,False,False,False,U2
layer,min_participants,would+continue,cfnai,0.054,0.5951,-0.0,0.9973,0.1,-0.243,0.252,100,0.424,False,False,False,U2
layer,min_participants,would+continue,vix,0.098,0.333,-0.032,0.7636,0.103,-0.011,-0.182,100,0.424,False,False,False,U2
layer,min_participants,would+depend,cfnai,0.499,0.0,0.491,0.0,0.441,0.519,0.467,59,0.606,False,False,False,U2
layer,min_participants,would+depend,vix,0.026,0.7964,-0.055,0.6041,-0.064,-0.175,0.227,59,0.606,False,False,False,U2
layer,min_participants,would+expect,cfnai,0.107,0.2908,0.095,0.3692,0.038,0.033,0.106,44,0.586,False,False,False,U2
layer,min_participants,would+expect,vix,-0.119,0.239,-0.126,0.2354,-0.038,-0.069,0.096,44,0.586,False,False,False,U2
layer,min_participants,would+help,cfnai,-0.036,0.7233,0.032,0.7659,0.001,0.14,-0.008,55,0.596,False,False,False,U2
layer,min_participants,would+help,vix,0.42,0.0,0.426,0.0,0.325,0.24,0.245,55,0.596,True,False,False,U2
layer,min_participants,would+need,cfnai,-0.281,0.0048,-0.237,0.0236,-0.296,-0.258,-0.194,47,0.657,False,False,False,U2
layer,min_participants,would+need,vix,0.043,0.6717,0.025,0.817,-0.016,0.067,-0.11,47,0.657,False,False,False,U2
layer,min_participants,would+remain,cfnai,0.004,0.9689,-0.01,0.9218,0.012,0.112,-0.149,56,0.596,False,False,False,U2
layer,min_participants,would+remain,vix,-0.151,0.1351,-0.094,0.3749,-0.067,0.125,-0.117,56,0.596,False,False,False,U2
layer,min_special,could+be+appropriate,cfnai,0.46,0.0028,0.502,0.0018,0.427,,,6,0.85,False,False,False,U2
layer,min_special,could+be+appropriate,vix,0.162,0.3193,0.217,0.2039,0.156,,,6,0.85,False,False,False,U2
layer,min_special,may+be+appropriate,cfnai,0.319,0.0451,0.351,0.0358,0.299,,,4,0.95,False,False,False,U2
layer,min_special,may+be+appropriate,vix,0.121,0.4554,0.166,0.3324,0.125,,,4,0.95,False,False,False,U2
layer,min_special,will+be+appropriate,cfnai,0.229,0.1554,0.252,0.1378,0.214,,,1,0.975,False,False,False,U2
layer,min_special,will+be+appropriate,vix,0.271,0.0914,0.285,0.0923,0.235,,,1,0.975,False,False,False,U2
layer,min_special,would+be+appropriate,cfnai,0.289,0.0709,0.266,0.1171,0.277,,,23,0.6,False,False,False,U2
layer,min_special,would+be+appropriate,vix,0.217,0.1787,0.325,0.0531,0.203,,,23,0.6,False,False,False,U2
layer,min_staff,could+be+appropriate,cfnai,-0.131,0.1968,-0.145,0.1717,-0.119,,-0.187,1,0.99,False,False,False,U2
layer,min_staff,could+be+appropriate,vix,-0.011,0.917,0.0,1.0,-0.019,,-0.124,1,0.99,False,False,False,U2
layer,min_staff_desk,may+be+appropriate,cfnai,0.026,0.7984,0.029,0.7819,0.024,-0.153,0.199,2,0.98,False,False,False,U2
layer,min_staff_desk,may+be+appropriate,vix,0.143,0.1594,0.17,0.1063,0.116,0.184,0.224,2,0.98,False,False,False,U2
layer,min_staff_desk,will+be+appropriate,cfnai,0.044,0.664,0.046,0.6639,-0.006,0.053,,1,0.99,False,False,False,U2
layer,min_staff_desk,will+be+appropriate,vix,-0.039,0.7024,-0.032,0.7626,0.012,0.058,,1,0.99,False,False,False,U2
layer,min_staff_desk,would+be+appropriate,cfnai,-0.015,0.8814,-0.018,0.8619,-0.049,0.089,-0.236,8,0.949,False,False,False,U2
layer,min_staff_desk,would+be+appropriate,vix,0.054,0.5978,0.089,0.4028,0.05,0.201,0.075,8,0.949,False,False,False,U2
layer,pc_chair,can+do,cfnai,0.049,0.6661,0.079,0.5131,0.073,,0.097,159,0.237,False,False,False,U2
layer,pc_chair,can+do,vix,0.298,0.0073,0.123,0.3087,0.27,,-0.0,159,0.237,True,False,False,U2
layer,pc_chair,can+everything,cfnai,-0.089,0.4302,-0.125,0.2988,-0.066,,-0.313,52,0.463,False,False,False,U2
layer,pc_chair,can+everything,vix,0.281,0.0116,0.344,0.0033,0.278,,-0.24,52,0.463,True,True,False,U2
layer,pc_chair,can+have,cfnai,0.152,0.1769,0.226,0.0579,0.128,,0.235,51,0.6,False,False,False,U2
layer,pc_chair,can+have,vix,0.28,0.0118,0.291,0.0137,0.249,,0.397,51,0.6,True,False,False,U2
layer,pc_chair,can+look,cfnai,-0.043,0.7062,-0.093,0.4411,-0.021,,-0.222,50,0.637,False,False,False,U2
layer,pc_chair,can+look,vix,0.062,0.5825,0.121,0.3156,0.101,,-0.217,50,0.637,False,False,False,U2
layer,pc_chair,can+make,cfnai,-0.03,0.7884,-0.003,0.9788,-0.043,,0.061,38,0.688,False,False,False,U2
layer,pc_chair,can+make,vix,0.224,0.0457,0.208,0.0821,0.184,,0.079,38,0.688,False,False,False,U2
layer,pc_chair,can+say,cfnai,-0.035,0.7561,-0.057,0.6359,0.01,,-0.089,74,0.525,False,False,False,U2
layer,pc_chair,can+say,vix,0.121,0.2846,0.078,0.5178,0.131,,0.027,74,0.525,False,False,False,U2
layer,pc_chair,can+see,cfnai,-0.07,0.5384,-0.062,0.6059,-0.063,,-0.101,100,0.338,False,False,False,U2
layer,pc_chair,can+see,vix,-0.023,0.8419,-0.072,0.5515,0.003,,0.139,100,0.338,False,False,False,U2
layer,pc_chair,could+be+appropriate,cfnai,-0.031,0.7818,-0.047,0.7002,-0.024,,-0.08,5,0.95,False,False,False,U2
layer,pc_chair,could+be+appropriate,vix,0.008,0.9455,0.045,0.708,0.01,,0.059,5,0.95,False,False,False,U2
layer,pc_chair,may+be,cfnai,-0.094,0.4059,-0.188,0.117,-0.08,,-0.141,38,0.662,False,False,False,U2
layer,pc_chair,may+be,vix,-0.126,0.2646,-0.086,0.4733,-0.11,,-0.327,38,0.662,False,False,False,U2
layer,pc_chair,may+be+appropriate,cfnai,-0.122,0.2799,-0.15,0.2129,-0.111,,-0.232,21,0.887,False,False,False,U2
layer,pc_chair,may+be+appropriate,vix,-0.09,0.4249,-0.044,0.7154,-0.084,,-0.283,21,0.887,False,False,False,U2
layer,pc_chair,will+be,cfnai,0.181,0.1076,0.231,0.0523,0.165,,0.321,105,0.338,False,False,False,U2
layer,pc_chair,will+be,vix,0.293,0.0083,0.291,0.0139,0.246,,0.056,105,0.338,True,True,False,U2
layer,pc_chair,will+be+able,cfnai,0.098,0.386,0.169,0.1601,0.069,,0.166,38,0.675,False,False,False,U2
layer,pc_chair,will+be+able,vix,0.065,0.5674,0.07,0.5601,0.021,,0.192,38,0.675,False,False,False,U2
layer,pc_chair,will+be+appropriate,cfnai,0.203,0.0711,0.122,0.3101,0.218,,0.177,105,0.425,False,False,False,U2
layer,pc_chair,will+be+appropriate,vix,-0.053,0.6378,0.01,0.932,-0.094,,0.083,105,0.425,False,False,False,U2
layer,pc_chair,will+be+what,cfnai,-0.073,0.5225,0.053,0.6627,-0.086,,0.044,46,0.625,False,False,False,U2
layer,pc_chair,will+be+what,vix,-0.019,0.867,-0.038,0.7515,-0.027,,0.21,46,0.625,False,False,False,U2
layer,pc_chair,will+come,cfnai,-0.064,0.5751,-0.096,0.4247,-0.053,,-0.062,79,0.425,False,False,False,U2
layer,pc_chair,will+come,vix,0.195,0.0826,0.152,0.2046,0.152,,-0.086,79,0.425,False,False,False,U2
layer,pc_chair,will+continue,cfnai,0.017,0.8811,0.023,0.8515,0.051,,0.102,243,0.025,False,False,False,U2
layer,pc_chair,will+continue,vix,0.171,0.1301,0.136,0.2572,0.186,,0.319,243,0.025,False,False,False,U2
layer,pc_chair,will+depend,cfnai,0.055,0.6249,0.074,0.5389,0.022,,0.129,67,0.537,False,False,False,U2
layer,pc_chair,will+depend,vix,0.254,0.0228,0.114,0.3429,0.221,,0.188,67,0.537,True,False,False,U2
layer,pc_chair,will+do,cfnai,0.06,0.5984,0.011,0.9271,-0.003,,-0.066,151,0.237,False,False,False,U2
layer,pc_chair,will+do,vix,0.283,0.0108,0.318,0.0069,0.194,,-0.125,151,0.237,True,True,False,U2
layer,pc_chair,will+get,cfnai,-0.198,0.0785,-0.108,0.3681,-0.205,,-0.157,57,0.525,False,False,False,U2
layer,pc_chair,will+get,vix,0.179,0.1131,0.152,0.2064,0.161,,0.004,57,0.525,False,False,False,U2
layer,pc_chair,will+go,cfnai,-0.119,0.2947,-0.038,0.7534,-0.104,,-0.022,60,0.525,False,False,False,U2
layer,pc_chair,will+go,vix,-0.046,0.6859,-0.117,0.3321,-0.05,,-0.189,60,0.525,False,False,False,U2
layer,pc_chair,will+happen,cfnai,0.029,0.7961,0.006,0.9616,0.019,,0.05,57,0.562,False,False,False,U2
layer,pc_chair,will+happen,vix,0.165,0.1433,0.25,0.0356,0.122,,0.203,57,0.562,False,False,False,U2
layer,pc_chair,will+have,cfnai,-0.288,0.0095,-0.328,0.0053,-0.218,,-0.428,216,0.087,True,True,False,U2
layer,pc_chair,will+have,vix,-0.101,0.3711,0.043,0.7228,-0.1,,-0.179,216,0.087,False,False,False,U2
layer,pc_chair,will+help,cfnai,0.106,0.351,-0.033,0.7818,0.076,,-0.062,43,0.65,False,False,False,U2
layer,pc_chair,will+help,vix,0.113,0.3196,0.013,0.9139,0.121,,-0.174,43,0.65,False,False,False,U2
layer,pc_chair,will+know,cfnai,0.09,0.4291,0.233,0.0509,0.097,,0.183,51,0.637,False,False,False,U2
layer,pc_chair,will+know,vix,0.13,0.2491,0.23,0.0539,0.129,,0.032,51,0.637,False,False,False,U2
layer,pc_chair,will+look,cfnai,-0.197,0.0795,-0.19,0.1117,-0.226,,-0.197,143,0.275,False,False,False,U2
layer,pc_chair,will+look,vix,-0.068,0.5464,0.036,0.7659,-0.116,,-0.029,143,0.275,False,False,False,U2
layer,pc_chair,will+make,cfnai,-0.025,0.8232,-0.027,0.826,-0.029,,0.016,69,0.487,False,False,False,U2
layer,pc_chair,will+make,vix,0.101,0.3722,0.196,0.1005,0.106,,0.174,69,0.487,False,False,False,U2
layer,pc_chair,will+move,cfnai,0.136,0.2305,0.172,0.1523,0.132,,0.188,68,0.537,False,False,False,U2
layer,pc_chair,will+move,vix,-0.18,0.1095,-0.06,0.62,-0.192,,0.146,68,0.537,False,False,False,U2
layer,pc_chair,will+need,cfnai,-0.008,0.9451,0.213,0.0745,0.025,,0.27,43,0.625,False,False,False,U2
layer,pc_chair,will+need,vix,0.316,0.0043,0.297,0.0118,0.284,,0.335,43,0.625,False,False,False,U2
layer,pc_chair,will+remain,cfnai,0.195,0.0827,0.249,0.0365,0.118,,0.274,35,0.713,False,False,False,U2
layer,pc_chair,will+remain,vix,-0.037,0.7459,0.003,0.9785,-0.094,,0.042,35,0.713,False,False,False,U2
layer,pc_chair,will+say,cfnai,-0.001,0.9909,-0.013,0.9146,0.009,,0.081,132,0.312,False,False,False,U2
layer,pc_chair,will+say,vix,0.137,0.2243,0.15,0.2131,0.158,,0.009,132,0.312,False,False,False,U2
layer,pc_chair,will+see,cfnai,0.012,0.9176,0.055,0.6515,0.016,,0.021,177,0.2,False,False,False,U2
layer,pc_chair,will+see,vix,0.338,0.0021,0.34,0.0037,0.254,,0.275,177,0.2,True,True,False,U2
layer,pc_chair,will+take,cfnai,-0.072,0.5276,-0.128,0.2879,-0.049,,-0.07,146,0.225,False,False,False,U2
layer,pc_chair,will+take,vix,0.259,0.0205,0.25,0.0352,0.227,,0.035,146,0.225,True,True,False,U2
layer,pc_chair,will+use,cfnai,0.091,0.4239,0.159,0.1855,0.09,,0.406,43,0.662,False,False,False,U2
layer,pc_chair,will+use,vix,-0.002,0.9869,-0.02,0.8674,-0.03,,0.157,43,0.662,False,False,False,U2
layer,pc_chair,will+watch,cfnai,0.056,0.6189,0.025,0.8384,0.066,,0.053,53,0.588,False,False,False,U2
layer,pc_chair,will+watch,vix,0.08,0.4806,0.16,0.1838,0.078,,0.014,53,0.588,False,False,False,U2
layer,pc_chair,would+be,cfnai,0.208,0.0643,0.091,0.4486,0.206,,0.028,90,0.425,False,False,False,U2
layer,pc_chair,would+be,vix,0.059,0.6005,0.043,0.7226,0.045,,-0.243,90,0.425,False,False,False,U2
layer,pc_chair,would+be+appropriate,cfnai,-0.016,0.8858,0.012,0.9228,-0.015,,-0.002,38,0.688,False,False,False,U2
layer,pc_chair,would+be+appropriate,vix,-0.135,0.2322,-0.072,0.5491,-0.154,,-0.043,38,0.688,False,False,False,U2
layer,pc_chair,would+do,cfnai,0.036,0.7488,0.019,0.873,-0.015,,0.067,45,0.6,False,False,False,U2
layer,pc_chair,would+do,vix,-0.094,0.4045,-0.079,0.5131,-0.101,,-0.034,45,0.6,False,False,False,U2
layer,pc_chair,would+expect,cfnai,0.244,0.0291,0.126,0.2953,0.229,,0.154,81,0.45,True,False,False,U2
layer,pc_chair,would+expect,vix,0.087,0.4422,0.099,0.4132,0.038,,0.272,81,0.45,False,False,False,U2
layer,pc_chair,would+have,cfnai,0.106,0.3513,0.082,0.4982,0.087,,0.139,81,0.375,False,False,False,U2
layer,pc_chair,would+have,vix,-0.052,0.6465,-0.002,0.9843,-0.065,,-0.105,81,0.375,False,False,False,U2
layer,pc_chair,would+like,cfnai,0.216,0.0549,0.203,0.0902,0.149,,0.496,112,0.362,False,False,False,U2
layer,pc_chair,would+like,vix,-0.075,0.5081,-0.054,0.654,-0.026,,0.244,112,0.362,False,False,False,U2
layer,pc_chair,would+look,cfnai,0.033,0.7742,-0.059,0.6248,0.028,,-0.133,90,0.5,False,False,False,U2
layer,pc_chair,would+look,vix,-0.008,0.945,-0.062,0.6062,0.013,,-0.175,90,0.5,False,False,False,U2
