key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
minutes,ALL,T1,cfnai,1,0.9009,0.6483,99,0.984
minutes,ALL,T1,cfnai,2,0.2448,0.8072,99,0.8632
minutes,ALL,T1,cfnai,3,0.2839,0.5478,99,0.94
minutes,ALL,T1,vix,1,0.0776,0.266,99,0.9537
minutes,ALL,T1,vix,2,0.2224,0.5284,99,0.8632
minutes,ALL,T1,vix,3,0.0343,0.6482,99,0.3571
minutes,ALL,T2,cfnai,1,0.6572,0.1285,91,0.9799
minutes,ALL,T2,cfnai,2,0.6547,0.0632,91,0.964
minutes,ALL,T2,cfnai,3,0.9941,0.0906,91,0.9965
minutes,ALL,T2,vix,1,0.8974,0.7533,91,0.9799
minutes,ALL,T2,vix,2,0.2956,0.6522,91,0.964
minutes,ALL,T2,vix,3,0.3795,0.7877,91,0.9965
minutes,could,T1,cfnai,1,0.9156,0.9078,99,0.984
minutes,could,T1,cfnai,2,0.0067,0.4843,99,0.3501
minutes,could,T1,cfnai,3,0.0075,0.4922,99,0.1302
minutes,could,T1,vix,1,0.0555,0.4207,99,0.9537
minutes,could,T1,vix,2,0.1034,0.5603,99,0.8632
minutes,could,T1,vix,3,0.002,0.6848,99,0.1049
minutes,could,T2,cfnai,1,0.7525,0.9782,91,0.9799
minutes,could,T2,cfnai,2,0.4421,0.9646,91,0.964
minutes,could,T2,cfnai,3,0.4969,0.9786,91,0.9965
minutes,could,T2,vix,1,0.4791,0.7895,91,0.9582
minutes,could,T2,vix,2,0.2996,0.3919,91,0.964
minutes,could,T2,vix,3,0.2123,0.6904,91,0.9198
minutes,may,T1,cfnai,1,0.7777,0.6434,99,0.9537
minutes,may,T1,cfnai,2,0.7803,0.7247,99,0.9341
minutes,may,T1,cfnai,3,0.4737,0.8967,99,0.9615
minutes,may,T1,vix,1,0.7719,0.8626,99,0.9537
minutes,may,T1,vix,2,0.7156,0.0924,99,0.9218
minutes,may,T1,vix,3,0.8012,0.0683,99,0.9942
minutes,may,T2,cfnai,1,0.3917,0.7542,91,0.9128
minutes,may,T2,cfnai,2,0.7965,0.5748,91,0.964
minutes,may,T2,cfnai,3,0.8866,0.6689,91,0.9965
minutes,may,T2,vix,1,0.7738,0.4814,91,0.9799
minutes,may,T2,vix,2,0.7489,0.7684,91,0.964
minutes,may,T2,vix,3,0.9141,0.8573,91,0.9965
minutes,should,T1,cfnai,1,0.9956,0.778,99,0.9956
minutes,should,T1,cfnai,2,0.8144,0.7519,99,0.9341
minutes,should,T1,cfnai,3,0.7606,0.8404,99,0.9942
minutes,should,T1,vix,1,0.6541,0.3194,99,0.9537
minutes,should,T1,vix,2,0.7076,0.2944,99,0.9218
minutes,should,T1,vix,3,0.3579,0.4675,99,0.94
minutes,should,T2,cfnai,1,0.849,0.1258,91,0.9799
minutes,should,T2,cfnai,2,0.7056,0.2375,91,0.964
minutes,should,T2,cfnai,3,0.9582,0.0451,91,0.9965
minutes,should,T2,vix,1,0.4535,0.4649,91,0.9582
minutes,should,T2,vix,2,0.4173,0.4871,91,0.964
minutes,should,T2,vix,3,0.1303,0.7205,91,0.9198
minutes,will,T1,cfnai,1,0.7887,0.7951,99,0.9537
minutes,will,T1,cfnai,2,0.4156,0.8685,99,0.9063
minutes,will,T1,cfnai,3,0.4048,0.7186,99,0.94
minutes,will,T1,vix,1,0.4017,0.3893,99,0.9537
minutes,will,T1,vix,2,0.6656,0.6998,99,0.9218
minutes,will,T1,vix,3,0.5771,0.8276,99,0.9942
minutes,will,T2,cfnai,1,0.8729,0.943,91,0.9799
minutes,will,T2,cfnai,2,0.7563,0.9661,91,0.964
minutes,will,T2,cfnai,3,0.7024,0.9276,91,0.9965
minutes,will,T2,vix,1,0.1288,0.6243,91,0.9128
minutes,will,T2,vix,2,0.2386,0.8478,91,0.964
minutes,will,T2,vix,3,0.1853,0.9332,91,0.9198
minutes,would,T1,cfnai,1,0.5305,0.6359,99,0.9537
minutes,would,T1,cfnai,2,0.1731,0.5506,99,0.8632
minutes,would,T1,cfnai,3,0.004,0.7675,99,0.1049
minutes,would,T1,vix,1,0.6349,0.3122,99,0.9537
minutes,would,T1,vix,2,0.4743,0.5392,99,0.9179
minutes,would,T1,vix,3,0.7501,0.8642,99,0.9942
minutes,would,T2,cfnai,1,0.2936,0.2418,91,0.9128
minutes,would,T2,cfnai,2,0.6494,0.0159,91,0.964
minutes,would,T2,cfnai,3,0.8601,0.0136,91,0.9965
minutes,would,T2,vix,1,0.9345,0.4538,91,0.9799
minutes,would,T2,vix,2,0.6939,0.7642,91,0.964
minutes,would,T2,vix,3,0.8375,0.8554,91,0.9965
minutes,would+be+appropriate,T1,cfnai,1,0.6878,0.0755,99,0.9537
minutes,would+be+appropriate,T1,cfnai,2,0.3416,0.0035,99,0.9063
minutes,would+be+appropriate,T1,cfnai,3,0.3419,0.0005,99,0.94
minutes,would+be+appropriate,T1,vix,1,0.3016,0.0637,99,0.9537
minutes,would+be+appropriate,T1,vix,2,0.5739,0.1396,99,0.9218
minutes,would+be+appropriate,T1,vix,3,0.707,0.1169,99,0.9942
minutes,would+be+appropriate,T2,cfnai,1,0.9383,0.0906,91,0.9799
minutes,would+be+appropriate,T2,cfnai,2,0.2379,0.0054,91,0.964
minutes,would+be+appropriate,T2,cfnai,3,0.122,0.0205,91,0.9198
minutes,would+be+appropriate,T2,vix,1,0.1341,0.0299,91,0.9128
minutes,would+be+appropriate,T2,vix,2,0.148,0.3492,91,0.964
minutes,would+be+appropriate,T2,vix,3,0.2034,0.6783,91,0.9198
minutes,would+continue,T1,cfnai,1,0.2758,0.7095,99,0.9537
minutes,would+continue,T1,cfnai,2,0.3041,0.9316,99,0.8784
minutes,would+continue,T1,cfnai,3,0.3955,0.6357,99,0.94
minutes,would+continue,T1,vix,1,0.5591,0.0003,99,0.9537
minutes,would+continue,T1,vix,2,0.606,0.0033,99,0.9218
minutes,would+continue,T1,vix,3,0.4807,0.0061,99,0.9615
minutes,would+continue,T2,cfnai,1,0.7078,0.4479,91,0.9799
minutes,would+continue,T2,cfnai,2,0.8541,0.6568,91,0.987
minutes,would+continue,T2,cfnai,3,0.3333,0.8285,91,0.9965
minutes,would+continue,T2,vix,1,0.7612,0.0469,91,0.9799
minutes,would+continue,T2,vix,2,0.9045,0.0485,91,0.9877
minutes,would+continue,T2,vix,3,0.8894,0.07,91,0.9965
press_conf,ALL,T1,cfnai,1,0.3894,0.293,80,0.9537
press_conf,ALL,T1,cfnai,2,0.2032,0.648,80,0.8632
press_conf,ALL,T1,cfnai,3,0.1976,0.7889,80,0.94
press_conf,ALL,T1,vix,1,0.5008,0.0178,80,0.9537
press_conf,ALL,T1,vix,2,0.7268,0.1357,80,0.9218
press_conf,ALL,T1,vix,3,0.9557,0.2442,80,0.9979
press_conf,ALL,T2,cfnai,1,0.182,0.0024,71,0.9128
press_conf,ALL,T2,cfnai,2,0.3803,0.0085,71,0.964
press_conf,ALL,T2,cfnai,3,0.6816,0.0135,71,0.9965
press_conf,ALL,T2,vix,1,0.7397,0.0369,71,0.9799
press_conf,ALL,T2,vix,2,0.5157,0.1269,71,0.964
press_conf,ALL,T2,vix,3,0.461,0.1297,71,0.9965
press_conf,can,T1,cfnai,1,0.3877,0.2363,80,0.9537
press_conf,can,T1,cfnai,2,0.6459,0.163,80,0.9218
press_conf,can,T1,cfnai,3,0.7067,0.2645,80,0.9942
press_conf,can,T1,vix,1,0.8569,0.0047,80,0.984
press_conf,can,T1,vix,2,0.5955,0.0064,80,0.9218
press_conf,can,T1,vix,3,0.7827,0.008,80,0.9942
press_conf,can,T2,cfnai,1,0.9512,0.4798,71,0.9799
press_conf,can,T2,cfnai,2,0.948,0.7477,71,0.9877
press_conf,can,T2,cfnai,3,0.4972,0.7242,71,0.9965
press_conf,can,T2,vix,1,0.2795,0.3059,71,0.9128
press_conf,can,T2,vix,2,0.6338,0.5739,71,0.964
press_conf,can,T2,vix,3,0.0587,0.5502,71,0.9198
press_conf,could,T1,cfnai,1,0.0125,0.1234,80,0.6492
press_conf,could,T1,cfnai,2,0.0582,0.0467,80,0.8632
press_conf,could,T1,cfnai,3,0.1353,0.0709,80,0.94
press_conf,could,T1,vix,1,0.4695,0.3772,80,0.9537
press_conf,could,T1,vix,2,0.4875,0.4223,80,0.9179
press_conf,could,T1,vix,3,0.5951,0.5888,80,0.9942
press_conf,could,T2,cfnai,1,0.7679,0.5653,71,0.9799
press_conf,could,T2,cfnai,2,0.8157,0.9222,71,0.964
press_conf,could,T2,cfnai,3,0.555,0.9765,71,0.9965
press_conf,could,T2,vix,1,0.37,0.0415,71,0.9128
press_conf,could,T2,vix,2,0.7287,0.302,71,0.964
press_conf,could,T2,vix,3,0.9102,0.5489,71,0.9965
press_conf,may,T1,cfnai,1,0.4803,0.9946,80,0.9537
press_conf,may,T1,cfnai,2,0.221,0.6372,80,0.8632
press_conf,may,T1,cfnai,3,0.4273,0.7525,80,0.94
press_conf,may,T1,vix,1,0.7525,0.8086,80,0.9537
press_conf,may,T1,vix,2,0.9927,0.8384,80,0.9927
press_conf,may,T1,vix,3,0.9787,0.9514,80,0.9979
press_conf,may,T2,cfnai,1,0.7321,0.9197,71,0.9799
press_conf,may,T2,cfnai,2,0.7651,0.8551,71,0.964
press_conf,may,T2,cfnai,3,0.543,0.8411,71,0.9965
press_conf,may,T2,vix,1,0.3991,0.6351,71,0.9128
press_conf,may,T2,vix,2,0.6733,0.3918,71,0.964
press_conf,may,T2,vix,3,0.8303,0.5698,71,0.9965
press_conf,should,T1,cfnai,1,0.2586,0.2702,80,0.9537
press_conf,should,T1,cfnai,2,0.2822,0.5272,80,0.8632
press_conf,should,T1,cfnai,3,0.4324,0.6778,80,0.94
press_conf,should,T1,vix,1,0.4444,0.2332,80,0.9537
press_conf,should,T1,vix,2,0.2617,0.3305,80,0.8632
press_conf,should,T1,vix,3,0.2431,0.5589,80,0.94
press_conf,should,T2,cfnai,1,0.109,0.4427,71,0.9128
press_conf,should,T2,cfnai,2,0.2673,0.9378,71,0.964
press_conf,should,T2,cfnai,3,0.3756,0.7228,71,0.9965
press_conf,should,T2,vix,1,0.4008,0.3059,71,0.9128
press_conf,should,T2,vix,2,0.1689,0.7065,71,0.964
press_conf,should,T2,vix,3,0.1764,0.8875,71,0.9198
press_conf,will,T1,cfnai,1,0.1682,0.0979,80,0.9537
press_conf,will,T1,cfnai,2,0.1787,0.1224,80,0.8632
press_conf,will,T1,cfnai,3,0.1988,0.2447,80,0.94
press_conf,will,T1,vix,1,0.1016,0.0728,80,0.9537
press_conf,will,T1,vix,2,0.275,0.5415,80,0.8632
press_conf,will,T1,vix,3,0.3569,0.6186,80,0.94
press_conf,will,T2,cfnai,1,0.7489,0.1868,71,0.9799
press_conf,will,T2,cfnai,2,0.2457,0.1938,71,0.964
press_conf,will,T2,cfnai,3,0.1207,0.4173,71,0.9198
press_conf,will,T2,vix,1,0.9309,0.0403,71,0.9799
press_conf,will,T2,vix,2,0.9822,0.1884,71,0.9877
press_conf,will,T2,vix,3,0.9594,0.1062,71,0.9965
press_conf,will+continue,T1,cfnai,1,0.9026,0.4658,80,0.984
press_conf,will+continue,T1,cfnai,2,0.018,0.686,80,0.4681
press_conf,will+continue,T1,cfnai,3,0.0179,0.4583,80,0.2328
press_conf,will+continue,T1,vix,1,0.5856,0.7179,80,0.9537
press_conf,will+continue,T1,vix,2,0.3857,0.7659,80,0.9063
press_conf,will+continue,T1,vix,3,0.7667,0.9805,80,0.9942
press_conf,will+continue,T2,cfnai,1,0.8676,0.6299,71,0.9799
press_conf,will+continue,T2,cfnai,2,0.8018,0.9426,71,0.964
press_conf,will+continue,T2,cfnai,3,0.9516,0.8924,71,0.9965
press_conf,will+continue,T2,vix,1,0.0448,0.8541,71,0.9128
press_conf,will+continue,T2,vix,2,0.198,0.5364,71,0.964
press_conf,will+continue,T2,vix,3,0.2427,0.6995,71,0.9521
press_conf,will+have,T1,cfnai,1,0.5999,0.9227,80,0.9537
press_conf,will+have,T1,cfnai,2,0.8454,0.7143,80,0.9341
press_conf,will+have,T1,cfnai,3,0.8415,0.8867,80,0.9942
press_conf,will+have,T1,vix,1,0.7648,0.3637,80,0.9537
press_conf,will+have,T1,vix,2,0.531,0.4866,80,0.9204
press_conf,will+have,T1,vix,3,0.4338,0.4121,80,0.94
press_conf,will+have,T2,cfnai,1,0.3692,0.1948,71,0.9128
press_conf,will+have,T2,cfnai,2,0.4391,0.4769,71,0.964
press_conf,will+have,T2,cfnai,3,0.688,0.6358,71,0.9965
press_conf,will+have,T2,vix,1,0.4037,0.6457,71,0.9128
press_conf,will+have,T2,vix,2,0.4159,0.1229,71,0.964
press_conf,will+have,T2,vix,3,0.5418,0.261,71,0.9965
press_conf,would,T1,cfnai,1,0.152,0.1241,80,0.9537
press_conf,would,T1,cfnai,2,0.1462,0.4178,80,0.8632
press_conf,would,T1,cfnai,3,0.253,0.53,80,0.94
press_conf,would,T1,vix,1,0.5802,0.1477,80,0.9537
