variable,outcome_vs_will,coef,rrr,p
const,would,1.999,7.381,0.0003894463241645708
const,could,-0.476,0.621,0.5754216369745346
const,can,-21.359,0.0,0.9404839858090116
const,should,0.365,1.44,0.5861550944254803
const,may,-11.878,0.0,0.959259651565677
period_late,would,-0.33,0.719,0.3821761385092194
period_late,could,-0.266,0.766,0.5743110562823153
period_late,can,-16.29,0.0,0.9940373264136183
period_late,should,0.089,1.094,0.8378639295583564
period_late,may,0.254,1.289,0.6526141133034715
subj_type_econ,would,0.352,1.422,0.519585041619764
subj_type_econ,could,0.509,1.664,0.5582044368646006
subj_type_econ,can,-9.679,0.0,0.9991553244161263
subj_type_econ,should,0.091,1.096,0.8889104404140905
subj_type_econ,may,12.926,410754.235,0.9556706342951766
subj_type_it_there_rel,would,0.384,1.469,0.5115282342922316
subj_type_it_there_rel,could,2.252,9.511,0.007104920452536031
subj_type_it_there_rel,can,10.501,36355.923,0.9329493564184844
subj_type_it_there_rel,should,-1.312,0.269,0.1284276791569124
subj_type_it_there_rel,may,12.703,328804.207,0.956433084317412
subj_type_none,would,7.774,2377.121,0.9461148137787813
subj_type_none,could,-3.648,0.026,0.9971580979596252
subj_type_none,can,-0.646,0.524,0.9999876961383153
subj_type_none,should,9.653,15569.138,0.933114969771206
subj_type_none,may,-2.71,0.067,0.9999889783705218
subj_type_other,would,0.343,1.409,0.536365597097316
subj_type_other,could,1.414,4.113,0.09539757736672232
subj_type_other,can,-8.209,0.0,0.9988041894099873
subj_type_other,should,0.967,2.629,0.1271284506502921
subj_type_other,may,12.11,181674.317,0.958465800376331
subj_type_person,would,1.747,5.737,0.012040689921491586
subj_type_person,could,-15.119,0.0,0.9870496989222486
subj_type_person,can,-2.222,0.108,0.9979816058198708
subj_type_person,should,-0.492,0.612,0.6043441713331208
subj_type_person,may,-10.647,0.0,0.9998313510871083
subj_type_risks,would,-16.035,0.0,0.9999944908820271
subj_type_risks,could,-1.046,0.352,0.999929000000451
subj_type_risks,can,-0.341,0.711,0.9999995374625051
subj_type_risks,should,-7.061,0.001,0.9999242616067799
subj_type_risks,may,29.455,6199444966161.729,0.9927583110760368
cond,would,-0.432,0.65,0.33515968143577524
cond,could,1.491,4.442,0.003765043102024469
cond,can,-10.569,0.0,0.9703224102127865
cond,should,-1.242,0.289,0.06717079119769596
cond,may,-0.749,0.473,0.31133708227592527
reported,would,0.915,2.498,0.01204989124347919
reported,could,-0.978,0.376,0.029741591459788455
reported,can,11.294,80341.577,0.9650033568151068
reported,should,0.429,1.536,0.3254099003507701
reported,may,-1.412,0.244,0.008609464445572139
