block,layer,series,N,mean,sd,min,max,zero_share,AR1
macro,statement,CFNAI-MA3 (m−2),101,-0.09,1.101,-7.55,4.58,,0.25
macro,statement,VIX pre-28d,101,18.347,6.694,10.19,50.277,,0.756
macro,statement,Unemployment gap (m−1),101,0.175,1.43,-1.034,8.741,,0.766
macro,statement,Core PCE gap (m−2),101,0.448,1.297,-1.005,3.606,,0.983
text,statement,ALL,101,18.476,4.012,10.169,26.385,0.0,0.814
text,statement,could,101,1.446,1.562,0.0,4.237,0.505,0.973
text,statement,should,101,0.539,0.908,0.0,2.538,0.733,0.968
text,statement,will,101,14.365,3.146,7.353,21.951,0.0,0.625
text,statement,would,101,1.46,1.631,0.0,4.435,0.535,0.942
