key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
statement,ALL,T1,cfnai,0.0549,0.1438,101,0.39527999999999996,0.4706181818181818
statement,ALL,T1,vix,0.0507,0.0248,101,0.39527999999999996,0.1116
statement,ALL,T2,cfnai,0.4075,0.2811,91,0.6668181818181818,0.75384
statement,ALL,T2,vix,0.16,0.4617,91,0.5013000000000001,0.8625272727272727
statement,could,T1,cfnai,0.3848,0.0002,101,0.6596571428571427,0.0024000000000000002
statement,could,T1,vix,0.6591,0.4159,101,0.8237793103448275,0.8625272727272727
statement,could,T2,cfnai,0.3731,0.6842,91,0.6596571428571427,0.91644
statement,could,T2,vix,0.1523,0.7311,91,0.5013000000000001,0.91644
statement,could+impede,T1,cfnai,0.3409,0.0001,101,0.6596571428571427,0.0018000000000000002
statement,could+impede,T1,vix,0.6636,0.4482,101,0.8237793103448275,0.8625272727272727
statement,could+impede,T2,cfnai,0.3681,0.9396,91,0.6596571428571427,0.9948705882352942
statement,could+impede,T2,vix,0.1001,0.8477,91,0.45045,0.9536625000000001
statement,will,T1,cfnai,0.0107,0.0078,101,0.3852,0.056159999999999995
statement,will,T1,vix,0.1528,0.3141,101,0.5013000000000001,0.75384
statement,will,T2,cfnai,0.4875,0.5271,91,0.7557,0.8625272727272727
statement,will,T2,vix,0.0342,0.744,91,0.39527999999999996,0.91644
statement,will+assess,T1,cfnai,0.7372,0.0072,101,0.8561032258064515,0.056159999999999995
statement,will+assess,T1,vix,0.784,0.2952,101,0.8820000000000001,0.75384
statement,will+assess,T2,cfnai,0.6924,0.9973,91,0.83088,0.9973
statement,will+assess,T2,vix,0.8426,0.5046,91,0.9070971428571429,0.8625272727272727
statement,will+continue,T1,cfnai,0.3336,0.9889,101,0.6596571428571427,0.9973
statement,will+continue,T1,vix,0.5446,0.0111,101,0.784224,0.0666
statement,will+continue,T2,cfnai,0.3087,0.6191,91,0.6596571428571427,0.91644
statement,will+continue,T2,vix,0.1671,0.1167,91,0.5013000000000001,0.42012
statement,will+take,T1,cfnai,0.0378,0.7242,101,0.39527999999999996,0.91644
statement,will+take,T1,vix,0.9256,0.2307,101,0.9256,0.6921
statement,will+take,T2,cfnai,0.0773,0.6282,91,0.45045,0.91644
statement,will+take,T2,vix,0.8706,0.0861,91,0.9070971428571429,0.3444
statement,would,T1,cfnai,0.6316,0.0221,101,0.8237793103448275,0.1116
statement,would,T1,vix,0.8819,0.661,101,0.9070971428571429,0.91644
statement,would,T2,cfnai,0.5038,0.4927,91,0.7557,0.8625272727272727
statement,would,T2,vix,0.3624,0.7637,91,0.6596571428571427,0.91644
statement,would+be+prepared,T1,cfnai,0.3409,0.0001,101,0.6596571428571427,0.0018000000000000002
statement,would+be+prepared,T1,vix,0.6636,0.4482,101,0.8237793103448275,0.8625272727272727
statement,would+be+prepared,T2,cfnai,0.3681,0.9396,91,0.6596571428571427,0.9948705882352942
statement,would+be+prepared,T2,vix,0.1001,0.8477,91,0.45045,0.9536625000000001
