layer,unit,n_tokens,zero_T1,rho_cfnai_T1,p_cfnai_T1,rho_vix_T1,p_vix_T1,hac_b_cfnai_T1,hac_p_cfnai_T1,hac_b_vix_T1,hac_p_vix_T1,zero_T2,rho_cfnai_T2,p_cfnai_T2,rho_vix_T2,p_vix_T2,hac_b_cfnai_T2,hac_p_cfnai_T2,hac_b_vix_T2,hac_p_vix_T2,zero_T3,rho_cfnai_T3,p_cfnai_T3,rho_vix_T3,p_vix_T3
statement,ALL,770,0.0,-0.124,0.2158,0.061,0.5425,-0.2078,0.1953,0.0023,0.9743,0.0,-0.178,0.0909,0.045,0.6729,-2.5642,0.2616,0.0831,0.3078,0.0,-0.096,0.2697,-0.116,0.185
statement,will+continue,125,0.33,-0.164,0.1018,0.408,0.0,-0.0658,0.4575,0.1482,0.0051,0.35,-0.18,0.0883,0.395,0.0001,-2.0941,0.2884,0.2452,0.0001,0.29,-0.146,0.0928,0.375,0.0
statement,will+take,123,0.02,-0.221,0.0261,0.101,0.3153,-0.045,0.5074,-0.0169,0.6169,0.0,-0.244,0.0197,0.272,0.0091,-1.9083,0.0032,0.08,0.0095,0.17,-0.125,0.1519,-0.111,0.2027
statement,will+assess,72,0.29,-0.356,0.0003,-0.265,0.0073,-0.3074,0.0056,-0.0524,0.0555,0.27,-0.298,0.0041,-0.228,0.0298,-2.0941,0.0047,-0.0663,0.11,0.44,-0.251,0.0036,-0.321,0.0002
statement,could+impede,46,0.54,-0.077,0.4432,0.359,0.0002,0.2212,0.0,0.05,0.3016,0.53,-0.181,0.0861,0.474,0.0,-1.2392,0.2018,0.1751,0.0,0.65,-0.021,0.8119,0.247,0.0042
statement,would+be+prepared,46,0.54,-0.077,0.4432,0.359,0.0002,0.2212,0.0,0.05,0.3016,0.53,-0.181,0.0861,0.474,0.0,-1.2392,0.2018,0.1751,0.0,0.65,-0.021,0.8119,0.247,0.0042
statement,will+be+appropriate,43,0.61,0.364,0.0002,0.235,0.018,0.2865,0.0014,0.0393,0.3087,0.6,0.295,0.0045,0.287,0.0058,1.3863,0.0225,0.0959,0.0276,0.64,0.32,0.0002,0.057,0.5146
statement,will+monitor,32,0.68,-0.053,0.602,-0.296,0.0026,-0.2644,0.0,-0.0274,0.2337,0.68,0.052,0.6214,-0.411,0.0001,0.1218,0.8161,-0.0737,0.0066,0.66,-0.115,0.1879,-0.35,0.0
statement,may+be+appropriate,10,0.9,-0.216,0.0302,-0.077,0.4419,-0.0272,0.4781,-0.0153,0.1608,0.89,-0.248,0.0178,-0.037,0.7308,-0.9088,0.0617,-0.0048,0.7252,0.92,-0.191,0.0273,-0.094,0.2797
