key,unit,period,macro,lag,p_text_to_macro,p_macro_to_text,n,q_text_to_macro
minutes,ALL,T1,cfnai,1,0.2882,0.5849,99,0.8588
minutes,ALL,T1,cfnai,2,0.0096,0.6755,99,0.1392
minutes,ALL,T1,cfnai,3,0.0223,0.7022,99,0.1893
minutes,ALL,T1,vix,1,0.0138,0.3057,99,0.2343
minutes,ALL,T1,vix,2,0.0473,0.1382,99,0.2678
minutes,ALL,T1,vix,3,0.0172,0.1973,99,0.1893
minutes,ALL,T2,cfnai,1,0.0994,0.8218,91,0.6761
minutes,ALL,T2,cfnai,2,0.1583,0.924,91,0.7618
minutes,ALL,T2,cfnai,3,0.1352,0.4274,91,0.8489
minutes,ALL,T2,vix,1,0.2686,0.2225,91,0.803
minutes,ALL,T2,vix,2,0.2634,0.0991,91,0.7618
minutes,ALL,T2,vix,3,0.3051,0.1056,91,0.8645
minutes,could,T1,cfnai,1,0.3466,0.3508,99,0.8588
minutes,could,T1,cfnai,2,0.8271,0.3172,99,0.9744
minutes,could,T1,cfnai,3,0.0118,0.388,99,0.1893
minutes,could,T1,vix,1,0.5233,0.9835,99,0.8648
minutes,could,T1,vix,2,0.0385,0.3383,99,0.2678
minutes,could,T1,vix,3,0.0555,0.4295,99,0.3147
minutes,could,T2,cfnai,1,0.3792,0.0745,91,0.803
minutes,could,T2,cfnai,2,0.1752,0.1432,91,0.7618
minutes,could,T2,cfnai,3,0.2013,0.0932,91,0.8489
minutes,could,T2,vix,1,0.1256,0.0437,91,0.6761
minutes,could,T2,vix,2,0.1863,0.0061,91,0.7618
minutes,could,T2,vix,3,0.5091,0.0123,91,0.9148
minutes,should,T1,cfnai,1,0.7704,0.6369,99,0.9651
minutes,should,T1,cfnai,2,0.8113,0.783,99,0.9744
minutes,should,T1,cfnai,3,0.9609,0.9138,99,0.9988
minutes,should,T1,vix,1,0.3635,0.4146,99,0.8588
minutes,should,T1,vix,2,0.6743,0.7406,99,0.9744
minutes,should,T1,vix,3,0.8515,0.8062,99,0.9988
minutes,should,T2,cfnai,1,0.973,0.9031,91,0.973
minutes,should,T2,cfnai,2,0.9803,0.775,91,0.9877
minutes,should,T2,cfnai,3,0.5608,0.3978,91,0.9148
minutes,should,T2,vix,1,0.6625,0.8448,91,0.932
minutes,should,T2,vix,2,0.8338,0.7886,91,0.9877
minutes,should,T2,vix,3,0.6689,0.5416,91,0.9148
minutes,would,T1,cfnai,1,0.1934,0.1443,99,0.7783
minutes,would,T1,cfnai,2,0.0114,0.2508,99,0.1392
minutes,would,T1,cfnai,3,0.0023,0.3173,99,0.077
minutes,would,T1,vix,1,0.3179,0.3276,99,0.8588
minutes,would,T1,vix,2,0.4066,0.4852,99,0.9744
minutes,would,T1,vix,3,0.2413,0.6197,99,0.7754
minutes,would,T2,cfnai,1,0.0833,0.2043,91,0.6761
minutes,would,T2,cfnai,2,0.3248,0.5785,91,0.7618
minutes,would,T2,cfnai,3,0.623,0.8078,91,0.9148
minutes,would,T2,vix,1,0.3506,0.6007,91,0.803
minutes,would,T2,vix,2,0.6194,0.266,91,0.8775
minutes,would,T2,vix,3,0.8744,0.491,91,0.9854
minutes,would/activity,T1,cfnai,1,0.9081,0.0308,99,0.9651
minutes,would/activity,T1,cfnai,2,0.2482,0.0524,99,0.9744
minutes,would/activity,T1,cfnai,3,0.1025,0.0486,99,0.475
minutes,would/activity,T1,vix,1,0.0033,0.0775,99,0.1124
minutes,would/activity,T1,vix,2,0.0123,0.186,99,0.1392
minutes,would/activity,T1,vix,3,0.0373,0.3863,99,0.2535
minutes,would/activity,T2,cfnai,1,0.4266,0.5975,91,0.803
minutes,would/activity,T2,cfnai,2,0.5247,0.6179,91,0.8108
minutes,would/activity,T2,cfnai,3,0.4584,0.8029,91,0.9148
minutes,would/activity,T2,vix,1,0.4612,0.6392,91,0.803
minutes,would/activity,T2,vix,2,0.4804,0.9437,91,0.7798
minutes,would/activity,T2,vix,3,0.6175,0.8896,91,0.9148
minutes,would/copular_adj,T1,cfnai,1,0.1631,0.3244,99,0.7783
minutes,would/copular_adj,T1,cfnai,2,0.0437,0.5122,99,0.2678
minutes,would/copular_adj,T1,cfnai,3,0.1118,0.0332,99,0.475
minutes,would/copular_adj,T1,vix,1,0.3789,0.2599,99,0.8588
minutes,would/copular_adj,T1,vix,2,0.7072,0.1795,99,0.9744
minutes,would/copular_adj,T1,vix,3,0.81,0.1074,99,0.9988
minutes,would/copular_adj,T2,cfnai,1,0.3742,0.5015,91,0.803
minutes,would/copular_adj,T2,cfnai,2,0.2783,0.6618,91,0.7618
minutes,would/copular_adj,T2,cfnai,3,0.2574,0.76,91,0.8489
minutes,would/copular_adj,T2,vix,1,0.0219,0.669,91,0.4447
minutes,would/copular_adj,T2,vix,2,0.0782,0.8718,91,0.7618
minutes,would/copular_adj,T2,vix,3,0.1886,0.408,91,0.8489
speech,ALL,T1,cfnai,1,0.7337,0.2825,124,0.9594
speech,ALL,T1,cfnai,2,0.6389,0.3461,124,0.9744
speech,ALL,T1,cfnai,3,0.8218,0.2882,124,0.9988
speech,ALL,T1,vix,1,0.962,0.7088,124,0.9651
speech,ALL,T1,vix,2,0.8616,0.4409,124,0.9744
speech,ALL,T1,vix,3,0.9531,0.4958,124,0.9988
speech,ALL,T2,cfnai,1,0.528,0.7315,118,0.8549
speech,ALL,T2,cfnai,2,0.6896,0.8219,118,0.9378
speech,ALL,T2,cfnai,3,0.8275,0.4548,118,0.9747
speech,ALL,T2,vix,1,0.9146,0.7413,118,0.973
